head,tokens,head_dim,query_samples,geometry_mask,geometry_mass_mean,geometry_mass_p05,geometry_mass_p50,geometry_mass_p95,actual_normalized_entropy_mean,actual_normalized_entropy_p05,actual_normalized_entropy_p50,actual_normalized_entropy_p95,actual_entropy_support_fraction_mean,actual_entropy_support_fraction_p05,actual_entropy_support_fraction_p50,actual_entropy_support_fraction_p95,actual_participation_support_fraction_mean,actual_participation_support_fraction_p05,actual_participation_support_fraction_p50,actual_participation_support_fraction_p95,actual_max_probability_mean,actual_max_probability_p05,actual_max_probability_p50,actual_max_probability_p95,actual_top64_mass_mean,actual_top64_mass_p05,actual_top64_mass_p50,actual_top64_mass_p95,actual_top256_mass_mean,actual_top256_mass_p05,actual_top256_mass_p50,actual_top256_mass_p95,actual_top1024_mass_mean,actual_top1024_mass_p05,actual_top1024_mass_p50,actual_top1024_mass_p95,gaussian_normalized_entropy_mean,gaussian_normalized_entropy_p05,gaussian_normalized_entropy_p50,gaussian_normalized_entropy_p95,gaussian_entropy_support_fraction_mean,gaussian_entropy_support_fraction_p05,gaussian_entropy_support_fraction_p50,gaussian_entropy_support_fraction_p95,gaussian_participation_support_fraction_mean,gaussian_participation_support_fraction_p05,gaussian_participation_support_fraction_p50,gaussian_participation_support_fraction_p95,gaussian_max_probability_mean,gaussian_max_probability_p05,gaussian_max_probability_p50,gaussian_max_probability_p95,gaussian_top64_mass_mean,gaussian_top64_mass_p05,gaussian_top64_mass_p50,gaussian_top64_mass_p95,gaussian_top256_mass_mean,gaussian_top256_mass_p05,gaussian_top256_mass_p50,gaussian_top256_mass_p95,gaussian_top1024_mass_mean,gaussian_top1024_mass_p05,gaussian_top1024_mass_p50,gaussian_top1024_mass_p95,q_mp_lower,q_mp_upper,q_eigen_max,q_stable_rank,q_outliers_above_mp,q_top8_energy,k_mp_lower,k_mp_upper,k_eigen_max,k_stable_rank,k_outliers_above_mp,k_top8_energy
0,32760,128,128,s3_temporal_pm2,0.1692026099190116,0.09292236380279065,0.16391883790493011,0.24271060153841972,0.9553211852908134,0.9422537028789519,0.9555953741073608,0.9666136980056763,0.6305205663666129,0.5486037880182266,0.6302279829978943,0.7067229151725769,0.45712626446038485,0.3739428445696831,0.4611021429300308,0.53367760181427,0.00034622932253114413,0.00025783213932299985,0.0003305858845124021,0.0004934141965350136,0.013976605645439122,0.011822329740971327,0.013644588179886341,0.016754196584224702,0.0466549530683551,0.03970698397606611,0.045883605256676674,0.055768010392785075,0.1497670597746037,0.12920819744467735,0.14683563262224197,0.1776602417230606,0.9523132145404816,0.9362020730972289,0.9514907598495483,0.9675510823726654,0.6125282095745206,0.5151462018489837,0.603899747133255,0.7136473298072815,0.37972695054486394,0.26206575930118564,0.3653929829597473,0.5107610523700714,0.0012832512916247651,0.0005648851511068642,0.0010802792967297137,0.0025666102301329374,0.029564682001364417,0.01933558750897646,0.029798803851008415,0.04128300491720437,0.07776881536119618,0.0544302610680461,0.0792459063231945,0.10308800972998142,0.1928053960436955,0.14827964156866075,0.1951982006430626,0.2377587392926216,0.8788919423236052,1.1289224654908026,19.724903106689453,6.489456008927112,30,0.4480338694290275,0.8788919423236052,1.1289224654908026,15.373666763305664,8.326179318230288,31,0.3661910599575819
1,32760,128,128,s3_temporal_pm2,0.731431249063462,0.640455162525177,0.7313845157623291,0.8074120104312896,0.619104191660881,0.5732677757740021,0.6229381561279297,0.6623532474040985,0.019804866729828063,0.011834761919453742,0.019835433922708035,0.029893996939063056,0.007934875806313357,0.004194877436384558,0.007959465030580759,0.012059033522382379,0.01614602042536717,0.009581457590684295,0.014711591880768538,0.028135336004197584,0.43049228098243475,0.32325897365808487,0.4170960783958435,0.5657893091440199,0.7308570565655828,0.6386993259191514,0.7279484570026398,0.817827668786049,0.912366081494838,0.8727582961320877,0.9162268340587616,0.9467640727758408,0.556036380585283,0.4462818309664726,0.560929536819458,0.6467515259981155,0.012004152630879616,0.0031606855452992024,0.010410008486360312,0.025440593156963565,0.001838515529811957,0.0003030109888641164,0.001529061933979392,0.004423692356795072,0.1322574615915073,0.03763227462768555,0.10620411857962608,0.3003690421581265,0.5761650057975203,0.4219058722257614,0.5800538659095764,0.7255344688892363,0.7522869715467095,0.6450748056173324,0.7558026015758514,0.8456272512674331,0.8944590399041772,0.8361914753913879,0.8971129953861237,0.9417726576328278,0.8788919423236052,1.1289224654908026,7.077225685119629,18.08673510569789,40,0.2735907686666514,0.8788919423236052,1.1289224654908026,5.834511756896973,21.939094749219876,40,0.29868084641734566
2,32760,128,128,s3_temporal_pm2,0.07215401495341212,0.03560912776738405,0.07143403589725494,0.10926136672496795,0.9923019749112427,0.9911553084850311,0.992422342300415,0.9932747215032578,0.9231053511612117,0.9121432781219483,0.9242387413978577,0.9324658542871475,0.8539566500112414,0.833902257680893,0.8557691872119904,0.8708068579435349,0.00016677951936117097,0.00012933597463415936,0.00016042066999943927,0.0002248932207294274,0.006555903069966007,0.006062024901621043,0.006519651040434837,0.007252674247138201,0.021619196471874602,0.02028279295191169,0.021482916548848152,0.023359503876417873,0.07041104702511802,0.06716662831604481,0.07016897946596146,0.07466527856886387,0.9919961518608034,0.9906582802534103,0.9920991659164429,0.9930297493934632,0.9201777293346822,0.9074416399002074,0.9211382567882538,0.9300939589738846,0.8467896105721593,0.8230384945869446,0.8486669659614563,0.8652673065662384,0.00015011597287184486,0.00012419965423760004,0.00014889306476106867,0.00018533008915255778,0.006604079037060728,0.0060442485846579075,0.0065636050421744585,0.007319209515117108,0.022226999601116404,0.020775613375008106,0.022110622376203537,0.024250222463160755,0.07286456890869886,0.06908145435154438,0.07247943058609962,0.07788751646876335,0.8788919423236052,1.1289224654908026,16.608814239501953,7.706986447326202,30,0.4450626747554854,0.8788919423236052,1.1289224654908026,20.950904846191406,6.109708504167946,32,0.3796692103162943
3,32760,128,128,s3_temporal_pm2,0.059100432801642455,0.028180886525660753,0.056552764028310776,0.09072016030550004,0.9961006874218583,0.9957115560770036,0.9960984587669373,0.9964995473623275,0.9602724104188383,0.956392341852188,0.9602472186088562,0.9642597287893295,0.9212374864146113,0.9132767021656036,0.9212645292282104,0.9287852138280869,0.0001169235112001843,9.827756948652678e-05,0.00011378496856195852,0.00015023844316601747,0.005124004252138548,0.004816742287948728,0.005144166760146618,0.005391675559803843,0.017472329403972253,0.016715569514781238,0.01751312054693699,0.018123506940901278,0.058785187400644645,0.05702463313937187,0.05891041085124016,0.060437160171568395,0.9961378844454885,0.9957364946603775,0.9961408376693726,0.9965395897626876,0.9606440062634647,0.9566401928663254,0.9606704413890839,0.96466107070446,0.922856627497822,0.9150671571493149,0.922885000705719,0.9306018680334092,9.45677178947335e-05,8.464615530101582e-05,9.375180889037438e-05,0.0001095430001441855,0.0046314962273754645,0.00442179786041379,0.0046330844052135944,0.004874199605546891,0.016414274934504647,0.015805578138679267,0.016397936269640923,0.01708966828882694,0.05710861430270597,0.0554085686802864,0.05711604841053486,0.058801102451980114,0.8788919423236052,1.1289224654908026,7.678736686706543,16.669917393000443,35,0.33364943692018373,0.8788919423236052,1.1289224654908026,11.35099983215332,11.276883811363536,33,0.3252527994255241
4,32760,128,128,s3_temporal_pm2,0.9357179771177471,0.6712293654680253,0.9572724401950836,0.9719348907470704,0.3816053061746061,0.3222754940390587,0.38370364904403687,0.4727769270539284,0.0017810585213737795,0.00087064964172896,0.0016489621484652162,0.004163002106361091,0.0006548398366703623,0.0003474490004009567,0.0006388328911270946,0.0010354930651374158,0.13335593324154615,0.08779427260160447,0.1270715296268463,0.20452800169587135,0.8775061834603548,0.7336560815572739,0.8884049654006958,0.933718493580818,0.9643347719684243,0.9232741683721541,0.9682702124118805,0.9839681029319762,0.9951914213597775,0.986341020464897,0.9960491955280304,0.9983607798814773,0.2912798062316142,0.06640885770320894,0.30977898836135864,0.434343333542347,0.001017717798049489,6.145637435110986e-05,0.000764785218052566,0.002791786775924265,0.0003093524186965624,3.913767886842834e-05,0.00020793990552192554,0.0008199802279705178,0.36603481508791447,0.10910710208117963,0.32204122841358185,0.8828084170818329,0.9088031719438732,0.7869823783636093,0.9178336262702942,0.9929451644420624,0.9702037321403623,0.9271070241928101,0.9747271537780762,0.9980594366788864,0.9937774669378996,0.9830795794725418,0.9949276447296143,0.9996339738368989,0.8788919423236052,1.1289224654908026,6.422091484069824,19.931812218232384,40,0.2671050255308674,0.8788919423236052,1.1289224654908026,6.349499702453613,20.159683793754006,38,0.30441368461808416
5,32760,128,128,s3_temporal_pm2,0.9380006464198232,0.7781634807586669,0.9538404941558838,0.9782378941774368,0.49500344484113157,0.44111149609088895,0.4991678148508072,0.5387659668922424,0.005497157976606104,0.0029952643788419666,0.005477374419569969,0.008267643908038734,0.0023428192998835584,0.0012732678093016147,0.0024321458768099546,0.003260272869374603,0.04114578569715377,0.02766017857939005,0.03629588522017002,0.06963594183325766,0.716425821185112,0.6077201306819916,0.7085413336753845,0.8382759302854538,0.9099361877888441,0.8395023822784424,0.9175734221935272,0.9512357056140899,0.9845446241088212,0.9689518809318542,0.987038254737854,0.9938061952590942,0.3203516998910345,0.13967007175087928,0.32965217530727386,0.4826914146542549,0.0014176965431431654,0.00013053513248451054,0.00094007802545093,0.004615050437860191,0.0003565950970880749,5.296278050082037e-05,0.0002615557168610394,0.0009237291204044593,0.34071155471610837,0.11368875317275524,0.28174105286598206,0.7562788605690001,0.8794314712285995,0.7165319472551346,0.8961239159107208,0.9767584741115569,0.9551500207744539,0.8837554782629014,0.9634002447128296,0.9932376205921174,0.9891355591826141,0.9706429362297058,0.9922811388969421,0.9987045019865035,0.8788919423236052,1.1289224654908026,4.812496185302734,26.598235369187684,42,0.254340575791907,0.8788919423236052,1.1289224654908026,7.231624126434326,17.700575142186555,36,0.3288486677099545
6,32760,128,128,s3_temporal_pm2,0.6457433374598622,0.5102003931999206,0.6466526687145233,0.7612331420183182,0.7258408651687205,0.6968254595994949,0.7248538732528687,0.7565376579761505,0.05896905023837462,0.04276253301650286,0.05722991190850735,0.07955826073884964,0.029867727600503713,0.01976359961554408,0.02925135474652052,0.04208279326558113,0.005023360014092759,0.0032166334916837514,0.004785836907103658,0.007654584827832876,0.1734304767451249,0.12448650635778905,0.1686839759349823,0.2358374834060668,0.42591923265717924,0.3374694541096687,0.4219527989625931,0.5237270951271057,0.7696780511178076,0.6939125329256057,0.7753975689411163,0.8318373620510102,0.5665307512972504,0.41987297832965853,0.5770768821239471,0.6821901321411132,0.015007390168875645,0.0024022262659855187,0.012313003186136484,0.036729463934898364,0.0022950935251628835,0.0002509057252609637,0.0017215906409546733,0.0060453211888670914,0.12327876617200673,0.032196076959371565,0.09455578774213791,0.33428004682064044,0.5601511024869978,0.37698095440864565,0.5526794493198395,0.7489255905151366,0.7332618846558034,0.5688706248998642,0.7289274632930756,0.8710176646709442,0.8800019570626318,0.777935978770256,0.883989155292511,0.9552775382995605,0.8788919423236052,1.1289224654908026,8.53017807006836,15.006006345770716,32,0.3544504059190851,0.8788919423236052,1.1289224654908026,6.079015731811523,21.056682840966317,38,0.30044276555204613
7,32760,128,128,s3_temporal_pm2,0.673984057852067,0.5598704963922501,0.6928327083587646,0.7586931914091111,0.7223476758226752,0.6868145287036895,0.722819983959198,0.7583890974521637,0.05833918650751002,0.038535408303141595,0.0560320820659399,0.08110610395669936,0.02123723526165122,0.012002241425216198,0.02138782385736704,0.031599319074302905,0.007469151327313739,0.004570206976495683,0.006589602446183562,0.012120466679334634,0.2447245234507136,0.17927704975008965,0.22753456979990005,0.33565116375684734,0.5062699411064386,0.41764421612024305,0.5020183026790619,0.5926386296749114,0.7614686056040227,0.7007037937641144,0.768650084733963,0.8155044972896576,0.6986484786029905,0.6267434060573578,0.7022331058979034,0.7813967287540435,0.04922571888528182,0.020635643415153025,0.04523574188351631,0.1030238103121519,0.007321316903301067,0.0010671479220036417,0.0055760706309229136,0.017374109709635346,0.05824540647881804,0.016026859916746614,0.04153774864971638,0.1421319134533405,0.35286256100516766,0.2177919864654541,0.35298146307468414,0.46515854895114894,0.5349451743531972,0.39042125791311266,0.534813791513443,0.6379054307937622,0.737681242171675,0.6155156463384628,0.742470920085907,0.8193290024995804,0.8788919423236052,1.1289224654908026,11.67852783203125,10.96062004484141,34,0.3684852919298727,0.8788919423236052,1.1289224654908026,6.46967077255249,19.785229574871778,37,0.3176306329878953
8,32760,128,128,s3_temporal_pm2,0.0641221698751906,0.030245425179600716,0.06153414212167263,0.09883552566170692,0.9965966921299696,0.9959497839212418,0.9966144263744354,0.9970908820629121,0.9652401325292885,0.9587640404701233,0.9654122292995453,0.9702064156532288,0.9312013955786824,0.9192509561777115,0.9317112267017365,0.940967670083046,0.00010610572758196213,8.810585495666601e-05,0.00010374651174061,0.0001318227354204282,0.004790172297362005,0.004468072415329516,0.004761542659252882,0.005185809708200395,0.016496147749421652,0.015618540905416013,0.016467496752738953,0.017394820507615802,0.05618440473335795,0.05388722941279411,0.05607496201992035,0.058590264245867725,0.9966116989962757,0.9959405988454818,0.9966144263744354,0.9971359252929688,0.9653914058580995,0.9586726248264312,0.9654122292995453,0.9706607818603515,0.9319972563534975,0.9190489441156388,0.9320289492607117,0.9421088129281997,8.883605738674305e-05,7.679962618567515e-05,8.809575592749752e-05,0.00010289842357451561,0.004390246427647071,0.004132466833107173,0.0043635976035147905,0.004735891427844762,0.01568425466393819,0.014932107087224722,0.01566399820148945,0.01664592558518052,0.05507629914791323,0.05288667250424624,0.05501791648566723,0.057935507781803605,0.8788919423236052,1.1289224654908026,9.704200744628906,13.190566602906248,33,0.35783936299360675,0.8788919423236052,1.1289224654908026,8.106518745422363,15.790243663136165,32,0.30657577712548445
9,32760,128,128,s3_temporal_pm2,0.0878825870458968,0.04191968366503716,0.08379622176289558,0.1381715089082718,0.982653796672821,0.9773963242769241,0.9825010299682617,0.9880529671907425,0.835527119692415,0.7905629724264145,0.833654135465622,0.8831914842128754,0.6992671522311866,0.6163034170866013,0.6996858417987823,0.7793910175561904,0.0003344489716710086,0.0002327130910998676,0.0003137076419079676,0.0004973846866050735,0.011422073999710847,0.009230229165405035,0.011052577756345272,0.014202785631641745,0.03463289234787226,0.0287834738381207,0.03389633633196354,0.042284047976136205,0.10224579804344103,0.08723626732826233,0.10102594271302223,0.11995892785489559,0.9828150663524866,0.9790590792894363,0.9822790324687958,0.9879240065813064,0.8367497031576931,0.8043488800525666,0.8317323625087738,0.8820088654756546,0.7008745749481022,0.6446956396102905,0.6921942830085754,0.7782973885536194,0.000304348021018086,0.00021067193592898547,0.00029627475305460393,0.0004377048957394436,0.011080552285420708,0.008616117481142284,0.011273954529315233,0.013356050848960875,0.03440675920865033,0.027709728851914407,0.035075023770332336,0.03980538863688707,0.10285219561774284,0.08632885031402111,0.10471868142485619,0.1146665897220373,0.8788919423236052,1.1289224654908026,16.44646453857422,7.783065226558227,30,0.43942558849446123,0.8788919423236052,1.1289224654908026,18.21282958984375,7.028227306391777,32,0.37284243730736366
