case,head,variant,requested_density,actual_density,router_topk,exact_topk_recall,exact_attention_mass_captured
f17_l0_t1000,7,qk_lowpass,0.0625,0.06320512294769287,128,0.69085693359375,0.4026796221733093
f17_l0_t1000,7,qk_lowpass,0.0625,0.06320512294769287,256,0.7149658203125,0.5579755306243896
f17_l0_t1000,7,q_lowpass,0.125,0.1249999925494194,64,0.88604736328125,0.3133525252342224
f17_l0_t1000,7,q_lowpass,0.125,0.1249999925494194,128,0.906036376953125,0.4587510824203491
f17_l0_t1000,7,q_lowpass,0.125,0.1249999925494194,256,0.8874359130859375,0.6084696054458618
f17_l0_t1000,7,k_lowpass,0.125,0.1249999925494194,64,0.69671630859375,0.2722850441932678
f17_l0_t1000,7,k_lowpass,0.125,0.1249999925494194,128,0.719085693359375,0.40827152132987976
f17_l0_t1000,7,k_lowpass,0.125,0.1249999925494194,256,0.751953125,0.5696398019790649
f17_l0_t1000,7,qk_lowpass,0.125,0.1249999925494194,64,0.68658447265625,0.27368786931037903
f17_l0_t1000,7,qk_lowpass,0.125,0.1249999925494194,128,0.696014404296875,0.40494924783706665
f17_l0_t1000,7,qk_lowpass,0.125,0.1249999925494194,256,0.721221923828125,0.5615240335464478
f17_l0_t1000,7,q_lowpass,0.25,0.2503845989704132,64,0.88995361328125,0.3138274848461151
f17_l0_t1000,7,q_lowpass,0.25,0.2503845989704132,128,0.91015625,0.45935434103012085
f17_l0_t1000,7,q_lowpass,0.25,0.2503845989704132,256,0.8930816650390625,0.609463095664978
f17_l0_t1000,7,k_lowpass,0.25,0.2503845989704132,64,0.70440673828125,0.2744952440261841
f17_l0_t1000,7,k_lowpass,0.25,0.2503845989704132,128,0.7244873046875,0.41076335310935974
f17_l0_t1000,7,k_lowpass,0.25,0.2503845989704132,256,0.756103515625,0.5714478492736816
f17_l0_t1000,7,qk_lowpass,0.25,0.2503845989704132,64,0.69476318359375,0.27595967054367065
f17_l0_t1000,7,qk_lowpass,0.25,0.2503845989704132,128,0.699310302734375,0.40754884481430054
f17_l0_t1000,7,qk_lowpass,0.25,0.2503845989704132,256,0.7254486083984375,0.564095139503479
f17_l0_t1000,8,q_lowpass,0.015625,0.016025640070438385,64,0.7752685546875,0.016667883843183517
f17_l0_t1000,8,q_lowpass,0.015625,0.016025640070438385,128,0.786956787109375,0.030894313007593155
f17_l0_t1000,8,q_lowpass,0.015625,0.016025640070438385,256,0.79632568359375,0.05704342573881149
f17_l0_t1000,8,k_lowpass,0.015625,0.016025640070438385,64,0.07513427734375,0.01002886425703764
f17_l0_t1000,8,k_lowpass,0.015625,0.016025640070438385,128,0.113861083984375,0.019790638238191605
f17_l0_t1000,8,k_lowpass,0.015625,0.016025640070438385,256,0.159271240234375,0.03898358717560768
f17_l0_t1000,8,qk_lowpass,0.015625,0.016025640070438385,64,0.07257080078125,0.00999086257070303
f17_l0_t1000,8,qk_lowpass,0.015625,0.016025640070438385,128,0.112457275390625,0.01972714066505432
f17_l0_t1000,8,qk_lowpass,0.015625,0.016025640070438385,256,0.1545562744140625,0.0387946218252182
f17_l0_t1000,8,q_lowpass,0.0625,0.06320512294769287,64,0.8392333984375,0.0168490931391716
f17_l0_t1000,8,q_lowpass,0.0625,0.06320512294769287,128,0.85076904296875,0.03121631219983101
f17_l0_t1000,8,q_lowpass,0.0625,0.06320512294769287,256,0.8574676513671875,0.05758202075958252
f17_l0_t1000,8,k_lowpass,0.0625,0.06320512294769287,64,0.1123046875,0.010982041247189045
f17_l0_t1000,8,k_lowpass,0.0625,0.06320512294769287,128,0.1483154296875,0.021329514682292938
f17_l0_t1000,8,k_lowpass,0.0625,0.06320512294769287,256,0.188507080078125,0.04136260598897934
f17_l0_t1000,8,qk_lowpass,0.0625,0.06320512294769287,64,0.111083984375,0.010953232645988464
f17_l0_t1000,8,qk_lowpass,0.0625,0.06320512294769287,128,0.14605712890625,0.02125045657157898
f17_l0_t1000,8,qk_lowpass,0.0625,0.06320512294769287,256,0.1863250732421875,0.04122316092252731
f17_l0_t1000,8,q_lowpass,0.125,0.1249999925494194,64,0.850341796875,0.016882365569472313
f17_l0_t1000,8,q_lowpass,0.125,0.1249999925494194,128,0.860931396484375,0.03127531334757805
f17_l0_t1000,8,q_lowpass,0.125,0.1249999925494194,256,0.86785888671875,0.05767738074064255
f17_l0_t1000,8,k_lowpass,0.125,0.1249999925494194,64,0.1351318359375,0.011549234390258789
f17_l0_t1000,8,k_lowpass,0.125,0.1249999925494194,128,0.172515869140625,0.022289451211690903
f17_l0_t1000,8,k_lowpass,0.125,0.1249999925494194,256,0.2166900634765625,0.04294789582490921
f17_l0_t1000,8,qk_lowpass,0.125,0.1249999925494194,64,0.13165283203125,0.011500440537929535
f17_l0_t1000,8,qk_lowpass,0.125,0.1249999925494194,128,0.170196533203125,0.022224437445402145
f17_l0_t1000,8,qk_lowpass,0.125,0.1249999925494194,256,0.2145233154296875,0.04282122850418091
f17_l0_t1000,8,q_lowpass,0.25,0.2503845989704132,64,0.869873046875,0.016924381256103516
f17_l0_t1000,8,q_lowpass,0.25,0.2503845989704132,128,0.876129150390625,0.03133537247776985
f17_l0_t1000,8,q_lowpass,0.25,0.2503845989704132,256,0.8818511962890625,0.057778894901275635
f17_l0_t1000,8,k_lowpass,0.25,0.2503845989704132,64,0.1932373046875,0.012572137638926506
f17_l0_t1000,8,k_lowpass,0.25,0.2503845989704132,128,0.238067626953125,0.024071291089057922
f17_l0_t1000,8,k_lowpass,0.25,0.2503845989704132,256,0.2843475341796875,0.04591260850429535
f17_l0_t1000,8,qk_lowpass,0.25,0.2503845989704132,64,0.19244384765625,0.01252429373562336
f17_l0_t1000,8,qk_lowpass,0.25,0.2503845989704132,128,0.235992431640625,0.024013131856918335
f17_l0_t1000,8,qk_lowpass,0.25,0.2503845989704132,256,0.281036376953125,0.045767590403556824
f17_l0_t1000,9,q_lowpass,0.015625,0.016025640070438385,64,0.37945556640625,0.022502604871988297
f17_l0_t1000,9,q_lowpass,0.015625,0.016025640070438385,128,0.415618896484375,0.040739744901657104
f17_l0_t1000,9,q_lowpass,0.015625,0.016025640070438385,256,0.452606201171875,0.07304468750953674
f17_l0_t1000,9,k_lowpass,0.015625,0.016025640070438385,64,0.034912109375,0.01116369292140007
f17_l0_t1000,9,k_lowpass,0.015625,0.016025640070438385,128,0.056488037109375,0.021971579641103745
f17_l0_t1000,9,k_lowpass,0.015625,0.016025640070438385,256,0.09521484375,0.04331592470407486
f17_l0_t1000,9,qk_lowpass,0.015625,0.016025640070438385,64,0.0340576171875,0.01094425842165947
f17_l0_t1000,9,qk_lowpass,0.015625,0.016025640070438385,128,0.054656982421875,0.021571937948465347
f17_l0_t1000,9,qk_lowpass,0.015625,0.016025640070438385,256,0.0895843505859375,0.04243138059973717
f17_l0_t1000,9,q_lowpass,0.0625,0.06320512294769287,64,0.71905517578125,0.028210032731294632
f17_l0_t1000,9,q_lowpass,0.0625,0.06320512294769287,128,0.74822998046875,0.04999754950404167
f17_l0_t1000,9,q_lowpass,0.0625,0.06320512294769287,256,0.777923583984375,0.08788178861141205
f17_l0_t1000,9,k_lowpass,0.0625,0.06320512294769287,64,0.04852294921875,0.01350431889295578
f17_l0_t1000,9,k_lowpass,0.0625,0.06320512294769287,128,0.075927734375,0.026264358311891556
f17_l0_t1000,9,k_lowpass,0.0625,0.06320512294769287,256,0.1172332763671875,0.050639789551496506
f17_l0_t1000,9,qk_lowpass,0.0625,0.06320512294769287,64,0.04669189453125,0.013416629284620285
f17_l0_t1000,9,qk_lowpass,0.0625,0.06320512294769287,128,0.074798583984375,0.026062294840812683
f17_l0_t1000,9,qk_lowpass,0.0625,0.06320512294769287,256,0.1147613525390625,0.050293952226638794
f17_l0_t1000,9,q_lowpass,0.125,0.1249999925494194,64,0.72509765625,0.028255769982933998
f17_l0_t1000,9,q_lowpass,0.125,0.1249999925494194,128,0.752960205078125,0.05006661266088486
f17_l0_t1000,9,q_lowpass,0.125,0.1249999925494194,256,0.7821807861328125,0.08799867331981659
f17_l0_t1000,9,k_lowpass,0.125,0.1249999925494194,64,0.07330322265625,0.014797107316553593
f17_l0_t1000,9,k_lowpass,0.125,0.1249999925494194,128,0.104736328125,0.028248894959688187
f17_l0_t1000,9,k_lowpass,0.125,0.1249999925494194,256,0.149017333984375,0.05380811169743538
f17_l0_t1000,9,qk_lowpass,0.125,0.1249999925494194,64,0.068359375,0.014571567997336388
f17_l0_t1000,9,qk_lowpass,0.125,0.1249999925494194,128,0.1005859375,0.027892272919416428
f17_l0_t1000,9,qk_lowpass,0.125,0.1249999925494194,256,0.14312744140625,0.05309119448065758
f17_l0_t1000,9,q_lowpass,0.25,0.2503845989704132,64,0.72979736328125,0.028300467878580093
f17_l0_t1000,9,q_lowpass,0.25,0.2503845989704132,128,0.7568359375,0.050119441002607346
f17_l0_t1000,9,q_lowpass,0.25,0.2503845989704132,256,0.787872314453125,0.08811386674642563
f17_l0_t1000,9,k_lowpass,0.25,0.2503845989704132,64,0.1265869140625,0.016874238848686218
f17_l0_t1000,9,k_lowpass,0.25,0.2503845989704132,128,0.161468505859375,0.03172190487384796
f17_l0_t1000,9,k_lowpass,0.25,0.2503845989704132,256,0.209136962890625,0.05927162989974022
f17_l0_t1000,9,qk_lowpass,0.25,0.2503845989704132,64,0.1114501953125,0.016376709565520287
f17_l0_t1000,9,qk_lowpass,0.25,0.2503845989704132,128,0.1478271484375,0.03100471757352352
f17_l0_t1000,9,qk_lowpass,0.25,0.2503845989704132,256,0.19866943359375,0.05821389704942703
f17_l0_t1000,10,q_lowpass,0.015625,0.016025640070438385,64,0.57769775390625,0.060823939740657806
f17_l0_t1000,10,q_lowpass,0.015625,0.016025640070438385,128,0.62103271484375,0.10548032820224762
f17_l0_t1000,10,q_lowpass,0.015625,0.016025640070438385,256,0.666015625,0.18024036288261414
f17_l0_t1000,10,k_lowpass,0.015625,0.016025640070438385,64,0.02886962890625,0.011825530789792538
f17_l0_t1000,10,k_lowpass,0.015625,0.016025640070438385,128,0.046478271484375,0.023117689415812492
f17_l0_t1000,10,k_lowpass,0.015625,0.016025640070438385,256,0.076416015625,0.04507850110530853
f17_l0_t1000,10,qk_lowpass,0.015625,0.016025640070438385,64,0.0277099609375,0.011535486206412315
f17_l0_t1000,10,qk_lowpass,0.015625,0.016025640070438385,128,0.048309326171875,0.02280288189649582
f17_l0_t1000,10,qk_lowpass,0.015625,0.016025640070438385,256,0.07598876953125,0.04461025074124336
f17_l0_t1000,10,q_lowpass,0.0625,0.06320512294769287,64,0.75579833984375,0.06511444598436356
f17_l0_t1000,10,q_lowpass,0.0625,0.06320512294769287,128,0.784820556640625,0.11268099397420883
f17_l0_t1000,10,q_lowpass,0.0625,0.06320512294769287,256,0.819366455078125,0.19182612001895905
f17_l0_t1000,10,k_lowpass,0.0625,0.06320512294769287,64,0.0408935546875,0.018870651721954346
f17_l0_t1000,10,k_lowpass,0.0625,0.06320512294769287,128,0.0595703125,0.03602562099695206
f17_l0_t1000,10,k_lowpass,0.0625,0.06320512294769287,256,0.0890045166015625,0.06796564161777496
f17_l0_t1000,10,qk_lowpass,0.0625,0.06320512294769287,64,0.02484130859375,0.015873320400714874
f17_l0_t1000,10,qk_lowpass,0.0625,0.06320512294769287,128,0.0391845703125,0.0309740137308836
f17_l0_t1000,10,qk_lowpass,0.0625,0.06320512294769287,256,0.0633087158203125,0.059781935065984726
f17_l0_t1000,10,q_lowpass,0.125,0.1249999925494194,64,0.76092529296875,0.0651908665895462
f17_l0_t1000,10,q_lowpass,0.125,0.1249999925494194,128,0.788177490234375,0.11277937144041061
f17_l0_t1000,10,q_lowpass,0.125,0.1249999925494194,256,0.821746826171875,0.19195812940597534
f17_l0_t1000,10,k_lowpass,0.125,0.1249999925494194,64,0.0543212890625,0.020335160195827484
f17_l0_t1000,10,k_lowpass,0.125,0.1249999925494194,128,0.0767822265625,0.03881940618157387
f17_l0_t1000,10,k_lowpass,0.125,0.1249999925494194,256,0.1066741943359375,0.07269182801246643
f17_l0_t1000,10,qk_lowpass,0.125,0.1249999925494194,64,0.04351806640625,0.01849856786429882
f17_l0_t1000,10,qk_lowpass,0.125,0.1249999925494194,128,0.05828857421875,0.03501291573047638
f17_l0_t1000,10,qk_lowpass,0.125,0.1249999925494194,256,0.0858306884765625,0.06662567704916
f17_l0_t1000,10,q_lowpass,0.25,0.2503845989704132,64,0.7662353515625,0.0652715265750885
f17_l0_t1000,10,q_lowpass,0.25,0.2503845989704132,128,0.7940673828125,0.1129097193479538
f17_l0_t1000,10,q_lowpass,0.25,0.2503845989704132,256,0.825714111328125,0.1921042948961258
f17_l0_t1000,10,k_lowpass,0.25,0.2503845989704132,64,0.0828857421875,0.023169079795479774
f17_l0_t1000,10,k_lowpass,0.25,0.2503845989704132,128,0.09649658203125,0.04285956174135208
f17_l0_t1000,10,k_lowpass,0.25,0.2503845989704132,256,0.1261138916015625,0.07835223525762558
f17_l0_t1000,10,qk_lowpass,0.25,0.2503845989704132,64,0.0723876953125,0.02195209451019764
f17_l0_t1000,10,qk_lowpass,0.25,0.2503845989704132,128,0.087554931640625,0.04072624072432518
f17_l0_t1000,10,qk_lowpass,0.25,0.2503845989704132,256,0.1148834228515625,0.07504837214946747
f17_l0_t1000,11,q_lowpass,0.015625,0.016025640070438385,64,0.45098876953125,0.8216824531555176
f17_l0_t1000,11,q_lowpass,0.015625,0.016025640070438385,128,0.4189453125,0.8944381475448608
f17_l0_t1000,11,q_lowpass,0.015625,0.016025640070438385,256,0.460662841796875,0.9340198040008545
f17_l0_t1000,11,k_lowpass,0.015625,0.016025640070438385,64,0.46728515625,0.8576909303665161
f17_l0_t1000,11,k_lowpass,0.015625,0.016025640070438385,128,0.42095947265625,0.905559241771698
f17_l0_t1000,11,k_lowpass,0.015625,0.016025640070438385,256,0.4566497802734375,0.947571873664856
f17_l0_t1000,11,qk_lowpass,0.015625,0.016025640070438385,64,0.48175048828125,0.8735436201095581
f17_l0_t1000,11,qk_lowpass,0.015625,0.016025640070438385,128,0.41400146484375,0.9033493995666504
f17_l0_t1000,11,qk_lowpass,0.015625,0.016025640070438385,256,0.436614990234375,0.9416377544403076
f17_l0_t1000,11,q_lowpass,0.0625,0.06320512294769287,64,0.84710693359375,0.9355090856552124
f17_l0_t1000,11,q_lowpass,0.0625,0.06320512294769287,128,0.850982666015625,0.9671215415000916
f17_l0_t1000,11,q_lowpass,0.0625,0.06320512294769287,256,0.87274169921875,0.9869527816772461
f17_l0_t1000,11,k_lowpass,0.0625,0.06320512294769287,64,0.75146484375,0.9260393381118774
f17_l0_t1000,11,k_lowpass,0.0625,0.06320512294769287,128,0.76776123046875,0.9614882469177246
f17_l0_t1000,11,k_lowpass,0.0625,0.06320512294769287,256,0.81573486328125,0.9849969148635864
f17_l0_t1000,11,qk_lowpass,0.0625,0.06320512294769287,64,0.71832275390625,0.9221304655075073
f17_l0_t1000,11,qk_lowpass,0.0625,0.06320512294769287,128,0.73516845703125,0.9579077959060669
f17_l0_t1000,11,qk_lowpass,0.0625,0.06320512294769287,256,0.78448486328125,0.9827911853790283
f17_l0_t1000,11,q_lowpass,0.125,0.1249999925494194,64,0.85601806640625,0.9368503093719482
f17_l0_t1000,11,q_lowpass,0.125,0.1249999925494194,128,0.85888671875,0.9679078459739685
f17_l0_t1000,11,q_lowpass,0.125,0.1249999925494194,256,0.8802032470703125,0.9873119592666626
f17_l0_t1000,11,k_lowpass,0.125,0.1249999925494194,64,0.757080078125,0.9272781014442444
f17_l0_t1000,11,k_lowpass,0.125,0.1249999925494194,128,0.772552490234375,0.9623786211013794
f17_l0_t1000,11,k_lowpass,0.125,0.1249999925494194,256,0.82037353515625,0.9853764772415161
f17_l0_t1000,11,qk_lowpass,0.125,0.1249999925494194,64,0.72454833984375,0.9243948459625244
f17_l0_t1000,11,qk_lowpass,0.125,0.1249999925494194,128,0.740325927734375,0.958876371383667
f17_l0_t1000,11,qk_lowpass,0.125,0.1249999925494194,256,0.7897796630859375,0.9834314584732056
f17_l0_t1000,11,q_lowpass,0.25,0.2503845989704132,64,0.86474609375,0.9377000331878662
f17_l0_t1000,11,q_lowpass,0.25,0.2503845989704132,128,0.867767333984375,0.9685571193695068
f17_l0_t1000,11,q_lowpass,0.25,0.2503845989704132,256,0.88641357421875,0.987540602684021
f17_l0_t1000,11,k_lowpass,0.25,0.2503845989704132,64,0.76513671875,0.9289386868476868
f17_l0_t1000,11,k_lowpass,0.25,0.2503845989704132,128,0.777984619140625,0.9631119966506958
f17_l0_t1000,11,k_lowpass,0.25,0.2503845989704132,256,0.8260498046875,0.9857504963874817
f17_l0_t1000,11,qk_lowpass,0.25,0.2503845989704132,64,0.73272705078125,0.9261307716369629
f17_l0_t1000,11,qk_lowpass,0.25,0.2503845989704132,128,0.748779296875,0.9605357646942139
f17_l0_t1000,11,qk_lowpass,0.25,0.2503845989704132,256,0.796875,0.9841001033782959
f81_l0_t1000,0,q_lowpass,0.015625,0.015720391646027565,64,0.6898193359375,0.013444080948829651
f81_l0_t1000,0,q_lowpass,0.015625,0.015720391646027565,128,0.708831787109375,0.024667736142873764
f81_l0_t1000,0,q_lowpass,0.015625,0.015720391646027565,256,0.7342987060546875,0.045036040246486664
f81_l0_t1000,0,k_lowpass,0.015625,0.015720391646027565,64,0.0679931640625,0.008312888443470001
f81_l0_t1000,0,k_lowpass,0.015625,0.015720391646027565,128,0.113372802734375,0.01634630374610424
f81_l0_t1000,0,k_lowpass,0.015625,0.015720391646027565,256,0.181243896484375,0.031936414539813995
f81_l0_t1000,0,qk_lowpass,0.015625,0.015720391646027565,64,0.07257080078125,0.008489307016134262
f81_l0_t1000,0,qk_lowpass,0.015625,0.015720391646027565,128,0.11871337890625,0.016710350289940834
f81_l0_t1000,0,qk_lowpass,0.015625,0.015720391646027565,256,0.191650390625,0.03270033746957779
f81_l0_t1000,0,q_lowpass,0.0625,0.06266789138317108,64,0.7606201171875,0.013779982924461365
f81_l0_t1000,0,q_lowpass,0.0625,0.06266789138317108,128,0.77960205078125,0.02524413913488388
f81_l0_t1000,0,q_lowpass,0.0625,0.06266789138317108,256,0.8018798828125,0.04600808769464493
f81_l0_t1000,0,k_lowpass,0.0625,0.06266789138317108,64,0.08782958984375,0.008760089054703712
f81_l0_t1000,0,k_lowpass,0.0625,0.06266789138317108,128,0.132415771484375,0.01706884801387787
f81_l0_t1000,0,k_lowpass,0.0625,0.06266789138317108,256,0.1998138427734375,0.03307752683758736
f81_l0_t1000,0,qk_lowpass,0.0625,0.06266789138317108,64,0.08551025390625,0.008702505379915237
f81_l0_t1000,0,qk_lowpass,0.0625,0.06266789138317108,128,0.128631591796875,0.01695733517408371
f81_l0_t1000,0,qk_lowpass,0.0625,0.06266789138317108,256,0.1956939697265625,0.03289704769849777
f81_l0_t1000,0,q_lowpass,0.125,0.12512211501598358,64,0.77984619140625,0.013852864503860474
f81_l0_t1000,0,q_lowpass,0.125,0.12512211501598358,128,0.7962646484375,0.025371314957737923
f81_l0_t1000,0,q_lowpass,0.125,0.12512211501598358,256,0.816802978515625,0.04620800539851189
f81_l0_t1000,0,k_lowpass,0.125,0.12512211501598358,64,0.10931396484375,0.00910535454750061
f81_l0_t1000,0,k_lowpass,0.125,0.12512211501598358,128,0.156219482421875,0.017581816762685776
f81_l0_t1000,0,k_lowpass,0.125,0.12512211501598358,256,0.22088623046875,0.03377227857708931
f81_l0_t1000,0,qk_lowpass,0.125,0.12512211501598358,64,0.1025390625,0.009019143879413605
f81_l0_t1000,0,qk_lowpass,0.125,0.12512211501598358,128,0.1505126953125,0.017450951039791107
f81_l0_t1000,0,qk_lowpass,0.125,0.12512211501598358,256,0.2150726318359375,0.03356423228979111
f81_l0_t1000,0,q_lowpass,0.25,0.2500305473804474,64,0.80694580078125,0.013937933370471
f81_l0_t1000,0,q_lowpass,0.25,0.2500305473804474,128,0.8214111328125,0.025516707450151443
f81_l0_t1000,0,q_lowpass,0.25,0.2500305473804474,256,0.8407135009765625,0.04644278064370155
f81_l0_t1000,0,k_lowpass,0.25,0.2500305473804474,64,0.1470947265625,0.009655356407165527
f81_l0_t1000,0,k_lowpass,0.25,0.2500305473804474,128,0.19573974609375,0.018492717295885086
f81_l0_t1000,0,k_lowpass,0.25,0.2500305473804474,256,0.2643280029296875,0.03532916307449341
f81_l0_t1000,0,qk_lowpass,0.25,0.2500305473804474,64,0.1407470703125,0.00958354864269495
f81_l0_t1000,0,qk_lowpass,0.25,0.2500305473804474,128,0.191131591796875,0.01840769499540329
f81_l0_t1000,0,qk_lowpass,0.25,0.2500305473804474,256,0.257965087890625,0.03513029217720032
f81_l0_t1000,1,q_lowpass,0.015625,0.015720391646027565,64,0.86920166015625,0.40750986337661743
f81_l0_t1000,1,q_lowpass,0.015625,0.015720391646027565,128,0.877655029296875,0.565295934677124
f81_l0_t1000,1,q_lowpass,0.015625,0.015720391646027565,256,0.878631591796875,0.71211838722229
f81_l0_t1000,1,k_lowpass,0.015625,0.015720391646027565,64,0.8043212890625,0.3838455080986023
f81_l0_t1000,1,k_lowpass,0.015625,0.015720391646027565,128,0.853729248046875,0.5528570413589478
f81_l0_t1000,1,k_lowpass,0.015625,0.015720391646027565,256,0.8812255859375,0.7089762687683105
f81_l0_t1000,1,qk_lowpass,0.015625,0.015720391646027565,64,0.78759765625,0.38615694642066956
f81_l0_t1000,1,qk_lowpass,0.015625,0.015720391646027565,128,0.8203125,0.5472668409347534
f81_l0_t1000,1,qk_lowpass,0.015625,0.015720391646027565,256,0.833984375,0.6987857818603516
f81_l0_t1000,1,q_lowpass,0.0625,0.06266789138317108,64,0.89642333984375,0.4137277603149414
f81_l0_t1000,1,q_lowpass,0.0625,0.06266789138317108,128,0.90521240234375,0.5722641944885254
f81_l0_t1000,1,q_lowpass,0.0625,0.06266789138317108,256,0.903167724609375,0.7179076671600342
f81_l0_t1000,1,k_lowpass,0.0625,0.06266789138317108,64,0.849853515625,0.39832887053489685
f81_l0_t1000,1,k_lowpass,0.0625,0.06266789138317108,128,0.890350341796875,0.5650813579559326
f81_l0_t1000,1,k_lowpass,0.0625,0.06266789138317108,256,0.9111480712890625,0.71657395362854
f81_l0_t1000,1,qk_lowpass,0.0625,0.06266789138317108,64,0.8260498046875,0.3972652554512024
f81_l0_t1000,1,qk_lowpass,0.0625,0.06266789138317108,128,0.857421875,0.558979332447052
f81_l0_t1000,1,qk_lowpass,0.0625,0.06266789138317108,256,0.868865966796875,0.7090383768081665
f81_l0_t1000,1,q_lowpass,0.125,0.12512211501598358,64,0.90618896484375,0.41548672318458557
f81_l0_t1000,1,q_lowpass,0.125,0.12512211501598358,128,0.916900634765625,0.5748347640037537
f81_l0_t1000,1,q_lowpass,0.125,0.12512211501598358,256,0.917236328125,0.7205231189727783
f81_l0_t1000,1,k_lowpass,0.125,0.12512211501598358,64,0.8656005859375,0.40487611293792725
f81_l0_t1000,1,k_lowpass,0.125,0.12512211501598358,128,0.903533935546875,0.5703061819076538
f81_l0_t1000,1,k_lowpass,0.125,0.12512211501598358,256,0.921417236328125,0.7198201417922974
f81_l0_t1000,1,qk_lowpass,0.125,0.12512211501598358,64,0.8427734375,0.40302762389183044
f81_l0_t1000,1,qk_lowpass,0.125,0.12512211501598358,128,0.874725341796875,0.5654149651527405
f81_l0_t1000,1,qk_lowpass,0.125,0.12512211501598358,256,0.8865966796875,0.7144932746887207
f81_l0_t1000,1,q_lowpass,0.25,0.2500305473804474,64,0.91314697265625,0.41647857427597046
f81_l0_t1000,1,q_lowpass,0.25,0.2500305473804474,128,0.928131103515625,0.576654851436615
f81_l0_t1000,1,q_lowpass,0.25,0.2500305473804474,256,0.9309539794921875,0.7224404811859131
f81_l0_t1000,1,k_lowpass,0.25,0.2500305473804474,64,0.883056640625,0.4111708402633667
f81_l0_t1000,1,k_lowpass,0.25,0.2500305473804474,128,0.920257568359375,0.575198769569397
f81_l0_t1000,1,k_lowpass,0.25,0.2500305473804474,256,0.9341278076171875,0.7227463722229004
f81_l0_t1000,1,qk_lowpass,0.25,0.2500305473804474,64,0.85888671875,0.40812504291534424
f81_l0_t1000,1,qk_lowpass,0.25,0.2500305473804474,128,0.892791748046875,0.5709702968597412
f81_l0_t1000,1,qk_lowpass,0.25,0.2500305473804474,256,0.9056549072265625,0.7188706994056702
f81_l0_t1000,2,q_lowpass,0.015625,0.015720391646027565,64,0.76043701171875,0.006287673953920603
f81_l0_t1000,2,q_lowpass,0.015625,0.015720391646027565,128,0.774688720703125,0.011504923924803734
f81_l0_t1000,2,q_lowpass,0.015625,0.015720391646027565,256,0.78631591796875,0.020962340757250786
f81_l0_t1000,2,k_lowpass,0.015625,0.015720391646027565,64,0.00396728515625,0.0028820198494940996
f81_l0_t1000,2,k_lowpass,0.015625,0.015720391646027565,128,0.009979248046875,0.005691393744200468
f81_l0_t1000,2,k_lowpass,0.015625,0.015720391646027565,256,0.0220489501953125,0.011231431737542152
f81_l0_t1000,2,qk_lowpass,0.015625,0.015720391646027565,64,0.00372314453125,0.0028819271828979254
f81_l0_t1000,2,qk_lowpass,0.015625,0.015720391646027565,128,0.009613037109375,0.005701080895960331
f81_l0_t1000,2,qk_lowpass,0.015625,0.015720391646027565,256,0.0213165283203125,0.011217700317502022
f81_l0_t1000,2,q_lowpass,0.0625,0.06266789138317108,64,0.82037353515625,0.006359885446727276
f81_l0_t1000,2,q_lowpass,0.0625,0.06266789138317108,128,0.831939697265625,0.011626265943050385
f81_l0_t1000,2,q_lowpass,0.0625,0.06266789138317108,256,0.8377838134765625,0.021162167191505432
f81_l0_t1000,2,k_lowpass,0.0625,0.06266789138317108,64,0.007568359375,0.003047436010092497
f81_l0_t1000,2,k_lowpass,0.0625,0.06266789138317108,128,0.0169677734375,0.005988230928778648
f81_l0_t1000,2,k_lowpass,0.0625,0.06266789138317108,256,0.0319061279296875,0.011699399910867214
f81_l0_t1000,2,qk_lowpass,0.0625,0.06266789138317108,64,0.00787353515625,0.0030274337623268366
f81_l0_t1000,2,qk_lowpass,0.0625,0.06266789138317108,128,0.01605224609375,0.0059426999650895596
f81_l0_t1000,2,qk_lowpass,0.0625,0.06266789138317108,256,0.0313568115234375,0.011640992946922779
f81_l0_t1000,2,q_lowpass,0.125,0.12512211501598358,64,0.835205078125,0.006377949379384518
f81_l0_t1000,2,q_lowpass,0.125,0.12512211501598358,128,0.845855712890625,0.011654254049062729
f81_l0_t1000,2,q_lowpass,0.125,0.12512211501598358,256,0.8517608642578125,0.02121131122112274
f81_l0_t1000,2,k_lowpass,0.125,0.12512211501598358,64,0.02069091796875,0.0032587123569101095
f81_l0_t1000,2,k_lowpass,0.125,0.12512211501598358,128,0.034637451171875,0.006353740114718676
f81_l0_t1000,2,k_lowpass,0.125,0.12512211501598358,256,0.0560455322265625,0.012354759499430656
f81_l0_t1000,2,qk_lowpass,0.125,0.12512211501598358,64,0.0218505859375,0.0032449776772409678
f81_l0_t1000,2,qk_lowpass,0.125,0.12512211501598358,128,0.03387451171875,0.006322850938886404
f81_l0_t1000,2,qk_lowpass,0.125,0.12512211501598358,256,0.0533447265625,0.012268483638763428
f81_l0_t1000,2,q_lowpass,0.25,0.2500305473804474,64,0.85894775390625,0.006398455239832401
f81_l0_t1000,2,q_lowpass,0.25,0.2500305473804474,128,0.864959716796875,0.011686285957694054
f81_l0_t1000,2,q_lowpass,0.25,0.2500305473804474,256,0.871002197265625,0.02126876264810562
f81_l0_t1000,2,k_lowpass,0.25,0.2500305473804474,64,0.07220458984375,0.0037381891161203384
f81_l0_t1000,2,k_lowpass,0.25,0.2500305473804474,128,0.094024658203125,0.007184490095824003
f81_l0_t1000,2,k_lowpass,0.25,0.2500305473804474,256,0.11993408203125,0.013745318166911602
