case,head,variant,requested_density,actual_density,q_retained_energy,k_retained_energy,q_relative_l2,k_relative_l2,centered_score_relative_l2,attention_relative_fro,attention_kl_exact_to_approx,output_relative_l2,output_cosine
f17_l0_t1000,2,qk_lowpass,0.125,0.1249999925494194,0.8875706791877747,0.22850506007671356,0.24196746945381165,0.6302031874656677,0.866701602935791,0.31083276867866516,0.05263805389404297,0.3543061912059784,0.9366850852966309
f17_l0_t1000,2,q_lowpass,0.25,0.2503845989704132,0.8995254039764404,0.33752143383026123,0.22749920189380646,0.0,0.2687093913555145,0.09670143574476242,0.0049150316044688225,0.14450564980506897,0.9895040988922119
f17_l0_t1000,2,k_lowpass,0.25,0.2503845989704132,0.8995254039764404,0.33752143383026123,0.0,0.5839827060699463,0.7928430438041687,0.2872851490974426,0.044455207884311676,0.3001053035259247,0.9543683528900146
f17_l0_t1000,2,qk_lowpass,0.25,0.2503845989704132,0.8995254039764404,0.33752143383026123,0.22749920189380646,0.5839827060699463,0.8101831078529358,0.29219570755958557,0.04611574858427048,0.31390735507011414,0.9500337839126587
f17_l0_t1000,3,q_lowpass,0.015625,0.016025640070438385,0.7776862382888794,0.034066323190927505,0.3853808343410492,0.0,0.2974036931991577,0.08221567422151566,0.0033649224787950516,0.0783505067229271,0.9969260096549988
f17_l0_t1000,3,k_lowpass,0.015625,0.016025640070438385,0.7776862382888794,0.034066323190927505,0.0,0.6290518045425415,0.9788907170295715,0.2683553993701935,0.03695999085903168,0.43778181076049805,0.9083108305931091
f17_l0_t1000,3,qk_lowpass,0.015625,0.016025640070438385,0.7776862382888794,0.034066323190927505,0.3853808343410492,0.6290518045425415,0.9803854823112488,0.2687568664550781,0.037075698375701904,0.43797069787979126,0.9082319140434265
f17_l0_t1000,3,q_lowpass,0.0625,0.06320512294769287,0.9128895998001099,0.08487804979085922,0.2424144744873047,0.0,0.17687426507472992,0.0495641753077507,0.0012059806613251567,0.06021898612380028,0.9981851577758789
f17_l0_t1000,3,k_lowpass,0.0625,0.06320512294769287,0.9128895998001099,0.08487804979085922,0.0,0.6122830510139465,0.9527885317802429,0.261562705039978,0.03505147248506546,0.41593676805496216,0.9165865778923035
f17_l0_t1000,3,qk_lowpass,0.0625,0.06320512294769287,0.9128895998001099,0.08487804979085922,0.2424144744873047,0.6122830510139465,0.9544320106506348,0.261969655752182,0.03516554832458496,0.41646286845207214,0.916373074054718
f17_l0_t1000,3,q_lowpass,0.125,0.1249999925494194,0.9217525720596313,0.1456853449344635,0.22779187560081482,0.0,0.15863898396492004,0.04447454586625099,0.0009691100567579269,0.053778473287820816,0.9985530376434326
f17_l0_t1000,3,k_lowpass,0.125,0.1249999925494194,0.9217525720596313,0.1456853449344635,0.0,0.5915912389755249,0.9221668243408203,0.25334295630455017,0.03280923143029213,0.38933536410331726,0.9263364672660828
f17_l0_t1000,3,qk_lowpass,0.125,0.1249999925494194,0.9217525720596313,0.1456853449344635,0.22779187560081482,0.5915912389755249,0.9243425130844116,0.2538895905017853,0.03295690566301346,0.3904585838317871,0.925907552242279
f17_l0_t1000,3,q_lowpass,0.25,0.2503845989704132,0.9349008798599243,0.26943978667259216,0.20690229535102844,0.0,0.1365904062986374,0.03821409493684769,0.0007167430012486875,0.045624297112226486,0.9989588856697083
f17_l0_t1000,3,k_lowpass,0.25,0.2503845989704132,0.9349008798599243,0.26943978667259216,0.0,0.5470672845840454,0.8507304191589355,0.23400726914405823,0.027882473543286324,0.33200231194496155,0.9455776214599609
f17_l0_t1000,3,qk_lowpass,0.25,0.2503845989704132,0.9349008798599243,0.26943978667259216,0.20690229535102844,0.5470672845840454,0.8538219928741455,0.23481187224388123,0.028080236166715622,0.3338358998298645,0.9449695944786072
f17_l0_t1000,4,q_lowpass,0.015625,0.016025640070438385,0.6248623132705688,0.5993881821632385,0.5325393676757812,0.0,0.7711325883865356,0.9591279029846191,1.7861820459365845,0.7532660365104675,0.6668309569358826
f17_l0_t1000,4,k_lowpass,0.015625,0.016025640070438385,0.6248623132705688,0.5993881821632385,0.0,0.5622851252555847,0.7983834147453308,0.8881813883781433,1.3484525680541992,0.699864387512207,0.7142807841300964
f17_l0_t1000,4,qk_lowpass,0.015625,0.016025640070438385,0.6248623132705688,0.5993881821632385,0.5325393676757812,0.5622851252555847,0.8126682043075562,0.8781144618988037,1.3196446895599365,0.6923837065696716,0.7216516733169556
f17_l0_t1000,4,q_lowpass,0.0625,0.06320512294769287,0.9200229644775391,0.9566930532455444,0.24619096517562866,0.0,0.26739734411239624,0.24147652089595795,0.08542640507221222,0.189067542552948,0.9819642305374146
f17_l0_t1000,4,k_lowpass,0.0625,0.06320512294769287,0.9200229644775391,0.9566930532455444,0.0,0.1848730742931366,0.25550058484077454,0.777984082698822,0.5939629673957825,0.5983337163925171,0.8248449563980103
f17_l0_t1000,4,qk_lowpass,0.0625,0.06320512294769287,0.9200229644775391,0.9566930532455444,0.24619096517562866,0.1848730742931366,0.3579234778881073,0.6732510924339294,0.49639973044395447,0.5165106058120728,0.8687459230422974
f17_l0_t1000,4,q_lowpass,0.125,0.1249999925494194,0.9262691140174866,0.9603106379508972,0.23415803909301758,0.0,0.2615218162536621,0.22319813072681427,0.07113441079854965,0.17425337433815002,0.9847014546394348
f17_l0_t1000,4,k_lowpass,0.125,0.1249999925494194,0.9262691140174866,0.9603106379508972,0.0,0.17698323726654053,0.2524634003639221,0.784666121006012,0.5738845467567444,0.6076302528381348,0.8222352862358093
f17_l0_t1000,4,qk_lowpass,0.125,0.1249999925494194,0.9262691140174866,0.9603106379508972,0.23415803909301758,0.17698323726654053,0.35175397992134094,0.6924290657043457,0.47934359312057495,0.5363276600837708,0.8619084358215332
f17_l0_t1000,4,q_lowpass,0.25,0.2503845989704132,0.9349338412284851,0.963750422000885,0.21909748017787933,0.0,0.25545623898506165,0.20229674875736237,0.058914653956890106,0.15721142292022705,0.9875658750534058
f17_l0_t1000,4,k_lowpass,0.25,0.2503845989704132,0.9349338412284851,0.963750422000885,0.0,0.16913999617099762,0.24991898238658905,0.7653186321258545,0.5485244393348694,0.5930027365684509,0.829383134841919
f17_l0_t1000,4,qk_lowpass,0.25,0.2503845989704132,0.9349338412284851,0.963750422000885,0.21909748017787933,0.16913999617099762,0.34570348262786865,0.6640406250953674,0.4421359896659851,0.5124303698539734,0.8728197813034058
f17_l0_t1000,5,q_lowpass,0.015625,0.016025640070438385,0.5008626580238342,0.6326486468315125,0.6014804244041443,0.0,0.8100621700286865,0.9704025983810425,1.731008529663086,0.5562408566474915,0.8345835208892822
f17_l0_t1000,5,k_lowpass,0.015625,0.016025640070438385,0.5008626580238342,0.6326486468315125,0.0,0.5269050598144531,0.8449596166610718,0.8749611377716064,1.1981396675109863,0.5052680373191833,0.8631637692451477
f17_l0_t1000,5,qk_lowpass,0.015625,0.016025640070438385,0.5008626580238342,0.6326486468315125,0.6014804244041443,0.5269050598144531,0.8501891493797302,0.8778188228607178,1.2345306873321533,0.5057404637336731,0.8628379702568054
f17_l0_t1000,5,q_lowpass,0.0625,0.06320512294769287,0.8658787608146667,0.9495337605476379,0.3115502595901489,0.0,0.2947412431240082,0.29317572712898254,0.10037310421466827,0.17542016506195068,0.9844947457313538
f17_l0_t1000,5,k_lowpass,0.0625,0.06320512294769287,0.8658787608146667,0.9495337605476379,0.0,0.19529524445533752,0.28349852561950684,0.8480345606803894,0.699982762336731,0.4914383888244629,0.8836835622787476
f17_l0_t1000,5,qk_lowpass,0.0625,0.06320512294769287,0.8658787608146667,0.9495337605476379,0.3115502595901489,0.19529524445533752,0.3943418860435486,0.7575104236602783,0.5935884118080139,0.4405076503753662,0.905275285243988
f17_l0_t1000,5,q_lowpass,0.125,0.1249999925494194,0.8738278150558472,0.9532372951507568,0.300547331571579,0.0,0.2907203137874603,0.275016725063324,0.0897412896156311,0.1650504469871521,0.9862855672836304
f17_l0_t1000,5,k_lowpass,0.125,0.1249999925494194,0.8738278150558472,0.9532372951507568,0.0,0.1879928857088089,0.2819725573062897,0.8562561869621277,0.684565544128418,0.49063342809677124,0.8842558264732361
f17_l0_t1000,5,qk_lowpass,0.125,0.1249999925494194,0.8738278150558472,0.9532372951507568,0.300547331571579,0.1879928857088089,0.3905870318412781,0.7603346109390259,0.5733098387718201,0.43715453147888184,0.9068683385848999
f17_l0_t1000,5,q_lowpass,0.25,0.2503845989704132,0.8875047564506531,0.9571972489356995,0.28315675258636475,0.0,0.28608158230781555,0.2585853636264801,0.08087392151355743,0.1529599279165268,0.9882330298423767
f17_l0_t1000,5,k_lowpass,0.25,0.2503845989704132,0.8875047564506531,0.9571972489356995,0.0,0.17985698580741882,0.2804931104183197,0.8270148634910583,0.6606652736663818,0.4726443886756897,0.8917101621627808
f17_l0_t1000,5,qk_lowpass,0.25,0.2503845989704132,0.8875047564506531,0.9571972489356995,0.28315675258636475,0.17985698580741882,0.38629859685897827,0.7318314909934998,0.5404963493347168,0.4201206564903259,0.9136214256286621
f17_l0_t1000,6,q_lowpass,0.015625,0.016025640070438385,0.4164992868900299,0.46804776787757874,0.6734459400177002,0.0,0.8973252773284912,0.9258347153663635,1.3522489070892334,0.3563854694366455,0.934701681137085
f17_l0_t1000,6,k_lowpass,0.015625,0.016025640070438385,0.4164992868900299,0.46804776787757874,0.0,0.5974107384681702,0.9355971813201904,0.8408104777336121,1.023646593093872,0.3335188031196594,0.9427434802055359
f17_l0_t1000,6,qk_lowpass,0.015625,0.016025640070438385,0.4164992868900299,0.46804776787757874,0.6734459400177002,0.5974107384681702,0.9390554428100586,0.8498741984367371,1.0593390464782715,0.33811715245246887,0.9411051273345947
f17_l0_t1000,6,q_lowpass,0.0625,0.06320512294769287,0.7592876553535461,0.8960747718811035,0.4328376054763794,0.0,0.3162713646888733,0.33425918221473694,0.09117457270622253,0.29040589928627014,0.9569073915481567
f17_l0_t1000,6,k_lowpass,0.0625,0.06320512294769287,0.7592876553535461,0.8960747718811035,0.0,0.2640567719936371,0.30555033683776855,0.6960342526435852,0.4438883066177368,0.30785703659057617,0.9514783024787903
f17_l0_t1000,6,qk_lowpass,0.0625,0.06320512294769287,0.7592876553535461,0.8960747718811035,0.4328376054763794,0.2640567719936371,0.4222997725009918,0.6359238624572754,0.38773053884506226,0.31758594512939453,0.948290228843689
f17_l0_t1000,6,q_lowpass,0.125,0.1249999925494194,0.7746155858039856,0.9018703699111938,0.4178815484046936,0.0,0.31273186206817627,0.3157886862754822,0.08343582600355148,0.28060221672058105,0.9598259925842285
f17_l0_t1000,6,k_lowpass,0.125,0.1249999925494194,0.7746155858039856,0.9018703699111938,0.0,0.2565882205963135,0.3038654029369354,0.6924956440925598,0.4384985566139221,0.2923196852207184,0.9563350677490234
f17_l0_t1000,6,qk_lowpass,0.125,0.1249999925494194,0.7746155858039856,0.9018703699111938,0.4178815484046936,0.2565882205963135,0.4189930260181427,0.6308803558349609,0.3828699588775635,0.31417152285575867,0.9494234323501587
f17_l0_t1000,6,q_lowpass,0.25,0.2503845989704132,0.8042893409729004,0.9109328389167786,0.39093905687332153,0.0,0.3088682293891907,0.29538494348526,0.07538959383964539,0.26130837202072144,0.9652567505836487
f17_l0_t1000,6,k_lowpass,0.25,0.2503845989704132,0.8042893409729004,0.9109328389167786,0.0,0.24445301294326782,0.3015369772911072,0.6851822733879089,0.43075069785118103,0.2592797875404358,0.9658057689666748
f17_l0_t1000,6,qk_lowpass,0.25,0.2503845989704132,0.8042893409729004,0.9109328389167786,0.39093905687332153,0.24445301294326782,0.41528165340423584,0.6197080612182617,0.3729064464569092,0.3006630837917328,0.9537519812583923
f17_l0_t1000,7,q_lowpass,0.015625,0.016025640070438385,0.6711927652359009,0.5282695293426514,0.4986475110054016,0.0,0.5914982557296753,0.7199167013168335,0.610492467880249,0.36447808146476746,0.9320919513702393
f17_l0_t1000,7,k_lowpass,0.015625,0.016025640070438385,0.6711927652359009,0.5282695293426514,0.0,0.5372739434242249,0.7628888487815857,0.8199775815010071,0.8316483497619629,0.3942812383174896,0.9195653200149536
f17_l0_t1000,7,qk_lowpass,0.015625,0.016025640070438385,0.6711927652359009,0.5282695293426514,0.4986475110054016,0.5372739434242249,0.7694143056869507,0.8247060775756836,0.8544811010360718,0.39563921093940735,0.91895991563797
f17_l0_t1000,7,q_lowpass,0.0625,0.06320512294769287,0.8938016891479492,0.8772831559181213,0.28263047337532043,0.0,0.18945109844207764,0.26998353004455566,0.06283824145793915,0.20448918640613556,0.9789113402366638
f17_l0_t1000,7,k_lowpass,0.0625,0.06320512294769287,0.8938016891479492,0.8772831559181213,0.0,0.27403172850608826,0.2937089502811432,0.5630423426628113,0.23026970028877258,0.29799365997314453,0.9553414583206177
f17_l0_t1000,7,qk_lowpass,0.0625,0.06320512294769287,0.8938016891479492,0.8772831559181213,0.28263047337532043,0.27403172850608826,0.34308069944381714,0.5749785900115967,0.2741841673851013,0.3067573308944702,0.9523584246635437
f17_l0_t1000,7,q_lowpass,0.125,0.1249999925494194,0.9016250967979431,0.8847818374633789,0.2702181935310364,0.0,0.1817668080329895,0.2456151843070984,0.05484836548566818,0.19385305047035217,0.9810601472854614
f17_l0_t1000,7,k_lowpass,0.125,0.1249999925494194,0.9016250967979431,0.8847818374633789,0.0,0.2655274271965027,0.2887048125267029,0.5610198974609375,0.22206784784793854,0.29030340909957886,0.957664966583252
f17_l0_t1000,7,qk_lowpass,0.125,0.1249999925494194,0.9016250967979431,0.8847818374633789,0.2702181935310364,0.2655274271965027,0.3354038894176483,0.560735821723938,0.26039573550224304,0.2987603545188904,0.9548149108886719
f17_l0_t1000,7,q_lowpass,0.25,0.2503845989704132,0.9145569205284119,0.8967943787574768,0.251118004322052,0.0,0.17487172782421112,0.21894457936286926,0.047754861414432526,0.17949749529361725,0.983778715133667
f17_l0_t1000,7,k_lowpass,0.25,0.2503845989704132,0.9145569205284119,0.8967943787574768,0.0,0.251304566860199,0.28153449296951294,0.5411787033081055,0.21110990643501282,0.2659325897693634,0.964374303817749
f17_l0_t1000,7,qk_lowpass,0.25,0.2503845989704132,0.9145569205284119,0.8967943787574768,0.251118004322052,0.251304566860199,0.3262988030910492,0.5459108948707581,0.2463996708393097,0.28303468227386475,0.9594265818595886
f17_l0_t1000,8,q_lowpass,0.015625,0.016025640070438385,0.8227146863937378,0.050234194844961166,0.33930402994155884,0.0,0.28395605087280273,0.07302405685186386,0.002662050537765026,0.1419229656457901,0.9898790121078491
f17_l0_t1000,8,k_lowpass,0.015625,0.016025640070438385,0.8227146863937378,0.050234194844961166,0.0,0.5985367894172668,0.9608062505722046,0.24499545991420746,0.03063497692346573,0.6541111469268799,0.8012990355491638
f17_l0_t1000,8,qk_lowpass,0.015625,0.016025640070438385,0.8227146863937378,0.050234194844961166,0.33930402994155884,0.5985367894172668,0.9630835652351379,0.2455260455608368,0.030772197991609573,0.6546195149421692,0.80098557472229
f17_l0_t1000,8,q_lowpass,0.0625,0.06320512294769287,0.8996766209602356,0.1211862787604332,0.25469642877578735,0.0,0.20273363590240479,0.0525469072163105,0.0013611533213406801,0.12199720740318298,0.9925305247306824
f17_l0_t1000,8,k_lowpass,0.0625,0.06320512294769287,0.8996766209602356,0.1211862787604332,0.0,0.5757461190223694,0.9302288889884949,0.23738761246204376,0.02870979905128479,0.6238301396369934,0.8167170286178589
f17_l0_t1000,8,qk_lowpass,0.0625,0.06320512294769287,0.8996766209602356,0.1211862787604332,0.25469642877578735,0.5757461190223694,0.933414101600647,0.23814630508422852,0.028899691998958588,0.6252461671829224,0.8158708810806274
f17_l0_t1000,8,q_lowpass,0.125,0.1249999925494194,0.9094725251197815,0.17833244800567627,0.2407395839691162,0.0,0.18398544192314148,0.04781320318579674,0.0011227154172956944,0.11207153648138046,0.9937002658843994
f17_l0_t1000,8,k_lowpass,0.125,0.1249999925494194,0.9094725251197815,0.17833244800567627,0.0,0.5567120909690857,0.8980781435966492,0.22956505417823792,0.026789560914039612,0.5832988023757935,0.8370324373245239
f17_l0_t1000,8,qk_lowpass,0.125,0.1249999925494194,0.9094725251197815,0.17833244800567627,0.2407395839691162,0.5567120909690857,0.90187007188797,0.23047025501728058,0.02700779214501381,0.5860826969146729,0.8354803323745728
f17_l0_t1000,8,q_lowpass,0.25,0.2503845989704132,0.9246176481246948,0.29782405495643616,0.21939609944820404,0.0,0.15911106765270233,0.04136170819401741,0.0008400781080126762,0.09862812608480453,0.9951244592666626
f17_l0_t1000,8,k_lowpass,0.25,0.2503845989704132,0.9246176481246948,0.29782405495643616,0.0,0.5146424174308777,0.829164445400238,0.21251018345355988,0.022857777774333954,0.495157390832901,0.8791488409042358
f17_l0_t1000,8,qk_lowpass,0.25,0.2503845989704132,0.9246176481246948,0.29782405495643616,0.21939609944820404,0.5146424174308777,0.834037721157074,0.21371279656887054,0.02312331646680832,0.5009562373161316,0.8763427138328552
f17_l0_t1000,9,q_lowpass,0.015625,0.016025640070438385,0.5295723676681519,0.15548355877399445,0.5293687582015991,0.0,0.6978732943534851,0.346426784992218,0.06868749856948853,0.7391248941421509,0.6743887066841125
f17_l0_t1000,9,k_lowpass,0.015625,0.016025640070438385,0.5295723676681519,0.15548355877399445,0.0,0.5544052124023438,0.9625498056411743,0.4670782685279846,0.12679113447666168,0.8367490172386169,0.5963660478591919
f17_l0_t1000,9,qk_lowpass,0.015625,0.016025640070438385,0.5295723676681519,0.15548355877399445,0.5293687582015991,0.5544052124023438,0.9679483771324158,0.46952393651008606,0.12826240062713623,0.847954273223877,0.58498215675354
f17_l0_t1000,9,q_lowpass,0.0625,0.06320512294769287,0.8970330357551575,0.2932831943035126,0.24992479383945465,0.0,0.27419281005859375,0.14590178430080414,0.010528655722737312,0.33778440952301025,0.9412698149681091
f17_l0_t1000,9,k_lowpass,0.0625,0.06320512294769287,0.8970330357551575,0.2932831943035126,0.0,0.5071611404418945,0.829358696937561,0.42217597365379333,0.09971411526203156,0.7991340160369873,0.6290899515151978
f17_l0_t1000,9,qk_lowpass,0.0625,0.06320512294769287,0.8970330357551575,0.2932831943035126,0.24992479383945465,0.5071611404418945,0.8431282043457031,0.4283203184604645,0.1029776781797409,0.8069874048233032,0.6211491823196411
f17_l0_t1000,9,q_lowpass,0.125,0.1249999925494194,0.9030598402023315,0.3392723798751831,0.24137264490127563,0.0,0.2695794403553009,0.14336340129375458,0.01015606801956892,0.3351794183254242,0.9422209858894348
f17_l0_t1000,9,k_lowpass,0.125,0.1249999925494194,0.9030598402023315,0.3392723798751831,0.0,0.49038198590278625,0.8033729791641235,0.4106954038143158,0.09354168176651001,0.7460845708847046,0.6777598857879639
f17_l0_t1000,9,qk_lowpass,0.125,0.1249999925494194,0.9030598402023315,0.3392723798751831,0.24137264490127563,0.49038198590278625,0.8189672231674194,0.4178197681903839,0.09713848680257797,0.7631593346595764,0.661340594291687
f17_l0_t1000,9,q_lowpass,0.25,0.2503845989704132,0.9123544692993164,0.4306853413581848,0.2294391244649887,0.0,0.26466524600982666,0.14066238701343536,0.009775876067578793,0.33264240622520447,0.943124532699585
f17_l0_t1000,9,k_lowpass,0.25,0.2503845989704132,0.9123544692993164,0.4306853413581848,0.0,0.4551970660686493,0.7473344206809998,0.3858443796634674,0.08100699633359909,0.640472948551178,0.7684218287467957
f17_l0_t1000,9,qk_lowpass,0.25,0.2503845989704132,0.9123544692993164,0.4306853413581848,0.2294391244649887,0.4551970660686493,0.7673453092575073,0.39510947465896606,0.08528309315443039,0.6780986785888672,0.7367614507675171
f17_l0_t1000,10,q_lowpass,0.015625,0.016025640070438385,0.4515952169895172,0.1212804913520813,0.4421306550502777,0.0,0.34818458557128906,0.3442493975162506,0.09107497334480286,0.4979044497013092,0.8672360181808472
f17_l0_t1000,10,k_lowpass,0.015625,0.016025640070438385,0.4515952169895172,0.1212804913520813,0.0,0.43350109457969666,0.9939470291137695,0.807074785232544,0.6775556206703186,0.9447883367538452,0.5765628218650818
f17_l0_t1000,10,qk_lowpass,0.015625,0.016025640070438385,0.4515952169895172,0.1212804913520813,0.4421306550502777,0.43350109457969666,0.9947779774665833,0.8075336813926697,0.6786199808120728,0.949661910533905,0.5721404552459717
f17_l0_t1000,10,q_lowpass,0.0625,0.06320512294769287,0.8407102823257446,0.44393810629844666,0.2397913932800293,0.0,0.14064593613147736,0.14958111941814423,0.015546856448054314,0.23469990491867065,0.9720680713653564
f17_l0_t1000,10,k_lowpass,0.0625,0.06320512294769287,0.8407102823257446,0.44393810629844666,0.0,0.3448471426963806,0.5772727131843567,0.7235903739929199,0.3547278344631195,0.9159731864929199,0.5956611037254333
