prompt_id,layer,head_index,frame_offset,absolute_frame,attention_mass,value_leverage_fraction
calib_fluid_s1,14,3,10,16,0.16165204780797163,0.15519473336597972
calib_fluid_s1,14,3,11,17,0.18201121594756842,0.14791261126587227
calib_fluid_s1,14,4,0,0,0.09066109576572974,0.008320653345207351
calib_fluid_s1,14,4,1,1,0.0029935126949567348,0.00015606274519514834
calib_fluid_s1,14,4,2,2,0.008367119376392413,0.0007194783945194959
calib_fluid_s1,14,4,3,9,0.00770732102682814,0.0006338873889567698
calib_fluid_s1,14,4,4,10,0.020343084703199565,0.00339403169988038
calib_fluid_s1,14,4,5,11,0.01843267112659911,0.002715439706034961
calib_fluid_s1,14,4,6,12,0.027701000527789194,0.005876549042805705
calib_fluid_s1,14,4,7,13,0.04472939996048808,0.015426997590445432
calib_fluid_s1,14,4,8,14,0.22224230815966922,0.23271269583974524
calib_fluid_s1,14,4,9,15,0.12753533851355314,0.13204556569434842
calib_fluid_s1,14,4,10,16,0.19878643937408924,0.28116381952858
calib_fluid_s1,14,4,11,17,0.23050069312254587,0.31683481902428107
calib_fluid_s1,14,5,0,0,0.013769289439854521,0.0014635211192566841
calib_fluid_s1,14,5,1,1,0.006160863772189865,0.00011499308078217854
calib_fluid_s1,14,5,2,2,0.0184970178330938,0.0009178351468343899
calib_fluid_s1,14,5,3,9,0.013839972826341787,0.0006768345173288509
calib_fluid_s1,14,5,4,10,0.022845871125658352,0.0025147381709034267
calib_fluid_s1,14,5,5,11,0.03096166361744205,0.008051631749836878
calib_fluid_s1,14,5,6,12,0.015876315922165908,0.0028819322347166205
calib_fluid_s1,14,5,7,13,0.031554955135410026,0.006401907022806039
calib_fluid_s1,14,5,8,14,0.19170263689011335,0.11869386122182127
calib_fluid_s1,14,5,9,15,0.18930512325217325,0.23428394364725713
calib_fluid_s1,14,5,10,16,0.2067604896922906,0.20178087406714973
calib_fluid_s1,14,5,11,17,0.2587257980679472,0.4222179280213068
calib_fluid_s1,14,6,0,0,0.12463387909034887,0.16448822114698014
calib_fluid_s1,14,6,1,1,0.04418496415019035,0.010814773203605799
calib_fluid_s1,14,6,2,2,0.06450317862133184,0.02596655946604161
calib_fluid_s1,14,6,3,9,0.05590031233926614,0.033801055445493916
calib_fluid_s1,14,6,4,10,0.07088822747270265,0.0634817444907121
calib_fluid_s1,14,6,5,11,0.0853434099505345,0.07257549326835691
calib_fluid_s1,14,6,6,12,0.0589622442300121,0.06313017550339883
calib_fluid_s1,14,6,7,13,0.07211375298599401,0.0580809600100767
calib_fluid_s1,14,6,8,14,0.15452359182139236,0.20699933819532296
calib_fluid_s1,14,6,9,15,0.0852761830513676,0.12095829312850706
calib_fluid_s1,14,6,10,16,0.0798445219794909,0.07803000357837642
calib_fluid_s1,14,6,11,17,0.10382573803265889,0.10167338256312755
calib_fluid_s1,14,7,0,0,0.12736335520943004,0.12542691609028275
calib_fluid_s1,14,7,1,1,0.06575574756910403,0.05649893976765946
calib_fluid_s1,14,7,2,2,0.07017853297293186,0.05614781651620947
calib_fluid_s1,14,7,3,9,0.03848648567994435,0.02014678747718018
calib_fluid_s1,14,7,4,10,0.05825537877778212,0.05192443952569109
calib_fluid_s1,14,7,5,11,0.07398838146279255,0.053871018670390916
calib_fluid_s1,14,7,6,12,0.06183855949590603,0.046688839319218
calib_fluid_s1,14,7,7,13,0.07771719340234995,0.07771826282477406
calib_fluid_s1,14,7,8,14,0.14054387373228866,0.21919613172688351
calib_fluid_s1,14,7,9,15,0.08553953965504964,0.12115074966679092
calib_fluid_s1,14,7,10,16,0.085329944267869,0.09119733068537064
calib_fluid_s1,14,7,11,17,0.11500300808499256,0.08003276772954898
calib_fluid_s1,14,8,0,0,0.014755462839578588,0.0015330524831842684
calib_fluid_s1,14,8,1,1,0.0035032732315206276,0.00013714906135950606
calib_fluid_s1,14,8,2,2,0.008744431310333312,0.0005707828714233399
calib_fluid_s1,14,8,3,9,0.008502325722171614,0.0006029695003606303
calib_fluid_s1,14,8,4,10,0.018421453656628728,0.002480885563247889
calib_fluid_s1,14,8,5,11,0.036841723447044686,0.015561983271842536
calib_fluid_s1,14,8,6,12,0.015048678343494732,0.004767428821498732
calib_fluid_s1,14,8,7,13,0.03161274207135041,0.012102142544631789
calib_fluid_s1,14,8,8,14,0.21390818090488511,0.19457654043729952
calib_fluid_s1,14,8,9,15,0.18246321876843768,0.22988701050934715
calib_fluid_s1,14,8,10,16,0.22721133070687452,0.24473170323953758
calib_fluid_s1,14,8,11,17,0.2389871807148059,0.2930483516962671
calib_fluid_s1,14,9,0,0,0.08864901525278886,0.13115194154723492
calib_fluid_s1,14,9,1,1,0.04444280887643496,0.012527464832895338
calib_fluid_s1,14,9,2,2,0.04237846564501524,0.012914595211075788
calib_fluid_s1,14,9,3,9,0.05909509615351756,0.03117339293787883
calib_fluid_s1,14,9,4,10,0.07110277811686197,0.058058931254795124
calib_fluid_s1,14,9,5,11,0.096587298437953,0.07551490750122107
calib_fluid_s1,14,9,6,12,0.07298699580132961,0.061721139068321586
calib_fluid_s1,14,9,7,13,0.08345524221658707,0.059496698947757894
calib_fluid_s1,14,9,8,14,0.13957951962947845,0.15852525755486277
calib_fluid_s1,14,9,9,15,0.09766160355259974,0.15695236737834234
calib_fluid_s1,14,9,10,16,0.09303890354931355,0.11626210376648823
calib_fluid_s1,14,9,11,17,0.11102227463076511,0.12570119999912613
calib_fluid_s1,14,10,0,0,0.019177561975084245,0.0027592983107371013
calib_fluid_s1,14,10,1,1,0.010149467270821333,0.0004297364405139456
calib_fluid_s1,14,10,2,2,0.018583101763700444,0.0015719846643021656
calib_fluid_s1,14,10,3,9,0.017059150578764577,0.008717356467623037
calib_fluid_s1,14,10,4,10,0.030672543759768207,0.009082102408600457
calib_fluid_s1,14,10,5,11,0.039767148128400244,0.014322545214478986
calib_fluid_s1,14,10,6,12,0.028731430880725384,0.01045980635075914
calib_fluid_s1,14,10,7,13,0.04470421141013503,0.024929964704963666
calib_fluid_s1,14,10,8,14,0.19317882197598615,0.19753805559518298
calib_fluid_s1,14,10,9,15,0.17315805330872536,0.18634961444680045
calib_fluid_s1,14,10,10,16,0.19871967347959676,0.21324804589042706
calib_fluid_s1,14,10,11,17,0.22609883888314167,0.330591489505611
calib_fluid_s1,14,11,0,0,0.12499670684337616,0.06482609368292917
calib_fluid_s1,14,11,1,1,0.09377758453289667,0.1020928356621297
calib_fluid_s1,14,11,2,2,0.1202080249786377,0.08760976832318025
calib_fluid_s1,14,11,3,9,0.09544558947285016,0.16965745228647475
calib_fluid_s1,14,11,4,10,0.1109195960064729,0.11688099907033098
calib_fluid_s1,14,11,5,11,0.10131613599757353,0.11711748538445461
calib_fluid_s1,14,11,6,12,0.08987684920430183,0.10419677158409187
calib_fluid_s1,14,11,7,13,0.07685092991838852,0.09637388644416346
calib_fluid_s1,14,11,8,14,0.07120408117771149,0.04547228629423983
calib_fluid_s1,14,11,9,15,0.0400925325229764,0.03054993076824869
calib_fluid_s1,14,11,10,16,0.031365125750501946,0.03365263451069147
calib_fluid_s1,14,11,11,17,0.043946847319602966,0.03156985598906522
calib_fluid_s1,29,0,0,0,0.016743701028948028,1.0658613021124831e-05
calib_fluid_s1,29,0,1,1,0.0007344006347314764,5.5398037527608855e-08
calib_fluid_s1,29,0,2,2,0.00014545273491724703,4.04499459006767e-09
calib_fluid_s1,29,0,3,9,0.0003490975286695175,2.836027416253651e-08
calib_fluid_s1,29,0,4,10,0.0003506279390421696,2.7480693154713246e-08
calib_fluid_s1,29,0,5,11,0.00047133501963495894,3.468502591209924e-08
calib_fluid_s1,29,0,6,12,0.000298719604567547,1.4407871570899584e-08
calib_fluid_s1,29,0,7,13,0.00019414899725234136,6.7521949370930194e-09
calib_fluid_s1,29,0,8,14,0.006316252359586845,0.0001276102607173541
calib_fluid_s1,29,0,9,15,0.3305738235734073,0.3030037993779538
calib_fluid_s1,29,0,10,16,0.32734873394171393,0.3278789653191915
calib_fluid_s1,29,0,11,17,0.31647371062535967,0.3689787953000245
calib_fluid_s1,29,1,0,0,0.019224790623411536,0.0011992613721500773
calib_fluid_s1,29,1,1,1,0.015450438096498448,0.002032762736044154
calib_fluid_s1,29,1,2,2,0.03839629655703902,0.010547338253986594
calib_fluid_s1,29,1,3,9,0.038128868521501616,0.015167302922171957
calib_fluid_s1,29,1,4,10,0.053237607081731156,0.025323050062771416
calib_fluid_s1,29,1,5,11,0.05070023828496535,0.024152068347417222
calib_fluid_s1,29,1,6,12,0.07760805295159419,0.057740677946569
calib_fluid_s1,29,1,7,13,0.08797652274370193,0.08310192099053909
calib_fluid_s1,29,1,8,14,0.15975806303322315,0.2932804608069517
calib_fluid_s1,29,1,9,15,0.1380484333882729,0.13838225063120188
calib_fluid_s1,29,1,10,16,0.16845761984586716,0.18640965176778418
calib_fluid_s1,29,1,11,17,0.15301307290792465,0.16266325416241276
calib_fluid_s1,29,2,0,0,0.10326849171148447,0.00040104005474086345
calib_fluid_s1,29,2,1,1,0.0028860370779218805,7.894285701921486e-07
calib_fluid_s1,29,2,2,2,0.005291943177853105,3.6052102993515915e-06
calib_fluid_s1,29,2,3,9,0.007962727375646256,1.058368894204693e-05
calib_fluid_s1,29,2,4,10,0.006337970620847955,5.988817106910996e-06
calib_fluid_s1,29,2,5,11,0.005740884085837431,5.7637885924821006e-06
calib_fluid_s1,29,2,6,12,0.0024783912390727485,1.008345305688671e-06
calib_fluid_s1,29,2,7,13,0.002453788613887564,1.34378707923735e-06
calib_fluid_s1,29,2,8,14,0.010734908571662889,6.777412213333298e-05
calib_fluid_s1,29,2,9,15,0.27978489176503746,0.3006814609939728
calib_fluid_s1,29,2,10,16,0.29592261820410687,0.33544440119460517
calib_fluid_s1,29,2,11,17,0.27713734360262754,0.36337624056865186
calib_fluid_s1,29,3,0,0,0.008271924569271505,3.745719782903587e-05
calib_fluid_s1,29,3,1,1,0.013096501313460369,0.00015833382079261172
calib_fluid_s1,29,3,2,2,0.03173306444659829,0.00097351632485254
calib_fluid_s1,29,3,3,9,0.030758423885951437,0.0014114959315209312
calib_fluid_s1,29,3,4,10,0.04786312393844128,0.0030825010539202225
calib_fluid_s1,29,3,5,11,0.07150321081280708,0.005707795279022637
calib_fluid_s1,29,3,6,12,0.06230079662054777,0.0036939788617048005
calib_fluid_s1,29,3,7,13,0.08299443187812963,0.011029366707704174
calib_fluid_s1,29,3,8,14,0.2691480554640293,0.27042888484405486
calib_fluid_s1,29,3,9,15,0.1146199032664299,0.19215968681636622
calib_fluid_s1,29,3,10,16,0.13615133551259834,0.26692078852467643
calib_fluid_s1,29,3,11,17,0.13155923131853342,0.24439619463755552
calib_fluid_s1,29,4,0,0,0.0042766272769464795,3.063805568456709e-05
calib_fluid_s1,29,4,1,1,0.001122486906145544,3.556745712948291e-06
calib_fluid_s1,29,4,2,2,0.0028947741593583487,2.854360106205642e-05
calib_fluid_s1,29,4,3,9,0.004782010801136494,8.231844071757075e-05
calib_fluid_s1,29,4,4,10,0.009003989359674353,0.00021618647293339302
calib_fluid_s1,29,4,5,11,0.009932666822957495,0.00025813927452244205
calib_fluid_s1,29,4,6,12,0.017877472564578056,0.0008775351500470368
calib_fluid_s1,29,4,7,13,0.04101381287910044,0.006978508057469929
calib_fluid_s1,29,4,8,14,0.13729132277270156,0.08020891236704902
calib_fluid_s1,29,4,9,15,0.27583002236982185,0.29290504303966447
calib_fluid_s1,29,4,10,16,0.28104435590406257,0.31567964843805735
calib_fluid_s1,29,4,11,17,0.21493045543320477,0.30273097035707924
calib_fluid_s1,29,5,0,0,0.011692296752395729,3.0253785631283505e-05
calib_fluid_s1,29,5,1,1,0.003454224584857002,5.517944426982022e-06
calib_fluid_s1,29,5,2,2,0.002733842285427575,5.484243341047504e-06
calib_fluid_s1,29,5,3,9,0.01756934612058103,0.0002518728508537473
calib_fluid_s1,29,5,4,10,0.019172586423034467,0.00030962374733783054
calib_fluid_s1,29,5,5,11,0.023933314951136708,0.0005605971632330184
calib_fluid_s1,29,5,6,12,0.0338833254451553,0.0022829580676245018
calib_fluid_s1,29,5,7,13,0.05732467925796906,0.006708512291907426
calib_fluid_s1,29,5,8,14,0.08229892545690139,0.016311671213072965
calib_fluid_s1,29,5,9,15,0.13871054910123348,0.10625861689909155
calib_fluid_s1,29,5,10,16,0.2726845281819502,0.4079166385107789
calib_fluid_s1,29,5,11,17,0.33654238780339557,0.45935825328270075
calib_fluid_s1,29,6,0,0,0.08564533417423566,0.03136001850545149
calib_fluid_s1,29,6,1,1,0.060814885112146534,0.0328935952038802
calib_fluid_s1,29,6,2,2,0.06538075984766085,0.04001179642058558
calib_fluid_s1,29,6,3,9,0.100228326395154,0.11416873821533652
calib_fluid_s1,29,6,4,10,0.10422168796261151,0.11820169573754373
calib_fluid_s1,29,6,5,11,0.09942965768277645,0.10073506244934739
calib_fluid_s1,29,6,6,12,0.12132532646258672,0.15839368371885443
calib_fluid_s1,29,6,7,13,0.1320182035366694,0.19241165962840018
calib_fluid_s1,29,6,8,14,0.12641891092061996,0.1653231272121616
calib_fluid_s1,29,6,9,15,0.03379713138565421,0.01400328881653444
calib_fluid_s1,29,6,10,16,0.03503105153019229,0.015832607180317763
calib_fluid_s1,29,6,11,17,0.035688722195724644,0.01666472691158667
calib_fluid_s1,29,7,0,0,0.052904394222423434,0.0035065423794844014
calib_fluid_s1,29,7,1,1,0.008519553171936423,0.00012061651298612547
calib_fluid_s1,29,7,2,2,0.021704881597543135,0.0011003023654417917
calib_fluid_s1,29,7,3,9,0.07700565907483299,0.010549576933869981
calib_fluid_s1,29,7,4,10,0.041582797770388424,0.003925668987643198
calib_fluid_s1,29,7,5,11,0.05518581206949117,0.008466125785054988
