candidate_role,selection_scope,evaluation_scope,method,correction,rank,layer,head,aggregate_error_percent,worst_error_percent,passes_0p5_1p0_gate,minimum_arithmetic_reduction,records
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,0,9,0.20586662012885604,0.21611826959997416,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,0,10,0.13173331919658468,0.17498433589935303,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,0,11,0.15682974384271609,0.18551392713561654,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,0,2.1751006281252487,3.213561698794365,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,1,5.6536355517727825,6.828553229570389,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,2,7.412434246814545,9.722166508436203,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,3,1.883191321710102,2.348044142127037,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,4,1.1644716607813594,1.619652658700943,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,5,0.7731648649745765,1.0787601582705975,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,6,1.433962424760139,1.8286118283867836,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,7,3.2280919602713203,3.796452283859253,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,8,0.8451208901583627,1.2519387528300285,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,9,2.169139706653464,2.5007905438542366,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,10,0.8306055896231858,1.1351854540407658,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,14,11,4.523929040574271,5.069553479552269,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,0,0.05051512536402373,0.059297820553183556,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,1,0.33874049918690374,0.4018772393465042,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,2,0.10220999851027833,0.1306335674598813,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,3,1.5934110068120737,2.89809238165617,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,4,0.45357103838753754,0.5168121308088303,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,5,0.3974750001843324,0.4748370498418808,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,6,0.2770690201071741,0.3055486362427473,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,7,0.3176865604285517,0.38910843431949615,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,8,0.9928131273702154,1.2211259454488754,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,9,0.005252019843270709,0.00972330235526897,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,10,0.23515089100606154,0.24329638108611107,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,adaptive_rank_oracle,16,29,11,0.17794092841516512,0.2038325648754835,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,0,0.3842572551241962,0.5702714901417494,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,1,0.4940479829055797,0.6317869294434786,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,2,0.401413518022894,0.566174229606986,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,3,0.3062917347656205,0.3934537060558796,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,4,0.15438673952405105,0.1813260023482144,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,5,0.13821078553224467,0.14253264525905252,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,6,0.18834908819948484,0.2317687962204218,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,7,0.6208280167188932,0.9228031150996685,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,8,0.34560063169418465,0.3907664678990841,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,9,0.36734094477449286,0.5282657220959663,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,10,0.16425398886552017,0.23195194080471992,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,0,11,0.16494259244000886,0.197487766854465,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,0,3.148674140234147,4.343392327427864,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,1,7.3383727544219735,8.938661962747574,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,2,9.449921658741797,11.968445032835007,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,3,2.947552270711087,3.508160263299942,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,4,2.005574223094877,3.0842266976833344,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,5,1.8372355885237694,2.554425783455372,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,6,3.3545218898981357,4.164505377411842,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,7,5.06830679763473,6.5200075507164,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,8,1.6945901996781045,2.542208321392536,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,9,3.8102741746670103,4.257998988032341,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,10,1.8082230924140323,2.489008568227291,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,14,11,5.853302729322764,6.393102556467056,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,0,0.0569110113479226,0.06607795367017388,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,1,0.6086144226650069,0.7726178504526615,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,2,0.13267954893330877,0.17136080423370004,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,3,2.6275952915267546,4.869834706187248,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,4,0.7140533848525149,0.9448361583054066,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,5,0.591309523685295,0.7789460942149162,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,6,0.48444547263691035,0.5741482600569725,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,7,1.0420279860617692,1.4140265993773937,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,8,1.6686097455483897,2.2137027233839035,False,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,9,0.019176731940732075,0.03706139395944774,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,10,0.418528777633409,0.5515531171113253,True,1.1618669314796426,16
Calibration-selected quality,calibration,validation+test,postrope_recency_g4_event_0p1,frozen_calibration_basis_oracle_coefficients,16,29,11,0.21676285819798133,0.340076582506299,True,1.1618669314796426,16
