category,layer,mode,method,capacity,delay,run_count,observation_count,mean_cosine_mean,mean_cosine_std,median_cosine_mean,median_cosine_std,mean_relative_l2_mean,mean_relative_l2_std,coverage_mean,coverage_std,cosine_gain_vs_recent
__all__,8,frame_centered_unit,instant_adaptive,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_adaptive,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_adaptive,12,2,1,6,0.9997342231464046,0.0002029917531459696,0.9997588278120969,0.00018556707075341054,0.019827283940416145,0.01138755797627111,1.0,0.0,-0.0002657768535954119
__all__,8,frame_centered_unit,instant_adaptive,12,4,1,4,0.9991676448452526,0.0002470350469464078,0.9992449490914983,0.0002174293789076085,0.04000423616998363,0.0058660993394911536,1.0,0.0,0.001337850114889183
__all__,8,frame_centered_unit,instant_oja,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_oja,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,instant_oja,12,2,1,6,0.9993981922899907,0.0002777466158208372,0.9994350326863112,0.0002638614281622528,0.03139436968834376,0.014169062191592767,1.0,0.0,-0.0006018077100092833
__all__,8,frame_centered_unit,instant_oja,12,4,1,4,0.9990179847650426,0.0008274825193096508,0.9991017597819132,0.0007299875644958393,0.03882228247737241,0.019460641941051737,1.0,0.0,0.0011881900346791818
__all__,8,frame_centered_unit,recent_window,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,recent_window,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,recent_window,12,2,1,6,1.0,9.064933036736789e-17,1.0,9.064933036736789e-17,0.0,0.0,1.0,0.0,0.0
__all__,8,frame_centered_unit,recent_window,12,4,1,4,0.9978297947303634,8.07097773513818e-05,0.9980356858435281,6.468272088607299e-05,0.06529015942677636,0.0011219017672939422,1.0,0.0,0.0
__all__,8,frame_centered_unit,uniform_reservoir,12,0,1,8,0.9997452677179892,0.0002463942706348477,0.9998791103409204,0.00023507587064451564,0.010838673609933047,0.01015335042753658,1.0,0.0,-0.00025473228201078335
__all__,8,frame_centered_unit,uniform_reservoir,12,1,1,7,0.9997923779064396,0.00018499289006311594,0.9998600046339968,0.000247533356182359,0.010858364637628808,0.009508334501132615,1.0,0.0,-0.00020762209356040007
__all__,8,frame_centered_unit,uniform_reservoir,12,2,1,6,0.9996737303401458,0.00017197422530566405,0.9997304253521492,0.0002360163258807546,0.0163836701719527,0.00890611991022893,1.0,0.0,-0.00032626965985416145
__all__,8,frame_centered_unit,uniform_reservoir,12,4,1,4,0.9992764739025444,8.219316544502753e-05,0.9995758444305956,0.0002951889586347538,0.028633265209507583,0.007108214113001986,1.0,0.0,0.001446679172180998
unlabeled,8,frame_centered_unit,instant_adaptive,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,instant_adaptive,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,instant_adaptive,12,2,1,6,0.9997342231464046,0.0002029917531459696,0.9997588278120969,0.00018556707075341054,0.019827283940416145,0.01138755797627111,1.0,0.0,-0.0002657768535954119
unlabeled,8,frame_centered_unit,instant_adaptive,12,4,1,4,0.9991676448452526,0.0002470350469464078,0.9992449490914983,0.0002174293789076085,0.04000423616998363,0.0058660993394911536,1.0,0.0,0.001337850114889183
unlabeled,8,frame_centered_unit,instant_oja,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,instant_oja,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,instant_oja,12,2,1,6,0.9993981922899907,0.0002777466158208372,0.9994350326863112,0.0002638614281622528,0.03139436968834376,0.014169062191592767,1.0,0.0,-0.0006018077100092833
unlabeled,8,frame_centered_unit,instant_oja,12,4,1,4,0.9990179847650426,0.0008274825193096508,0.9991017597819132,0.0007299875644958393,0.03882228247737241,0.019460641941051737,1.0,0.0,0.0011881900346791818
unlabeled,8,frame_centered_unit,recent_window,12,0,1,8,1.0,1.1102230246251565e-16,1.0,1.1102230246251565e-16,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,recent_window,12,1,1,7,1.0,8.392497208503151e-17,1.0,8.392497208503151e-17,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,recent_window,12,2,1,6,1.0,9.064933036736789e-17,1.0,9.064933036736789e-17,0.0,0.0,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,recent_window,12,4,1,4,0.9978297947303634,8.07097773513818e-05,0.9980356858435281,6.468272088607299e-05,0.06529015942677636,0.0011219017672939422,1.0,0.0,0.0
unlabeled,8,frame_centered_unit,uniform_reservoir,12,0,1,8,0.9997452677179892,0.0002463942706348477,0.9998791103409204,0.00023507587064451564,0.010838673609933047,0.01015335042753658,1.0,0.0,-0.00025473228201078335
unlabeled,8,frame_centered_unit,uniform_reservoir,12,1,1,7,0.9997923779064396,0.00018499289006311594,0.9998600046339968,0.000247533356182359,0.010858364637628808,0.009508334501132615,1.0,0.0,-0.00020762209356040007
