method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
fp8,1,1,1.014131054823578,1.014131054823578,0.953699506004341,0.8881916777291607,0.8881916777291607,0.8614647649266969,33.33756449476833,0.0,0.0,20862.892578125
hybrid,1,1,1.0110887691047232,1.0110887691047232,0.9565691119933035,0.892406669819775,0.892406669819775,0.8677283372848245,33.57203387975195,0.0,120.0,20862.892578125
