sample_id,sample_position,layer_index,exact_group_count,selected_method,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2
vsi_question_1058,90,0,196,headwise_exact_local,0.003671612124890089,0.015701333060860634,0.001512906514108181
vsi_question_1058,90,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1058,90,13,0,headwise_attention_mass,0.6594968438148499,0.8214698433876038,0.04684416949748993
vsi_question_1058,90,13,49,headwise_exact_local,0.07735413312911987,0.12184648215770721,0.005500986240804195
vsi_question_1058,90,13,98,headwise_exact_local,0.03583748638629913,0.06303221732378006,0.002334360731765628
vsi_question_1058,90,13,147,headwise_exact_local,0.017485149204730988,0.03396851569414139,0.0011643663747236133
vsi_question_1058,90,13,196,headwise_exact_local,0.008838772773742676,0.022723466157913208,0.0006196012254804373
vsi_question_1058,90,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1058,90,27,0,headwise_attention_mass,0.5969583988189697,0.812953531742096,0.04056280851364136
vsi_question_1058,90,27,49,headwise_exact_local,0.12542039155960083,0.24397021532058716,0.008353708311915398
vsi_question_1058,90,27,98,headwise_exact_local,0.06382483243942261,0.13351306319236755,0.004277918487787247
vsi_question_1058,90,27,147,headwise_exact_local,0.03554535284638405,0.08823848515748978,0.0023788900580257177
vsi_question_1058,90,27,196,headwise_exact_local,0.019360652193427086,0.049537189304828644,0.001306781661696732
vsi_question_1058,90,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1071,94,0,0,headwise_attention_mass,0.15602469444274902,0.31701210141181946,0.02399524301290512
vsi_question_1071,94,0,49,headwise_exact_local,0.026639921590685844,0.14831675589084625,0.007688510697335005
vsi_question_1071,94,0,98,headwise_exact_local,0.013781885616481304,0.05842242389917374,0.004420996643602848
vsi_question_1071,94,0,147,headwise_exact_local,0.007466520182788372,0.02516273967921734,0.0027516670525074005
vsi_question_1071,94,0,196,headwise_exact_local,0.004063803236931562,0.015360617078840733,0.0016132225282490253
vsi_question_1071,94,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1071,94,13,0,headwise_attention_mass,0.6891746520996094,0.9527708888053894,0.05155066400766373
vsi_question_1071,94,13,49,headwise_exact_local,0.08784236013889313,0.14656580984592438,0.007057975511997938
vsi_question_1071,94,13,98,headwise_exact_local,0.036646001040935516,0.05395301431417465,0.0026700960006564856
vsi_question_1071,94,13,147,headwise_exact_local,0.01824728399515152,0.03220454230904579,0.0012941554887220263
vsi_question_1071,94,13,196,headwise_exact_local,0.009567231871187687,0.02224252000451088,0.0006720569217577577
vsi_question_1071,94,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1071,94,27,0,headwise_attention_mass,0.6189539432525635,0.9133399724960327,0.02671230025589466
vsi_question_1071,94,27,49,headwise_exact_local,0.10942085832357407,0.216656893491745,0.006214379332959652
vsi_question_1071,94,27,98,headwise_exact_local,0.05652284249663353,0.1131460964679718,0.0032743802294135094
vsi_question_1071,94,27,147,headwise_exact_local,0.03124639391899109,0.07121201604604721,0.001833973336033523
vsi_question_1071,94,27,196,headwise_exact_local,0.01761210337281227,0.04722966253757477,0.0010217403760179877
vsi_question_1071,94,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1077,85,0,0,headwise_attention_mass,0.1767200231552124,0.40799275040626526,0.024691101163625717
vsi_question_1077,85,0,49,headwise_exact_local,0.028123177587985992,0.13224060833454132,0.008571538142859936
vsi_question_1077,85,0,98,headwise_exact_local,0.013382499106228352,0.04861095920205116,0.0047479718923568726
vsi_question_1077,85,0,147,headwise_exact_local,0.007452615071088076,0.022914297878742218,0.0028941251803189516
vsi_question_1077,85,0,196,headwise_exact_local,0.0040814015083014965,0.015199800953269005,0.0017020225059241056
vsi_question_1077,85,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1077,85,13,0,headwise_attention_mass,0.7104067206382751,0.970537543296814,0.040532223880290985
vsi_question_1077,85,13,49,headwise_exact_local,0.10128123313188553,0.15962082147598267,0.006755852606147528
vsi_question_1077,85,13,98,headwise_exact_local,0.04714004322886467,0.07451653480529785,0.0028876655269414186
vsi_question_1077,85,13,147,headwise_exact_local,0.02340703271329403,0.04546451196074486,0.0014326405944302678
vsi_question_1077,85,13,196,headwise_exact_local,0.012532277032732964,0.02688041888177395,0.0007500374340452254
vsi_question_1077,85,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1077,85,27,0,headwise_attention_mass,0.6134562492370605,0.9038236141204834,0.0711318850517273
vsi_question_1077,85,27,49,headwise_exact_local,0.11888017505407333,0.23946958780288696,0.010296245105564594
vsi_question_1077,85,27,98,headwise_exact_local,0.06027592346072197,0.10783502459526062,0.00531365629285574
vsi_question_1077,85,27,147,headwise_exact_local,0.03254255652427673,0.06113889440894127,0.0029254371766000986
vsi_question_1077,85,27,196,headwise_exact_local,0.01704508252441883,0.03366592526435852,0.0015798808308318257
vsi_question_1077,85,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1224,95,0,0,headwise_attention_mass,0.19391311705112457,0.42469754815101624,0.027441464364528656
vsi_question_1224,95,0,49,headwise_exact_local,0.024683792144060135,0.10267709940671921,0.008471949957311153
vsi_question_1224,95,0,98,headwise_exact_local,0.012981733307242393,0.05719992145895958,0.0048396107740700245
vsi_question_1224,95,0,147,headwise_exact_local,0.007380293216556311,0.03447285294532776,0.0029363452922552824
vsi_question_1224,95,0,196,headwise_exact_local,0.0041578058153390884,0.01923431269824505,0.0017171192448586226
vsi_question_1224,95,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1224,95,13,0,headwise_attention_mass,0.6839214563369751,0.8565036654472351,0.06059032678604126
vsi_question_1224,95,13,49,headwise_exact_local,0.10648918151855469,0.17658209800720215,0.01258510909974575
vsi_question_1224,95,13,98,headwise_exact_local,0.047239840030670166,0.08746139705181122,0.00501295505091548
vsi_question_1224,95,13,147,headwise_exact_local,0.024162188172340393,0.05232610926032066,0.002416580682620406
vsi_question_1224,95,13,196,headwise_exact_local,0.012087948620319366,0.027778277173638344,0.0011689243838191032
vsi_question_1224,95,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1224,95,27,0,headwise_attention_mass,0.6421316862106323,1.0053858757019043,0.0642809197306633
vsi_question_1224,95,27,49,headwise_attention_mass,0.14689777791500092,0.25289398431777954,0.01577167399227619
vsi_question_1224,95,27,98,headwise_attention_mass,0.08482757210731506,0.17291904985904694,0.009130420163273811
vsi_question_1224,95,27,147,headwise_exact_local,0.047408849000930786,0.08283542096614838,0.004538302775472403
vsi_question_1224,95,27,196,headwise_exact_local,0.026097917929291725,0.04833586513996124,0.002453721361234784
vsi_question_1224,95,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1569,75,0,0,headwise_attention_mass,0.1391998678445816,0.4077068865299225,0.027353234589099884
vsi_question_1569,75,0,49,headwise_exact_local,0.0280278529971838,0.13210980594158173,0.009745011106133461
vsi_question_1569,75,0,98,headwise_exact_local,0.014268931932747364,0.056435149163007736,0.005620978306978941
vsi_question_1569,75,0,147,headwise_exact_local,0.007771488279104233,0.024432472884655,0.003409928409382701
vsi_question_1569,75,0,196,headwise_exact_local,0.004267714451998472,0.013444787822663784,0.001996162813156843
vsi_question_1569,75,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1569,75,13,0,headwise_attention_mass,0.6790022850036621,0.8670291900634766,0.06081848591566086
vsi_question_1569,75,13,49,headwise_exact_local,0.08381777256727219,0.14046266674995422,0.007215037476271391
vsi_question_1569,75,13,98,headwise_exact_local,0.04033951088786125,0.08555284142494202,0.0028301733545958996
vsi_question_1569,75,13,147,headwise_exact_local,0.020853973925113678,0.052756987512111664,0.0013429226819425821
vsi_question_1569,75,13,196,headwise_exact_local,0.010659693740308285,0.026959829032421112,0.0006859722197987139
vsi_question_1569,75,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1569,75,27,0,headwise_attention_mass,0.6314624547958374,1.0127503871917725,0.02764374390244484
vsi_question_1569,75,27,49,headwise_attention_mass,0.12347668409347534,0.26254355907440186,0.010186491534113884
vsi_question_1569,75,27,98,headwise_attention_mass,0.06749903410673141,0.12793254852294922,0.005609306041151285
vsi_question_1569,75,27,147,headwise_exact_local,0.03812604025006294,0.07027824968099594,0.002908010734245181
vsi_question_1569,75,27,196,headwise_exact_local,0.021676363423466682,0.04544230177998543,0.0016104838578030467
vsi_question_1569,75,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1880,79,0,0,headwise_attention_mass,0.19095048308372498,0.46355509757995605,0.02440720424056053
vsi_question_1880,79,0,49,headwise_exact_local,0.024078628048300743,0.10903828591108322,0.007882785052061081
vsi_question_1880,79,0,98,headwise_exact_local,0.011996522545814514,0.04081620275974274,0.004411198198795319
vsi_question_1880,79,0,147,headwise_exact_local,0.006492226384580135,0.02421785704791546,0.002613801509141922
vsi_question_1880,79,0,196,headwise_exact_local,0.003533529583364725,0.013081636279821396,0.0015553567791357636
vsi_question_1880,79,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1880,79,13,0,headwise_attention_mass,0.5764678120613098,0.7237069010734558,0.04608244448900223
vsi_question_1880,79,13,49,headwise_exact_local,0.07686550170183182,0.12037874013185501,0.006410226225852966
vsi_question_1880,79,13,98,headwise_exact_local,0.035197559744119644,0.06486722826957703,0.0023841201327741146
vsi_question_1880,79,13,147,headwise_exact_local,0.017797818407416344,0.03769860044121742,0.0011677888687700033
vsi_question_1880,79,13,196,headwise_exact_local,0.009314075112342834,0.023774251341819763,0.0006164462538436055
vsi_question_1880,79,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1880,79,27,0,headwise_attention_mass,0.6470699310302734,0.9974353909492493,0.0285040270537138
vsi_question_1880,79,27,49,headwise_attention_mass,0.1383783221244812,0.29367080330848694,0.010154979303479195
vsi_question_1880,79,27,98,headwise_exact_local,0.06983143091201782,0.1469317078590393,0.005158628337085247
vsi_question_1880,79,27,147,headwise_exact_local,0.03729436174035072,0.07770605385303497,0.0029092859476804733
vsi_question_1880,79,27,196,headwise_exact_local,0.020352285355329514,0.051596272736787796,0.001613594708032906
vsi_question_1880,79,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1950,92,0,0,headwise_attention_mass,0.11679558455944061,0.3063451051712036,0.029468582943081856
vsi_question_1950,92,0,49,headwise_exact_local,0.02356009930372238,0.08273112028837204,0.009596734307706356
vsi_question_1950,92,0,98,headwise_exact_local,0.011699123308062553,0.03535996004939079,0.005331066437065601
vsi_question_1950,92,0,147,headwise_exact_local,0.006353540811687708,0.02167682908475399,0.0032218226697295904
vsi_question_1950,92,0,196,headwise_exact_local,0.003537222743034363,0.011552894487977028,0.001892206142656505
vsi_question_1950,92,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1950,92,13,0,headwise_attention_mass,0.6265435218811035,0.7668488621711731,0.06127063184976578
vsi_question_1950,92,13,49,headwise_exact_local,0.0920792892575264,0.14279761910438538,0.007588152773678303
vsi_question_1950,92,13,98,headwise_exact_local,0.04759803041815758,0.07928008586168289,0.0034044317435473204
vsi_question_1950,92,13,147,headwise_exact_local,0.0249081552028656,0.04086447134613991,0.001753094489686191
vsi_question_1950,92,13,196,headwise_exact_local,0.01293700747191906,0.025352416560053825,0.0009520144085399806
vsi_question_1950,92,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1950,92,27,0,headwise_attention_mass,0.6546797156333923,0.9171473979949951,0.06369250267744064
vsi_question_1950,92,27,49,headwise_exact_local,0.11858632415533066,0.2512218654155731,0.014695056714117527
vsi_question_1950,92,27,98,headwise_exact_local,0.06150355562567711,0.13858941197395325,0.007494515739381313
vsi_question_1950,92,27,147,headwise_exact_local,0.03368806838989258,0.07906153053045273,0.004193945787847042
vsi_question_1950,92,27,196,headwise_exact_local,0.018485398963093758,0.04302195832133293,0.0023335947189480066
vsi_question_1950,92,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1976,84,0,0,headwise_attention_mass,0.2018248587846756,0.4886084198951721,0.027572674676775932
vsi_question_1976,84,0,49,headwise_exact_local,0.022836677730083466,0.07112208008766174,0.008511103689670563
vsi_question_1976,84,0,98,headwise_exact_local,0.01167314127087593,0.0396653451025486,0.004971251357346773
vsi_question_1976,84,0,147,headwise_exact_local,0.006656923796981573,0.025459427386522293,0.003055400215089321
vsi_question_1976,84,0,196,headwise_exact_local,0.003816857933998108,0.01615700125694275,0.0019181297393515706
vsi_question_1976,84,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1976,84,13,0,headwise_attention_mass,0.7060128450393677,0.8909783363342285,0.04214475676417351
vsi_question_1976,84,13,49,headwise_exact_greedy,0.08876578509807587,0.2774643898010254,0.019431227818131447
vsi_question_1976,84,13,98,headwise_exact_local,0.0493588000535965,0.07677122950553894,0.004049765411764383
vsi_question_1976,84,13,147,headwise_exact_local,0.02585422992706299,0.04520246759057045,0.0021610925905406475
vsi_question_1976,84,13,196,headwise_exact_local,0.013291115872561932,0.0238268431276083,0.0011590489884838462
vsi_question_1976,84,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_1976,84,27,0,headwise_attention_mass,0.7289748191833496,1.4679237604141235,0.09917671978473663
vsi_question_1976,84,27,49,headwise_exact_local,0.11022809892892838,0.2530527710914612,0.013848645612597466
vsi_question_1976,84,27,98,headwise_exact_local,0.055655572563409805,0.1278979629278183,0.006697507109493017
vsi_question_1976,84,27,147,headwise_exact_local,0.030728157609701157,0.07501986622810364,0.0035699899308383465
vsi_question_1976,84,27,196,headwise_exact_local,0.01739724911749363,0.04447336867451668,0.0020676611457020044
vsi_question_1976,84,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2957,78,0,0,headwise_attention_mass,0.1896861046552658,0.4093736410140991,0.031039537861943245
vsi_question_2957,78,0,49,headwise_exact_greedy,0.02054527774453163,0.08320344984531403,0.014626082964241505
vsi_question_2957,78,0,98,headwise_exact_local,0.012660413049161434,0.044207461178302765,0.0055960388854146
vsi_question_2957,78,0,147,headwise_exact_local,0.0069745746441185474,0.0266156904399395,0.0033278283663094044
vsi_question_2957,78,0,196,headwise_exact_local,0.004036720842123032,0.016805008053779602,0.0019863189663738012
vsi_question_2957,78,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2957,78,13,0,headwise_attention_mass,0.6802513003349304,0.9399876594543457,0.044884201139211655
vsi_question_2957,78,13,49,headwise_exact_local,0.09094998985528946,0.14108388125896454,0.0068937125615775585
vsi_question_2957,78,13,98,headwise_exact_local,0.0418064184486866,0.08084321767091751,0.0032185963355004787
vsi_question_2957,78,13,147,headwise_exact_local,0.021670522168278694,0.048765916377305984,0.0018300398951396346
vsi_question_2957,78,13,196,headwise_exact_local,0.011249613016843796,0.025010690093040466,0.0010794965783134103
vsi_question_2957,78,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2957,78,27,0,headwise_attention_mass,0.6621286869049072,0.9626925587654114,0.11639236658811569
vsi_question_2957,78,27,49,headwise_exact_local,0.1333475559949875,0.24291160702705383,0.025398174300789833
vsi_question_2957,78,27,98,headwise_exact_local,0.07113808393478394,0.12782908976078033,0.012884427793323994
vsi_question_2957,78,27,147,headwise_exact_local,0.040069568902254105,0.07333224266767502,0.0070671141147613525
vsi_question_2957,78,27,196,headwise_exact_local,0.021558422595262527,0.04319126158952713,0.003684741212055087
vsi_question_2957,78,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2991,93,0,0,headwise_attention_mass,0.19244587421417236,0.4718814492225647,0.028398623690009117
vsi_question_2991,93,0,49,headwise_exact_local,0.021491002291440964,0.08757080882787704,0.008250716142356396
vsi_question_2991,93,0,98,headwise_exact_local,0.011118980124592781,0.038667358458042145,0.004762914497405291
vsi_question_2991,93,0,147,headwise_exact_local,0.006423862650990486,0.024692481383681297,0.0029137907549738884
vsi_question_2991,93,0,196,headwise_exact_local,0.003638632595539093,0.015436485409736633,0.0017537939129397273
vsi_question_2991,93,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2991,93,13,0,headwise_attention_mass,0.6539085507392883,0.8845969438552856,0.04635080322623253
vsi_question_2991,93,13,49,headwise_exact_local,0.10113036632537842,0.15856464207172394,0.008273879066109657
vsi_question_2991,93,13,98,headwise_exact_local,0.04832014814019203,0.083554208278656,0.003700298722833395
vsi_question_2991,93,13,147,headwise_exact_local,0.02547745406627655,0.05107589438557625,0.001993920188397169
vsi_question_2991,93,13,196,headwise_exact_local,0.012852118350565434,0.027522118762135506,0.0010691540082916617
vsi_question_2991,93,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_2991,93,27,0,headwise_attention_mass,0.6145511865615845,0.9234909415245056,0.0410357229411602
vsi_question_2991,93,27,49,headwise_attention_mass,0.11496247351169586,0.22594575583934784,0.01328761875629425
vsi_question_2991,93,27,98,headwise_exact_local,0.06558558344841003,0.12190191447734833,0.006659607868641615
vsi_question_2991,93,27,147,headwise_exact_local,0.0374629944562912,0.08001450449228287,0.0037804474122822285
vsi_question_2991,93,27,196,headwise_exact_local,0.02225196547806263,0.0539274662733078,0.0021517400164157152
vsi_question_2991,93,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3092,86,0,0,headwise_attention_mass,0.27758046984672546,0.6575237512588501,0.034761250019073486
vsi_question_3092,86,0,49,headwise_exact_greedy,0.024428104981780052,0.1098259836435318,0.01786399632692337
vsi_question_3092,86,0,98,headwise_exact_local,0.012720904313027859,0.04811757057905197,0.006425350904464722
vsi_question_3092,86,0,147,headwise_exact_local,0.006978181656450033,0.030633365735411644,0.003657058347016573
vsi_question_3092,86,0,196,headwise_exact_local,0.0039069391787052155,0.01912895031273365,0.0021439427509903908
vsi_question_3092,86,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3092,86,13,0,headwise_attention_mass,0.7304871082305908,0.9110525250434875,0.05882177874445915
vsi_question_3092,86,13,49,headwise_exact_local,0.08806165307760239,0.12941502034664154,0.009090078994631767
vsi_question_3092,86,13,98,headwise_exact_local,0.04210243001580238,0.07584581524133682,0.003763870568946004
vsi_question_3092,86,13,147,headwise_exact_local,0.02157994732260704,0.040149301290512085,0.001849531545303762
vsi_question_3092,86,13,196,headwise_exact_local,0.01097144279628992,0.02273477241396904,0.0009548210655339062
vsi_question_3092,86,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3092,86,27,0,headwise_attention_mass,0.5828126072883606,0.8240264654159546,0.05745546147227287
vsi_question_3092,86,27,49,headwise_exact_local,0.10686708986759186,0.2144346535205841,0.012284673750400543
vsi_question_3092,86,27,98,headwise_exact_local,0.05447344109416008,0.1018248125910759,0.006016902159899473
vsi_question_3092,86,27,147,headwise_exact_local,0.03125226870179176,0.06670347601175308,0.003384123556315899
vsi_question_3092,86,27,196,headwise_exact_local,0.017927691340446472,0.04189269244670868,0.0019090163987129927
vsi_question_3092,86,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3132,73,0,0,headwise_attention_mass,0.2096327692270279,0.459796279668808,0.03159631788730621
vsi_question_3132,73,0,49,headwise_exact_greedy,0.023110397160053253,0.12249919772148132,0.017132189124822617
vsi_question_3132,73,0,98,headwise_exact_local,0.01287650503218174,0.04475840553641319,0.005639771930873394
vsi_question_3132,73,0,147,headwise_exact_local,0.007224248722195625,0.02802923135459423,0.003392834449186921
vsi_question_3132,73,0,196,headwise_exact_local,0.00405400013551116,0.01668505184352398,0.0019661171827465296
vsi_question_3132,73,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3132,73,13,0,headwise_attention_mass,0.6275526881217957,0.7681570053100586,0.04488544911146164
vsi_question_3132,73,13,49,headwise_exact_local,0.08229310810565948,0.12148409336805344,0.007065115496516228
vsi_question_3132,73,13,98,headwise_exact_local,0.03857263922691345,0.0681220293045044,0.0032528943847864866
vsi_question_3132,73,13,147,headwise_exact_local,0.019038831815123558,0.036725424230098724,0.001684572664089501
vsi_question_3132,73,13,196,headwise_exact_local,0.00996809359639883,0.024305187165737152,0.0009618610492907465
vsi_question_3132,73,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3132,73,27,0,headwise_attention_mass,0.6514242887496948,0.9236105680465698,0.09988176077604294
vsi_question_3132,73,27,49,headwise_attention_mass,0.12217935174703598,0.2572089731693268,0.024029109627008438
vsi_question_3132,73,27,98,headwise_attention_mass,0.06348644196987152,0.14728431403636932,0.011843917891383171
vsi_question_3132,73,27,147,headwise_exact_local,0.03524002432823181,0.08869350701570511,0.006023396272212267
vsi_question_3132,73,27,196,headwise_exact_local,0.018907587975263596,0.04715769737958908,0.0031931144185364246
vsi_question_3132,73,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3722,76,0,0,headwise_attention_mass,0.18970012664794922,0.4378868341445923,0.03505607321858406
vsi_question_3722,76,0,49,headwise_exact_greedy,0.02091890387237072,0.08396150171756744,0.01864751987159252
vsi_question_3722,76,0,98,headwise_exact_local,0.011993505991995335,0.03510381653904915,0.007254127413034439
vsi_question_3722,76,0,147,headwise_exact_local,0.00664366502314806,0.023154079914093018,0.004375539254397154
vsi_question_3722,76,0,196,headwise_exact_local,0.003639999544247985,0.01317784283310175,0.00250885053537786
vsi_question_3722,76,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3722,76,13,0,headwise_attention_mass,0.6976026296615601,0.92848140001297,0.05519237369298935
vsi_question_3722,76,13,49,headwise_exact_local,0.10080365836620331,0.15170268714427948,0.008842417038977146
vsi_question_3722,76,13,98,headwise_exact_local,0.049277205020189285,0.07835738360881805,0.0036213279236108065
vsi_question_3722,76,13,147,headwise_exact_local,0.025941265746951103,0.05110960081219673,0.0018109624506905675
vsi_question_3722,76,13,196,headwise_exact_local,0.01361848320811987,0.030447714030742645,0.0009365766891278327
vsi_question_3722,76,13,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_3722,76,27,0,headwise_attention_mass,0.6598671078681946,0.9603941440582275,0.07591759413480759
vsi_question_3722,76,27,49,headwise_exact_local,0.12472105771303177,0.22145596146583557,0.014814816415309906
vsi_question_3722,76,27,98,headwise_exact_local,0.058215223252773285,0.10359987616539001,0.00707234675064683
vsi_question_3722,76,27,147,headwise_exact_local,0.030314944684505463,0.06137251853942871,0.0036281775683164597
vsi_question_3722,76,27,196,headwise_exact_local,0.014847238548099995,0.03733355551958084,0.001824942766688764
vsi_question_3722,76,27,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_5025,87,0,0,headwise_attention_mass,0.14797724783420563,0.32812997698783875,0.017133066430687904
vsi_question_5025,87,0,49,headwise_exact_local,0.023549333214759827,0.11232805252075195,0.00538672087714076
vsi_question_5025,87,0,98,headwise_exact_local,0.011860976926982403,0.04087255522608757,0.0030987034551799297
vsi_question_5025,87,0,147,headwise_exact_local,0.006768400315195322,0.025952599942684174,0.0019191238097846508
vsi_question_5025,87,0,196,headwise_exact_local,0.0039301905781030655,0.017048971727490425,0.0011385916732251644
vsi_question_5025,87,0,392,headwise_attention_mass,0.0,0.0,0.0
vsi_question_5025,87,13,0,headwise_attention_mass,0.6598073244094849,0.8093493580818176,0.032560352236032486
vsi_question_5025,87,13,49,headwise_exact_local,0.07838524132966995,0.13384801149368286,0.004175364039838314
vsi_question_5025,87,13,98,headwise_exact_local,0.03336849436163902,0.06358742713928223,0.0016567390412092209
vsi_question_5025,87,13,147,headwise_exact_local,0.016533415764570236,0.033741485327482224,0.0008152761729434133
vsi_question_5025,87,13,196,headwise_exact_local,0.008127843961119652,0.018022550269961357,0.0004020266642328352
vsi_question_5025,87,13,392,headwise_attention_mass,0.0,0.0,0.0
