sample_id,sample_position,layer_index,method,exact_group_count,visual_token_retention,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2
vsi_question_3132,73,27,headwise_exact_local,98,0.4375,0.0642753317952156,0.15022563934326172,0.01126442663371563
vsi_question_3132,73,27,headwise_exact_local,147,0.53125,0.03524002432823181,0.08869350701570511,0.006023396272212267
vsi_question_3132,73,27,headwise_exact_local,196,0.625,0.018907587975263596,0.04715769737958908,0.0031931144185364246
vsi_question_3132,73,27,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_3132,73,27,headwise_exact_greedy,0,0.25,0.6514242887496948,0.9236105680465698,0.09988176077604294
vsi_question_3132,73,27,headwise_exact_greedy,49,0.34375,0.14152103662490845,0.474771648645401,0.04440594092011452
vsi_question_3132,73,27,headwise_exact_greedy,98,0.4375,0.13093601167201996,0.46846720576286316,0.03827977553009987
vsi_question_3132,73,27,headwise_exact_greedy,147,0.53125,0.12928849458694458,0.4637245237827301,0.037015151232481
vsi_question_3132,73,27,headwise_exact_greedy,196,0.625,0.12928231060504913,0.46418997645378113,0.03611245006322861
vsi_question_3132,73,27,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,0,shared_exact_local,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995
vsi_question_5084,74,0,shared_exact_local,49,0.34375,0.05806867778301239,0.2505323588848114,0.0126091493293643
vsi_question_5084,74,0,shared_exact_local,98,0.4375,0.03427214175462723,0.17257553339004517,0.007929195649921894
vsi_question_5084,74,0,shared_exact_local,147,0.53125,0.022162405773997307,0.10154562443494797,0.005344274919480085
vsi_question_5084,74,0,shared_exact_local,196,0.625,0.013565141707658768,0.0571855753660202,0.0037859766744077206
vsi_question_5084,74,0,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,0,headwise_attention_mass,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995
vsi_question_5084,74,0,headwise_attention_mass,49,0.34375,0.031234312802553177,0.15992166101932526,0.0077756717801094055
vsi_question_5084,74,0,headwise_attention_mass,98,0.4375,0.016703620553016663,0.06379003077745438,0.004820235539227724
vsi_question_5084,74,0,headwise_attention_mass,147,0.53125,0.00948889646679163,0.041225988417863846,0.0031979831401258707
vsi_question_5084,74,0,headwise_attention_mass,196,0.625,0.006001565605401993,0.029064694419503212,0.0021691489964723587
vsi_question_5084,74,0,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,0,headwise_exact_local,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995
vsi_question_5084,74,0,headwise_exact_local,49,0.34375,0.02528403326869011,0.12782341241836548,0.0068730879575014114
vsi_question_5084,74,0,headwise_exact_local,98,0.4375,0.012780863791704178,0.05789314582943916,0.00394195644184947
vsi_question_5084,74,0,headwise_exact_local,147,0.53125,0.006917348597198725,0.027894729748368263,0.0023822588846087456
vsi_question_5084,74,0,headwise_exact_local,196,0.625,0.0037493084091693163,0.015934836119413376,0.0013985411496832967
vsi_question_5084,74,0,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,0,headwise_exact_greedy,0,0.25,0.24963298439979553,0.541533887386322,0.022641995921730995
vsi_question_5084,74,0,headwise_exact_greedy,49,0.34375,0.018475178629159927,0.07285065203905106,0.010319170542061329
vsi_question_5084,74,0,headwise_exact_greedy,98,0.4375,0.013717937283217907,0.07264060527086258,0.009026536718010902
vsi_question_5084,74,0,headwise_exact_greedy,147,0.53125,0.01250822190195322,0.07286693900823593,0.008554226718842983
vsi_question_5084,74,0,headwise_exact_greedy,196,0.625,0.012323001399636269,0.07466144859790802,0.008265718817710876
vsi_question_5084,74,0,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,13,shared_exact_local,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405
vsi_question_5084,74,13,shared_exact_local,49,0.34375,0.14944222569465637,0.28397446870803833,0.010553545318543911
vsi_question_5084,74,13,shared_exact_local,98,0.4375,0.0825415849685669,0.1549471616744995,0.004969318863004446
vsi_question_5084,74,13,shared_exact_local,147,0.53125,0.05006367713212967,0.11698058247566223,0.0027309933211654425
vsi_question_5084,74,13,shared_exact_local,196,0.625,0.030436597764492035,0.07004636526107788,0.001528899883851409
vsi_question_5084,74,13,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,13,headwise_attention_mass,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405
vsi_question_5084,74,13,headwise_attention_mass,49,0.34375,0.0901317298412323,0.12713606655597687,0.005516076926141977
vsi_question_5084,74,13,headwise_attention_mass,98,0.4375,0.04277865216135979,0.07795770466327667,0.0024034420493990183
vsi_question_5084,74,13,headwise_attention_mass,147,0.53125,0.023265397176146507,0.04979708418250084,0.0013085814425721765
vsi_question_5084,74,13,headwise_attention_mass,196,0.625,0.013064246624708176,0.03464234620332718,0.0007436828454956412
vsi_question_5084,74,13,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,13,headwise_exact_local,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405
vsi_question_5084,74,13,headwise_exact_local,49,0.34375,0.08468987047672272,0.1179991289973259,0.0052834427915513515
vsi_question_5084,74,13,headwise_exact_local,98,0.4375,0.039202604442834854,0.07118818163871765,0.002119271084666252
vsi_question_5084,74,13,headwise_exact_local,147,0.53125,0.019936878234148026,0.04123147577047348,0.001069077872671187
vsi_question_5084,74,13,headwise_exact_local,196,0.625,0.010558940470218658,0.024291524663567543,0.0005927731981500983
vsi_question_5084,74,13,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,13,headwise_exact_greedy,0,0.25,0.6054547429084778,0.8117581605911255,0.03731537237763405
vsi_question_5084,74,13,headwise_exact_greedy,49,0.34375,0.09894748777151108,0.25938746333122253,0.020215710625052452
vsi_question_5084,74,13,headwise_exact_greedy,98,0.4375,0.09553668648004532,0.257423460483551,0.01939712092280388
vsi_question_5084,74,13,headwise_exact_greedy,147,0.53125,0.09448491781949997,0.2574516534805298,0.018996652215719223
vsi_question_5084,74,13,headwise_exact_greedy,196,0.625,0.09348735213279724,0.25799819827079773,0.01888621412217617
vsi_question_5084,74,13,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,27,shared_exact_local,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481
vsi_question_5084,74,27,shared_exact_local,49,0.34375,0.24749578535556793,0.4626398980617523,0.027104882523417473
vsi_question_5084,74,27,shared_exact_local,98,0.4375,0.14519071578979492,0.30806615948677063,0.01649429090321064
vsi_question_5084,74,27,shared_exact_local,147,0.53125,0.08903258293867111,0.18006940186023712,0.010584007017314434
vsi_question_5084,74,27,shared_exact_local,196,0.625,0.05459758639335632,0.11331650614738464,0.0068284147419035435
vsi_question_5084,74,27,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,27,headwise_attention_mass,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481
vsi_question_5084,74,27,headwise_attention_mass,49,0.34375,0.1404390186071396,0.25890907645225525,0.014577812515199184
vsi_question_5084,74,27,headwise_attention_mass,98,0.4375,0.07601773738861084,0.15575602650642395,0.008108836598694324
vsi_question_5084,74,27,headwise_attention_mass,147,0.53125,0.0444779172539711,0.09381064027547836,0.0046923100017011166
vsi_question_5084,74,27,headwise_attention_mass,196,0.625,0.025460049510002136,0.06501829624176025,0.002698303898796439
vsi_question_5084,74,27,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,27,headwise_exact_local,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481
vsi_question_5084,74,27,headwise_exact_local,49,0.34375,0.1433282494544983,0.24362918734550476,0.01388373039662838
vsi_question_5084,74,27,headwise_exact_local,98,0.4375,0.07351767271757126,0.15793265402317047,0.007403593976050615
vsi_question_5084,74,27,headwise_exact_local,147,0.53125,0.0401386022567749,0.08655181527137756,0.004096028860658407
vsi_question_5084,74,27,headwise_exact_local,196,0.625,0.02223183587193489,0.05249766260385513,0.0022673718631267548
vsi_question_5084,74,27,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_5084,74,27,headwise_exact_greedy,0,0.25,0.6302271485328674,0.9970312118530273,0.05643012002110481
vsi_question_5084,74,27,headwise_exact_greedy,49,0.34375,0.1075078472495079,0.3138793706893921,0.022764775902032852
vsi_question_5084,74,27,headwise_exact_greedy,98,0.4375,0.09411997348070145,0.3134271204471588,0.01951516605913639
vsi_question_5084,74,27,headwise_exact_greedy,147,0.53125,0.09215160459280014,0.3134007453918457,0.018443217501044273
vsi_question_5084,74,27,headwise_exact_greedy,196,0.625,0.09219113737344742,0.31340059638023376,0.018066158518195152
vsi_question_5084,74,27,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,0,shared_exact_local,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884
vsi_question_1569,75,0,shared_exact_local,49,0.34375,0.05309554934501648,0.27412569522857666,0.014873659238219261
vsi_question_1569,75,0,shared_exact_local,98,0.4375,0.032504353672266006,0.13347619771957397,0.010622159577906132
vsi_question_1569,75,0,shared_exact_local,147,0.53125,0.021170224994421005,0.08957776427268982,0.007488660980015993
vsi_question_1569,75,0,shared_exact_local,196,0.625,0.013279030099511147,0.043629240244627,0.005208631511777639
vsi_question_1569,75,0,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,0,headwise_attention_mass,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884
vsi_question_1569,75,0,headwise_attention_mass,49,0.34375,0.03323308005928993,0.13827571272850037,0.011095132678747177
vsi_question_1569,75,0,headwise_attention_mass,98,0.4375,0.018002428114414215,0.05534708499908447,0.007118644658476114
vsi_question_1569,75,0,headwise_attention_mass,147,0.53125,0.011163727380335331,0.036294471472501755,0.004819028545171022
vsi_question_1569,75,0,headwise_attention_mass,196,0.625,0.0064313472248613834,0.023148082196712494,0.002998731331899762
vsi_question_1569,75,0,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,0,headwise_exact_local,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884
vsi_question_1569,75,0,headwise_exact_local,49,0.34375,0.0280278529971838,0.13210980594158173,0.009745011106133461
vsi_question_1569,75,0,headwise_exact_local,98,0.4375,0.014268931932747364,0.056435149163007736,0.005620978306978941
vsi_question_1569,75,0,headwise_exact_local,147,0.53125,0.007771488279104233,0.024432472884655,0.003409928409382701
vsi_question_1569,75,0,headwise_exact_local,196,0.625,0.004267714451998472,0.013444787822663784,0.001996162813156843
vsi_question_1569,75,0,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,0,headwise_exact_greedy,0,0.25,0.1391998678445816,0.4077068865299225,0.027353234589099884
vsi_question_1569,75,0,headwise_exact_greedy,49,0.34375,0.06450530141592026,0.16333253681659698,0.013710123486816883
vsi_question_1569,75,0,headwise_exact_greedy,98,0.4375,0.06276394426822662,0.16333256661891937,0.0115732466802001
vsi_question_1569,75,0,headwise_exact_greedy,147,0.53125,0.06235654279589653,0.16333253681659698,0.010757715441286564
vsi_question_1569,75,0,headwise_exact_greedy,196,0.625,0.06228574737906456,0.16333255171775818,0.010360692627727985
vsi_question_1569,75,0,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,13,shared_exact_local,0,0.25,0.6790022850036621,0.8670291900634766,0.06081848591566086
vsi_question_1569,75,13,shared_exact_local,49,0.34375,0.13833676278591156,0.3290782868862152,0.013376973569393158
vsi_question_1569,75,13,shared_exact_local,98,0.4375,0.08467059582471848,0.13835515081882477,0.006559856701642275
vsi_question_1569,75,13,shared_exact_local,147,0.53125,0.05036565288901329,0.10218001902103424,0.003979081753641367
vsi_question_1569,75,13,shared_exact_local,196,0.625,0.031259968876838684,0.0761212408542633,0.0023287467192858458
vsi_question_1569,75,13,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,13,headwise_attention_mass,0,0.25,0.6790022850036621,0.8670291900634766,0.06081848591566086
vsi_question_1569,75,13,headwise_attention_mass,49,0.34375,0.09032725542783737,0.14890019595623016,0.007640485186129808
vsi_question_1569,75,13,headwise_attention_mass,98,0.4375,0.043392740190029144,0.087959423661232,0.003239255165681243
vsi_question_1569,75,13,headwise_attention_mass,147,0.53125,0.023746617138385773,0.056761231273412704,0.0016461445484310389
vsi_question_1569,75,13,headwise_attention_mass,196,0.625,0.013031816110014915,0.038202233612537384,0.0009261916857212782
vsi_question_1569,75,13,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,13,headwise_exact_local,0,0.25,0.6790022850036621,0.8670291900634766,0.06081848591566086
vsi_question_1569,75,13,headwise_exact_local,49,0.34375,0.08381777256727219,0.14046266674995422,0.007215037476271391
vsi_question_1569,75,13,headwise_exact_local,98,0.4375,0.04033951088786125,0.08555284142494202,0.0028301733545958996
vsi_question_1569,75,13,headwise_exact_local,147,0.53125,0.020853973925113678,0.052756987512111664,0.0013429226819425821
vsi_question_1569,75,13,headwise_exact_local,196,0.625,0.010659693740308285,0.026959829032421112,0.0006859722197987139
vsi_question_1569,75,13,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,13,headwise_exact_greedy,0,0.25,0.6790022850036621,0.8670291900634766,0.06081848591566086
vsi_question_1569,75,13,headwise_exact_greedy,49,0.34375,0.10515449941158295,0.2276729941368103,0.026341451331973076
vsi_question_1569,75,13,headwise_exact_greedy,98,0.4375,0.10081953555345535,0.2276039868593216,0.024899987503886223
vsi_question_1569,75,13,headwise_exact_greedy,147,0.53125,0.09974425286054611,0.2279053032398224,0.024671485647559166
vsi_question_1569,75,13,headwise_exact_greedy,196,0.625,0.09983333200216293,0.22892454266548157,0.02456795610487461
vsi_question_1569,75,13,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,27,shared_exact_local,0,0.25,0.6314624547958374,1.0127503871917725,0.02764374390244484
vsi_question_1569,75,27,shared_exact_local,49,0.34375,0.22992055118083954,0.4993603527545929,0.01754733920097351
vsi_question_1569,75,27,shared_exact_local,98,0.4375,0.14504270255565643,0.2893097400665283,0.012048710137605667
vsi_question_1569,75,27,shared_exact_local,147,0.53125,0.09667117148637772,0.19987957179546356,0.00842225831001997
vsi_question_1569,75,27,shared_exact_local,196,0.625,0.0600859560072422,0.1205957680940628,0.005392879247665405
vsi_question_1569,75,27,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,27,headwise_attention_mass,0,0.25,0.6314624547958374,1.0127503871917725,0.02764374390244484
vsi_question_1569,75,27,headwise_attention_mass,49,0.34375,0.12347668409347534,0.26254355907440186,0.010186491534113884
vsi_question_1569,75,27,headwise_attention_mass,98,0.4375,0.06749903410673141,0.12793254852294922,0.005609306041151285
vsi_question_1569,75,27,headwise_attention_mass,147,0.53125,0.04157073423266411,0.0794321671128273,0.003390944330021739
vsi_question_1569,75,27,headwise_attention_mass,196,0.625,0.025499802082777023,0.05242199823260307,0.0020151077769696712
vsi_question_1569,75,27,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,27,headwise_exact_local,0,0.25,0.6314624547958374,1.0127503871917725,0.02764374390244484
vsi_question_1569,75,27,headwise_exact_local,49,0.34375,0.12769974768161774,0.24141919612884521,0.009300943464040756
vsi_question_1569,75,27,headwise_exact_local,98,0.4375,0.06798125058412552,0.132211834192276,0.005070483312010765
vsi_question_1569,75,27,headwise_exact_local,147,0.53125,0.03812604025006294,0.07027824968099594,0.002908010734245181
vsi_question_1569,75,27,headwise_exact_local,196,0.625,0.021676363423466682,0.04544230177998543,0.0016104838578030467
vsi_question_1569,75,27,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_1569,75,27,headwise_exact_greedy,0,0.25,0.6314624547958374,1.0127503871917725,0.02764374390244484
vsi_question_1569,75,27,headwise_exact_greedy,49,0.34375,0.14434091746807098,0.5460560321807861,0.013237856328487396
vsi_question_1569,75,27,headwise_exact_greedy,98,0.4375,0.10435375571250916,0.3592146635055542,0.010355880483984947
vsi_question_1569,75,27,headwise_exact_greedy,147,0.53125,0.09838408976793289,0.3592143952846527,0.008950051851570606
vsi_question_1569,75,27,headwise_exact_greedy,196,0.625,0.0973953828215599,0.3592267334461212,0.008440197445452213
vsi_question_1569,75,27,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,0,shared_exact_local,0,0.25,0.18970012664794922,0.4378868341445923,0.03505607321858406
vsi_question_3722,76,0,shared_exact_local,49,0.34375,0.0411466509103775,0.1503106653690338,0.02000291272997856
vsi_question_3722,76,0,shared_exact_local,98,0.4375,0.027522550895810127,0.0795091986656189,0.013360779732465744
vsi_question_3722,76,0,shared_exact_local,147,0.53125,0.018025897443294525,0.05233342945575714,0.009781100787222385
vsi_question_3722,76,0,shared_exact_local,196,0.625,0.01217660866677761,0.036567673087120056,0.007066185586154461
vsi_question_3722,76,0,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,0,headwise_attention_mass,0,0.25,0.18970012664794922,0.4378868341445923,0.03505607321858406
vsi_question_3722,76,0,headwise_attention_mass,49,0.34375,0.02768215723335743,0.0753542110323906,0.014265536330640316
vsi_question_3722,76,0,headwise_attention_mass,98,0.4375,0.015847867354750633,0.05287301540374756,0.009197957813739777
vsi_question_3722,76,0,headwise_attention_mass,147,0.53125,0.009904406033456326,0.03930428624153137,0.006239256355911493
vsi_question_3722,76,0,headwise_attention_mass,196,0.625,0.006120613310486078,0.026756810024380684,0.004104509949684143
vsi_question_3722,76,0,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,0,headwise_exact_local,0,0.25,0.18970012664794922,0.4378868341445923,0.03505607321858406
vsi_question_3722,76,0,headwise_exact_local,49,0.34375,0.02319740131497383,0.0616392120718956,0.012596072629094124
vsi_question_3722,76,0,headwise_exact_local,98,0.4375,0.011993505991995335,0.03510381653904915,0.007254127413034439
vsi_question_3722,76,0,headwise_exact_local,147,0.53125,0.00664366502314806,0.023154079914093018,0.004375539254397154
vsi_question_3722,76,0,headwise_exact_local,196,0.625,0.003639999544247985,0.01317784283310175,0.00250885053537786
vsi_question_3722,76,0,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,0,headwise_exact_greedy,0,0.25,0.18970012664794922,0.4378868341445923,0.03505607321858406
vsi_question_3722,76,0,headwise_exact_greedy,49,0.34375,0.02091890387237072,0.08396150171756744,0.01864751987159252
vsi_question_3722,76,0,headwise_exact_greedy,98,0.4375,0.015967827290296555,0.08207325637340546,0.01596139371395111
vsi_question_3722,76,0,headwise_exact_greedy,147,0.53125,0.014575041830539703,0.08166658878326416,0.01487013977020979
vsi_question_3722,76,0,headwise_exact_greedy,196,0.625,0.014312305487692356,0.08204159140586853,0.014412075281143188
vsi_question_3722,76,0,headwise_exact_greedy,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,13,shared_exact_local,0,0.25,0.6976026296615601,0.92848140001297,0.05519237369298935
vsi_question_3722,76,13,shared_exact_local,49,0.34375,0.17496894299983978,0.26629412174224854,0.01824076473712921
vsi_question_3722,76,13,shared_exact_local,98,0.4375,0.10125819593667984,0.20149096846580505,0.008872488513588905
vsi_question_3722,76,13,shared_exact_local,147,0.53125,0.06700503081083298,0.14571978151798248,0.004910023417323828
vsi_question_3722,76,13,shared_exact_local,196,0.625,0.040335360914468765,0.07767888158559799,0.00274340296164155
vsi_question_3722,76,13,shared_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,13,headwise_attention_mass,0,0.25,0.6976026296615601,0.92848140001297,0.05519237369298935
vsi_question_3722,76,13,headwise_attention_mass,49,0.34375,0.10327697545289993,0.1624702513217926,0.009091098792850971
vsi_question_3722,76,13,headwise_attention_mass,98,0.4375,0.052890315651893616,0.09522928297519684,0.003935788758099079
vsi_question_3722,76,13,headwise_attention_mass,147,0.53125,0.028851544484496117,0.05882818251848221,0.002101743593811989
vsi_question_3722,76,13,headwise_attention_mass,196,0.625,0.01577869988977909,0.03905611112713814,0.0011861261446028948
vsi_question_3722,76,13,headwise_attention_mass,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,13,headwise_exact_local,0,0.25,0.6976026296615601,0.92848140001297,0.05519237369298935
vsi_question_3722,76,13,headwise_exact_local,49,0.34375,0.10080365836620331,0.15170268714427948,0.008842417038977146
vsi_question_3722,76,13,headwise_exact_local,98,0.4375,0.049277205020189285,0.07835738360881805,0.0036213279236108065
vsi_question_3722,76,13,headwise_exact_local,147,0.53125,0.025941265746951103,0.05110960081219673,0.0018109624506905675
vsi_question_3722,76,13,headwise_exact_local,196,0.625,0.01361848320811987,0.030447714030742645,0.0009365766891278327
vsi_question_3722,76,13,headwise_exact_local,392,1.0,0.0,0.0,0.0
vsi_question_3722,76,13,headwise_exact_greedy,0,0.25,0.6976026296615601,0.92848140001297,0.05519237369298935
