sample_id,task,variant,euclidean_candidate_kl,candidate_kl,candidate_kl_reduction,support_overlap_with_euclidean
episodic_reasoning_0013,episodic_reasoning,mixed_s4,0.008071400225162506,0.0017364975064992905,0.7848579604458495,0.53125
episodic_reasoning_0067,episodic_reasoning,pca_only,0.0004921909421682358,0.00040733348578214645,0.17240759452473675,0.0
episodic_reasoning_0067,episodic_reasoning,fisher_s4,0.0004921909421682358,0.0005391445010900497,-0.09539703984589942,0.25
episodic_reasoning_0067,episodic_reasoning,mixed_s4,0.0004921909421682358,0.0006736917421221733,-0.368760951094258,0.3125
episodic_reasoning_0100,episodic_reasoning,pca_only,0.0004197265952825546,0.010274060070514679,-23.477982062581265,0.0
episodic_reasoning_0100,episodic_reasoning,fisher_s4,0.0004197265952825546,0.0008293744176626205,-0.9759872902604521,0.625
episodic_reasoning_0100,episodic_reasoning,mixed_s4,0.0004197265952825546,0.0007172524929046631,-0.7088564340837582,0.65625
episodic_reasoning_0108,episodic_reasoning,pca_only,0.0020895125344395638,0.0022967709228396416,-0.09918982776318575,0.0
episodic_reasoning_0108,episodic_reasoning,fisher_s4,0.0020895125344395638,0.0004873753059655428,0.7667516715345938,0.40625
episodic_reasoning_0108,episodic_reasoning,mixed_s4,0.0020895125344395638,0.0004873753059655428,0.7667516715345938,0.53125
episodic_reasoning_0138,episodic_reasoning,pca_only,0.004105826839804649,0.08191686868667603,-18.951369573728428,0.0
episodic_reasoning_0138,episodic_reasoning,fisher_s4,0.004105826839804649,0.0026784464716911316,0.3476474833949478,0.375
episodic_reasoning_0138,episodic_reasoning,mixed_s4,0.004105826839804649,0.0008511282503604889,0.7927023511783111,0.53125
episodic_reasoning_0163,episodic_reasoning,pca_only,0.007571518421173096,0.00593804195523262,0.21573961457619917,0.0
episodic_reasoning_0163,episodic_reasoning,fisher_s4,0.007571518421173096,0.00011069187894463539,0.9853804913641767,0.34375
episodic_reasoning_0163,episodic_reasoning,mixed_s4,0.007571518421173096,3.47713939845562e-05,0.995407606235584,0.53125
episodic_reasoning_0173,episodic_reasoning,pca_only,0.006477385759353638,0.0060448795557022095,0.06677172237686624,0.0
episodic_reasoning_0173,episodic_reasoning,fisher_s4,0.006477385759353638,0.0012605376541614532,0.8053940739377488,0.34375
episodic_reasoning_0173,episodic_reasoning,mixed_s4,0.006477385759353638,0.001593850553035736,0.7539361383974786,0.4375
moving_count_0023,moving_count,pca_only,2.968311309814453e-05,0.00013388926163315773,-3.5106206074297193,0.0
moving_count_0023,moving_count,fisher_s4,2.968311309814453e-05,2.3667234927415848e-05,0.20267005522088355,0.75
moving_count_0023,moving_count,mixed_s4,2.968311309814453e-05,2.3667234927415848e-05,0.20267005522088355,0.8125
moving_count_0032,moving_count,pca_only,1.964124385267496e-05,0.0010057426989078522,-50.20565206825631,0.0
moving_count_0032,moving_count,fisher_s4,1.964124385267496e-05,2.0712846890091896e-05,-0.05455881742800073,0.75
moving_count_0032,moving_count,mixed_s4,1.964124385267496e-05,2.0712846890091896e-05,-0.05455881742800073,0.75
moving_count_0089,moving_count,pca_only,0.00014489819295704365,0.0011203992180526257,-6.732320156572125,0.0
moving_count_0089,moving_count,fisher_s4,0.00014489819295704365,3.859284333884716e-05,0.7336554545556799,0.625
moving_count_0089,moving_count,mixed_s4,0.00014489819295704365,4.811631515622139e-05,0.6679301917140823,0.65625
moving_count_0108,moving_count,pca_only,0.0001728828065097332,0.0033413544297218323,-18.32728012217754,0.0
moving_count_0108,moving_count,fisher_s4,0.0001728828065097332,4.916649777442217e-05,0.7156079383078842,0.6875
moving_count_0108,moving_count,mixed_s4,0.0001728828065097332,4.916649777442217e-05,0.7156079383078842,0.6875
moving_count_0126,moving_count,pca_only,7.862690836191177e-06,0.002066574990749359,-261.83304708321,0.0
moving_count_0126,moving_count,fisher_s4,7.862690836191177e-06,7.862690836191177e-06,0.0,0.6875
moving_count_0126,moving_count,mixed_s4,7.862690836191177e-06,3.0384398996829987e-05,-2.8643766656795973,0.71875
moving_count_0144,moving_count,pca_only,4.607813025359064e-06,0.00033463025465607643,-71.62235963448198,0.0
moving_count_0144,moving_count,fisher_s4,4.607813025359064e-06,3.944523632526398e-05,-7.56051148520511,0.8125
moving_count_0144,moving_count,mixed_s4,4.607813025359064e-06,1.2413423974066973e-05,-1.693994722821822,0.875
moving_count_0154,moving_count,pca_only,6.466725608333945e-06,0.00016754260286688805,-24.908413780688136,0.0
moving_count_0154,moving_count,fisher_s4,6.466725608333945e-06,1.3627111911773682e-05,-1.1072661401021624,0.5625
moving_count_0154,moving_count,mixed_s4,6.466725608333945e-06,1.5489174984395504e-05,-1.3952114133981413,0.5625
moving_count_0189,moving_count,pca_only,1.812097616493702e-05,0.0005246866494417191,-27.954657004458493,0.0
moving_count_0189,moving_count,fisher_s4,1.812097616493702e-05,1.812097616493702e-05,0.0,0.90625
moving_count_0189,moving_count,mixed_s4,1.812097616493702e-05,1.812097616493702e-05,0.0,0.9375
object_shuffle_0038,object_shuffle,pca_only,0.0036985762417316437,0.004372056573629379,-0.1820917801554951,0.0
object_shuffle_0038,object_shuffle,fisher_s4,0.0036985762417316437,0.0,1.0,0.125
object_shuffle_0038,object_shuffle,mixed_s4,0.0036985762417316437,2.9510585591197014e-05,0.9920210957778227,0.5
object_shuffle_0054,object_shuffle,pca_only,0.00019458867609500885,0.00019458867609500885,0.0,0.0
object_shuffle_0054,object_shuffle,fisher_s4,0.00019458867609500885,9.26598149817437e-05,0.5238170234710775,0.5
object_shuffle_0054,object_shuffle,mixed_s4,0.00019458867609500885,2.9716407880187035e-05,0.8472860370061932,0.5625
object_shuffle_0064,object_shuffle,pca_only,0.0005551138892769814,0.00011606467887759209,0.7909173574655775,0.0
object_shuffle_0064,object_shuffle,fisher_s4,0.0005551138892769814,0.00018995162099599838,0.6578150454073406,0.6875
object_shuffle_0064,object_shuffle,mixed_s4,0.0005551138892769814,0.00018995162099599838,0.6578150454073406,0.71875
object_shuffle_0110,object_shuffle,pca_only,0.000575527548789978,0.0008726427331566811,-0.5162484141573673,0.0
object_shuffle_0110,object_shuffle,fisher_s4,0.000575527548789978,8.475757203996181e-05,0.8527306430106414,0.40625
object_shuffle_0110,object_shuffle,mixed_s4,0.000575527548789978,7.952004671096802e-05,0.8618310333221137,0.5
object_shuffle_0147,object_shuffle,pca_only,0.00030346307903528214,0.00030346307903528214,0.0,0.0
object_shuffle_0147,object_shuffle,fisher_s4,0.00030346307903528214,9.017344564199448e-05,0.7028520045052649,0.25
object_shuffle_0147,object_shuffle,mixed_s4,0.00030346307903528214,7.605599239468575e-05,0.7493731605292151,0.28125
object_shuffle_0152,object_shuffle,pca_only,0.0002541458234190941,0.0002541458234190941,0.0,0.0
object_shuffle_0152,object_shuffle,fisher_s4,0.0002541458234190941,7.592467591166496e-05,0.7012554647161646,0.21875
object_shuffle_0152,object_shuffle,mixed_s4,0.0002541458234190941,0.00011585094034671783,0.5441556395137914,0.46875
object_shuffle_0186,object_shuffle,pca_only,9.53255221247673e-05,0.00012164562940597534,-0.27610766450100144,0.0
object_shuffle_0186,object_shuffle,fisher_s4,9.53255221247673e-05,2.6813475415110588e-05,0.7187167212153778,0.15625
object_shuffle_0186,object_shuffle,mixed_s4,9.53255221247673e-05,6.207439582794905e-05,0.3488166186312345,0.46875
object_shuffle_0193,object_shuffle,pca_only,0.00043631717562675476,0.00043631717562675476,0.0,0.0
object_shuffle_0193,object_shuffle,fisher_s4,0.00043631717562675476,0.00014773616567254066,0.6614019022736781,0.375
object_shuffle_0193,object_shuffle,mixed_s4,0.00043631717562675476,0.00016807904466986656,0.6147778403900173,0.65625
