sample_id,task,variant,euclidean_candidate_kl,candidate_kl,candidate_kl_reduction,support_overlap_with_euclidean
action_localization_0007,action_localization,pca_only,0.0005361298099160194,0.0013766949996352196,-1.5678389341022991,0.0
action_localization_0007,action_localization,fisher_s4,0.0005361298099160194,0.0003129681572318077,0.41624555948338005,0.125
action_localization_0007,action_localization,mixed_s4,0.0005361298099160194,0.0004747901111841202,0.11441202782868509,0.34375
action_localization_0009,action_localization,pca_only,0.0002590799704194069,0.0005186521448194981,-1.0018998148713987,0.0
action_localization_0009,action_localization,fisher_s4,0.0002590799704194069,0.00022615608759224415,0.12708000071894598,0.4375
action_localization_0009,action_localization,mixed_s4,0.0002590799704194069,0.00021062465384602547,0.18702841634164313,0.59375
action_localization_0015,action_localization,pca_only,0.00015832227654755116,0.0004934617318212986,-2.1168180661746,0.0
action_localization_0015,action_localization,fisher_s4,0.00015832227654755116,0.00013565365225076675,0.14318025732769202,0.1875
action_localization_0015,action_localization,mixed_s4,0.00015832227654755116,0.00015832227654755116,0.0,0.34375
action_localization_0069,action_localization,pca_only,0.00023719575256109238,0.0002146940678358078,0.0948654623125641,0.0
action_localization_0069,action_localization,fisher_s4,0.00023719575256109238,0.00010675191879272461,0.5499416931370662,0.03125
action_localization_0069,action_localization,mixed_s4,0.00023719575256109238,5.258084274828434e-05,0.7783230003887124,0.40625
action_localization_0097,action_localization,pca_only,0.00015753228217363358,8.929474279284477e-05,0.43316543402562235,0.0
action_localization_0097,action_localization,fisher_s4,0.00015753228217363358,0.00011147977784276009,0.2923369337093332,0.375
action_localization_0097,action_localization,mixed_s4,0.00015753228217363358,7.594143971800804e-05,0.5179309366298352,0.40625
action_localization_0123,action_localization,pca_only,4.8094894737005234e-05,0.0001605125144124031,-2.33741273975388,0.0
action_localization_0123,action_localization,fisher_s4,4.8094894737005234e-05,0.0001917690970003605,-2.987306720370245,0.0625
action_localization_0123,action_localization,mixed_s4,4.8094894737005234e-05,0.0001917690970003605,-2.987306720370245,0.15625
action_localization_0126,action_localization,pca_only,0.0005102590657770634,0.000560486689209938,-0.0984355336369851,0.0
action_localization_0126,action_localization,fisher_s4,0.0005102590657770634,0.00039703259244561195,0.22189997380844395,0.53125
action_localization_0126,action_localization,mixed_s4,0.0005102590657770634,0.00039549916982650757,0.2249051582763948,0.59375
action_localization_0192,action_localization,pca_only,0.00019661849364638329,7.637543603777885e-05,0.611555176619655,0.0
action_localization_0192,action_localization,fisher_s4,0.00019661849364638329,0.00012192549183964729,0.37988797707437805,0.25
action_localization_0192,action_localization,mixed_s4,0.00019661849364638329,0.00010880595073103905,0.4466138524755172,0.34375
character_order_0019,character_order,pca_only,0.0023610200732946396,0.0023610200732946396,0.0,0.0
character_order_0019,character_order,fisher_s4,0.0023610200732946396,0.00010819127783179283,0.9541760448987545,0.21875
character_order_0019,character_order,mixed_s4,0.0023610200732946396,0.00010819127783179283,0.9541760448987545,0.34375
character_order_0040,character_order,pca_only,0.0002741300268098712,0.01336415484547615,-47.75115287806523,0.0
character_order_0040,character_order,fisher_s4,0.0002741300268098712,0.0003059403970837593,-0.11604117448961859,0.34375
character_order_0040,character_order,mixed_s4,0.0002741300268098712,0.00048754410818219185,-0.7785140644966215,0.84375
character_order_0053,character_order,pca_only,3.053201362490654e-05,2.0322855561971664e-05,0.3343755242728812,0.0
character_order_0053,character_order,fisher_s4,3.053201362490654e-05,6.292387843132019e-05,-1.0609147894520108,0.375
character_order_0053,character_order,mixed_s4,3.053201362490654e-05,3.053201362490654e-05,0.0,0.75
character_order_0098,character_order,pca_only,5.412678001448512e-05,8.566025644540787e-05,-0.582585485825758,0.0
character_order_0098,character_order,fisher_s4,5.412678001448512e-05,2.2298656404018402e-05,0.5880291345974958,0.125
character_order_0098,character_order,mixed_s4,5.412678001448512e-05,5.945345037616789e-06,0.8901589003442338,0.1875
character_order_0101,character_order,pca_only,0.0003185020759701729,0.03886110708117485,-121.01209980437967,0.0
character_order_0101,character_order,fisher_s4,0.0003185020759701729,0.0005411352030932903,-0.6990005526493541,0.5
character_order_0101,character_order,mixed_s4,0.0003185020759701729,0.0003196336328983307,-0.003552745848550698,0.75
character_order_0118,character_order,pca_only,0.002131544053554535,0.023166604340076447,-9.8684614335998,0.0
character_order_0118,character_order,fisher_s4,0.002131544053554535,0.0003877999261021614,0.8180661922255505,0.5625
character_order_0118,character_order,mixed_s4,0.002131544053554535,0.0003877999261021614,0.8180661922255505,0.59375
character_order_0165,character_order,pca_only,3.060069866478443e-05,0.0038464032113552094,-124.69658142419101,0.0
character_order_0165,character_order,fisher_s4,3.060069866478443e-05,0.00024502165615558624,-7.007060846540718,0.40625
character_order_0165,character_order,mixed_s4,3.060069866478443e-05,0.0001064501702785492,-2.478684308638124,0.5625
character_order_0170,character_order,pca_only,5.974317900836468e-05,0.017551615834236145,-292.78443071766793,0.0
character_order_0170,character_order,fisher_s4,5.974317900836468e-05,9.258149657398462e-05,-0.5496580213955844,0.625
character_order_0170,character_order,mixed_s4,5.974317900836468e-05,8.549162885174155e-05,-0.43098559987528984,0.8125
episodic_reasoning_0011,episodic_reasoning,pca_only,1.1166848707944155e-05,0.00014058660599403083,-11.589640074018087,0.0
episodic_reasoning_0011,episodic_reasoning,fisher_s4,1.1166848707944155e-05,0.00011060715769417584,-8.904957126847194,0.53125
episodic_reasoning_0011,episodic_reasoning,mixed_s4,1.1166848707944155e-05,0.0001159357198048383,-9.382134014438739,0.65625
episodic_reasoning_0013,episodic_reasoning,pca_only,0.008071400225162506,0.021925337612628937,-1.7164230494080726,0.0
episodic_reasoning_0013,episodic_reasoning,fisher_s4,0.008071400225162506,0.0017403122037649155,0.7843853414257033,0.5
