density,rank,heads,accepted_iterations_mean,mask_jaccard_mean,basis_overlap_mean,test_tail_energy_mean,test_dynamic_initial_relative_l2,test_dynamic_final_relative_l2,test_dynamic_calibration_basis_relative_l2,test_frozen_self_relative_l2,test_frozen_calibration_basis_relative_l2,dynamic_go,frozen_structure_go
0.0625,16,12,0.5,0.6129835745086893,0.7147867530584335,0.9636493027210236,0.015475315605139813,0.015464204599661278,0.042678719685009324,0.015493191048388213,0.0443152530958821,True,False
0.125,16,12,0.5,0.6612989933540424,0.7066381126642227,0.9679655432701111,0.006238321941984472,0.0062169848104683244,0.02701135102530113,0.0062900699187647315,0.027782245752606752,True,False
