sample_id,split,block,target_step,branch,horizon,target_visible,base_renderer,residual_target_sq,output_target_sq,defect_total_energy,tokens,channels,estimated_exact_block_macs,base_renderer_macs,base_fit_and_rollout_ms,rank,error_sq,residual_relative_l2,output_relative_l2,defect_remaining_energy,state_factor_values,state_factor_bytes_fp16,render_macs,render_to_exact_macs,base_plus_render_macs,base_plus_render_to_exact_macs,svd_ms
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,0,108241.19270065009,0.44878113026551536,0.13337978105245404,1.0,0,0,0,0.0,47923200,0.0001008471157724889,0.0
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,8,45395.901794861114,0.29063413936088356,0.08637778030325927,0.4193958010058231,74688,149376,191692800,0.0004033884630899556,239616000,0.0005042355788624445,9.137002751231194
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,16,39818.45369861282,0.27219522282999026,0.0808976509397988,0.3678678388019915,149376,298752,383385600,0.0008067769261799112,431308800,0.0009076240419524002,9.137002751231194
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,32,33346.42811129696,0.24909382651456619,0.07403181150324709,0.3080752088948181,298752,597504,766771200,0.0016135538523598225,814694400,0.0017144009681323113,9.137002751231194
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,64,26239.404080112174,0.22096082729988845,0.06567055693493995,0.24241606526120063,597504,1195008,1533542400,0.003227107704719645,1581465600,0.003327954820492134,9.137002751231194
p06_seed2026082207,selection,20,4,0,1,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,108241.19270065009,7800,1536,475206451200,47923200,2.1974709816277027,96,22067.34353739969,0.20263447311005697,0.060223881608187084,0.20387195436188232,896256,1792512,2300313600,0.004840661557079467,2348236800,0.004941508672851956,9.137002751231194
p06_seed2026082207,selection,20,4,0,2,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,160065.61428967747,7800,1536,475206451200,95846400,2.085655927658081,0,160065.61428967747,0.5457419348853884,0.16219697058806803,1.0,0,0,0,0.0,95846400,0.0002016942315449778,0.0
p06_seed2026082207,selection,20,4,0,2,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,160065.61428967747,7800,1536,475206451200,95846400,2.085655927658081,8,64439.33791578784,0.3462691798220473,0.10291276587888752,0.402580767628505,74688,149376,191692800,0.0004033884630899556,287539200,0.0006050826946349334,8.934712037444115
p06_seed2026082207,selection,20,4,0,2,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,160065.61428967747,7800,1536,475206451200,95846400,2.085655927658081,16,55357.17148969653,0.32094103527586937,0.09538512680004431,0.3458404960831347,149376,298752,383385600,0.0008067769261799112,479232000,0.001008471157724889,8.934712037444115
p06_seed2026082207,selection,20,4,0,2,True,causal_current_input_channel_diagonal,537431.8406567881,6084327.304173906,160065.61428967747,7800,1536,475206451200,95846400,2.085655927658081,32,45890.24713040823,0.2922123061336714,0.08684681860372026,0.2866964732096545,298752,597504,766771200,0.0016135538523598225,862617600,0.0018152480839048004,8.934712037444115
