protocol,split,candidate_class,method,landmark_mode,landmarks,pinv_rtol,density,records,aggregate_output_relative_l2,record_error_max,projected_attention_work_ratio_mean,arithmetic_speedup_upper_bound,head_scope,calibration_role,frozen_head_keys
seed_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,2,0.9182301432900352,0.9552383625101104,0.626953601953602,1.5950143629193243,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,2,0.28879988721869704,0.31719844095278754,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,2,0.24403707306239084,0.24616711929181856,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,2,0.30403243165662397,0.3363593554948492,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,2,0.26099746690036546,0.26137133341333374,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,2,0.20245732845134998,0.2320179649895916,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,2,0.13319137899888545,0.13866517977244489,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,2,0.21430585006378716,0.24756770701187666,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,2,0.1390738124431748,0.14360047584250074,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,validation,deployable,nystrom_signed,segment,64,0.0001,0.0,2,0.8387819850015913,0.8949490203516296,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,validation,deployable,landmark_linear,segment,64,0.0001,0.0,2,0.9320079938331884,0.9527239099675194,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,2,0.8433927706541591,0.8957668604526435,0.7539072039072039,1.3264231921613086,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,2,0.274342094398469,0.29494824199423864,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,2,0.22617767820395882,0.2344698727420175,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,2,0.29962869336215214,0.3330904639218772,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,2,0.25326185847724786,0.2540033871720023,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,2,0.19248776769418907,0.21616267466412778,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,2,0.12263785918921123,0.12321915795623287,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,2,0.21239661574530674,0.24620175392335927,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,2,0.13606010434885218,0.140903885316518,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,validation,deployable,nystrom_signed,segment,128,0.0001,0.0,2,0.7402267202137591,0.7975147153944094,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,validation,deployable,landmark_linear,segment,128,0.0001,0.0,2,0.8823422155384902,0.9069457730137684,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,2,0.7512594490166015,0.8048254470526267,1.0078144078144078,0.9922461836685244,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,2,0.269368693129237,0.29205737813940796,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,2,0.21572450405564045,0.21848790111498592,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,2,0.2954812763308873,0.32986470540649315,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,2,0.24530757665000513,0.2477743006389707,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,2,0.19024550729279105,0.2143208894631458,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,2,0.11982954080953084,0.1225234157015196,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,2,0.21061865997549165,0.24475600515295537,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,2,0.1327796888755158,0.13814171252800997,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
seed_holdout,test,deployable,nystrom_signed,segment,32,0.0001,0.0,4,0.788306049786123,0.857307213682464,0.0019536019536019536,511.875,calibration_role,transitional,2
seed_holdout,test,deployable,landmark_linear,segment,32,0.0001,0.0,4,0.8897057185301823,0.9742028016225499,0.0019536019536019536,511.875,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,4,0.7933006732881165,0.86213296260568,0.626953601953602,1.5950143629193243,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,4,0.29381282263474323,0.3082197549672025,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,4,0.1917771584382609,0.19947983799596286,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,4,0.3309390177489032,0.35726931895625036,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,4,0.2261567288192904,0.23779008588968062,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,4,0.21898643326945694,0.2375377459033318,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,4,0.13370140457809482,0.1446410789640454,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,4,0.2432435792284827,0.25998386999194234,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,4,0.15180740552689093,0.1562167431607033,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,test,deployable,nystrom_signed,segment,64,0.0001,0.0,4,0.6980051162361992,0.804603251296408,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,test,deployable,landmark_linear,segment,64,0.0001,0.0,4,0.8546493062823634,0.947296668222611,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,4,0.7099573104075698,0.8164395379750287,0.7539072039072039,1.3264231921613086,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,4,0.2821455981070193,0.2926590986895197,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,4,0.1789196244343806,0.1846624701306463,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,4,0.3258284404298515,0.35123434028095096,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,4,0.219369327426295,0.23109451728696156,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,4,0.21152015040176955,0.2265248280171362,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,4,0.1269794768147506,0.13768912648766887,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,4,0.2402268786045307,0.2572859678431305,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,4,0.1481307321123179,0.15470120007849783,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,test,deployable,nystrom_signed,segment,128,0.0001,0.0,4,0.642195671279114,0.7006769176850951,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,test,deployable,landmark_linear,segment,128,0.0001,0.0,4,0.8360441527174409,0.9204312318672562,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,4,0.6555593659181186,0.7160886037167968,1.0078144078144078,0.9922461836685244,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,4,0.26865032983974235,0.28309486475783663,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,4,0.171415153075576,0.18216504916310494,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,4,0.3219488679939255,0.34636071760152226,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,4,0.21494337826710141,0.22598020450500977,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,4,0.2016857715622872,0.21903070045619377,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,4,0.1224933039652498,0.1367988204077466,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,4,0.23780892918826224,0.25572173760804673,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,4,0.14558618523925831,0.15225397606993155,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
prompt_holdout,calibration,deployable,nystrom_signed,segment,32,0.0001,0.0,2,0.6297022237904362,0.6346039815943132,0.0019536019536019536,511.875,calibration_role,transitional,2
prompt_holdout,calibration,deployable,landmark_linear,segment,32,0.0001,0.0,2,0.7028554693990762,0.7444931280387264,0.0019536019536019536,511.875,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,2,0.6385708663333798,0.6457459684713994,0.626953601953602,1.5950143629193243,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,2,0.2678329964472552,0.31488824924086845,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,2,0.10637933423815293,0.1337384114684091,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,2,0.28593778251617774,0.3471609871442544,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,2,0.11808228857593779,0.15416413027104284,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,2,0.20401099329864278,0.23690881269339342,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,2,0.07152273615530991,0.08671663798849784,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,2,0.219154433962865,0.26386110517793976,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,2,0.07860289480599093,0.09974832310172702,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
prompt_holdout,calibration,deployable,nystrom_signed,segment,64,0.0001,0.0,2,0.6154928570391403,0.6274988614448626,0.003907203907203907,255.9375,calibration_role,transitional,2
prompt_holdout,calibration,deployable,landmark_linear,segment,64,0.0001,0.0,2,0.6783040443193311,0.7127484273161637,0.003907203907203907,255.9375,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,2,0.6213378916788648,0.6356594123818636,0.7539072039072039,1.3264231921613086,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,2,0.2641209807025275,0.30960577597732053,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,2,0.10725751685458138,0.13395793872612205,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,2,0.2820386868410441,0.3415131394580118,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,2,0.11477426562234656,0.14909761343384373,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,2,0.20080926530971155,0.23234046499659708,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,2,0.07101419132869631,0.08525712698241793,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,2,0.21601720192706367,0.2593331104963198,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,2,0.07617679815102497,0.09602785118052984,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
prompt_holdout,calibration,deployable,nystrom_signed,segment,128,0.0001,0.0,2,0.5871519629200604,0.5931495678488832,0.007814407814407814,127.96875,calibration_role,transitional,2
prompt_holdout,calibration,deployable,landmark_linear,segment,128,0.0001,0.0,2,0.649585719794625,0.6767086178398437,0.007814407814407814,127.96875,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,2,0.5889807862463944,0.5956948293186652,1.0078144078144078,0.9922461836685244,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,2,0.25925421298338214,0.3062233172441151,0.140657440293694,7.109471051883149,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,2,0.10440286458226486,0.1319917301267023,0.140657440293694,7.109471051883149,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,2,0.2809584076770988,0.3401208358043477,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,2,0.11388072087690006,0.1477709516954875,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,2,0.1969144120378644,0.2295738198164653,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,2,0.06861741030242606,0.08326432217159109,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,2,0.2150546024178832,0.2581002153660458,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,2,0.07548663526191682,0.09501210751533318,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
prompt_holdout,validation,deployable,nystrom_signed,segment,32,0.0001,0.0,2,0.8410459416861341,0.857307213682464,0.0019536019536019536,511.875,calibration_role,transitional,2
prompt_holdout,validation,deployable,landmark_linear,segment,32,0.0001,0.0,2,0.9674048685529071,0.9742028016225499,0.0019536019536019536,511.875,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,2,0.8470884353925634,0.86213296260568,0.626953601953602,1.5950143629193243,calibration_role,transitional,2
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,2,0.28290091200376666,0.2934892498177724,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,2,0.182441799064791,0.18470102993485263,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,2,0.33593702601536984,0.35726931895625036,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,2,0.22897259171171674,0.23779008588968062,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,2,0.20575361785862653,0.21250966216382955,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,2,0.12914420431775267,0.1328396895166004,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,2,0.23927798972681205,0.252460487227995,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,2,0.15524169775426033,0.15524360011866187,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
prompt_holdout,validation,deployable,nystrom_signed,segment,64,0.0001,0.0,2,0.7693703151164519,0.804603251296408,0.003907203907203907,255.9375,calibration_role,transitional,2
prompt_holdout,validation,deployable,landmark_linear,segment,64,0.0001,0.0,2,0.939955024630815,0.947296668222611,0.003907203907203907,255.9375,calibration_role,transitional,2
prompt_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,2,0.7845714338597602,0.8164395379750287,0.7539072039072039,1.3264231921613086,calibration_role,transitional,2
