protocol,split,candidate_class,method,landmark_mode,landmarks,pinv_rtol,density,records,aggregate_output_relative_l2,record_error_max,projected_attention_work_ratio_mean,arithmetic_speedup_upper_bound,head_scope,calibration_role,frozen_head_keys
seed_holdout,calibration,deployable,nystrom_signed,segment,32,0.0001,0.0,2,0.6297022237904362,0.6346039815943132,0.0019536019536019536,511.875,calibration_role,transitional,2
seed_holdout,calibration,deployable,landmark_linear,segment,32,0.0001,0.0,2,0.7028554693990762,0.7444931280387264,0.0019536019536019536,511.875,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,2,0.6385708663333798,0.6457459684713994,0.626953601953602,1.5950143629193243,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,2,0.2678329964472552,0.31488824924086845,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,2,0.10637933423815293,0.1337384114684091,0.13479663443288814,7.418582846724373,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,2,0.28593778251617774,0.3471609871442544,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,2,0.11808228857593779,0.15416413027104284,0.16654266804111018,6.00446727413515,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,2,0.20401099329864278,0.23690881269339342,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,2,0.07152273615530991,0.08671663798849784,0.25982716691217433,3.8487122493161605,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,2,0.219154433962865,0.26386110517793976,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,2,0.07860289480599093,0.09974832310172702,0.3228308336402179,3.097597552018405,calibration_role,transitional,2
seed_holdout,calibration,deployable,nystrom_signed,segment,64,0.0001,0.0,2,0.6154928570391403,0.6274988614448626,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,calibration,deployable,landmark_linear,segment,64,0.0001,0.0,2,0.6783040443193311,0.7127484273161637,0.003907203907203907,255.9375,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,2,0.6213378916788648,0.6356594123818636,0.7539072039072039,1.3264231921613086,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,2,0.2641209807025275,0.30960577597732053,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,2,0.10725751685458138,0.13395793872612205,0.1367502363864901,7.312601619011114,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,2,0.2820386868410441,0.3415131394580118,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,2,0.11477426562234656,0.14909761343384373,0.20024230360293416,4.9939497399257196,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,2,0.20080926530971155,0.23234046499659708,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,2,0.07101419132869631,0.08525712698241793,0.2617807688657763,3.8199903084276343,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,2,0.21601720192706367,0.2593331104963198,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,2,0.07617679815102497,0.09602785118052984,0.38778810232186345,2.5787279032351584,calibration_role,transitional,2
seed_holdout,calibration,deployable,nystrom_signed,segment,128,0.0001,0.0,2,0.5871519629200604,0.5931495678488832,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,calibration,deployable,landmark_linear,segment,128,0.0001,0.0,2,0.649585719794625,0.6767086178398437,0.007814407814407814,127.96875,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,2,0.5889807862463944,0.5956948293186652,1.0078144078144078,0.9922461836685244,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,2,0.25925421298338214,0.3062233172441151,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,2,0.10440286458226486,0.1319917301267023,0.140657440293694,7.109471051883149,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,2,0.2809584076770988,0.3401208358043477,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,2,0.11388072087690006,0.1477709516954875,0.2676415747265821,3.7363402939979795,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,2,0.1969144120378644,0.2295738198164653,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,2,0.06861741030242606,0.08326432217159109,0.2656879727729802,3.763813580129426,calibration_role,transitional,2
seed_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,2,0.2150546024178832,0.2581002153660458,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
seed_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,2,0.07548663526191682,0.09501210751533318,0.5177026396851545,1.9316107806754839,calibration_role,transitional,2
seed_holdout,validation,deployable,nystrom_signed,segment,32,0.0001,0.0,2,0.9129585840398275,0.9506312686083863,0.0019536019536019536,511.875,calibration_role,transitional,2
seed_holdout,validation,deployable,landmark_linear,segment,32,0.0001,0.0,2,0.9789134263988012,0.9984232186581579,0.0019536019536019536,511.875,calibration_role,transitional,2
