reference_method,candidate_method,paired_videos,unique_prompts,unique_seeds,cached_model_forward_fraction_mean,cached_model_forwards_mean,pixel_psnr_db_mean,pixel_psnr_db_std,pixel_psnr_db_median,pixel_psnr_db_bootstrap_ci95_low,pixel_psnr_db_bootstrap_ci95_high,frame_ssim_mean_mean,frame_ssim_mean_std,frame_ssim_mean_median,frame_ssim_mean_bootstrap_ci95_low,frame_ssim_mean_bootstrap_ci95_high,frame_ssim_p05_mean,frame_ssim_p05_std,frame_ssim_p05_median,frame_ssim_p05_bootstrap_ci95_low,frame_ssim_p05_bootstrap_ci95_high,temporal_delta_mae_mean,temporal_delta_mae_std,temporal_delta_mae_median,temporal_delta_mae_bootstrap_ci95_low,temporal_delta_mae_bootstrap_ci95_high
fa3_bf16,fa3_bf16_teacache_008,8,8,8,0.05,2.0,35.66143101965048,3.757256729659004,35.65889451768592,33.30078073982383,38.1538327917474,0.9621135010263552,0.0153090269377326,0.9680782978684634,0.9516764965644736,0.9712986395897958,0.9551337949844492,0.0159187676817245,0.9602227531582486,0.9441916884663296,0.9648706091578136,2.601167880327273,1.3208318515196051,2.105534605368589,1.823739274505876,3.5226935505663226
