prompt_id,layer,current_start_frame,denoising_call_index,energy_oracle_jaccard,energy_av_l2_percent,oracle_av_l2_percent,relative_improvement_percent
calib_fluid_s1,14,15,1,0.17073170731707318,5.527869365720849,3.4023979184270052,38.45010268285667
calib_fluid_s1,29,18,1,0.02127659574468085,6.138537024398545,0.4912976417353572,91.99650275330066
calib_rigid_s0,14,15,1,0.11627906976744186,7.274158146296964,4.4872968882268776,38.31180463802243
calib_rigid_s0,29,18,1,0.043478260869565216,8.948170591195366,0.4879475225187588,94.5469577547071
test_nonrigid_s3,14,15,1,0.06666666666666667,7.311737133240961,4.259421859119612,41.74541861255886
test_nonrigid_s3,29,18,1,0.06666666666666667,8.010234074625723,0.4193714680631847,94.76455414216119
valid_multi_object_s2,14,15,1,0.06666666666666667,8.013692609024776,4.881261051709064,39.08849153744759
valid_multi_object_s2,29,18,1,0.14285714285714285,8.202833304928598,0.45440410572294654,94.46040058561324
