weight_key,method,params,budget,budget_ratio,fit_weight_rel_fro,fit_activation_rel_l2,fit_activation_cosine,holdout_weight_rel_fro,holdout_activation_rel_l2,holdout_activation_cosine,notes
blocks.29.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,16.166950225830078,0.4760725498199463,0.893835186958313,16.166950225830078,15.86523151397705,0.04050391912460327,Activation-aware SVD lifted through ridge regression
blocks.29.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.4882885217666626,0.4885610342025757,0.8878244161605835,0.4882885217666626,0.4891583323478699,0.8873575925827026,Frobenius SVD of quantization error
blocks.29.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,20.962596893310547,0.4485747814178467,0.9030098915100098,20.962596893310547,20.82860565185547,0.037677399814128876,Activation-aware SVD lifted through ridge regression
blocks.29.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5068652033805847,0.5072352886199951,0.8887381553649902,0.5068652033805847,0.5077670812606812,0.8880972862243652,Frobenius block-circulant projection
blocks.29.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5620644092559814,0.4572484493255615,0.9035366177558899,0.5620644092559814,0.5634220242500305,0.8347446322441101,Activation-aware shared-generator least squares
blocks.29.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.5088513493537903,0.5093510150909424,0.8882414102554321,0.5088513493537903,0.5097010135650635,0.8876738548278809,Frobenius block-circulant projection
blocks.29.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.4964655935764313,0.49707916378974915,0.8873171806335449,0.4964655935764313,0.49741819500923157,0.8868230581283569,Frobenius BCM followed by Frobenius low rank
blocks.29.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.5344453454017639,0.48494499921798706,0.8947983980178833,0.5344453454017639,0.5354369282722473,0.8621832728385925,Activation-aware shared-generator least squares
blocks.29.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,12.275543212890625,0.4636726379394531,0.898491621017456,12.275543212890625,12.344927787780762,0.05061176419258118,Activation-aware BCM followed by activation-aware low rank
blocks.29.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,15.977212905883789,0.47471877932548523,0.8943305611610413,15.977212905883789,15.53466510772705,0.04216459393501282,Activation-energy-selected output-row blocks
