sample_id,sample_position,layer_index,topology,group_count,group_size,selector,exact_fraction,exact_group_count,dense_read_floats_per_head,metadata_read_floats_per_head,exact_read_floats_per_head,active_read_ratio,leaf_only_read_ratio,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,selected_visual_mass_mean,selected_visual_mass_min,upper_tail_fraction_mean,upper_tail_fraction_max,certificate_relative_bound_mean,certificate_relative_bound_max,certificate_coverage,tail_bound_log10_looseness_mean,tail_bound_log10_looseness_max
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.45782843232154846,1.0321342945098877,0.034582946449518204,0.4406152069568634,0.26576897501945496,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.728114128112793,13.295819282531738
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,0.25,8,401408,401408,100352,0.8,4.0,0.22713707387447357,0.43777769804000854,0.023285135626792908,0.6392372250556946,0.4194461703300476,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.780535697937012,13.425690650939941
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.08708424121141434,0.16415077447891235,0.010786470025777817,0.8532633185386658,0.6877782940864563,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.887370109558105,13.208111763000488
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.052656758576631546,0.12271750718355179,0.006833573803305626,0.9129354357719421,0.7925532460212708,0.9999998807907104,1.0,8.035113334655762,13.512585639953613,1.0,9.92248821258545,13.308122634887695
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.03146771341562271,0.08162036538124084,0.0038448539562523365,0.9549017548561096,0.8799311518669128,0.9999998211860657,1.0,8.035112380981445,13.512585639953613,1.0,9.939699172973633,13.468169212341309
vsi_question_3132,73,13,spatial_7x7,32,49,exact_mass,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.4493105113506317,0.9864611625671387,0.03561568260192871,0.4323819875717163,0.26450031995773315,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.728277206420898,13.295819282531738
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,0.25,8,401408,401408,100352,0.8,4.0,0.23102383315563202,0.42780423164367676,0.023523926734924316,0.6322354674339294,0.4071020483970642,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.780839920043945,13.425690650939941
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.08478166908025742,0.16415077447891235,0.010726863518357277,0.8512314558029175,0.6877782940864563,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.88654899597168,13.212257385253906
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.05179388076066971,0.12084963917732239,0.006965210661292076,0.9108565449714661,0.7845516204833984,0.9999998807907104,1.0,8.035113334655762,13.512585639953613,1.0,9.917415618896484,13.31363296508789
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.03055291622877121,0.08147817105054855,0.00387560180388391,0.953906238079071,0.8796325922012329,0.9999998211860657,1.0,8.035112380981445,13.512585639953613,1.0,9.93520736694336,13.468169212341309
vsi_question_3132,73,13,spatial_7x7,32,49,oracle_local,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,0.125,4,401408,4096,50176,7.39622641509434,8.0,0.6231414675712585,1.7072110176086426,0.10181140154600143,0.358191579580307,0.18185320496559143,0.9999998211860657,1.0,12.498581886291504,22.36184310913086,1.0,16.257530212402344,83.0385513305664
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,0.25,8,401408,4096,100352,3.843137254901961,4.0,0.36421313881874084,0.7544785141944885,0.062382616102695465,0.5468509197235107,0.38755080103874207,0.9999995231628418,1.0,12.498579025268555,22.36184310913086,1.0,16.379547119140625,83.0400619506836
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,0.5,16,401408,4096,200704,1.96,2.0,0.14537951350212097,0.345180481672287,0.026802532374858856,0.8115610480308533,0.6913382411003113,0.9999980926513672,1.0,12.49857234954834,22.36184310913086,1.0,16.145002365112305,84.0765609741211
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,0.625,20,401408,4096,250880,1.5742971887550201,1.6,0.09287896007299423,0.2224804311990738,0.016726477071642876,0.8859520554542542,0.7815586924552917,0.9999966621398926,1.0,12.498563766479492,22.36184310913086,1.0,15.761276245117188,76.3369369506836
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,0.75,24,401408,4096,301056,1.3154362416107384,1.3333333333333333,0.04978632554411888,0.17691276967525482,0.008116205222904682,0.9419298768043518,0.8749053478240967,0.9999929666519165,1.0,12.498544692993164,22.36184310913086,1.0,15.559327125549316,74.32530212402344
vsi_question_3132,73,27,spatial_7x7,32,49,centroid_score,1.0,32,401408,4096,401408,0.98989898989899,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,0.125,4,401408,8192,50176,6.87719298245614,8.0,0.8637164831161499,1.8732181787490845,0.09725851565599442,0.27507340908050537,0.0006544732605107129,0.9999998211860657,1.0,12.498581886291504,22.36184310913086,1.0,15.191479682922363,74.2495346069336
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,0.25,8,401408,8192,100352,3.69811320754717,4.0,0.4451748728752136,1.3918596506118774,0.07099433988332748,0.4972135126590729,0.35162732005119324,0.9999995231628418,1.0,12.498579025268555,22.36184310913086,1.0,15.174858093261719,72.5624771118164
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,0.5,16,401408,8192,200704,1.9215686274509804,2.0,0.19405850768089294,0.5170430541038513,0.037744879722595215,0.7437857389450073,0.5605067610740662,0.9999978542327881,1.0,12.498571395874023,22.36184310913086,1.0,14.816248893737793,71.34494018554688
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,0.625,20,401408,8192,250880,1.5494071146245059,1.6,0.13003192842006683,0.30768826603889465,0.02378731779754162,0.8335795998573303,0.7215154767036438,0.9999955892562866,1.0,12.498559951782227,22.36184310913086,1.0,14.638956069946289,70.80902862548828
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,0.75,24,401408,8192,301056,1.2980132450331126,1.3333333333333333,0.08677645027637482,0.21899650990962982,0.01452565472573042,0.9021701812744141,0.8215331435203552,0.9999902248382568,1.0,12.498531341552734,22.36184310913086,1.0,14.570673942565918,69.55616760253906
vsi_question_3132,73,27,spatial_7x7,32,49,quest_box_bound,1.0,32,401408,8192,401408,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.6684068441390991,2.106938600540161,0.08389487862586975,0.4153541922569275,0.2686770558357239,0.9999997615814209,1.0,12.498581886291504,22.36184310913086,1.0,16.409687042236328,83.7302474975586
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,0.25,8,401408,401408,100352,0.8,4.0,0.3350437879562378,1.0149853229522705,0.053451526910066605,0.6049396395683289,0.4530029296875,0.9999995231628418,1.0,12.498579978942871,22.36184310913086,1.0,16.4372501373291,86.642578125
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.11477771401405334,0.30144551396369934,0.02041141502559185,0.8321537375450134,0.7070543169975281,0.9999980926513672,1.0,12.49857234954834,22.36184310913086,1.0,16.653030395507812,88.70884704589844
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.07019560039043427,0.18071025609970093,0.012004179880023003,0.9028658866882324,0.8071421980857849,0.999996542930603,1.0,12.498563766479492,22.36184310913086,1.0,16.15827178955078,80.94631958007812
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.035331811755895615,0.09244068711996078,0.005969127174466848,0.9519625902175903,0.8870673775672913,0.9999924898147583,1.0,12.498541831970215,22.36184310913086,1.0,16.126150131225586,81.65107727050781
vsi_question_3132,73,27,spatial_7x7,32,49,exact_mass,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.7549939155578613,2.185236930847168,0.08644012361764908,0.3955152630805969,0.2006731927394867,0.9999997615814209,1.0,12.498581886291504,22.36184310913086,1.0,16.410844802856445,83.7302474975586
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,0.25,8,401408,401408,100352,0.8,4.0,0.3680844306945801,1.1220351457595825,0.054830361157655716,0.5874507427215576,0.40936869382858276,0.9999995231628418,1.0,12.498579025268555,22.36184310913086,1.0,16.60826301574707,86.642578125
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.1261768788099289,0.3320126533508301,0.022176718339323997,0.8234454989433289,0.6940572261810303,0.9999979734420776,1.0,12.49857234954834,22.36184310913086,1.0,16.64027214050293,88.70884704589844
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.06987995654344559,0.17754323780536652,0.012174299918115139,0.8986826539039612,0.7855547070503235,0.9999970197677612,1.0,12.498566627502441,22.36184310913086,1.0,16.15302848815918,80.94631958007812
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.03513910621404648,0.08702605217695236,0.006052081473171711,0.9499373435974121,0.8668968081474304,0.9999939203262329,1.0,12.498549461364746,22.36184310913086,1.0,16.146169662475586,81.65107727050781
vsi_question_3132,73,27,spatial_7x7,32,49,oracle_local,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,0.125,2,401408,2048,50176,7.686274509803922,8.0,0.23874543607234955,0.5109284520149231,0.12067390233278275,0.35721543431282043,0.002247137250378728,0.9999135732650757,1.0,6.496226787567139,12.081069946289062,1.0,6.5841755867004395,39.573883056640625
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,0.25,4,401408,2048,100352,3.92,4.0,0.18928954005241394,0.42309504747390747,0.085795097053051,0.5595628619194031,0.0026792222633957863,0.9997923374176025,1.0,6.494888782501221,12.077986717224121,1.0,6.55150842666626,38.469261169433594
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,0.5,8,401408,2048,200704,1.97979797979798,2.0,0.14752916991710663,0.3673308491706848,0.045388590544462204,0.7706226706504822,0.004916016943752766,0.9994136095046997,1.0,6.490757942199707,12.066455841064453,1.0,6.527714729309082,38.46800231933594
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,0.625,10,401408,2048,250880,1.5870445344129556,1.6,0.14516469836235046,0.3671205937862396,0.030121982097625732,0.8405745029449463,0.0049371193163096905,0.9990271329879761,1.0,6.4865193367004395,12.052497863769531,1.0,6.464066028594971,37.94633102416992
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,0.75,12,401408,2048,301056,1.3243243243243243,1.3333333333333333,0.018823176622390747,0.0699135959148407,0.01922687143087387,0.9269572496414185,0.7810388207435608,0.9981472492218018,1.0,6.476868152618408,12.022778511047363,1.0,6.525938510894775,40.86137771606445
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,centroid_score,1.0,16,401408,2048,401408,0.9949238578680203,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,0.125,2,401408,4096,50176,7.39622641509434,8.0,0.25210294127464294,1.0725526809692383,0.12241407483816147,0.348833292722702,0.00043208483839407563,0.99991375207901,1.0,6.496225833892822,12.081069946289062,1.0,6.519764423370361,38.501380920410156
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,0.25,4,401408,4096,100352,3.843137254901961,4.0,0.10810648649930954,0.4529944360256195,0.09082075208425522,0.5870358347892761,0.2836829125881195,0.9997915029525757,1.0,6.494885444641113,12.077986717224121,1.0,6.535854816436768,39.760807037353516
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,0.5,8,401408,4096,200704,1.96,2.0,0.04839928820729256,0.1927514225244522,0.04690822958946228,0.7989822030067444,0.5697528123855591,0.999403178691864,1.0,6.49065637588501,12.066396713256836,1.0,6.5069966316223145,40.68663787841797
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,0.625,10,401408,4096,250880,1.5742971887550201,1.6,0.036174219101667404,0.11769187450408936,0.0323578417301178,0.8682602643966675,0.7069435119628906,0.9989608526229858,1.0,6.485787391662598,12.052497863769531,1.0,6.475279808044434,40.46770095825195
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,0.75,12,401408,4096,301056,1.3154362416107384,1.3333333333333333,0.021278508007526398,0.08594917505979538,0.019784046337008476,0.9238934516906738,0.8042193651199341,0.998076319694519,1.0,6.4762444496154785,12.022778511047363,1.0,6.437973976135254,40.461280822753906
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,quest_box_bound,1.0,16,401408,4096,401408,0.98989898989899,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,0.125,2,401408,401408,50176,0.8888888888888888,8.0,0.17940737307071686,0.5109284520149231,0.11870869994163513,0.4069625437259674,0.16497103869915009,0.9999135136604309,1.0,6.496224880218506,12.081069946289062,1.0,6.679135322570801,42.12974548339844
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,0.25,4,401408,401408,100352,0.8,4.0,0.10888130962848663,0.27103739976882935,0.08440125733613968,0.6111027002334595,0.316641241312027,0.9997921586036682,1.0,6.494888782501221,12.077986717224121,1.0,6.729429244995117,43.04408264160156
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,0.5,8,401408,401408,200704,0.6666666666666666,2.0,0.04752900451421738,0.12447606027126312,0.04387974366545677,0.818029522895813,0.5846242904663086,0.9994168281555176,1.0,6.490797996520996,12.067172050476074,1.0,6.647476673126221,40.982913970947266
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,0.625,10,401408,401408,250880,0.6153846153846154,1.6,0.032282013446092606,0.07902968674898148,0.029434168711304665,0.8812656998634338,0.7069435119628906,0.9990050792694092,1.0,6.486238956451416,12.055391311645508,1.0,6.620980739593506,41.425716400146484
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,0.75,12,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.0202160831540823,0.0699135959148407,0.0178515762090683,0.9313809871673584,0.821413516998291,0.998140811920166,1.0,6.476848125457764,12.022778511047363,1.0,6.609790325164795,42.1816520690918
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,exact_mass,1.0,16,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,oracle_local,0.125,2,401408,401408,50176,0.8888888888888888,8.0,0.20404940843582153,0.5109284520149231,0.11968816816806793,0.39780768752098083,0.15654607117176056,0.9999152421951294,1.0,6.496244430541992,12.081069946289062,1.0,6.6987690925598145,42.12974548339844
vsi_question_3132,73,0,temporal2_spatial_7x7,16,98,oracle_local,0.25,4,401408,401408,100352,0.8,4.0,0.1118614450097084,0.31477445363998413,0.08637142181396484,0.5985151529312134,0.29597580432891846,0.9997931122779846,1.0,6.494896411895752,12.077986717224121,1.0,6.737433433532715,43.04408264160156
