sample_id,sample_position,layer_index,topology,group_count,group_size,selector,exact_fraction,exact_group_count,dense_read_floats_per_head,metadata_read_floats_per_head,exact_read_floats_per_head,active_read_ratio,leaf_only_read_ratio,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,selected_visual_mass_mean,selected_visual_mass_min,upper_tail_fraction_mean,upper_tail_fraction_max,certificate_relative_bound_mean,certificate_relative_bound_max,certificate_coverage,tail_bound_log10_looseness_mean,tail_bound_log10_looseness_max
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,0.125,4,401408,4096,50176,7.39622641509434,8.0,0.22657455503940582,0.5573071241378784,0.11421747505664825,0.4223680794239044,0.002639415441080928,0.9996222257614136,1.0,6.4930853843688965,12.070022583007812,1.0,5.55600643157959,33.604095458984375
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,0.25,8,401408,4096,100352,3.843137254901961,4.0,0.17919103801250458,0.4236171543598175,0.0817410796880722,0.6054025888442993,0.002643029671162367,0.9991109371185303,1.0,6.487502098083496,12.048206329345703,1.0,5.538136959075928,33.51190185546875
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,0.5,16,401408,4096,200704,1.96,2.0,0.031492333859205246,0.11152824759483337,0.041482411324977875,0.8445196747779846,0.5890839099884033,0.9971726536750793,1.0,6.466489315032959,11.9684476852417,1.0,5.577892780303955,34.74565887451172
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,0.625,20,401408,4096,250880,1.5742971887550201,1.6,0.019073951989412308,0.06945892423391342,0.027939556166529655,0.901587188243866,0.70505291223526,0.9953447580337524,1.0,6.446996688842773,11.891620635986328,1.0,5.574594020843506,34.0413818359375
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,0.75,24,401408,4096,301056,1.3154362416107384,1.3333333333333333,0.013405630365014076,0.05814538896083832,0.01713709346950054,0.9432501792907715,0.8094687461853027,0.9915260076522827,1.0,6.4063615798950195,11.72127914428711,1.0,5.701030254364014,37.64413833618164
vsi_question_3132,73,0,spatial_7x7,32,49,centroid_score,1.0,32,401408,4096,401408,0.98989898989899,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,0.125,4,401408,8192,50176,6.87719298245614,8.0,0.25346165895462036,0.6639958620071411,0.11937638372182846,0.3963516354560852,0.0004292441299185157,0.99962317943573,1.0,6.4931135177612305,12.070018768310547,1.0,5.43686056137085,32.54750061035156
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,0.25,8,401408,8192,100352,3.69811320754717,4.0,0.19988322257995605,0.4362626373767853,0.08685007691383362,0.5844107866287231,0.002490004990249872,0.9990816712379456,1.0,6.487198352813721,12.048206329345703,1.0,5.369649887084961,31.718408584594727
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,0.5,16,401408,8192,200704,1.9215686274509804,2.0,0.1701543629169464,0.4225917458534241,0.044695813208818436,0.7970079779624939,0.002692732261493802,0.9970536828041077,1.0,6.465469837188721,11.9684476852417,1.0,5.305305480957031,30.325742721557617
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,0.625,20,401408,8192,250880,1.5494071146245059,1.6,0.036811258643865585,0.13094522058963776,0.032087311148643494,0.8887840509414673,0.7061792016029358,0.9948661923408508,1.0,6.442333698272705,11.883814811706543,1.0,5.346068382263184,32.2567138671875
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,0.75,24,401408,8192,301056,1.2980132450331126,1.3333333333333333,0.023528480902314186,0.08468107879161835,0.020052673295140266,0.9348246455192566,0.8226365447044373,0.9901624321937561,1.0,6.392660140991211,11.681121826171875,1.0,5.251441478729248,30.913108825683594
vsi_question_3132,73,0,spatial_7x7,32,49,quest_box_bound,1.0,32,401408,8192,401408,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.14712898433208466,0.4152258634567261,0.1125546470284462,0.47502973675727844,0.19310829043388367,0.9996237754821777,1.0,6.493096828460693,12.070022583007812,1.0,5.6883344650268555,37.14678955078125
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,0.25,8,401408,401408,100352,0.8,4.0,0.07873547077178955,0.23926420509815216,0.07954997569322586,0.6555557250976562,0.351213276386261,0.9991060495376587,1.0,6.4874749183654785,12.048206329345703,1.0,5.686278343200684,37.66220474243164
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.03849753364920616,0.14980503916740417,0.040675271302461624,0.850407063961029,0.6201550960540771,0.9971579313278198,1.0,6.466431617736816,11.9684476852417,1.0,5.694036960601807,38.14607238769531
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.023454859852790833,0.08140970021486282,0.026963893324136734,0.9054630994796753,0.7322167754173279,0.9951936602592468,1.0,6.445511341094971,11.891620635986328,1.0,5.705664157867432,37.92878341674805
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.016166003420948982,0.05581415072083473,0.016309009864926338,0.9468483924865723,0.8343088030815125,0.9911771416664124,1.0,6.40302848815918,11.72127914428711,1.0,5.689873218536377,37.6718635559082
vsi_question_3132,73,0,spatial_7x7,32,49,exact_mass,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,0.125,4,401408,401408,50176,0.8888888888888888,8.0,0.14175519347190857,0.3799019753932953,0.11552649736404419,0.46489325165748596,0.16580858826637268,0.9996348023414612,1.0,6.493214130401611,12.070022583007812,1.0,5.692775249481201,37.14678955078125
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,0.25,8,401408,401408,100352,0.8,4.0,0.08054261654615402,0.23926420509815216,0.08239010721445084,0.6499642729759216,0.32145872712135315,0.9991422295570374,1.0,6.487881183624268,12.049918174743652,1.0,5.708968162536621,37.66220474243164
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,0.5,16,401408,401408,200704,0.6666666666666666,2.0,0.034806620329618454,0.13599374890327454,0.04110753536224365,0.8458410501480103,0.6100613474845886,0.9974175691604614,1.0,6.469332218170166,11.977734565734863,1.0,5.707212448120117,38.14607238769531
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,0.625,20,401408,401408,250880,0.6153846153846154,1.6,0.024188851937651634,0.0681387186050415,0.027597682550549507,0.9022284150123596,0.7221850156784058,0.9954703450202942,1.0,6.448384761810303,11.891620635986328,1.0,5.701207637786865,37.91157150268555
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,0.75,24,401408,401408,301056,0.5714285714285714,1.3333333333333333,0.015350927598774433,0.041534267365932465,0.016616815701127052,0.9443455338478088,0.8250789642333984,0.9913939237594604,1.0,6.405232906341553,11.75672721862793,1.0,5.701765060424805,37.6718635559082
vsi_question_3132,73,0,spatial_7x7,32,49,oracle_local,1.0,32,401408,401408,401408,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,0.125,4,401408,4096,50176,7.39622641509434,8.0,0.6233497858047485,0.9050877094268799,0.042586904019117355,0.3637719750404358,0.18717318773269653,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.736197471618652,13.282855987548828
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,0.25,8,401408,4096,100352,3.843137254901961,4.0,0.4273192584514618,0.6897304654121399,0.033261287957429886,0.5431632995605469,0.3378743529319763,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.784728050231934,13.378535270690918
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,0.5,16,401408,4096,200704,1.96,2.0,0.2202417552471161,0.4314584732055664,0.019672540947794914,0.7610085010528564,0.5815452933311462,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.815116882324219,13.206954002380371
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,0.625,20,401408,4096,250880,1.5742971887550201,1.6,0.15022368729114532,0.29689908027648926,0.01268012821674347,0.8433500528335571,0.6322107315063477,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.800874710083008,12.953938484191895
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,0.75,24,401408,4096,301056,1.3154362416107384,1.3333333333333333,0.120426245033741,0.24418598413467407,0.00948815606534481,0.8980491757392883,0.7283347249031067,0.9999998807907104,1.0,8.035112380981445,13.512585639953613,1.0,9.70305347442627,13.032144546508789
vsi_question_3132,73,13,spatial_7x7,32,49,centroid_score,1.0,32,401408,4096,401408,0.98989898989899,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,0.125,4,401408,8192,50176,6.87719298245614,8.0,0.6907860040664673,1.152902364730835,0.04302424564957619,0.28902482986450195,0.13294671475887299,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.433789253234863,12.427103042602539
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,0.25,8,401408,8192,100352,3.69811320754717,4.0,0.40498843789100647,0.7055873274803162,0.033053524792194366,0.46572449803352356,0.25934016704559326,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.340925216674805,12.2396821975708
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,0.5,16,401408,8192,200704,1.9215686274509804,2.0,0.22263842821121216,0.5369381904602051,0.02064317651093006,0.7028382420539856,0.4828606843948364,1.0,1.0,8.035113334655762,13.512585639953613,1.0,9.182799339294434,11.779684066772461
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,0.625,20,401408,8192,250880,1.5494071146245059,1.6,0.1702779084444046,0.5205190777778625,0.015619231387972832,0.7985349893569946,0.5624034404754639,0.9999998807907104,1.0,8.035113334655762,13.512585639953613,1.0,9.114643096923828,11.533524513244629
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,0.75,24,401408,8192,301056,1.2980132450331126,1.3333333333333333,0.11008560657501221,0.39683300256729126,0.010278056375682354,0.8842183947563171,0.7340607643127441,0.9999997615814209,1.0,8.035112380981445,13.512585639953613,1.0,9.054194450378418,11.398897171020508
vsi_question_3132,73,13,spatial_7x7,32,49,quest_box_bound,1.0,32,401408,8192,401408,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
