dataset,dataset_index,sample_id,scope,component,method,retention_rate,trials,mean_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,peak_allocated_bytes,peak_reserved_bytes,includes_image_preprocess,includes_visual_encoder,includes_codec_encode,includes_codec_decode,includes_native_positions,includes_language_prefill,includes_first_token
gqa,1,17197213,end_to_end,ttft,logic_router_fixed_slots,0.125,5,646.8731613829732,633.1346579827368,693.6454326380044,705.1916457805783,625.4825750365853,708.0781990662217,8122496000,8327790592,True,True,True,True,True,True,True
gqa,1,17197213,end_to_end,ttft,base_vq_logic_router,0.25,5,1121.939655765891,1127.647751942277,1137.638873187825,1139.0857066493481,1096.704568946734,1139.447415014729,8122496000,8327790592,True,True,True,True,True,True,True
gqa,1,17197213,end_to_end,ttft,logic_router_fixed_slots,0.25,5,726.2695115990937,724.128277041018,760.6303228065372,767.0095341652632,695.8841339219362,768.6043370049447,8122496000,8327790592,True,True,True,True,True,True,True
gqa,3,14778715,component,base_vq_search,base_vq,0.125,50,0.8101068770885468,0.8038399815559387,0.8312320113182068,0.8741170990467071,0.7976959943771362,0.8806399703025818,7564185600,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,residual_rvq_search,base_vq_residual_rvq,0.125,50,1.4332108640670775,1.4269440174102783,1.4672383546829222,1.4916710126399995,1.4172159433364868,1.5022079944610596,7605377536,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,logic_router,base_vq_logic_router,0.125,50,4.759633932113648,4.750336170196533,4.829798460006714,4.897044448852538,4.7175679206848145,4.935679912567139,7571826688,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,layout_pack,base_vq_logic_router,0.125,50,0.1253171196579933,0.12492799758911133,0.12856320217251777,0.13265920385718344,0.1228799968957901,0.13516800105571747,7580329984,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,layout_pack,logic_router_fixed_slots,0.125,50,0.12589055746793748,0.12390399724245071,0.13183999583125114,0.16744447693228712,0.12185599654912949,0.19353599846363068,7580329984,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,residual_decode_scatter,base_vq_logic_router,0.125,50,9.259540519714356,9.254912376403809,9.299609708786011,9.367705755233764,9.215999603271484,9.400320053100586,7613752320,8327790592,False,False,False,True,False,False,False
gqa,3,14778715,component,residual_decode_scatter,logic_router_fixed_slots,0.125,50,9.269145565032959,9.261055946350098,9.3236225605011,9.352161083221436,9.226240158081055,9.375743865966797,7613752320,8327790592,False,False,False,True,False,False,False
gqa,3,14778715,component,codec_roundtrip,base_vq_logic_router,0.125,50,315.26921630859374,315.7284851074219,318.2415588378906,323.640315246582,305.4839782714844,326.1889343261719,7640552448,8327790592,False,False,True,True,False,False,False
gqa,3,14778715,component,codec_roundtrip,logic_router_fixed_slots,0.125,50,112.34279434204102,112.60569763183594,113.1723243713379,113.37268646240234,109.39405059814453,113.41110229492188,7640552448,8327790592,False,False,True,True,False,False,False
gqa,3,14778715,component,base_vq_search,base_vq,0.25,50,0.802897914648056,0.7987200021743774,0.8220160007476807,0.8514560121297836,0.792576014995575,0.8765439987182617,7587417088,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,residual_rvq_search,base_vq_residual_rvq,0.25,50,1.4258585572242737,1.4172159433364868,1.483468812704086,1.523394535779953,1.405951976776123,1.5329279899597168,7615232000,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,logic_router,base_vq_logic_router,0.25,50,4.809523200988769,4.782592058181763,4.921497511863709,5.090990104675293,4.754432201385498,5.099520206451416,7580619264,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,layout_pack,base_vq_logic_router,0.25,50,0.12392447769641876,0.1228799968957901,0.12856320217251777,0.1357516776025295,0.12083200365304947,0.13926400244235992,7586102272,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,layout_pack,logic_router_fixed_slots,0.25,50,0.122757119089365,0.1228799968957901,0.12753920257091522,0.1295462429523468,0.12083200365304947,0.130048006772995,7586102272,8327790592,False,False,True,False,False,False,False
gqa,3,14778715,component,residual_decode_scatter,base_vq_logic_router,0.25,50,9.263513641357422,9.253888130187988,9.34179859161377,9.391492862701416,9.21497631072998,9.41055965423584,7615194112,8327790592,False,False,False,True,False,False,False
gqa,3,14778715,component,residual_decode_scatter,logic_router_fixed_slots,0.25,50,9.301463108062745,9.241600036621094,9.460019159317017,12.86400958061217,8.679424285888672,16.075775146484375,7615194112,8327790592,False,False,False,True,False,False,False
gqa,3,14778715,component,codec_roundtrip,base_vq_logic_router,0.25,50,589.4348986816407,592.4549865722656,595.2731140136718,599.3651135253906,569.6506958007812,601.844482421875,7644092416,8327790592,False,False,True,True,False,False,False
gqa,3,14778715,component,codec_roundtrip,logic_router_fixed_slots,0.25,50,192.70937927246095,193.1088638305664,194.52184982299804,195.67362930297853,188.2505340576172,195.70089721679688,7644092416,8327790592,False,False,True,True,False,False,False
gqa,3,14778715,model,prefill_first_logits,none,,10,65.23606948852539,65.01836776733398,66.36211318969727,66.51141189575195,64.7352294921875,66.54873657226562,8088388608,8327790592,False,False,False,False,True,True,True
gqa,3,14778715,model,prefill_first_logits,base_vq_logic_router,0.125,10,65.54153060913086,65.08390426635742,67.14706115722656,67.29672790527344,64.58675384521484,67.33414459228516,8097830912,8327790592,False,False,False,False,True,True,True
gqa,3,14778715,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.125,10,379.4574310302734,379.9966735839844,380.96879425048826,381.0672207641602,375.9237060546875,381.0918273925781,8107273216,8327790592,False,False,True,True,True,True,True
gqa,3,14778715,model,prefill_first_logits,logic_router_fixed_slots,0.125,10,65.33908386230469,65.00966262817383,66.54197731018067,66.57441719055176,64.77926635742188,66.58252716064453,8097830912,8327790592,False,False,False,False,True,True,True
gqa,3,14778715,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.125,10,176.14786529541016,176.28569793701172,177.9663848876953,178.02757873535154,173.8936309814453,178.04287719726562,8107273216,8327790592,False,False,True,True,True,True,True
gqa,3,14778715,model,prefill_first_logits,base_vq_logic_router,0.25,10,65.46677703857422,65.24262237548828,66.72317466735839,66.87689811706542,64.4669418334961,66.91532897949219,8097830912,8327790592,False,False,False,False,True,True,True
gqa,3,14778715,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.25,10,654.497802734375,655.3764038085938,657.724676513672,658.0767224121093,650.1089477539062,658.1647338867188,8107273216,8327790592,False,False,True,True,True,True,True
gqa,3,14778715,model,prefill_first_logits,logic_router_fixed_slots,0.25,10,65.59743957519531,65.25900650024414,66.99002990722656,67.15554992675781,64.93695831298828,67.19692993164062,8097830912,8327790592,False,False,False,False,True,True,True
gqa,3,14778715,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.25,10,256.9031646728516,257.47711181640625,258.16847839355466,258.25806091308596,253.05087280273438,258.28045654296875,8107305984,8327790592,False,False,True,True,True,True,True
gqa,3,14778715,end_to_end,ttft,none,,5,530.215867003426,524.8694969341159,546.637298958376,550.4712949413806,523.5736819449812,551.4297939371318,8114092032,8327790592,True,True,False,False,True,True,True
gqa,3,14778715,end_to_end,ttft,base_vq_logic_router,0.125,5,841.5613960009068,844.5947929285467,851.7749664373696,853.1258989311755,822.6349020842463,853.4636320546269,8123542528,8327790592,True,True,True,True,True,True,True
gqa,3,14778715,end_to_end,ttft,logic_router_fixed_slots,0.125,5,635.7769932132214,633.7474409956485,663.1256564985961,666.1333952005953,602.4029210675508,666.885329876095,8123542528,8327790592,True,True,True,True,True,True,True
gqa,3,14778715,end_to_end,ttft,base_vq_logic_router,0.25,5,1105.9647026006132,1105.0193819683045,1117.709375405684,1118.4412686992437,1090.4412281233817,1118.6242420226336,8123542528,8327790592,True,True,True,True,True,True,True
gqa,3,14778715,end_to_end,ttft,logic_router_fixed_slots,0.25,5,706.1112589202821,699.0057779476047,732.3273506946862,737.9705876670778,691.2109709810466,739.3813969101757,8123542528,8327790592,True,True,True,True,True,True,True
textvqa,0,34602,component,base_vq_search,base_vq,0.125,50,0.8201625645160675,0.8130559921264648,0.8586240082979202,0.893655018210411,0.8058879971504211,0.9041919708251953,7564185600,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,residual_rvq_search,base_vq_residual_rvq,0.125,50,1.4434508728981017,1.4366719722747803,1.4663679599761963,1.5242751824855805,1.4264320135116577,1.5267839431762695,7605377536,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,logic_router,base_vq_logic_router,0.125,50,4.790087680816651,4.768768072128296,4.866662502288818,5.10432243824005,4.746240139007568,5.164031982421875,7571826688,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,layout_pack,base_vq_logic_router,0.125,50,0.1240268774330616,0.1228799968957901,0.1276416018605232,0.13466623723506926,0.12185599654912949,0.13516800105571747,7580346368,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,layout_pack,logic_router_fixed_slots,0.125,50,0.12285951748490334,0.1228799968957901,0.1250304017215967,0.12749824225902556,0.12083200365304947,0.12800000607967377,7580329984,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,residual_decode_scatter,base_vq_logic_router,0.125,50,9.266749477386474,9.267712116241455,9.286195468902587,9.29336326599121,9.234432220458984,9.29587173461914,7613752320,8327790592,False,False,False,True,False,False,False
textvqa,0,34602,component,residual_decode_scatter,logic_router_fixed_slots,0.125,50,9.419857959747315,9.258496284484863,9.33652458190918,13.338214302062973,9.227264404296875,17.03116798400879,7613752320,8327790592,False,False,False,True,False,False,False
textvqa,0,34602,component,codec_roundtrip,base_vq_logic_router,0.125,50,288.8015411376953,289.6593933105469,296.5000915527344,303.25649139404294,276.92913818359375,308.0210266113281,7640552448,8327790592,False,False,True,True,False,False,False
textvqa,0,34602,component,codec_roundtrip,logic_router_fixed_slots,0.125,50,112.22108596801758,111.50302505493164,121.29516181945799,136.86492904663083,104.43344116210938,137.10006713867188,7640552448,8327790592,False,False,True,True,False,False,False
textvqa,0,34602,component,base_vq_search,base_vq,0.25,50,0.7954022431373596,0.792576014995575,0.8069120049476624,0.8141004800796509,0.7884799838066101,0.8151040077209473,7587417088,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,residual_rvq_search,base_vq_residual_rvq,0.25,50,1.417605118751526,1.4136320352554321,1.44486403465271,1.4753485059738158,1.4008320569992065,1.4888960123062134,7615232000,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,logic_router,base_vq_logic_router,0.25,50,4.7616204833984375,4.753407955169678,4.845107245445251,4.876636095046997,4.719615936279297,4.893695831298828,7580619264,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,layout_pack,base_vq_logic_router,0.25,50,0.1238220776617527,0.1228799968957901,0.12912640646100043,0.13368319675326346,0.12185599654912949,0.13619199395179749,7586102272,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,layout_pack,logic_router_fixed_slots,0.25,50,0.12464127764105797,0.1228799968957901,0.13399040400981901,0.15121407523751257,0.12185599654912949,0.159743994474411,7586102272,8327790592,False,False,True,False,False,False,False
textvqa,0,34602,component,residual_decode_scatter,base_vq_logic_router,0.25,50,8.200048656463624,8.327167987823486,9.275340700149536,9.548349409103393,6.658048152923584,9.72697639465332,7615194112,8327790592,False,False,False,True,False,False,False
textvqa,0,34602,component,residual_decode_scatter,logic_router_fixed_slots,0.25,50,8.51304443359375,8.541183948516846,9.240575790405273,10.355855197906493,6.67955207824707,10.964991569519043,7615194112,8327790592,False,False,False,True,False,False,False
textvqa,0,34602,component,codec_roundtrip,base_vq_logic_router,0.25,50,595.4803686523437,592.4406127929688,635.978155517578,686.1241412353515,563.312744140625,695.26806640625,7644092416,8327790592,False,False,True,True,False,False,False
textvqa,0,34602,component,codec_roundtrip,logic_router_fixed_slots,0.25,50,192.24462463378907,193.6792449951172,194.7842903137207,196.58494049072266,182.99769592285156,197.1940460205078,7644092416,8327790592,False,False,True,True,False,False,False
textvqa,0,34602,model,prefill_first_logits,none,,10,65.60041122436523,65.41465759277344,66.81139450073242,67.39015975952148,64.91545867919922,67.53485107421875,8085946368,8327790592,False,False,False,False,True,True,True
textvqa,0,34602,model,prefill_first_logits,base_vq_logic_router,0.125,10,65.4405632019043,65.40083312988281,66.20426330566406,66.33402282714844,64.78131103515625,66.36646270751953,8095388672,8327790592,False,False,False,False,True,True,True
textvqa,0,34602,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.125,10,352.1798156738281,352.4577331542969,355.760220336914,356.5129815673828,347.0335998535156,356.701171875,8104830976,8327790592,False,False,True,True,True,True,True
textvqa,0,34602,model,prefill_first_logits,logic_router_fixed_slots,0.125,10,65.26167068481445,65.18835067749023,66.21306991577148,66.4062370300293,64.31539154052734,66.45452880859375,8095388672,8327790592,False,False,False,False,True,True,True
textvqa,0,34602,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.125,10,174.6977798461914,174.64012145996094,175.6641845703125,175.7419677734375,172.7958984375,175.76141357421875,8104830976,8327790592,False,False,True,True,True,True,True
textvqa,0,34602,model,prefill_first_logits,base_vq_logic_router,0.25,10,65.73977508544922,65.39263916015625,66.90524253845214,66.98376457214356,64.6645736694336,67.0033950805664,8095388672,8327790592,False,False,False,False,True,True,True
textvqa,0,34602,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.25,10,652.9489868164062,654.4394226074219,660.08984375,661.711865234375,640.5294189453125,662.1173706054688,8104830976,8327790592,False,False,True,True,True,True,True
textvqa,0,34602,model,prefill_first_logits,logic_router_fixed_slots,0.25,10,65.4727165222168,65.58310317993164,65.9710479736328,65.98100158691406,64.59391784667969,65.98348999023438,8095388672,8327790592,False,False,False,False,True,True,True
textvqa,0,34602,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.25,10,256.62525329589846,257.45562744140625,257.68795623779295,257.6909115600586,253.27308654785156,257.691650390625,8104863744,8327790592,False,False,True,True,True,True,True
textvqa,0,34602,end_to_end,ttft,none,,5,529.6016973443329,537.8545438870788,545.4496290069073,546.1061514075845,498.9857499022037,546.2702820077538,8111649792,8327790592,True,True,False,False,True,True,True
textvqa,0,34602,end_to_end,ttft,base_vq_logic_router,0.125,5,830.8267024345696,833.8900010567158,845.2042769175023,846.0234979074448,813.5339529253542,846.2283031549305,8121100288,8327790592,True,True,True,True,True,True,True
textvqa,0,34602,end_to_end,ttft,logic_router_fixed_slots,0.125,5,647.9231628589332,645.7604891620576,665.8975869882852,669.3909437675029,635.013529099524,670.2642829623073,8121100288,8327790592,True,True,True,True,True,True,True
textvqa,0,34602,end_to_end,ttft,base_vq_logic_router,0.25,5,1116.440049605444,1119.4674831349403,1138.3980432990938,1140.3745925892144,1087.651425972581,1140.8687299117446,8121100288,8327790592,True,True,True,True,True,True,True
textvqa,0,34602,end_to_end,ttft,logic_router_fixed_slots,0.25,5,729.5085089746863,731.6806621383876,741.2639145273715,741.2772252503783,703.0788299161941,741.2805529311299,8121100288,8327790592,True,True,True,True,True,True,True
textvqa,2,34604,component,base_vq_search,base_vq,0.125,50,0.8057855987548828,0.8110079765319824,0.8363520175218582,0.8704921674728392,0.754688024520874,0.9000959992408752,7564185600,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,residual_rvq_search,base_vq_residual_rvq,0.125,50,1.4206771206855775,1.4387199878692627,1.472102403640747,1.4781542897224424,1.3424639701843262,1.4786560535430908,7605377536,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,logic_router,base_vq_logic_router,0.125,50,4.472360954284668,4.427263975143433,4.72857608795166,4.7857767200469965,4.388864040374756,4.791296005249023,7571826688,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,layout_pack,base_vq_logic_router,0.125,50,0.11620352014899255,0.11264000087976456,0.12651520147919654,0.13261823654174804,0.10956799983978271,0.13312000036239624,7580329984,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,layout_pack,logic_router_fixed_slots,0.125,50,0.11769855976104736,0.11468800157308578,0.12492799758911133,0.13057024314999582,0.11059200018644333,0.131071999669075,7580329984,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,residual_decode_scatter,base_vq_logic_router,0.125,50,9.231032333374024,9.245696067810059,9.261619281768798,9.26519341468811,8.963071823120117,9.267200469970703,7613752320,8327790592,False,False,False,True,False,False,False
textvqa,2,34604,component,residual_decode_scatter,logic_router_fixed_slots,0.125,50,8.896655349731445,8.966655731201172,9.290956735610962,9.511997375488281,7.391232013702393,9.565183639526367,7613752320,8327790592,False,False,False,True,False,False,False
textvqa,2,34604,component,codec_roundtrip,base_vq_logic_router,0.125,50,318.0701611328125,318.6904754638672,323.84156799316406,326.8477780151367,300.3529357910156,328.4709777832031,7640552448,8327790592,False,False,True,True,False,False,False
textvqa,2,34604,component,codec_roundtrip,logic_router_fixed_slots,0.125,50,110.41426208496094,111.40544128417969,114.55948257446289,116.88981163024901,103.2674560546875,118.25727844238281,7640552448,8327790592,False,False,True,True,False,False,False
textvqa,2,34604,component,base_vq_search,base_vq,0.25,50,0.7939071989059449,0.7726080119609833,0.8417791992425918,1.013247984051704,0.7526400089263916,1.0885119438171387,7587417088,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,residual_rvq_search,base_vq_residual_rvq,0.25,50,1.3808025527000427,1.3721599578857422,1.4399487972259521,1.4656306719779968,1.3486080169677734,1.4796799421310425,7615232000,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,logic_router,base_vq_logic_router,0.25,50,4.507217931747436,4.4410881996154785,4.79841296672821,4.840734624862671,4.392960071563721,4.85478401184082,7580619264,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,layout_pack,base_vq_logic_router,0.25,50,0.1148518407344818,0.11366400122642517,0.12344319708645343,0.13263871639966962,0.11161600053310394,0.13414399325847626,7586102272,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,layout_pack,logic_router_fixed_slots,0.25,50,0.11438080132007598,0.11366400122642517,0.11832320280373096,0.13265920385718344,0.11161600053310394,0.13516800105571747,7586102272,8327790592,False,False,True,False,False,False,False
textvqa,2,34604,component,residual_decode_scatter,base_vq_logic_router,0.25,50,8.815779895782471,8.7193603515625,9.289215660095214,9.332316055297852,8.514559745788574,9.336832046508789,7615194112,8327790592,False,False,False,True,False,False,False
textvqa,2,34604,component,residual_decode_scatter,logic_router_fixed_slots,0.25,50,8.985497512817382,9.01580810546875,9.276364517211913,9.340549306869507,8.51148796081543,9.397248268127441,7615194112,8327790592,False,False,False,True,False,False,False
textvqa,2,34604,component,codec_roundtrip,base_vq_logic_router,0.25,50,588.0234216308594,590.0906677246094,598.4332580566406,600.3657983398438,564.00146484375,600.3724975585938,7644092416,8327790592,False,False,True,True,False,False,False
textvqa,2,34604,component,codec_roundtrip,logic_router_fixed_slots,0.25,50,192.5684634399414,193.15579223632812,196.56059036254882,199.50915924072265,181.7065887451172,199.7508544921875,7644092416,8327790592,False,False,True,True,False,False,False
textvqa,2,34604,model,prefill_first_logits,none,,10,65.63379211425782,65.48889541625977,66.79551811218262,67.3263582611084,64.92467498779297,67.45906829833984,8085597184,8327790592,False,False,False,False,True,True,True
textvqa,2,34604,model,prefill_first_logits,base_vq_logic_router,0.125,10,65.50630416870118,65.2231674194336,66.83156356811523,66.86252853393555,64.79872131347656,66.87026977539062,8095039488,8327790592,False,False,False,False,True,True,True
textvqa,2,34604,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.125,10,382.2009307861328,383.8376922607422,384.51377868652344,384.5303680419922,373.7733154296875,384.5345153808594,8104481792,8327790592,False,False,True,True,True,True,True
textvqa,2,34604,model,prefill_first_logits,logic_router_fixed_slots,0.125,10,65.2132354736328,65.09516525268555,66.37614135742187,66.58958374023437,64.43827056884766,66.6429443359375,8095039488,8327790592,False,False,False,False,True,True,True
textvqa,2,34604,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.125,10,175.26783599853516,175.25350189208984,176.83870468139648,177.04182540893555,173.57618713378906,177.0926055908203,8104481792,8327790592,False,False,True,True,True,True,True
textvqa,2,34604,model,prefill_first_logits,base_vq_logic_router,0.25,10,65.15793991088867,64.9277458190918,66.3076847076416,66.40795417785645,64.5765151977539,66.43302154541016,8095039488,8327790592,False,False,False,False,True,True,True
textvqa,2,34604,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.25,10,649.3584350585937,654.919677734375,660.0264190673828,662.3750103759766,628.5997924804688,662.962158203125,8104481792,8327790592,False,False,True,True,True,True,True
textvqa,2,34604,model,prefill_first_logits,logic_router_fixed_slots,0.25,10,65.46677780151367,65.34195327758789,66.4637435913086,66.79551971435546,64.72089385986328,66.87846374511719,8095039488,8327790592,False,False,False,False,True,True,True
textvqa,2,34604,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.25,10,254.68221740722657,256.4761657714844,257.98661346435546,258.1823568725586,239.66925048828125,258.2312927246094,8104514560,8327790592,False,False,True,True,True,True,True
textvqa,2,34604,end_to_end,ttft,none,,5,551.6225858591497,546.4214500971138,566.3386241532862,568.5594553686678,542.8387799765915,569.1146631725132,8111300608,8327790592,True,True,False,False,True,True,True
