dataset,dataset_index,sample_id,scope,component,method,retention_rate,trials,mean_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,peak_allocated_bytes,peak_reserved_bytes,includes_image_preprocess,includes_visual_encoder,includes_codec_encode,includes_codec_decode,includes_native_positions,includes_language_prefill,includes_first_token
textvqa,2,34604,end_to_end,ttft,base_vq_logic_router,0.125,5,859.4331109896302,858.241304056719,883.5098060313612,885.6698812264949,833.2842797972262,886.2099000252783,8120751104,8327790592,True,True,True,True,True,True,True
textvqa,2,34604,end_to_end,ttft,logic_router_fixed_slots,0.125,5,663.5186814237386,652.9539420735091,687.8057620953768,691.6895874869078,650.7434260565788,692.6605438347906,8120751104,8327790592,True,True,True,True,True,True,True
textvqa,2,34604,end_to_end,ttft,base_vq_logic_router,0.25,5,1137.7936258912086,1132.0692519657314,1156.010207394138,1159.8095280397683,1129.1838979814202,1160.759358201176,8120751104,8327790592,True,True,True,True,True,True,True
textvqa,2,34604,end_to_end,ttft,logic_router_fixed_slots,0.25,5,758.9812142308801,752.2661399561912,776.9318456295878,778.9489379245788,746.5989021584392,779.4532109983265,8120751104,8327790592,True,True,True,True,True,True,True
chartqa,0,0,component,base_vq_search,base_vq,0.125,50,0.7730585587024689,0.7659519910812378,0.8146432042121887,0.8186982154846192,0.7577599883079529,0.8191999793052673,7568379904,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,residual_rvq_search,base_vq_residual_rvq,0.125,50,1.3979852843284606,1.3864959478378296,1.4632960557937622,1.472573447227478,1.3486080169677734,1.4755840301513672,7609571840,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,logic_router,base_vq_logic_router,0.125,50,4.651151371002197,4.48307204246521,4.824576020240784,7.147909407615655,4.404223918914795,8.822784423828125,7576020992,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,layout_pack,base_vq_logic_router,0.125,50,0.1376870396733284,0.13619199395179749,0.1674752004444599,0.16896000504493713,0.09625600278377533,0.16896000504493713,7584540672,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,layout_pack,logic_router_fixed_slots,0.125,50,0.11849728032946587,0.09830399975180626,0.17172479853034014,0.1987584002315998,0.09318400174379349,0.20377600193023682,7584524288,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,residual_decode_scatter,base_vq_logic_router,0.125,50,9.325588474273681,9.289728164672852,9.498777532577515,9.590466737747192,9.149439811706543,9.650176048278809,7617946624,8327790592,False,False,False,True,False,False,False
chartqa,0,0,component,residual_decode_scatter,logic_router_fixed_slots,0.125,50,9.313853435516357,9.27897596359253,9.553305387496948,9.912606840133666,8.724479675292969,10.027008056640625,7617946624,8327790592,False,False,False,True,False,False,False
chartqa,0,0,component,codec_roundtrip,base_vq_logic_router,0.125,50,280.86258911132813,281.9489288330078,283.5188781738281,288.0928988647461,269.8004150390625,290.4295654296875,7644746752,8327790592,False,False,True,True,False,False,False
chartqa,0,0,component,codec_roundtrip,logic_router_fixed_slots,0.125,50,106.53290161132813,105.15713882446289,121.77031936645507,122.46273498535156,95.8443832397461,122.4775390625,7644746752,8327790592,False,False,True,True,False,False,False
chartqa,0,0,component,base_vq_search,base_vq,0.25,50,0.7589478421211243,0.7526400089263916,0.7973375916481018,0.8294809579849243,0.7434239983558655,0.8314880132675171,7591611392,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,residual_rvq_search,base_vq_residual_rvq,0.25,50,1.3651353573799134,1.354752004146576,1.5248895883560176,1.6726221168041229,1.1898880004882812,1.6936960220336914,7619426304,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,logic_router,base_vq_logic_router,0.25,50,4.208639993667602,4.341759920120239,4.511897492408752,4.668569722175597,3.718143939971924,4.8015360832214355,7584813568,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,layout_pack,base_vq_logic_router,0.25,50,0.11583488076925277,0.11264000087976456,0.12753920257091522,0.1337241567671299,0.11059200018644333,0.1382399946451187,7590296576,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,layout_pack,logic_router_fixed_slots,0.25,50,0.11290624096989632,0.11264000087976456,0.12047359943389892,0.14830592170357698,0.09523200243711472,0.16486400365829468,7590296576,8327790592,False,False,True,False,False,False,False
chartqa,0,0,component,residual_decode_scatter,base_vq_logic_router,0.25,50,9.278668804168701,9.266176223754883,9.358643198013306,9.387652950286865,9.2293119430542,9.39417552947998,7619388416,8327790592,False,False,False,True,False,False,False
chartqa,0,0,component,residual_decode_scatter,logic_router_fixed_slots,0.25,50,9.26664707183838,9.260031700134277,9.316454315185547,9.323038778305055,9.218048095703125,9.324543952941895,7619388416,8327790592,False,False,False,True,False,False,False
chartqa,0,0,component,codec_roundtrip,base_vq_logic_router,0.25,50,584.5988244628907,589.0393981933594,593.8753540039063,595.504751586914,556.0319213867188,596.7918090820312,7648286720,8327790592,False,False,True,True,False,False,False
chartqa,0,0,component,codec_roundtrip,logic_router_fixed_slots,0.25,50,192.88091674804687,193.2747344970703,194.63872528076172,204.54222991943357,186.2500762939453,210.85533142089844,7648286720,8327790592,False,False,True,True,False,False,False
chartqa,0,0,model,prefill_first_logits,none,,10,65.6487419128418,65.28665542602539,66.69890403747559,66.840092086792,64.83455657958984,66.8753890991211,8091187200,8327790592,False,False,False,False,True,True,True
chartqa,0,0,model,prefill_first_logits,base_vq_logic_router,0.125,10,65.33908386230469,65.4172134399414,65.85435905456544,65.9715859222412,64.83660888671875,66.00089263916016,8100629504,8327790592,False,False,False,False,True,True,True
chartqa,0,0,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.125,10,340.66278381347655,339.810302734375,349.9679763793945,354.72047515869144,334.86846923828125,355.9085998535156,8110071808,8327790592,False,False,True,True,True,True,True
chartqa,0,0,model,prefill_first_logits,logic_router_fixed_slots,0.125,10,65.3892608642578,65.39059448242188,66.08481330871582,66.14711402893066,64.59187316894531,66.16268920898438,8100629504,8327790592,False,False,False,False,True,True,True
chartqa,0,0,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.125,10,179.50894012451172,175.79570770263672,197.93709869384764,207.930559387207,172.7457275390625,210.42892456054688,8110071808,8327790592,False,False,True,True,True,True,True
chartqa,0,0,model,prefill_first_logits,base_vq_logic_router,0.25,10,65.75103988647462,65.41056060791016,66.76986808776854,66.7805605316162,65.06700897216797,66.78323364257812,8100629504,8327790592,False,False,False,False,True,True,True
chartqa,0,0,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.25,10,650.4750061035156,652.2239990234375,656.8923522949219,657.9462927246094,637.20654296875,658.2097778320312,8110071808,8327790592,False,False,True,True,True,True,True
chartqa,0,0,model,prefill_first_logits,logic_router_fixed_slots,0.25,10,65.67444458007813,65.26361465454102,67.1859218597412,67.3610247039795,65.1509780883789,67.40480041503906,8100629504,8327790592,False,False,False,False,True,True,True
chartqa,0,0,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.25,10,256.81162414550784,257.42079162597656,258.1935729980469,258.4269226074219,250.144775390625,258.4852600097656,8110104576,8327790592,False,False,True,True,True,True,True
chartqa,0,0,end_to_end,ttft,none,,5,589.4751984160393,581.6264050081372,637.9084441810846,643.4905472025275,532.5839139986783,644.8860729578882,8116890624,8327790592,True,True,False,False,True,True,True
chartqa,0,0,end_to_end,ttft,base_vq_logic_router,0.125,5,814.7773377131671,814.9793508928269,828.0656490940601,829.2734281066805,797.9884408414364,829.5753728598356,8126341120,8327790592,True,True,True,True,True,True,True
chartqa,0,0,end_to_end,ttft,logic_router_fixed_slots,0.125,5,639.9581817910075,636.1721169669181,656.5530308056623,659.1072493884712,629.5895020011812,659.7458040341735,8126341120,8327790592,True,True,True,True,True,True,True
chartqa,0,0,end_to_end,ttft,base_vq_logic_router,0.25,5,1105.2387504372746,1116.6526561137289,1138.5459032841027,1141.0965157486498,1067.9503821302205,1141.7341688647866,8126341120,8327790592,True,True,True,True,True,True,True
chartqa,0,0,end_to_end,ttft,logic_router_fixed_slots,0.25,5,712.8419847693294,714.2749750055373,724.6231956407428,724.9245365709066,693.3071280363947,724.9998718034476,8126341120,8327790592,True,True,True,True,True,True,True
chartqa,1,1,component,base_vq_search,base_vq,0.125,50,0.8136294412612916,0.8094720244407654,0.8314880132675171,0.8727040231227874,0.8038399815559387,0.9103360176086426,7564185600,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,residual_rvq_search,base_vq_residual_rvq,0.125,50,1.4407475233078002,1.4366719722747803,1.4664192140102386,1.484963880777359,1.4264320135116577,1.4929920434951782,7605377536,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,logic_router,base_vq_logic_router,0.125,50,4.797194232940674,4.7923197746276855,4.83394558429718,4.849909729957581,4.774911880493164,4.86195182800293,7571826688,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,layout_pack,base_vq_logic_router,0.125,50,0.12492799788713455,0.12390399724245071,0.13025279864668843,0.1362329539656639,0.1228799968957901,0.1382399946451187,7580346368,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,layout_pack,logic_router_fixed_slots,0.125,50,0.12435455739498139,0.12390399724245071,0.12820480614900587,0.13723647430539132,0.12185599654912949,0.1382399946451187,7580329984,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,residual_decode_scatter,base_vq_logic_router,0.125,50,9.304309768676758,9.275903701782227,9.359923315048217,11.277097110748285,8.531968116760254,12.8471040725708,7613752320,8327790592,False,False,False,True,False,False,False
chartqa,1,1,component,residual_decode_scatter,logic_router_fixed_slots,0.125,50,9.138032569885254,9.238527774810791,9.29751033782959,9.329008617401122,8.784895896911621,9.347071647644043,7613752320,8327790592,False,False,False,True,False,False,False
chartqa,1,1,component,codec_roundtrip,base_vq_logic_router,0.125,50,280.1283154296875,281.09942626953125,282.9039169311523,285.0667431640625,252.3861083984375,285.4884948730469,7640552448,8327790592,False,False,True,True,False,False,False
chartqa,1,1,component,codec_roundtrip,logic_router_fixed_slots,0.125,50,111.63668350219727,111.71655654907227,112.68909950256348,112.80525100708007,109.74006652832031,112.85155487060547,7640552448,8327790592,False,False,True,True,False,False,False
chartqa,1,1,component,base_vq_search,base_vq,0.25,50,0.8082022333145141,0.8048639893531799,0.8240639835596084,0.8289382338523865,0.7997440099716187,0.8294399976730347,7587417088,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,residual_rvq_search,base_vq_residual_rvq,0.25,50,1.4291148710250854,1.4243839979171753,1.4511103630065918,1.4551244735717774,1.415168046951294,1.4561280012130737,7615232000,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,logic_router,base_vq_logic_router,0.25,50,4.780072965621948,4.7769598960876465,4.837171053886413,4.869847044944763,4.741119861602783,4.8803839683532715,7580619264,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,layout_pack,base_vq_logic_router,0.25,50,0.12398591727018356,0.1228799968957901,0.13025279864668843,0.1362124814093113,0.12185599654912949,0.1372160017490387,7586102272,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,layout_pack,logic_router_fixed_slots,0.25,50,0.12410879746079445,0.12390399724245071,0.1276416018605232,0.1347276771068573,0.12185599654912949,0.1382399946451187,7586102272,8327790592,False,False,True,False,False,False,False
chartqa,1,1,component,residual_decode_scatter,base_vq_logic_router,0.25,50,9.225994167327881,9.252863883972168,9.275033521652222,9.287342100143434,7.817215919494629,9.29587173461914,7615194112,8327790592,False,False,False,True,False,False,False
chartqa,1,1,component,residual_decode_scatter,logic_router_fixed_slots,0.25,50,9.250897903442382,9.247743606567383,9.278514909744263,9.331680927276611,9.218048095703125,9.355263710021973,7615194112,8327790592,False,False,False,True,False,False,False
chartqa,1,1,component,codec_roundtrip,base_vq_logic_router,0.25,50,585.9785778808593,589.4225769042969,593.557373046875,595.3002600097657,535.3197631835938,596.4979248046875,7644092416,8327790592,False,False,True,True,False,False,False
chartqa,1,1,component,codec_roundtrip,logic_router_fixed_slots,0.25,50,193.3819741821289,193.74724578857422,194.5142646789551,194.56542404174806,189.34934997558594,194.5849609375,7644092416,8327790592,False,False,True,True,False,False,False
chartqa,1,1,model,prefill_first_logits,none,,10,65.24692459106446,65.16172790527344,65.86332130432129,65.95290107727051,64.76697540283203,65.97529602050781,8086992896,8327790592,False,False,False,False,True,True,True
chartqa,1,1,model,prefill_first_logits,base_vq_logic_router,0.125,10,65.93259506225586,65.68038558959961,67.24500541687011,67.36628623962402,64.92364501953125,67.3966064453125,8096435200,8327790592,False,False,False,False,True,True,True
chartqa,1,1,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.125,10,346.556005859375,345.7843322753906,351.9277999877929,353.6051156616211,343.1506042480469,354.0244445800781,8105877504,8327790592,False,False,True,True,True,True,True
chartqa,1,1,model,prefill_first_logits,logic_router_fixed_slots,0.125,10,65.51951217651367,65.44947052001953,66.22253799438477,66.22954177856445,64.62258911132812,66.23129272460938,8096435200,8327790592,False,False,False,False,True,True,True
chartqa,1,1,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.125,10,176.2812927246094,176.1484832763672,177.55356369018554,177.84589340209962,175.0487060546875,177.91897583007812,8105877504,8327790592,False,False,True,True,True,True,True
chartqa,1,1,model,prefill_first_logits,base_vq_logic_router,0.25,10,65.70485610961914,65.69369506835938,66.35279197692871,66.4055071258545,64.74752044677734,66.41868591308594,8096435200,8327790592,False,False,False,False,True,True,True
chartqa,1,1,model,codec_plus_prefill_first_logits,base_vq_logic_router,0.25,10,651.6965515136719,655.8274841308594,660.7662689208985,661.9831365966797,622.392333984375,662.287353515625,8105877504,8327790592,False,False,True,True,True,True,True
chartqa,1,1,model,prefill_first_logits,logic_router_fixed_slots,0.25,10,65.7257469177246,65.62713623046875,66.64325103759765,66.88139068603516,64.96256256103516,66.94092559814453,8096435200,8327790592,False,False,False,False,True,True,True
chartqa,1,1,model,codec_plus_prefill_first_logits,logic_router_fixed_slots,0.25,10,258.221875,258.52928161621094,259.5014175415039,259.5666653442383,254.52645874023438,259.5829772949219,8105910272,8327790592,False,False,True,True,True,True,True
chartqa,1,1,end_to_end,ttft,none,,5,546.751319617033,549.8006129637361,565.5512148980051,567.301966259256,521.0661459714174,567.7396540995687,8112696320,8327790592,True,True,False,False,True,True,True
chartqa,1,1,end_to_end,ttft,base_vq_logic_router,0.125,5,825.9298787917942,817.0268060639501,871.8310823664069,879.9364700168371,797.6640709675848,881.9628169294447,8122146816,8327790592,True,True,True,True,True,True,True
chartqa,1,1,end_to_end,ttft,logic_router_fixed_slots,0.125,5,696.6779820155352,684.0190859511495,752.7328519150615,757.9624528810382,655.894978903234,759.2698531225324,8122146816,8327790592,True,True,True,True,True,True,True
chartqa,1,1,end_to_end,ttft,base_vq_logic_router,0.25,5,1129.6585401985794,1124.7185780666769,1194.5617082994431,1208.4630823787302,1085.4565559420735,1211.938425898552,8122146816,8327790592,True,True,True,True,True,True,True
chartqa,1,1,end_to_end,ttft,logic_router_fixed_slots,0.25,5,724.359176447615,720.4209330957383,737.5567148905247,737.8518086578697,707.0090179331601,737.9255820997059,8122146816,8327790592,True,True,True,True,True,True,True
