layer,split,method,codec,predictor,selected_fraction,index_bits,group_dim,nominal_bps,codebook_static_bits,codebook_sha256,mse,nmse,mean_cosine,p05_cosine,payload_bits,metadata_bits,payload_bps,effective_bps,index_entropy,index_entropy_bps,residual_top10_energy
22,val,residual_pq,pq_4b_k256_d2,ema_075,0.25,8,2,1.5,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,0.00018410238731533305,0.1885208450380215,0.9007153939515419,0.589160903158615,1556480.0,615680.0,1.6572265625,1.6634765625,7.612501366505068,1.4515626708131335,0.4303380029168298
22,val,residual_pq,pq_4b_k256_d2,ema_075,0.5,8,2,2.5,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,7.788577720500296e-05,0.07975503603861926,0.9590483968775937,0.8224284447632896,2785280.0,615680.0,2.5947265625,2.6009765625,7.702679149733517,2.425669787433379,0.4826053563389045
22,val,residual_pq,pq_4b_k256_d2,ema_075,1.0,8,2,4.0,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,2.576857523890849e-05,0.026387021104425794,0.9869084838507496,0.9375047112569955,5242880.0,1280.0,4.0009765625,4.0072265625,7.860817228254954,3.930408614127477,0.6123099795573023
22,test,raw_pq,pq_4b_k256_d2,,1.0,8,2,4.0,8192,c41abe255c89144ffd6dfe9c9ea74ad78c5df1a550735b3f7e76409f78beb2ad,2.385258226633636e-05,0.0244250442470764,0.9887008801907928,0.9714837511099752,10485760.0,0.0,4.0,4.003125,7.932019289636675,3.9660096448183375,0.3134305310544052
22,test,residual_pq,pq_4b_k256_d2,ema_075,0.25,8,2,1.5,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,0.00017976114895784694,0.1840754165806757,0.903009703797974,0.6255289309523977,3112960.0,1231360.0,1.6572265625,1.6603515625,7.4070438963927945,1.4258804870490993,0.4185756350975939
22,test,residual_pq,pq_4b_k256_d2,ema_075,0.5,8,2,2.5,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,7.521244758121508e-05,0.07701754634318077,0.9604937963437085,0.8237329159330383,5570560.0,1231360.0,2.5947265625,2.5978515625,7.458404458198989,2.364601114549747,0.49177512921058253
22,test,residual_pq,pq_4b_k256_d2,ema_075,1.0,8,2,4.0,8192,9a452fff5a8bcfb3b43dd18115e811a1e502c602a6d61abe40c3dce365c86777,2.594966987862613e-05,0.026572461962619226,0.9868311360802984,0.9339150066903112,10485760.0,2560.0,4.0009765625,4.0041015625,7.507451528792593,3.7537257643962967,0.6407761226805097
22,val,scalar_quant,int2,,1.0,2,1,2.0,0,,0.0008580953429118172,0.8786896331324956,0.35827625959224463,0.2548816706424389,2621440.0,20480.0,2.015625,2.015625,nan,nan,0.1074208921087583
22,test,scalar_quant,int2,,1.0,2,1,2.0,0,,0.0008411613376011646,0.8613492099274536,0.3783429317102132,0.25537033202553594,5242880.0,40960.0,2.015625,2.015625,nan,nan,0.10986672444360805
22,val,scalar_quant,int4,,1.0,4,1,4.0,0,,0.00012289039814354242,0.1258397679840951,0.9414551003665366,0.8324152315636022,5242880.0,20480.0,4.015625,4.015625,nan,nan,0.2935983059502474
22,test,scalar_quant,int4,,1.0,4,1,4.0,0,,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,10485760.0,40960.0,4.015625,4.015625,nan,nan,0.3034655769160476
22,val,scalar_quant,int8,,1.0,8,1,8.0,0,,4.440793406421056e-07,0.0004547372458477872,0.9997729693605951,0.9992337423814839,10485760.0,20480.0,8.015625,8.015625,nan,nan,0.4012961110538059
22,test,scalar_quant,int8,,1.0,8,1,8.0,0,,5.140276611859594e-07,0.0005263643251912222,0.999737261163672,0.9989734931027437,20971520.0,40960.0,8.015625,8.015625,nan,nan,0.4361682521770599
