layer,budget_bps,controller,predictor,innovation_codec,innovation_fraction,quality_cosine,mse,nmse,mean_cosine,p05_cosine,payload_bps,effective_bps,controller_static_bits,codebook_static_bits,reuse_rate,predict_rate,innovation_rate,refresh_rate,encoder_required_rate,encoder_skip_rate,state_update_cost_proxy,action_cost_proxy
15,1.58,always_innovation,ema_050,pq_1p5b_k64_d4,1.0,0.95,0.00012140825497657336,0.12432205316718155,0.936732996471876,0.7783158549364899,1.6573486328125,1.6589111328125,0.0,4096.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
15,1.58,always_int4_refresh,ema_050,pq_1p5b_k64_d4,1.0,0.95,0.000198996132311598,0.20377203960372936,0.9037523919825189,0.8032895068472652,4.0157470703125,4.0173095703125,0.0,4096.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
15,2.0,threshold,ema_050,pq_2b_k256_d4,1.0,0.95,0.00010789106536083655,0.11048045099274319,0.9457108259336373,0.8191159351733974,2.0030517578125,2.0093231201171875,56.0,16384.0,0.1875,0.0,0.625,0.1875,0.8125,0.1875,0.34375,0.34375
15,2.0,decision_tree,ema_050,pq_2b_k256_d4,1.0,0.95,0.00011141140944158365,0.11408528333349185,0.9441106419365497,0.8114968708242206,2.0033447265625,2.0096675872802736,191.0,16384.0,0.20625,0.0,0.5875,0.20625,0.79375,0.20625,0.353125,0.353125
15,2.0,mlp,ema_050,pq_2b_k256_d4,1.0,0.95,0.00018906297645352054,0.19360048799923518,0.905284048200158,0.7768846527678934,1.5782470703125,1.5880615234375,9344.0,16384.0,0.4125,0.0,0.3875,0.2,0.5875,0.4125,0.296875,0.296875
15,2.0,dlgn,ema_050,pq_2b_k256_d4,1.0,0.95,0.00015945199506041817,0.16327884303534015,0.9179807264111434,0.7869795502531487,1.3260986328125,1.333209228515625,2256.0,16384.0,0.4,0.0,0.5375,0.0625,0.6,0.4,0.196875,0.196875
15,2.0,always_reuse,ema_050,pq_2b_k256_d4,1.0,0.95,0.0010493921230415129,1.0745775346096706,0.4848166353940768,-0.2863302150126968,0.2510986328125,0.2573486328125,0.0,16384.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
15,2.0,always_predict,ema_050,pq_2b_k256_d4,1.0,0.95,0.0010493921230415129,1.0745775346096706,0.4848166353940768,-0.2863302150126968,0.2510986328125,0.2573486328125,0.0,16384.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
15,2.0,always_innovation,ema_050,pq_2b_k256_d4,1.0,0.95,6.838475828646324e-05,0.07002599252542602,0.9648146449832519,0.8596088759020855,2.1260986328125,2.1323486328125,0.0,16384.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
15,2.0,always_int4_refresh,ema_050,pq_2b_k256_d4,1.0,0.95,0.000198996132311598,0.20377203960372936,0.9037523919825189,0.8032895068472652,4.0157470703125,4.0219970703125,0.0,16384.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
15,4.0,threshold,ema_050,pq_2b_k256_d4,1.0,0.95,0.00010789106536083655,0.11048045099274319,0.9457108259336373,0.8191159351733974,2.0030517578125,2.0093231201171875,56.0,16384.0,0.1875,0.0,0.625,0.1875,0.8125,0.1875,0.34375,0.34375
15,4.0,decision_tree,ema_050,pq_2b_k256_d4,1.0,0.95,0.00011141140944158365,0.11408528333349185,0.9441106419365497,0.8114968708242206,2.0033447265625,2.0096675872802736,191.0,16384.0,0.20625,0.0,0.5875,0.20625,0.79375,0.20625,0.353125,0.353125
15,4.0,mlp,ema_050,pq_2b_k256_d4,1.0,0.95,0.00013986789106884404,0.1432247205364879,0.9300049127753134,0.804279180630944,1.7781494140625,1.7879638671875,9344.0,16384.0,0.30625,0.0,0.5,0.19375,0.69375,0.30625,0.31875,0.31875
15,4.0,dlgn,ema_050,pq_2b_k256_d4,1.0,0.95,0.00019134311042704643,0.19593534518946232,0.9011054103471053,0.7694302554698303,1.1885986328125,1.195709228515625,2256.0,16384.0,0.46875,0.0,0.46875,0.0625,0.53125,0.46875,0.1796875,0.1796875
15,4.0,always_reuse,ema_050,pq_2b_k256_d4,1.0,0.95,0.0010493921230415129,1.0745775346096706,0.4848166353940768,-0.2863302150126968,0.2510986328125,0.2573486328125,0.0,16384.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
15,4.0,always_predict,ema_050,pq_2b_k256_d4,1.0,0.95,0.0010493921230415129,1.0745775346096706,0.4848166353940768,-0.2863302150126968,0.2510986328125,0.2573486328125,0.0,16384.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
15,4.0,always_innovation,ema_050,pq_2b_k256_d4,1.0,0.95,6.838475828646324e-05,0.07002599252542602,0.9648146449832519,0.8596088759020855,2.1260986328125,2.1323486328125,0.0,16384.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
15,4.0,always_int4_refresh,ema_050,pq_2b_k256_d4,1.0,0.95,0.000198996132311598,0.20377203960372936,0.9037523919825189,0.8032895068472652,4.0157470703125,4.0219970703125,0.0,16384.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
22,0.5,threshold,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.0001317028768722174,0.13486374595220113,0.9366533999952289,0.8065538672093828,3.2628173828125,3.2636199951171876,56.0,2048.0,0.1875,0.0,0.0,0.8125,0.8125,0.1875,0.8125,0.8125
22,0.5,decision_tree,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00013226593369505867,0.13544031613894045,0.9363761579580074,0.8065538672093828,3.1875244140625,3.1883304595947264,65.0,2048.0,0.20625,0.0,0.0,0.79375,0.79375,0.20625,0.79375,0.79375
22,0.5,mlp,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00015814356355352123,0.16193900912089298,0.9238277227397076,0.7685860348320679,2.4847900390625,2.4891357421875,9344.0,2048.0,0.38125,0.0,0.0,0.61875,0.61875,0.38125,0.61875,0.61875
22,0.5,dlgn,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00014436509789502033,0.14782986028292117,0.9306205828634404,0.7838667854202681,2.8863525390625,2.887994384765625,2256.0,2048.0,0.28125,0.0,0.0,0.71875,0.71875,0.28125,0.71875,0.71875
22,0.5,always_reuse,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2518798828125,0.0,2048.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
22,0.5,always_predict,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2518798828125,0.0,2048.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
22,0.5,always_innovation,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00047285245172642667,0.4842009106937027,0.7389981694214874,0.21200586856665732,0.7198486328125,0.7206298828125,0.0,2048.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
22,0.5,always_int4_refresh,ema_075,pq_0p5b_k16_d8,1.0,0.95,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,4.0157470703125,4.0165283203125,0.0,2048.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
22,1.0,threshold,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00014174570304736594,0.14514759995822596,0.9300923014609793,0.7851652647872804,2.8104736328125,2.8120574951171875,56.0,4096.0,0.1875,0.0,0.15,0.6625,0.8125,0.1875,0.7,0.7
22,1.0,decision_tree,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00012489887891921578,0.1278964520465167,0.9383030550150451,0.8134458444650235,2.1320556640625,2.1336429595947264,65.0,4096.0,0.20625,0.0,0.35,0.44375,0.79375,0.20625,0.53125,0.53125
22,1.0,mlp,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.0001432733784752119,0.1467119395967468,0.9297011552761305,0.7822627343566034,1.9253173828125,1.9304443359375,9344.0,4096.0,0.31875,0.0,0.26875,0.4125,0.68125,0.31875,0.4796875,0.4796875
22,1.0,dlgn,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00015686358969102917,0.1606283158853605,0.9244009921967313,0.7685860348320679,2.4596923828125,2.462115478515625,2256.0,4096.0,0.3875,0.0,0.0,0.6125,0.6125,0.3875,0.6125,0.6125
22,1.0,always_reuse,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2526611328125,0.0,4096.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
22,1.0,always_predict,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2526611328125,0.0,4096.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
22,1.0,always_innovation,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00021992579705002385,0.225204016237754,0.8763065589951922,0.5170920256827406,1.1885986328125,1.1901611328125,0.0,4096.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
22,1.0,always_int4_refresh,ema_075,pq_1p5b_k64_d4,0.5,0.95,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,4.0157470703125,4.0173095703125,0.0,4096.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
22,1.58,threshold,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.00011115455581560264,0.11382226518475902,0.9446452815985704,0.8134458444650235,2.1622314453125,2.1638153076171873,56.0,4096.0,0.1875,0.0,0.4375,0.375,0.8125,0.1875,0.484375,0.484375
22,1.58,decision_tree,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.00011014209227899333,0.11278550252300164,0.9451693105734964,0.8134458444650235,2.0554931640625,2.0571285247802735,191.0,4096.0,0.20625,0.0,0.45,0.34375,0.79375,0.20625,0.45625,0.45625
22,1.58,mlp,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.0001345415308948562,0.1377705276721387,0.9331836279162825,0.7788489415782771,1.8048095703125,1.8099365234375,9344.0,4096.0,0.3,0.0,0.4,0.3,0.7,0.3,0.4,0.4
22,1.58,dlgn,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.00012360225103259928,0.12656870509027632,0.9366241230662797,0.7745536761519751,1.8477783203125,1.850201416015625,2256.0,4096.0,0.1875,0.0,0.5625,0.25,0.8125,0.1875,0.390625,0.390625
22,1.58,always_reuse,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2526611328125,0.0,4096.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
22,1.58,always_predict,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2526611328125,0.0,4096.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
22,1.58,always_innovation,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.0001373599121158794,0.14065655004321653,0.9240637199034468,0.6823244539425833,1.6573486328125,1.6589111328125,0.0,4096.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
22,1.58,always_int4_refresh,ema_075,pq_1p5b_k64_d4,1.0,0.95,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,4.0157470703125,4.0173095703125,0.0,4096.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
22,2.0,threshold,ema_075,pq_2b_k256_d4,1.0,0.95,9.043593235617109e-05,0.09260639475678721,0.955278470655848,0.8261820472324115,2.0912353515625,2.0975067138671877,56.0,16384.0,0.1875,0.0,0.58125,0.23125,0.8125,0.1875,0.3765625,0.3765625
22,2.0,decision_tree,ema_075,pq_2b_k256_d4,1.0,0.95,9.219828341086863e-05,0.0944110422372665,0.9541821218224584,0.8225326338644805,2.0033447265625,2.0096595764160154,170.0,16384.0,0.20625,0.0,0.5875,0.20625,0.79375,0.20625,0.353125,0.353125
22,2.0,mlp,ema_075,pq_2b_k256_d4,1.0,0.95,0.00012192713840693415,0.12485338976114943,0.940217088040253,0.797775580404612,1.7911376953125,1.8009521484375,9344.0,16384.0,0.33125,0.0,0.44375,0.225,0.66875,0.33125,0.3359375,0.3359375
22,2.0,dlgn,ema_075,pq_2b_k256_d4,1.0,0.95,9.056897391255401e-05,0.09274262931055872,0.9550995012889125,0.8261820472324115,2.0408447265625,2.047955322265625,2256.0,16384.0,0.1875,0.0,0.60625,0.20625,0.8125,0.1875,0.3578125,0.3578125
22,2.0,always_reuse,ema_075,pq_2b_k256_d4,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2573486328125,0.0,16384.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
22,2.0,always_predict,ema_075,pq_2b_k256_d4,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2573486328125,0.0,16384.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
22,2.0,always_innovation,ema_075,pq_2b_k256_d4,1.0,0.95,7.610475258404611e-05,0.07793126666631722,0.9592854725533162,0.8153772763680366,2.1260986328125,2.1323486328125,0.0,16384.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
22,2.0,always_int4_refresh,ema_075,pq_2b_k256_d4,1.0,0.95,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,4.0157470703125,4.0219970703125,0.0,16384.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
22,4.0,threshold,ema_075,pq_4b_k256_d2,1.0,0.95,6.0363459057085386e-05,0.06181218209052016,0.9702822423785469,0.8558314447290353,3.2510986328125,3.2542449951171877,56.0,8192.0,0.1875,0.0,0.75,0.0625,0.8125,0.1875,0.25,0.25
22,4.0,decision_tree,ema_075,pq_4b_k256_d2,1.0,0.95,6.088780280872926e-05,0.06234911009234303,0.9700137383703387,0.8558314447290353,3.1760986328125,3.1792484283447267,65.0,8192.0,0.20625,0.0,0.73125,0.0625,0.79375,0.20625,0.2453125,0.2453125
22,4.0,mlp,ema_075,pq_4b_k256_d2,1.0,0.95,9.811061749696866e-05,0.10046527234300641,0.9510843784349037,0.8134458444650235,2.5510986328125,2.5577880859375,9344.0,8192.0,0.3625,0.0,0.575,0.0625,0.6375,0.3625,0.20625,0.20625
22,4.0,dlgn,ema_075,pq_4b_k256_d2,1.0,0.95,6.0363459057085386e-05,0.06181218209052016,0.9702822423785469,0.8558314447290353,3.2510986328125,3.255084228515625,2256.0,8192.0,0.1875,0.0,0.75,0.0625,0.8125,0.1875,0.25,0.25
22,4.0,always_reuse,ema_075,pq_4b_k256_d2,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2542236328125,0.0,8192.0,0.9375,0.0,0.0,0.0625,0.0625,0.9375,0.0625,0.0625
22,4.0,always_predict,ema_075,pq_4b_k256_d2,1.0,0.95,0.001062997144195364,1.0885090759389515,0.477261411182928,-0.4934543307656536,0.2510986328125,0.2542236328125,0.0,8192.0,0.0,0.9375,0.0,0.0625,0.0625,0.9375,0.109375,0.109375
22,4.0,always_innovation,ema_075,pq_4b_k256_d2,1.0,0.95,2.594966987862613e-05,0.026572461962619226,0.9868311360802984,0.9339150066903112,4.0010986328125,4.0042236328125,0.0,8192.0,0.0,0.0,0.9375,0.0625,1.0,0.0,0.296875,0.296875
22,4.0,always_int4_refresh,ema_075,pq_4b_k256_d2,1.0,0.95,0.00013123944900342776,0.1343891958144372,0.9368307996028639,0.8026632969170799,4.0157470703125,4.0188720703125,0.0,8192.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
