weight_key,variant,rows,columns,oriented_rows,oriented_columns,aspect,mp_lower,mp_upper,eigen_min,eigen_median,eigen_max,above_mp_upper_5pct,below_mp_lower_5pct,stable_rank,effective_rank_entropy
blocks.0.ffn.0.weight,original_centered,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.15898002684116364,0.4671468436717987,93.78768920898438,132,421,16.37741470336914,599.6630859375
blocks.0.ffn.0.weight,entry_shuffled,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.34493154287338257,0.942263126373291,1.9929561614990234,0,0,770.7142944335938,1409.7589111328125
blocks.0.ffn.0.weight,matched_gaussian,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.3457937240600586,0.941275417804718,1.9887025356292725,0,0,772.3628540039062,1409.6324462890625
blocks.0.ffn.0.weight,biwhitened,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.15536706149578094,0.5598991513252258,65.74368286132812,125,308,23.363460540771484,769.2149658203125
blocks.0.ffn.2.weight,original_centered,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.12195351719856262,0.42445439100265503,13.611193656921387,139,554,112.8482894897461,690.93212890625
blocks.0.ffn.2.weight,entry_shuffled,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.34484535455703735,0.9428867101669312,2.0036938190460205,0,0,766.5841064453125,1409.959228515625
blocks.0.ffn.2.weight,matched_gaussian,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.3467791974544525,0.9415540099143982,1.994242548942566,0,0,770.2171630859375,1409.7554931640625
blocks.0.ffn.2.weight,biwhitened,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.08656451106071472,0.4900950789451599,14.873189926147461,145,456,103.2730712890625,786.7987670898438
blocks.15.ffn.0.weight,original_centered,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.013768256641924381,0.7215279936790466,38.625030517578125,131,318,39.7669563293457,1008.1580200195312
blocks.15.ffn.0.weight,entry_shuffled,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.34529516100883484,0.9424441456794739,2.0063908100128174,0,0,765.5536499023438,1409.6802978515625
blocks.15.ffn.0.weight,matched_gaussian,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.34460127353668213,0.9411562085151672,1.993064522743225,0,0,770.6724853515625,1409.494140625
blocks.15.ffn.0.weight,biwhitened,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.02232312597334385,0.7123326659202576,41.09822463989258,124,295,37.373878479003906,997.1146240234375
blocks.15.ffn.2.weight,original_centered,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.0024141736794263124,0.7677820920944214,7.920840263366699,150,322,193.91879272460938,1099.9482421875
blocks.15.ffn.2.weight,entry_shuffled,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.3420026898384094,0.9414194822311401,1.9989464282989502,0,0,768.4047241210938,1409.766357421875
blocks.15.ffn.2.weight,matched_gaussian,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.34402531385421753,0.9416667819023132,1.9858671426773071,0,0,773.4656372070312,1409.921630859375
blocks.15.ffn.2.weight,biwhitened,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.007590193767100573,0.7875319123268127,6.622976303100586,138,243,231.91990661621094,1155.734375
blocks.29.ffn.0.weight,original_centered,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.02201593853533268,0.5191496014595032,40.098670959472656,153,515,38.30550765991211,785.6314086914062
blocks.29.ffn.0.weight,entry_shuffled,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.3439468443393707,0.9418354034423828,2.0105907917022705,0,0,763.9545288085938,1409.744140625
blocks.29.ffn.0.weight,matched_gaussian,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.346996009349823,0.9428980350494385,2.005223274230957,0,0,765.9994506835938,1409.879150390625
blocks.29.ffn.0.weight,biwhitened,8960,1536,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.028520019724965096,0.55488520860672,39.15406799316406,161,476,39.229637145996094,834.0266723632812
blocks.29.ffn.2.weight,original_centered,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.15388675034046173,0.4451349377632141,31.858154296875,124,468,48.213714599609375,620.8369140625
blocks.29.ffn.2.weight,entry_shuffled,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.3453778624534607,0.9413698315620422,1.9958666563034058,0,0,769.5905151367188,1409.7071533203125
blocks.29.ffn.2.weight,matched_gaussian,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.345041960477829,0.9419708251953125,1.9972282648086548,0,0,769.0657958984375,1409.7474365234375
blocks.29.ffn.2.weight,biwhitened,1536,8960,1536,8960,0.17142857142857143,0.3433499002177464,1.9995072426393967,0.12109409272670746,0.5016322135925293,30.726036071777344,115,396,49.990177154541016,683.6635131835938
