weight_key,shape,activation_source,method,family,main_kind,high_precision_params,lr16_budget_params,budget_ratio_vs_lr16,metadata_bits,total_estimated_bits,stored_fp16_param_equivalent,residual_launch_groups_proxy,captured_main_error_energy,notes,relative_fro_error,spectral_error_proxy,activation_relative_l2,activation_cosine,absolute_error_norm
blocks.0.self_attn.q.weight,1536x1536,real:q,ternary_no_hadamard,main_only,ternary,0,49152,0.0,0,4034307.6881014206,252144.2305063388,1,0.0,Official RobuQ groupwise ternary rule without rotation,0.4686376452445984,7.791500091552734,0.46306145191192627,0.9064331650733948,20.48872947692871
blocks.0.self_attn.q.weight,1536x1536,real:q,ternary_hadamard,main_only,ternary,0,49152,0.0,0,4034307.6881014206,252144.2305063388,1,0.0,RobuQ-compatible randomized Hadamard rotation,0.5108439326286316,6.376490592956543,0.5240478515625,0.8760318756103516,22.333986282348633
blocks.0.self_attn.q.weight,1536x1536,real:q,fp8_hadamard,main_only,fp8,0,49152,0.0,0,18874400,1179650.0,1,0.0,H200-native tensorwise E4M3 weight proxy,0.026496822014451027,0.12469234317541122,0.027430474758148193,0.9996238350868225,1.158435344696045
blocks.0.self_attn.q.weight,1536x1536,real:q,robuq_weight_svd_r8,robuq,ternary,24576,49152,0.5,0,4427523.68810142,276720.23050633876,1,0.24471999065557337,Paper-faithful initialization before QAT; randomized top-SVD probe,0.4439583420753479,1.1792806386947632,0.46331605315208435,0.9015249013900757,19.40976333618164
blocks.0.self_attn.q.weight,1536x1536,real:q,ternary_qer_svd_r8,qer_lowrank,ternary,24576,49152,0.5,0,4427523.68810142,276720.23050633876,1,0.17252895447079353,Training-free SVD fitted to fixed ternary quantization error,0.4646914005279541,1.2647346258163452,0.48156794905662537,0.8860132694244385,20.316207885742188
blocks.0.self_attn.q.weight,1536x1536,real:q,fp8_qer_svd_r8,qer_lowrank,fp8,24576,49152,0.5,0,19267616,1204226.0,1,0.0462308843822542,Training-free SVD fitted to fixed FP8 weight error,0.02587708830833435,0.07148072123527527,0.026661107316613197,0.9996445178985596,1.131340742111206
blocks.0.self_attn.q.weight,1536x1536,real:q,robuq_weight_svd_r16,robuq,ternary,49152,49152,1.0,0,4820739.68810142,301296.23050633876,1,0.26572531616854067,Paper-faithful initialization before QAT; randomized top-SVD probe,0.4377412796020508,0.9645998477935791,0.4556078314781189,0.9044722318649292,19.137954711914062
blocks.0.self_attn.q.weight,1536x1536,real:q,ternary_qer_svd_r16,qer_lowrank,ternary,49152,49152,1.0,0,4820739.68810142,301296.23050633876,1,0.19426690287937032,Training-free SVD fitted to fixed ternary quantization error,0.4585469961166382,1.0682042837142944,0.4759977161884308,0.8885778188705444,20.047574996948242
blocks.0.self_attn.q.weight,1536x1536,real:q,fp8_qer_svd_r16,qer_lowrank,fp8,49152,49152,1.0,0,19660832,1228802.0,1,0.0744963881954821,Training-free SVD fitted to fixed FP8 weight error,0.025490764528512955,0.06551597267389297,0.026270730420947075,0.9996550679206848,1.1144506931304932
blocks.0.self_attn.q.weight,1536x1536,real:q,robuq_weight_svd_r32,robuq,ternary,98304,49152,2.0,0,5607171.68810142,350448.23050633876,1,0.29516012687437065,Paper-faithful initialization before QAT; randomized top-SVD probe,0.42887771129608154,0.9355972409248352,0.4474439024925232,0.9067806601524353,18.75044059753418
