sample_id,head,family,variant,density,landmarks,order,rank,components,restart,records,residual_sq,reference_sq,aggregate_output_relative_l2,record_error_max,projected_query_work_ratio_mean,arithmetic_speedup_upper_bound,selected_attention_mass_mean,negative_tail_weight_fraction_mean,tail_score_range_mean
s00_p00_seed20260740,0,value_aware_coreset,joint_kv,0.25,128,0,0,0,0,3,0.9570534909144044,8542.2919921875,0.010584757183612263,0.018866878996944603,0.2538054538054538,3.9400256574727393,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,joint_kv,0.25,64,0,0,0,0,3,1.1101397722959518,8542.2919921875,0.01139991530750957,0.020365079419373294,0.2518518518518518,3.970588235294118,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,k_only,0.125,128,0,0,0,0,3,3.7002708315849304,8542.2919921875,0.020812753947823136,0.031305479883668524,0.12885632885632886,7.760581174984207,0.983267068862915,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,k_only,0.125,64,0,0,0,0,3,3.912007212638855,8542.2919921875,0.021399943031849472,0.03255574718322413,0.1269027269027269,7.8800513149454785,0.983267068862915,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,0.9286603452637792,8542.2919921875,0.01042656474499507,0.018568527670709902,0.2538054538054538,3.9400256574727393,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,k_only,0.25,64,0,0,0,0,3,1.0390372378751636,8542.2919921875,0.011028802257138098,0.019697625193802134,0.2518518518518518,3.970588235294118,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,value_aware_kv_thw,0.125,128,0,0,0,0,3,3.3075088560581207,8542.2919921875,0.019677200083073634,0.030920020083971645,0.12885632885632886,7.760581174984207,0.983267068862915,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,value_aware_kv_thw,0.125,64,0,0,0,0,3,3.6368729174137115,8542.2919921875,0.020633687876706244,0.032651935287312694,0.1269027269027269,7.8800513149454785,0.983267068862915,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,1.002671204507351,8542.2919921875,0.010834080674270967,0.019634404396404747,0.2538054538054538,3.9400256574727393,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,value_aware_kv_thw,0.25,64,0,0,0,0,3,1.1824970245361328,8542.2919921875,0.011765565938367787,0.02132570179803745,0.2518518518518518,3.970588235294118,0.9949639042218527,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,centroid,0.125,0,0,0,1,0,3,166.2474365234375,7833.449462890625,0.1456803431300239,0.16657488754217678,0.13862433862433862,7.213740458015267,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,centroid,0.125,0,0,0,2,0,3,162.89012145996094,7833.449462890625,0.14420185614598485,0.16514639098119485,0.1522995522995523,6.56600748262961,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,centroid,0.25,0,0,0,1,0,3,56.56103706359863,7833.449462890625,0.08497323625394199,0.09149883432529875,0.26170126170126173,3.821150855365474,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,centroid,0.25,0,0,0,2,0,3,55.63146781921387,7833.449462890625,0.08427208449142895,0.09079067717487153,0.2734228734228734,3.6573384935992856,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,diag_gaussian,0.125,0,0,0,1,0,3,137.33019256591797,7833.449462890625,0.13240564203563931,0.15314371716938954,0.1522995522995523,6.56600748262961,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,diag_gaussian,0.125,0,0,0,2,0,3,135.15716552734375,7833.449462890625,0.13135391295404925,0.15156911760378886,0.17964997964997964,5.566379700951519,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,diag_gaussian,0.25,0,0,0,1,0,3,44.02079200744629,7833.449462890625,0.0749639397622825,0.08168584701477696,0.2734228734228734,3.6573384935992856,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,43.31128787994385,7833.449462890625,0.07435737093551464,0.08090566078005676,0.2968660968660969,3.36852207293666,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,1,0,3,8941.283325195312,7833.449462890625,1.068374233512148,1.3719475289745748,0.35742775742775745,2.797768162149852,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,2,0,3,16254.298583984375,7833.449462890625,1.4404811969396034,1.7926408153032172,0.5899063899063899,1.6951842141575826,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,1,0,3,7634.600402832031,7833.449462890625,0.9872261088208979,1.3173262491642084,0.19332519332519332,5.172631578947368,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,2,0,3,14600.860595703125,7833.449462890625,1.3652516317245986,1.7512725139898644,0.26170126170126173,3.821150855365474,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,1,0,3,8404.865783691406,7833.449462890625,1.03583091425877,1.3481043974636042,0.24802604802604802,4.0318345914013785,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,2,0,3,15597.560791015625,7833.449462890625,1.4110805981396009,1.7707695071943608,0.37110297110297114,2.6946698837464353,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,1,0,3,5903.0772705078125,7833.449462890625,0.8680859177786308,1.1560989105713255,0.4492470492470493,2.225946729479978,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,2,0,3,14036.26513671875,7833.449462890625,1.3385951854092453,1.6390297488793024,0.6485144485144485,1.541985690975273,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,1,0,3,4562.493103027344,7833.449462890625,0.7631757945481009,1.0578856254260351,0.3085877085877086,3.2405697705091003,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,2,0,3,12293.511962890625,7833.449462890625,1.2527414897105817,1.5997036154104831,0.3671957671957672,2.723342939481268,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,1,0,3,5366.025817871094,7833.449462890625,0.8276559775180077,1.1198121459320967,0.3554741554741555,2.813144034806503,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,2,0,3,13275.9501953125,7833.449462890625,1.3018360217166907,1.6136552930183972,0.46096866096866096,2.169344870210136,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.125,0,1,0,0,0,3,180.81103897094727,7833.449462890625,0.15192734481842485,0.1712910507402004,nan,nan,0.6612988313039144,0.36905128757158917,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.125,0,2,0,0,0,3,147.46557235717773,7833.449462890625,0.1372046396175034,0.1589670786970315,nan,nan,0.6612988313039144,0.0,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.125,0,3,0,0,0,3,153.34478378295898,7833.449462890625,0.13991297164594604,0.15924356377943427,nan,nan,0.6612988313039144,0.29233115911483765,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.125,0,4,0,0,0,3,117.74812698364258,7833.449462890625,0.12260282599967427,0.14205621462552237,nan,nan,0.6612988313039144,0.0,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.25,0,1,0,0,0,3,60.469770431518555,7833.449462890625,0.08786029091987504,0.09431039020084567,nan,nan,0.8265271782875061,0.3604436218738556,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.25,0,2,0,0,0,3,48.86970329284668,7833.449462890625,0.07898476460238062,0.08668608528561418,nan,nan,0.8265271782875061,0.0,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.25,0,3,0,0,0,3,50.467286109924316,7833.449462890625,0.08026541445992369,0.08714540254050353,nan,nan,0.8265271782875061,0.2822507619857788,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,37.790313720703125,7833.449462890625,0.06945663286714426,0.07573303745920139,nan,nan,0.8265271782875061,0.0,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.125,0,1,0,0,0,3,842.7067756652832,7833.449462890625,0.3279908436735443,0.488649835264763,nan,nan,0.6612988313039144,0.48236000537872314,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.125,0,2,0,0,0,3,182.3954315185547,7833.449462890625,0.15259153968514025,0.18809111573893664,nan,nan,0.6612988313039144,0.0,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.125,0,3,0,0,0,3,570.8244018554688,7833.449462890625,0.26994466087275465,0.3246750082309187,nan,nan,0.6612988313039144,0.4082293709119161,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.125,0,4,0,0,0,3,243.4357452392578,7833.449462890625,0.17628511831050456,0.2159337265906007,nan,nan,0.6612988313039144,0.0,21.319284439086914
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.25,0,1,0,0,0,3,89.12942504882812,7833.449462890625,0.10666796986009412,0.13021741317493818,nan,nan,0.8265271782875061,0.4578869740168254,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.25,0,2,0,0,0,3,53.793447494506836,7833.449462890625,0.08286824971318094,0.09779279000428229,nan,nan,0.8265271782875061,0.0,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.25,0,3,0,0,0,3,1706.5408782958984,7833.449462890625,0.46674731135088215,0.7359558380140411,nan,nan,0.8265271782875061,0.38195350766181946,20.463930130004883
s00_p00_seed20260740,1,residual_tail_polynomial,midrange,0.25,0,4,0,0,0,3,59.320773124694824,7833.449462890625,0.08702156277489265,0.10345365706110532,nan,nan,0.8265271782875061,0.0,20.463930130004883
s00_p00_seed20260740,1,value_aware_coreset,joint_kv,0.125,128,0,0,0,0,3,106.94448661804199,7833.449462890625,0.11684299404567362,0.13516536096597517,0.12885632885632886,7.760581174984207,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,joint_kv,0.125,64,0,0,0,0,3,121.02935028076172,7833.449462890625,0.12429934152332808,0.14408588875265727,0.1269027269027269,7.8800513149454785,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,joint_kv,0.25,128,0,0,0,0,3,36.94972801208496,7833.449462890625,0.0686798123629502,0.07288928969084948,0.2538868538868539,3.9387624238537993,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,joint_kv,0.25,64,0,0,0,0,3,40.329087257385254,7833.449462890625,0.07175177902948504,0.07464849793039277,0.25193325193325194,3.969305331179321,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,k_only,0.125,128,0,0,0,0,3,116.11027336120605,7833.449462890625,0.1217471492328043,0.14170469759491872,0.12885632885632886,7.760581174984207,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,k_only,0.125,64,0,0,0,0,3,126.80127716064453,7833.449462890625,0.127228758969528,0.14526596828603386,0.1269027269027269,7.8800513149454785,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,37.77073860168457,7833.449462890625,0.06943864151121998,0.07328807257490524,0.2538868538868539,3.9387624238537993,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,k_only,0.25,64,0,0,0,0,3,41.18183612823486,7833.449462890625,0.07250639791096197,0.07596115845653872,0.25193325193325194,3.969305331179321,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.125,128,0,0,0,0,3,88.68796730041504,7833.449462890625,0.10640347889631517,0.11619737063000513,0.12885632885632886,7.760581174984207,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.125,64,0,0,0,0,3,103.62715530395508,7833.449462890625,0.1150165311239447,0.12198910841891483,0.1269027269027269,7.8800513149454785,0.6612988313039144,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,31.32111167907715,7833.449462890625,0.06323274873534973,0.06672240734643445,0.2538868538868539,3.9387624238537993,0.8265271782875061,nan,nan
s00_p00_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.25,64,0,0,0,0,3,35.45230960845947,7833.449462890625,0.0672737665358053,0.07237618995859235,0.25193325193325194,3.969305331179321,0.8265271782875061,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,centroid,0.125,0,0,0,1,0,3,36.00694799423218,6909.0235595703125,0.07219129274931825,0.09620172924523711,0.13862433862433862,7.213740458015267,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,centroid,0.125,0,0,0,2,0,3,34.54228496551514,6909.0235595703125,0.07070777878562275,0.09409886680046525,0.1522995522995523,6.56600748262961,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,centroid,0.25,0,0,0,1,0,3,12.046663403511047,6909.0235595703125,0.0417565924806348,0.062068123564894793,0.26170126170126173,3.821150855365474,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,centroid,0.25,0,0,0,2,0,3,11.574966788291931,6909.0235595703125,0.0409309231701098,0.060739610705278696,0.2734228734228734,3.6573384935992856,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,diag_gaussian,0.125,0,0,0,1,0,3,31.185251474380493,6909.0235595703125,0.06718406669740974,0.08701910434127143,0.1522995522995523,6.56600748262961,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,diag_gaussian,0.125,0,0,0,2,0,3,29.805876970291138,6909.0235595703125,0.06568143239940032,0.08511805561969985,0.17964997964997964,5.566379700951519,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,diag_gaussian,0.25,0,0,0,1,0,3,9.006930470466614,6909.0235595703125,0.03610605740392507,0.0510395469282792,0.2734228734228734,3.6573384935992856,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,8.643607497215271,6909.0235595703125,0.035370335718362005,0.04986364925638121,0.2968660968660969,3.36852207293666,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,1,0,3,86.02456140518188,6909.0235595703125,0.1115842494867627,0.19192252781744526,0.35742775742775745,2.797768162149852,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,2,0,3,135.69859886169434,6909.0235595703125,0.14014556052479793,0.24145296122971197,0.5899063899063899,1.6951842141575826,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,1,0,3,58.60830879211426,6909.0235595703125,0.09210246590779128,0.15341399485079957,0.19332519332519332,5.172631578947368,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,2,0,3,100.81128454208374,6909.0235595703125,0.12079424327369721,0.20748222589438017,0.26170126170126173,3.821150855365474,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,1,0,3,74.08716011047363,6909.0235595703125,0.10355310774997692,0.17699390092654818,0.24802604802604802,4.0318345914013785,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,2,0,3,119.97319316864014,6909.0235595703125,0.1317752267573941,0.22655407168894362,0.37110297110297114,2.6946698837464353,0.8439240455627441,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,1,0,3,9.728689074516296,6909.0235595703125,0.03752483791702276,0.06525727900674173,0.4492470492470493,2.225946729479978,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,2,0,3,14.666576445102692,6909.0235595703125,0.04607401276495675,0.08227161321307924,0.6485144485144485,1.541985690975273,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,1,0,3,8.958863079547882,6909.0235595703125,0.03600958471111997,0.05541095824193736,0.3085877085877086,3.2405697705091003,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,2,0,3,11.517368257045746,6909.0235595703125,0.04082895738038212,0.0688571061097489,0.3671957671957672,2.723342939481268,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,1,0,3,9.237159699201584,6909.0235595703125,0.036564605257186904,0.06202193347800927,0.3554741554741555,2.813144034806503,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,2,0,3,13.232409954071045,6909.0235595703125,0.043763408229153644,0.07753627882007681,0.46096866096866096,2.169344870210136,0.9325286547342936,nan,nan
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.125,0,1,0,0,0,3,40.17110061645508,6909.0235595703125,0.0762515240806044,0.10008492528196317,nan,nan,0.8439240455627441,0.32270438472429913,15.90242067972819
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.125,0,2,0,0,0,3,24.39162516593933,6909.0235595703125,0.05941717945621707,0.07849071509614579,nan,nan,0.8439240455627441,0.0,15.90242067972819
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.125,0,3,0,0,0,3,20.802141666412354,6909.0235595703125,0.0548713554016251,0.07444700054470249,nan,nan,0.8439240455627441,0.22546781102816263,15.90242067972819
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.125,0,4,0,0,0,3,14.521501302719116,6909.0235595703125,0.0458455748093748,0.06821024033654462,nan,nan,0.8439240455627441,0.0,15.90242067972819
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.25,0,1,0,0,0,3,13.080281972885132,6909.0235595703125,0.043511115379879,0.06344504389256017,nan,nan,0.9325286547342936,0.3047092755635579,14.426156997680664
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.25,0,2,0,0,0,3,6.634921550750732,6909.0235595703125,0.030989142519560014,0.04144212304680921,nan,nan,0.9325286547342936,0.0,14.426156997680664
