sample_id,head,family,variant,density,landmarks,order,rank,components,restart,records,residual_sq,reference_sq,aggregate_output_relative_l2,record_error_max,projected_query_work_ratio_mean,arithmetic_speedup_upper_bound,selected_attention_mass_mean,negative_tail_weight_fraction_mean,tail_score_range_mean
s00_p00_seed20260740,0,lowrank_covariance,centroid,0.125,0,0,0,1,0,3,4.931396991014481,8542.2919921875,0.024026901984961966,0.03662036621033991,0.13862433862433862,7.213740458015267,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,centroid,0.125,0,0,0,2,0,3,4.72633683681488,8542.2919921875,0.023522047826479656,0.03558639004981554,0.1522995522995523,6.56600748262961,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,centroid,0.25,0,0,0,1,0,3,1.4439495215192437,8542.2919921875,0.013001360466385597,0.02339951573261057,0.2616198616198616,3.8223397635345364,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,centroid,0.25,0,0,0,2,0,3,1.355934388935566,8542.2919921875,0.012598885571234198,0.022649152730201388,0.27334147334147335,3.6584276354973198,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,diag_gaussian,0.125,0,0,0,1,0,3,2.300255537033081,8542.2919921875,0.01640970736018567,0.02026295102674776,0.1522995522995523,6.56600748262961,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,diag_gaussian,0.125,0,0,0,2,0,3,36.86242437362671,8542.2919921875,0.06569082877589454,0.10927916474471754,0.17964997964997964,5.566379700951519,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,diag_gaussian,0.25,0,0,0,1,0,3,0.3199425246566534,8542.2919921875,0.006119962733025758,0.0103646163034851,0.27334147334147335,3.6584276354973198,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,0.3530949428677559,8542.2919921875,0.0064292237828036105,0.010005245842239044,0.29678469678469677,3.3694459681843116,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,1,0,3,19406.40625,8542.2919921875,1.507250210189105,1.81336235486007,0.35742775742775745,2.797768162149852,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,16,2,0,3,52401.2392578125,8542.2919921875,2.476757990393895,2.7177912231410244,0.5899063899063899,1.6951842141575826,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,1,0,3,13846.213500976562,8542.2919921875,1.2731462810180176,1.5058476742893607,0.19332519332519332,5.172631578947368,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,4,2,0,3,48886.2265625,8542.2919921875,2.3922471832593026,2.633804637083971,0.26170126170126173,3.821150855365474,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,1,0,3,17545.953002929688,8542.2919921875,1.433181767910658,1.7080523936512733,0.24802604802604802,4.0318345914013785,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.125,0,0,8,2,0,3,50943.642578125,8542.2919921875,2.442068215649034,2.6722044087651873,0.37110297110297114,2.6946698837464353,0.983267068862915,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,1,0,3,18474.510198652744,8542.2919921875,1.470615910798367,1.8335663704124119,0.44916564916564916,2.226350126857557,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,2,0,3,34784.16110163182,8542.2919921875,2.017918215749297,2.6949397141421185,0.6484330484330485,1.5421792618629173,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,1,0,3,13274.477957963943,8542.2919921875,1.2465839161070353,1.5054174342564888,0.3085063085063085,3.241424802110818,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,4,2,0,3,30930.41018423438,8542.2919921875,1.902854727408119,2.627803010931451,0.3671143671143671,2.7239467849223944,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,1,0,3,16665.3498557806,8542.2919921875,1.3967542819664651,1.7232023919788273,0.3553927553927554,2.813788364635822,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,2,0,3,33299.96829947829,8542.2919921875,1.9743980064573952,2.6550320633446245,0.4608872608872609,2.1697280113034263,0.9949639042218527,nan,nan
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.125,0,1,0,0,0,3,6.225146502256393,8542.2919921875,0.026995264191399384,0.04243345875164689,nan,nan,0.983267068862915,0.4171868662039439,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.125,0,2,0,0,0,3,3.2768888771533966,8542.2919921875,0.01958590532779716,0.02565120959862677,nan,nan,0.983267068862915,0.0,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.125,0,3,0,0,0,3,3.1148159503936768,8542.2919921875,0.0190954100525606,0.02436246474485975,nan,nan,0.983267068862915,0.37553277611732483,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.125,0,4,0,0,0,3,2.342392235994339,8542.2919921875,0.016559324004321016,0.02001756785969426,nan,nan,0.983267068862915,0.0,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.25,0,1,0,0,0,3,2.0078569520264864,8542.2919921875,0.015331306926890111,0.027724031314715014,nan,nan,0.9949639042218527,0.41234639286994934,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.25,0,2,0,0,0,3,0.4840752501040697,8542.2919921875,0.007527820122601929,0.012936179048564965,nan,nan,0.9949639042218527,0.0,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.25,0,3,0,0,0,3,0.40827149618417025,8542.2919921875,0.00691333057390346,0.011716774504788726,nan,nan,0.9949639042218527,0.3680267532666524,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,0.15929345972836018,8542.2919921875,0.00431828961930335,0.00647212166486281,nan,nan,0.9949639042218527,0.0,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.125,0,1,0,0,0,3,12.693276762962341,8542.2919921875,0.038547806346850524,0.06573145662128209,nan,nan,0.983267068862915,0.4672321875890096,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.125,0,2,0,0,0,3,3.188959151506424,8542.2919921875,0.01932134129139391,0.027301732401990023,nan,nan,0.983267068862915,0.0,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.125,0,3,0,0,0,3,6.305724054574966,8542.2919921875,0.027169414195752632,0.040466035107017226,nan,nan,0.983267068862915,0.42323304216067,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.125,0,4,0,0,0,3,2.034016489982605,8542.2919921875,0.015430856358231812,0.01984000490936998,nan,nan,0.983267068862915,0.0,31.909717559814453
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.25,0,1,0,0,0,3,2.341063303872943,8542.2919921875,0.016554625956877102,0.029991494901159797,nan,nan,0.9949639042218527,0.44394466280937195,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.25,0,2,0,0,0,3,0.2741134623065591,8542.2919921875,0.005664713847601471,0.009404486980924123,nan,nan,0.9949639042218527,0.0,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.25,0,3,0,0,0,3,0.5303660333156586,8542.2919921875,0.007879536017107322,0.013464533668565636,nan,nan,0.9949639042218527,0.3980376025040944,29.83754603068034
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.25,0,4,0,0,0,3,0.09027932956814766,8542.2919921875,0.003250925046111509,0.004567775774233702,nan,nan,0.9949639042218527,0.0,29.83754603068034
s00_p00_seed20260740,0,value_aware_coreset,joint_kv,0.125,128,0,0,0,0,3,4.327498257160187,8542.2919921875,0.022507706567592392,0.032719483292366076,0.12885632885632886,7.760581174984207,0.983267068862915,nan,nan
s00_p00_seed20260740,0,value_aware_coreset,joint_kv,0.125,64,0,0,0,0,3,4.375408917665482,8542.2919921875,0.022631957433413476,0.03298947356767401,0.1269027269027269,7.8800513149454785,0.983267068862915,nan,nan
