sample_id,head,family,variant,density,landmarks,order,rank,components,restart,records,residual_sq,reference_sq,aggregate_output_relative_l2,record_error_max,projected_query_work_ratio_mean,arithmetic_speedup_upper_bound,selected_attention_mass_mean,negative_tail_weight_fraction_mean,tail_score_range_mean,oracle_selection,envelope_family,envelope_sample_id,envelope_head
s03_p01_seed20260741,6,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,11.403146266937256,1853.34033203125,0.07843948959702213,0.09126376073678778,nan,nan,0.6079145471254984,0.0,11.895505905151367,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,6
s03_p01_seed20260741,7,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,36.539703369140625,5570.658447265625,0.08098959793807367,0.0853397400389615,nan,nan,0.7994024356206259,0.0,17.27847417195638,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,7
s03_p01_seed20260741,8,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,7.866156458854675,5176.73583984375,0.03898102799920279,0.0579261417185985,nan,nan,0.8793414235115051,0.0,16.443920771280926,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,8
s03_p01_seed20260741,9,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,19.080580711364746,5138.1661376953125,0.060938494793722424,0.08146536942902237,nan,nan,0.7636857628822327,0.0,13.520293871561686,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,9
s03_p01_seed20260741,10,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,11.134261727333069,5093.81201171875,0.04675297554567066,0.06215207867571529,nan,nan,0.8270752429962158,0.0,13.798875490824381,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,10
s03_p01_seed20260741,11,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,35.28071355819702,10030.630859375,0.05930680880886855,0.08302257662717906,nan,nan,0.8867834011713663,0.0,18.192999521891277,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,11
s00_p00_seed20260740,0,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,0.9286603452637792,8542.2919921875,0.01042656474499507,0.018568527670709902,0.2538054538054538,3.9400256574727393,0.9949639042218527,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,0
s00_p00_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,31.32111167907715,7833.449462890625,0.06323274873534973,0.06672240734643445,0.2538868538868539,3.9387624238537993,0.8265271782875061,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,1
s00_p00_seed20260740,2,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,42.61177921295166,4401.456787109375,0.09839354611433725,0.11886793671931573,0.2538868538868539,3.9387624238537993,0.806219240029653,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,2
s00_p00_seed20260740,3,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,2.7053885608911514,7053.6998291015625,0.01958422263331423,0.03460832733073638,0.2538868538868539,3.9387624238537993,0.979600707689921,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,3
s00_p00_seed20260740,4,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,0.5479683052981272,6554.916259765625,0.009143114232195448,0.021528810954497705,0.2538054538054538,3.9400256574727393,0.9948599338531494,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,4
s00_p00_seed20260740,5,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,4.63804429769516,4703.2095947265625,0.03140293784024608,0.03845248796385877,0.2538868538868539,3.9387624238537993,0.915831983089447,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,5
s00_p00_seed20260740,6,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,29.869478225708008,1398.0220642089844,0.14616951476758797,0.1535723788653287,0.2538868538868539,3.9387624238537993,0.5529268582661947,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,6
s00_p00_seed20260740,7,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,25.42990493774414,3290.2501220703125,0.08791397387045817,0.11038191195374608,0.2538868538868539,3.9387624238537993,0.7253251075744629,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,7
s00_p00_seed20260740,8,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,1.793743833899498,7873.02197265625,0.01509417840567069,0.02225985452963474,0.2538868538868539,3.9387624238537993,0.9782350262006124,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,8
s00_p00_seed20260740,9,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,34.497069358825684,4252.831787109375,0.09006415905057905,0.11636803283357107,0.2538868538868539,3.9387624238537993,0.6769293149312338,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,9
s00_p00_seed20260740,10,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,5.341566294431686,6909.0235595703125,0.027805196884393594,0.04178986620914435,0.2538868538868539,3.9387624238537993,0.9325286547342936,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,10
s00_p00_seed20260740,11,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,21.015202522277832,9705.0498046875,0.046533734281162246,0.05312406713792668,0.2538868538868539,3.9387624238537993,0.8678021828333536,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s00_p00_seed20260740,11
s01_p01_seed20260740,0,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,0.7989049963653088,8908.81689453125,0.00946972903150094,0.013657929399228141,0.2538868538868539,3.9387624238537993,0.9899618228276571,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,0
s01_p01_seed20260740,1,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,12.428736209869385,12100.85693359375,0.03204833134372187,0.043166570335340285,0.2538868538868539,3.9387624238537993,0.9126680692036947,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,1
s01_p01_seed20260740,2,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,25.619685649871826,4643.1060791015625,0.0742818301632687,0.09511556492734886,0.2538868538868539,3.9387624238537993,0.861146867275238,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,2
s01_p01_seed20260740,3,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,11.213963866233826,6890.876953125,0.04034059770971008,0.057337293263624745,0.2538868538868539,3.9387624238537993,0.9390441179275513,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,3
s01_p01_seed20260740,4,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,1.5872276052832603,7283.115234375,0.014762537484145466,0.02997917856437849,0.2538868538868539,3.9387624238537993,0.9868291616439819,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,4
s01_p01_seed20260740,5,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,7.840845346450806,3322.4146118164062,0.04857966659395947,0.0588042599292757,0.2538868538868539,3.9387624238537993,0.8552539149920145,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,5
s01_p01_seed20260740,6,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,29.77938747406006,1874.531005859375,0.12604092047071086,0.14809693452112782,0.2538868538868539,3.9387624238537993,0.6084828774134318,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,6
s01_p01_seed20260740,7,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,51.464237213134766,4290.252685546875,0.10952451385889099,0.11624061921331437,0.2538868538868539,3.9387624238537993,0.7762321432431539,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,7
s01_p01_seed20260740,8,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,6.918881192803383,6893.966552734375,0.031679867068991084,0.051953556982153995,0.2538868538868539,3.9387624238537993,0.9308146635691324,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,8
s01_p01_seed20260740,9,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,24.54935121536255,5101.150146484375,0.06937227807130854,0.0831045323573611,0.2538868538868539,3.9387624238537993,0.7904232343037924,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,9
s01_p01_seed20260740,10,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,16.053170919418335,5414.8939208984375,0.054448439620403175,0.08189245705763792,0.2538868538868539,3.9387624238537993,0.8544083833694458,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,10
s01_p01_seed20260740,11,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,17.12556743621826,10977.73388671875,0.03949718423409795,0.05321201151777053,0.2538868538868539,3.9387624238537993,0.91446586449941,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s01_p01_seed20260740,11
s02_p00_seed20260741,0,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,1.5267978981137276,6240.0078125,0.015642213526225805,0.021211089687768806,0.2538868538868539,3.9387624238537993,0.9815434018770853,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,0
s02_p00_seed20260741,1,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,12.006925106048584,9217.591796875,0.0360916855709088,0.04764900053417207,0.2538868538868539,3.9387624238537993,0.9068168799082438,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,1
s02_p00_seed20260741,2,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,18.697219014167786,3420.1840209960938,0.07393733125820072,0.09655221573016837,0.2538054538054538,3.9400256574727393,0.8411542574564616,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,2
s02_p00_seed20260741,3,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,9.255445063114166,5578.144775390625,0.04073369083238874,0.06228007706595483,0.2538868538868539,3.9387624238537993,0.9304941693941752,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,3
s02_p00_seed20260741,4,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,2.123480509966612,5563.5177001953125,0.019536618799111623,0.04148787005338537,0.2538054538054538,3.9400256574727393,0.9808878898620605,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,4
s02_p00_seed20260741,5,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,6.632915139198303,2922.1650390625,0.04764308225207799,0.05645652984002799,0.2538868538868539,3.9387624238537993,0.8578778306643168,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,5
s02_p00_seed20260741,6,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,29.260769844055176,1577.0856323242188,0.13621195820216106,0.13939395610798766,0.2538054538054538,3.9400256574727393,0.4991656541824341,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,6
s02_p00_seed20260741,7,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,34.555721282958984,3127.2900390625,0.10511771224569787,0.12958536423058295,0.2538054538054538,3.9400256574727393,0.6890275080998739,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,7
s02_p00_seed20260741,8,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,3.6588393971323967,4961.78466796875,0.027155181944736036,0.046199315657528904,0.2538868538868539,3.9387624238537993,0.9410114089647929,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,8
s02_p00_seed20260741,9,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,30.762938499450684,3982.336181640625,0.08789110989917182,0.09742180545968189,0.2538054538054538,3.9400256574727393,0.7345443367958069,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,9
s02_p00_seed20260741,10,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,5.752707123756409,4095.1319580078125,0.03748022434518406,0.052891967960260244,0.2538868538868539,3.9387624238537993,0.8806437253952026,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,10
s02_p00_seed20260741,11,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,8.70595908164978,9000.84130859375,0.031100456116155743,0.04016030595551032,0.2538868538868539,3.9387624238537993,0.9221209088961283,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s02_p00_seed20260741,11
s03_p01_seed20260741,0,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,2.852880835533142,7883.692626953125,0.019022910914101812,0.027390285245122187,0.2538868538868539,3.9387624238537993,0.9735491474469503,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,0
s03_p01_seed20260741,1,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,19.38095498085022,10730.81591796875,0.0424982663417591,0.06382970332153672,0.2538868538868539,3.9387624238537993,0.8923819263776144,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,1
s03_p01_seed20260741,2,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,21.27031373977661,4328.4383544921875,0.07010053453366513,0.09149107207014508,0.2538868538868539,3.9387624238537993,0.8526684443155924,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,2
s03_p01_seed20260741,3,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,33.76114320755005,5820.641845703125,0.07615933328014135,0.10042347156056677,0.2538868538868539,3.9387624238537993,0.8673272132873535,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,3
s03_p01_seed20260741,4,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,2.3050527125597,6486.408447265625,0.018851168892618203,0.03270432083146445,0.2538054538054538,3.9400256574727393,0.9791579047838846,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,4
s03_p01_seed20260741,5,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,9.574133515357971,2940.5944213867188,0.057060053603456146,0.0827838563908335,0.2538868538868539,3.9387624238537993,0.8275779287020365,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,5
s03_p01_seed20260741,6,value_aware_coreset,k_only,0.25,128,0,0,0,0,3,28.819700717926025,1853.34033203125,0.1247001985061789,0.13538649785716722,0.2538054538054538,3.9400256574727393,0.6079145471254984,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,6
s03_p01_seed20260741,7,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,48.375003814697266,5570.658447265625,0.09318740979607076,0.10038447802052143,0.2538868538868539,3.9387624238537993,0.7994024356206259,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,7
s03_p01_seed20260741,8,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,11.005038619041443,5176.73583984375,0.04610709746332755,0.06258964340884585,0.2538868538868539,3.9387624238537993,0.8793414235115051,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,8
s03_p01_seed20260741,9,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,30.249565839767456,5138.1661376953125,0.07672828684221093,0.09378044468141304,0.2538868538868539,3.9387624238537993,0.7636857628822327,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,9
s03_p01_seed20260741,10,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,16.784717321395874,5093.81201171875,0.05740312808286151,0.08376998062664448,0.2538868538868539,3.9387624238537993,0.8270752429962158,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,10
s03_p01_seed20260741,11,value_aware_coreset,value_aware_kv_thw,0.25,128,0,0,0,0,3,28.556244373321533,10030.630859375,0.053356387858816044,0.07061987543126708,0.2538868538868539,3.9387624238537993,0.8867834011713663,nan,nan,posthoc_per_record_minimum_output_error,value_aware_coreset,s03_p01_seed20260741,11
