operator,rank16_energy,rank_at_90pct
C,0.5293286447768237,556
C_FORECAST_0.5,0.6505978811520224,443
C_FORECAST_0.75,0.7189692891912001,356
C_FORECAST_1,0.7606955097927531,292
Q,0.3422047505258692,758
