key,label,map_id,family,source_input_id,grid_shape,n,category,method,stored_value_count,identifiable_value_count,index_bits_total,scale_count,parameter_bits,parameter_equivalent_fp16,parameter_fraction_of_dense_fp16,compression_ratio_vs_dense_fp16,raw_relative_fro_error,relative_fro_error,normalized_mse,mean_row_kl,mean_row_js,mean_row_tv,raw_row_sum_mae,target_fitted_oracle,raw_normalized_mse,base_parameter_bits,repair_parameter_bits,incremental_parameter_fraction_of_dense,reference_normalized_mse,normalized_mse_reduction,relative_normalized_mse_reduction,mse_reduction_per_one_percent_dense_bits,pareto_nrmse,deterministic_repair,repair_note,keep_ratio,k,index_width,support_nnz,support_fraction,payload_scope,signed_factor_then_clamp,execution_note,quant_bits,code_slots,row_scale_gauge_elided,integer_code_max,cap_fraction,order,scale_scheme,stages,codec_backbone_bits,codec_index_bits,codec_code_bits,codec_scale_bits,codec_scale_count,codec_parameter_bits,unique_nonzero_fraction,nominal_stage_nonzero_fraction,loss_aware_folded_scale,gain_min,gain_max,gain_mean,prior_l1,block_size,kept_blocks,pruned_blocks,block_support_fraction
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,reference,uniform_no_payload,0,,0,0,0,0.0,0.0,,0.9905531316880454,0.9905531316880454,0.9811955066969942,3.6746880637777055,0.5897974212849093,0.922348942533459,0.0,False,0.9811955066969942,0,0,0.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,reference,dense_fp16_equivalent,4096,,0,0,65536,4096.0,1.0,1.0,6.379107227839474e-08,6.379107226268915e-08,4.069300900423629e-15,1.5947624996226646e-17,0.0,2.3872801293125172e-08,5.0306980803327406e-17,True,4.0693009024273825e-15,65536,0,0.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,row_topk_repair,row_topk_plus_mass_conserving_uniform_tail,192,,1152,0,4224,264.0,0.064453125,15.515151515151516,0.036423704375742806,0.03642364246012161,0.0013266817300627736,0.06173095954245027,0.013883072645929606,0.032671204606040026,2.2364780306890694e-05,True,0.0013266862404515056,4224,0,0.0,0.01719884370669035,0.015872161976627577,0.9228621555792907,,True,True,Missing row mass is 1-sum(decoded kept values); no stored scalar is required.,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,row_topk_repair,row_topk_plus_rank1_tail,321,,1152,0,6288,393.0,0.095947265625,10.422391857506362,0.021766074024453363,0.032505371445404344,0.001056599172803708,0.02177229275185514,0.005052275992554996,0.02437479249543322,0.022795811098845792,True,0.0004737619784379834,4224,2064,0.031494140625,0.01719884370669035,0.016142244533886643,0.9385656855296214,0.005125475473705402,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,True,ReLU after a signed rank-1 factor can destroy strict low-rank execution.,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q2_shape_only,192,,1152,0,1536,96.0,0.0234375,42.666666666666664,0.15393750457196512,0.15393750457196514,0.02369675531384379,2.1618567966106697,0.039592391740107,0.0936120945421536,5.204170427930421e-18,True,0.02369675531384378,1536,0,0.0,,,,,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,2,192,True,3,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q2_mass_uniform_tail,256,,1152,64,2560,160.0,0.0390625,25.6,0.07962672100023523,0.07962672100023521,0.006340414697249299,0.7770270470106853,0.02499756823047561,0.06599344216169814,5.551115123125783e-17,True,0.006340414697249302,1536,1024,0.015625,0.023696755638166745,0.017356340940917446,0.7324353259972337,0.011108058202187165,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,2,192,True,3,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q3_shape_only,192,,1152,0,1728,108.0,0.0263671875,37.925925925925924,0.13858317432229683,0.13858317432229686,0.01920529620524412,1.8428921418331967,0.034554826419417664,0.08193820429131514,8.673617379884035e-18,True,0.019205296205244114,1728,0,0.0,,,,,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,3,192,True,7,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q3_mass_uniform_tail,256,,1152,64,2752,172.0,0.0419921875,23.813953488372093,0.05503985819211851,0.055039858192118506,0.0030293859898085146,0.4590062759659356,0.02024294265138676,0.05363519957669146,5.724587470723463e-17,True,0.0030293859898085154,1728,1024,0.015625,0.019205296299322952,0.016175910309514437,0.8422629912814565,0.010352582598089239,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,3,192,True,7,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q4_shape_only,192,,1152,0,1920,120.0,0.029296875,34.13333333333333,0.13306062436476723,0.13306062436476723,0.017705129756341687,1.6227274448444822,0.03126427384493248,0.07426680012014666,1.734723475976807e-18,True,0.017705129756341687,1920,0,0.0,,,,,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,4,192,True,15,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantized_row_topk,row_topk_q4_mass_uniform_tail,256,,1152,64,2944,184.0,0.044921875,22.26086956521739,0.043922920769653054,0.04392292076965304,0.0019292229689372184,0.2389839211589962,0.01699428312136288,0.046051491302620734,5.551115123125783e-17,True,0.0019292229689372197,1920,1024,0.015625,0.017705128722902697,0.015775905753965477,0.8910359252886059,0.010096579682537904,True,,,0.05,3,6,192,0.046875,dynamic attention values + ideal-packed column indices,,,4,192,True,15,,,,,,,,,,,,,,,,,,,,,
