family,scope,sample,video,size,layer,head,frame,grid_shape,map_id,entropy_mean,entropy_std,row_argmax_unique_fraction,col_mass_gini,top1_col_mass_fraction,top2_col_mass_fraction,top4_col_mass_fraction,sink2_cols,sink4_cols,local_radius1_mass,local_radius2_mass,top1_per_row_mass_mean,top2_per_row_mass_mean,top4_per_row_mass_mean,effective_rank,effective_rank_fraction,sink2_matrix_error,local1_matrix_error,row_top4_matrix_error,union_sink_local_top4_matrix_error,sink2_output_error,local1_output_error,row_top4_output_error,union_sink_local_top4_output_error,sink2_random_v_output_error,local1_random_v_output_error,row_top4_random_v_output_error,union_random_v_output_error
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,0,0,8x8,qwen:v0:f0:l0:h0,3.606959819793701,0.1849861741065979,0.03125,0.4289717674255371,0.20386362075805664,0.24303466081619263,0.3081643283367157,"2,35","2,35,27,18",0.15136270225048065,0.40704983472824097,0.20393560826778412,0.2524762451648712,0.3232545256614685,5.145377159118652,0.08039651811122894,2.6516497135162354,1.7325199842453003,1.873556137084961,1.2654496431350708,1.6036767959594727,1.9289988279342651,1.4929287433624268,1.039200782775879,2.8585550785064697,1.7618099451065063,1.903240442276001,1.284219741821289
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,1,0,8x8,qwen:v0:f0:l0:h1,3.7386257648468018,0.08841075748205185,0.046875,0.4385812282562256,0.08602549880743027,0.1591094583272934,0.2764836549758911,"0,8","0,8,13,9",0.14480789005756378,0.38795408606529236,0.09157075732946396,0.16671481728553772,0.28376448154449463,5.4689860343933105,0.08545290678739548,3.306898593902588,2.1133298873901367,2.048285484313965,1.4059584140777588,1.6944612264633179,0.963362455368042,1.419801950454712,0.9307342171669006,2.7920749187469482,1.8528581857681274,1.8596441745758057,1.276063084602356
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,2,0,8x8,qwen:v0:f0:l0:h2,3.440530300140381,0.6043621301651001,0.328125,0.32335364818573,0.09921968728303909,0.13206176459789276,0.18724220991134644,"2,23","2,23,24,40",0.25726523995399475,0.5193595886230469,0.16828888654708862,0.24762296676635742,0.34226128458976746,22.97691535949707,0.3590143024921417,2.769169569015503,1.5294711589813232,1.48189377784729,0.9390313029289246,1.1516499519348145,0.4081381559371948,0.48722392320632935,0.3036617636680603,2.743825912475586,1.5499367713928223,1.4969772100448608,0.9387832880020142
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,3,0,8x8,qwen:v0:f0:l0:h3,3.532235622406006,0.6288520097732544,0.15625,0.41483378410339355,0.10858608782291412,0.18771612644195557,0.2674212157726288,"15,12","15,12,51,59",0.1661617010831833,0.42972856760025024,0.1655016541481018,0.2308688908815384,0.31832098960876465,10.016959190368652,0.1565149873495102,2.5030479431152344,1.5881614685058594,1.455916404724121,0.9345067143440247,1.4389992952346802,0.8883764147758484,1.0109338760375977,0.6614711284637451,2.51332426071167,1.598192811012268,1.4806022644042969,0.9674928784370422
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,0,1,8x8,qwen:v0:f1:l0:h0,3.807074785232544,0.22458381950855255,0.046875,0.32633423805236816,0.1269998550415039,0.15647782385349274,0.2087574154138565,"2,26","2,26,36,5",0.15209151804447174,0.4116811752319336,0.13247482478618622,0.17480601370334625,0.24300727248191833,6.966582775115967,0.10885285586118698,3.6648170948028564,2.0087969303131104,2.4282429218292236,1.4973368644714355,1.0857685804367065,0.8962728977203369,0.8637744784355164,0.5647462606430054,3.1726417541503906,1.8079886436462402,2.0366599559783936,1.2774488925933838
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,1,1,8x8,qwen:v0:f1:l0:h1,3.509443521499634,0.15958815813064575,0.015625,0.559624433517456,0.13961578905582428,0.2160882204771042,0.3489904999732971,"0,13","0,13,1,8",0.14539462327957153,0.39265409111976624,0.13961578905582428,0.2245265245437622,0.3528541922569275,5.023878574371338,0.07849810272455215,2.680375337600708,2.0546936988830566,1.6229026317596436,1.175641417503357,1.2067383527755737,0.9205741882324219,1.0994517803192139,0.7681682109832764,2.5429582595825195,1.945533037185669,1.635032296180725,1.1676527261734009
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,2,1,8x8,qwen:v0:f1:l0:h2,3.5751047134399414,0.44420140981674194,0.21875,0.3258857727050781,0.1302548348903656,0.16146022081375122,0.2172866314649582,"2,36","2,36,26,37",0.23824432492256165,0.4971044659614563,0.16057883203029633,0.23254510760307312,0.3171635866165161,21.16634178161621,0.3307240903377533,2.960782766342163,1.649917483329773,1.7356570959091187,1.1138265132904053,1.1169224977493286,0.40506604313850403,0.5446256399154663,0.35005640983581543,2.8914196491241455,1.6147922277450562,1.6963645219802856,1.0948890447616577
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,0,3,1,8x8,qwen:v0:f1:l0:h3,3.440070867538452,0.6326972842216492,0.125,0.4397246837615967,0.11280747503042221,0.18675757944583893,0.32598698139190674,"51,15","51,15,12,59",0.1400429755449295,0.41269490122795105,0.1746232807636261,0.265013724565506,0.36796143651008606,9.869288444519043,0.15420763194561005,2.246758460998535,1.6046663522720337,1.2613635063171387,0.8601512908935547,1.3289929628372192,0.8885794878005981,0.9204137921333313,0.6327308416366577,2.184629201889038,1.6257858276367188,1.2368528842926025,0.8491906523704529
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,0,0,8x8,qwen:v0:f0:l8:h0,3.266143798828125,0.3681914806365967,0.640625,0.27956438064575195,0.07054447382688522,0.11725706607103348,0.17598016560077667,"15,45","15,45,51,61",0.31245172023773193,0.5746146440505981,0.1795969158411026,0.2858971059322357,0.4208966791629791,37.47559356689453,0.585556149482727,2.4887640476226807,1.5746458768844604,1.223173975944519,0.7948921322822571,1.672690749168396,0.9993817210197449,0.779254138469696,0.533628523349762,2.3058712482452393,1.6315569877624512,1.2522910833358765,0.8262516856193542
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,1,0,8x8,qwen:v0:f0:l8:h1,1.4601207971572876,0.44736480712890625,0.75,0.37886524200439453,0.15350382030010223,0.22138601541519165,0.268596887588501,"15,45","15,45,53,5",0.19575729966163635,0.8104302287101746,0.5687060356140137,0.7189241647720337,0.8669701814651489,47.414302825927734,0.7408484816551208,1.354122281074524,1.3949449062347412,0.1879071444272995,0.11786839365959167,1.0995254516601562,1.1603891849517822,0.16356568038463593,0.10332606732845306,1.3803479671478271,1.390397548675537,0.18770012259483337,0.11746904253959656
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,2,0,8x8,qwen:v0:f0:l8:h2,3.846069097518921,0.20467983186244965,0.09375,0.29594898223876953,0.09065564721822739,0.163192480802536,0.23213264346122742,"15,45","15,45,29,50",0.15591830015182495,0.38612625002861023,0.09402536600828171,0.17061661183834076,0.24954953789710999,13.62527847290039,0.2128949761390686,3.3340954780578613,2.0820679664611816,2.2575249671936035,1.426050066947937,1.630354881286621,1.032456874847412,1.2437589168548584,0.7928197979927063,3.3423287868499756,2.183886766433716,2.3972413539886475,1.5037440061569214
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,3,0,8x8,qwen:v0:f0:l8:h3,3.748967170715332,0.3055095076560974,0.140625,0.3711378574371338,0.06798810511827469,0.11906623840332031,0.21449065208435059,"15,43","15,43,8,45",0.19803202152252197,0.44880086183547974,0.09385354071855545,0.16356222331523895,0.2618573009967804,15.718123435974121,0.24559567868709564,3.4652884006500244,1.9471192359924316,2.0177416801452637,1.2272940874099731,1.3324625492095947,1.1891040802001953,1.1556848287582397,0.7068349719047546,3.8263843059539795,2.2915091514587402,2.4234015941619873,1.4494048357009888
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,0,1,8x8,qwen:v0:f1:l8:h0,3.423959255218506,0.24757598340511322,0.5,0.28188514709472656,0.07326167076826096,0.11682911217212677,0.17341755330562592,"15,45","15,45,1,38",0.28598517179489136,0.5453358292579651,0.15161442756652832,0.24240520596504211,0.36346572637557983,33.65937423706055,0.525927722454071,2.7774498462677,1.6871858835220337,1.4894458055496216,0.9327197074890137,1.7095422744750977,0.9515400528907776,0.8490796685218811,0.5547716617584229,2.959658622741699,1.7219033241271973,1.5208431482315063,0.9379146099090576
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,1,1,8x8,qwen:v0:f1:l8:h1,1.327778935432434,0.4802902638912201,0.765625,0.32774877548217773,0.14628762006759644,0.1859176903963089,0.22950010001659393,"15,45","15,45,25,13",0.21350440382957458,0.8518425226211548,0.5965591669082642,0.7503049373626709,0.8944650292396545,49.57350158691406,0.7745859622955322,1.4049218893051147,1.3608145713806152,0.14257308840751648,0.10037476569414139,1.0998965501785278,1.158565878868103,0.11972362548112869,0.08656495064496994,1.4627188444137573,1.32684326171875,0.14263738691806793,0.10236626118421555
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,2,1,8x8,qwen:v0:f1:l8:h2,3.795914888381958,0.1834106594324112,0.09375,0.3378028869628906,0.10298877954483032,0.1633957028388977,0.2475249320268631,"15,45","15,45,31,41",0.16336095333099365,0.40371206402778625,0.11111651360988617,0.18132470548152924,0.27135729789733887,13.057820320129395,0.2040284425020218,3.232200860977173,2.0361735820770264,2.1024889945983887,1.3636115789413452,1.5657968521118164,1.1156044006347656,1.206276297569275,0.7997531890869141,3.2077555656433105,2.0284838676452637,2.001296281814575,1.3148577213287354
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,8,3,1,8x8,qwen:v0:f1:l8:h3,3.679703712463379,0.2833990752696991,0.140625,0.3891313076019287,0.07413536310195923,0.1200295016169548,0.20684465765953064,"15,20","15,20,35,45",0.20608577132225037,0.467634379863739,0.10703110694885254,0.1783691942691803,0.27746203541755676,14.673802375793457,0.22927816212177277,3.4287807941436768,1.873416781425476,1.9223525524139404,1.1634594202041626,1.6458007097244263,1.203213095664978,1.3023884296417236,0.7729261517524719,3.2171578407287598,1.7223877906799316,1.8939933776855469,1.112548828125
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,0,0,8x8,qwen:v0:f0:l16:h0,2.2030436992645264,0.8055865168571472,0.375,0.5607064962387085,0.19210970401763916,0.3382783532142639,0.41210314631462097,"15,45","15,45,60,6",0.2807966470718384,0.5425833463668823,0.36772620677948,0.5381072759628296,0.7120615839958191,27.950498580932617,0.43672654032707214,1.2900222539901733,1.3727022409439087,0.4099273085594177,0.3084668815135956,0.9813587665557861,1.0273844003677368,0.26821863651275635,0.19761422276496887,1.3116583824157715,1.4192228317260742,0.41555237770080566,0.3135853409767151
qwen3vl_visual,per_temporal_slice_spatial_attention,0,/home/wangmeiqi/.cache/huggingface/videomme/data/fFYNmVb3NCQ.mp4,128,16,1,0,8x8,qwen:v0:f0:l16:h1,2.077866554260254,0.2967306077480316,0.03125,0.7479239702224731,0.3681267499923706,0.6776329278945923,0.7141756415367126,"15,45","15,45,44,30",0.20102065801620483,0.4533455967903137,0.36824265122413635,0.678803026676178,0.7853610515594482,10.38902473449707,0.16232851147651672,0.5288605093955994,1.3659965991973877,0.29728662967681885,0.22198814153671265,1.048419713973999,2.474226713180542,0.5615324974060059,0.4183110296726227,0.5218088030815125,1.3310285806655884,0.2981413006782532,0.22154588997364044
