key,label,map_id,family,source_input_id,grid_shape,n,category,method,block_size,kernel_rank,stored_value_count,identifiable_value_count,index_bits_total,scale_count,parameter_bits,parameter_equivalent_fp16,parameter_fraction_of_dense_fp16,compression_ratio_vs_dense_fp16,raw_relative_fro_error,relative_fro_error,normalized_mse,mean_row_kl,mean_row_js,mean_row_tv,raw_row_sum_mae,target_fitted_oracle,pareto_nrmse,scale_rank,blocks_per_axis,block_count,kernel_energy_capture,quant_bits,scale_scheme,quant_code_slots,continuous_scale_dof_after_row_normalization,minimal_functional_scale_count,minimal_functional_parameter_bits,minimal_functional_parameter_fraction_of_dense_fp16,quantization_payload_note,excess_normalized_mse_vs_fp16_independent,compensation_mask,compensation,sink_k,residual_rank,sparse_k,local_radius,oracle_support,signed_factor_then_clamp,fit_order,comparison_design,interpretation_note,budget_cap_bits,budget_utilization,compensation_amount,component_fit_order,coefficient_manifold_dof_pre_row_normalization,generic_row_normalized_manifold_dof_upper_bound,identifiable_note,scale_mean,scale_std,scale_cv,scale_min,scale_max,rank1_kernel_energy_capture,fixed_kernel_coefficient_sse_second_derivative,fixed_kernel_matrix_sse_second_derivative,gamma_quadratic_note
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,8,8,512,,0,64,2560,160.0,0.0390625,25.6,0.6428541266654338,0.6427481015110643,0.4131251219960774,0.3910943543482158,0.08785122198487917,0.33813335161954194,0.009985744953155518,True,True,,8,64,,3,per_block,512,56,56,2432,0.037109375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0031892699756449483,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,8,8,512,,0,1,2064,129.0,0.031494140625,31.751937984496124,0.6509553609179367,0.6512531557354811,0.4241306728554229,1.4099590201602792,0.10660813965034482,0.36106943336601405,0.021455764770507812,True,True,,8,64,,4,global,512,0,0,2048,0.03125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.014194820834990407,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,8,8,512,,0,8,2176,136.0,0.033203125,30.11764705882353,0.645850565508835,0.6459851220366594,0.4172967778927177,0.8107521217021363,0.09614541938788404,0.34803410595554846,0.023802757263183594,True,True,,8,64,,4,block_row,512,0,0,2048,0.03125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.007360925872285207,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,8,8,512,,0,64,3072,192.0,0.046875,21.333333333333332,0.6410388268130425,0.6410189755387434,0.4109053270007402,0.36188573700278676,0.08702764138986135,0.33625287660408587,0.005594179034233093,True,True,,8,64,,4,per_block,512,56,56,2944,0.044921875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0009694749803076941,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,8,8,512,,0,1,3088,193.0,0.047119140625,21.22279792746114,0.6408701767474388,0.6408724796612608,0.4107175351871732,0.376167586102775,0.08740469887813894,0.33736627951582754,0.007665395736694336,True,True,,8,64,,6,global,512,0,0,3072,0.046875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0007816831667407098,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,8,8,512,,0,8,3200,200.0,0.048828125,20.48,0.6405375828899074,0.6405400316873969,0.4102915321940915,0.3646407132456978,0.08699309073133081,0.33643920063320887,0.0033113956451416016,True,True,,8,64,,6,block_row,512,0,0,3072,0.046875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00035568017365900095,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,8,8,512,,0,64,4096,256.0,0.0625,16.0,0.6402947258055368,0.6402943275585361,0.40997682590363793,0.36061120510050104,0.08668456352939931,0.33585778342136297,0.0009362250566482544,True,True,,8,64,,6,per_block,512,56,56,3968,0.060546875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",4.097388320545292e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,16,16,256,,0,16,1024,64.0,0.015625,64.0,0.6866675562060425,0.6866561573598254,0.47149667844016135,0.44040004340491934,0.10235019747264194,0.36468394621005995,0.015647411346435547,True,True,,4,16,,3,per_block,256,12,12,960,0.0146484375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.004798958951470922,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,16,16,256,,0,16,1280,80.0,0.01953125,51.2,0.6841124465044164,0.6840888627507679,0.4679775721396389,0.43545479853960545,0.10145132697158077,0.3621947090290677,0.0076711177825927734,True,True,,4,16,,4,per_block,256,12,12,1216,0.0185546875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0012798526509484875,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,16,16,256,,0,1,1552,97.0,0.023681640625,42.22680412371134,0.683471822028565,0.6834761594327219,0.46713966051290345,0.43463436432479063,0.10113126378063689,0.3614862447073813,0.004978179931640625,True,True,,4,16,,6,global,256,0,0,1536,0.0234375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0004419410242130217,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,16,16,256,,0,4,1600,100.0,0.0244140625,40.96,0.6834012904013645,0.6834055018586794,0.4670430799707135,0.43430766385535835,0.10101827615055826,0.3610154395062646,0.0066204071044921875,True,True,,4,16,,6,block_row,256,0,0,1536,0.0234375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00034536048202304936,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,32,4,128,,0,4,448,28.0,0.0068359375,146.28571428571428,0.7022528160834233,0.7018933775269586,0.4926543134162016,0.563421875439265,0.11089344057660785,0.3785440982789859,0.04363536834716797,True,True,,2,4,,3,per_block,128,2,2,416,0.00634765625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.010292060065578368,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,32,4,128,,0,1,528,33.0,0.008056640625,124.12121212121212,0.6993990015996282,0.6993418207055236,0.4890789821877168,0.4800104966006849,0.1090618304871173,0.37388698850508917,0.02392578125,True,True,,2,4,,4,global,128,0,0,512,0.0078125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.006716728837093566,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,32,4,128,,0,2,544,34.0,0.00830078125,120.47058823529412,0.6987244384865667,0.6987519361082677,0.48825426821505263,0.4789852298261725,0.10890319271515476,0.3736617414499181,0.029970169067382812,True,True,,2,4,,4,block_row,128,0,0,512,0.0078125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.005892014864429418,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,32,4,128,,0,4,576,36.0,0.0087890625,113.77777777777777,0.6970867002827348,0.6970592031640122,0.48589153271564756,0.4717274052476561,0.10792350773894246,0.37304247103602284,0.00920867919921875,True,True,,2,4,,4,per_block,128,2,2,544,0.00830078125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0035292793650243404,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,32,4,128,,0,1,784,49.0,0.011962890625,83.59183673469387,0.6947795407972975,0.6947821439179555,0.48272222750723054,0.46555895361995886,0.1066637922983012,0.37083762710161766,0.0019435882568359375,True,True,,2,4,,6,global,128,0,0,768,0.01171875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00035997415660732335,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,32,4,128,,0,2,800,50.0,0.01220703125,81.92,0.6947602371714955,0.6947625164617208,0.4826949542802229,0.46546238305651466,0.10669358240048105,0.37109275866732633,0.0017495155334472656,True,True,,2,4,,6,block_row,128,0,0,768,0.01171875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0003327009295996941,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,32,4,128,,0,4,832,52.0,0.0126953125,78.76923076923077,0.6946462890839388,0.6946458074168959,0.4825327977618712,0.4649007315703272,0.10658661291954274,0.3710092796968154,0.0007857084274291992,True,True,,2,4,,6,per_block,128,2,2,800,0.01220703125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00017054441124797481,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.7290410135216885,0.7287511303156716,0.531078209936369,3.0939485006751317,0.1508108451790961,0.42864241973937045,0.0063018798828125,True,True,,1,1,,3,global,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.038016802742085354,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.7290410135216885,0.7287511303156716,0.531078209936369,3.0939485006751317,0.1508108451790961,0.42864241973937045,0.0063018798828125,True,True,,1,1,,3,block_row,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.038016802742085354,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.7290410135216885,0.7287511303156716,0.531078209936369,3.0939485006751317,0.1508108451790961,0.42864241973937045,0.0063018798828125,True,True,,1,1,,3,per_block,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.038016802742085354,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,272,17.0,0.004150390625,240.94117647058823,0.7056931009736553,0.7056273704190492,0.4979099858845021,0.4931703315905364,0.1110497589796937,0.3801432563964807,0.01348876953125,True,True,,1,1,,4,global,64,0,0,256,0.00390625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00484857869021843,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,272,17.0,0.004150390625,240.94117647058823,0.7056931009736553,0.7056273704190492,0.4979099858845021,0.4931703315905364,0.1110497589796937,0.3801432563964807,0.01348876953125,True,True,,1,1,,4,block_row,64,0,0,256,0.00390625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00484857869021843,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,272,17.0,0.004150390625,240.94117647058823,0.7056931009736553,0.7056273704190492,0.4979099858845021,0.4931703315905364,0.1110497589796937,0.3801432563964807,0.01348876953125,True,True,,1,1,,4,per_block,64,0,0,256,0.00390625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00484857869021843,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,400,25.0,0.006103515625,163.84,0.7024252021581909,0.7024242286835505,0.4933997970416808,0.4821617259331477,0.10910043173025766,0.3767398623279653,0.000957489013671875,True,True,,1,1,,6,global,64,0,0,384,0.005859375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00033838984739714695,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,400,25.0,0.006103515625,163.84,0.7024252021581909,0.7024242286835505,0.4933997970416808,0.4821617259331477,0.10910043173025766,0.3767398623279653,0.000957489013671875,True,True,,1,1,,6,block_row,64,0,0,384,0.005859375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00033838984739714695,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,400,25.0,0.006103515625,163.84,0.7024252021581909,0.7024242286835505,0.4933997970416808,0.4821617259331477,0.10910043173025766,0.3767398623279653,0.000957489013671875,True,True,,1,1,,6,per_block,64,0,0,384,0.005859375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00033838984739714695,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,sequential_compensation_factorial,block_scale+sink,4,1,388,,12,0,6220,388.75,0.09490966796875,10.536334405144695,0.5535689233062662,0.5548482583217988,0.3078565897627336,0.3006571280572761,0.07144266975430606,0.2893457036291876,0.09433301333445365,True,True,,,,,,,,,,,,,,1,sink,2,0,0,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,sequential_compensation_factorial,block_scale+sparse,4,1,388,,768,0,6976,436.0,0.1064453125,9.394495412844037,0.4238282554800732,0.4215955223103859,0.1777427844321671,0.2591702555589652,0.06320518063880506,0.2619009423837636,0.08600252650366556,True,True,,,,,,,,,,,,,,8,sparse,0,0,2,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,sequential_compensation_factorial,block_scale+sink+sparse,4,1,516,,780,0,9036,564.75,0.13787841796875,7.252766710934042,0.3584696257949733,0.36118269746815335,0.13045294095037158,0.20777986668382856,0.05044214985621915,0.22334286851651086,0.07673594567886194,True,True,,,,,,,,,,,,,,9,sink+sparse,2,0,2,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,budget_capped_compensation,budget_capped_sparse_component_first,4,1,772,,3072,0,15424,964.0,0.2353515625,4.24896265560166,0.22889126251723133,0.23678034120470595,0.05606492998101697,0.12710984386019097,0.029799307439513794,0.1649502986108365,0.05090819437956294,True,True,,,,,,,,,,,,,,,,,,,,True,False,,integer-sized budget-capped target-fitted diagnostic; both component/backbone orders are reported and neither is selected as a deployable winner,,16384,0.94140625,8,component_first,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,baseline,dense,,,38416,38220,0,0,614656,38416.0,1.0,1.0,0.0,7.852304305116788e-08,6.165868290015564e-15,8.810128409178795e-18,6.737627032886758e-18,2.3410522969533972e-08,4.682104593829813e-08,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,baseline,uniform_no_payload,,0,0,0,0,0,0,0.0,0.0,,0.9903407465808807,0.9903407465808807,0.9807747943383761,2.749924826595421,0.44441580682411447,0.7904686343101262,2.220446049250313e-16,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,shared_kernel,2,1,2,1,0,0,32,2.0,5.2061640982923784e-05,19208.0,0.9903295310670683,0.9903295310670683,0.9807525801035195,2.749346977990768,0.44450468535012444,0.7905561037339229,3.7281289166912757e-10,True,True,0,98,9604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,column_block_scale,2,1,100,98,0,98,1600,100.0,0.002603082049146189,384.16,0.9323965231959205,0.9323980746035196,0.8693661695243505,1.6687034750286824,0.3521847852123529,0.7078273822957024,0.004683891771123161,True,True,,98,9604,0.9919660229715397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,quantization,quantized_independent_block_row,2,2,19208,,0,98,39984,2499.0,0.06505102040816327,15.372549019607844,0.7106201905106981,0.8109941479344072,0.6577115079838551,8.70052053887272,0.28288350756492653,0.506519036353113,0.32338387625558035,True,True,,98,9604,,2,block_row,19208,0,0,38416,0.0625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.17788173140048358,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,shared_kernel,4,1,4,3,0,0,64,4.0,0.00010412328196584757,9604.0,0.9903255926247013,0.9903255926247013,0.9807447794074658,2.7491401627433807,0.44446387475183324,0.7904784886585196,3.7281289166912757e-10,True,True,0,49,2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,column_block_scale,4,1,53,51,0,49,848,53.0,0.0013796334860474802,724.8301886792453,0.9620920385178154,0.9620925379226171,0.9256220515263823,1.9742580980465543,0.3969538019479756,0.7521167277866284,0.0035815135179224633,True,True,,49,2401,0.9794232895140661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,quantization,quantized_independent_block_row,4,4,9604,,0,49,29596,1849.75,0.048150510204081634,20.7682119205298,0.8540863670634342,0.8701047858135695,0.7570823382956777,6.423627555898318,0.34576423078870744,0.6710457654892403,0.2100524123834104,True,True,,49,2401,,3,block_row,9604,0,0,28812,0.046875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.03488607672174504,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,quantization,quantized_independent_global,4,4,9604,,0,1,38432,2402.0,0.06252603082049146,15.993338884263114,0.8539328217702722,0.8668071251526783,0.751354592215451,6.643052883690688,0.34999853612160226,0.6750998058424568,0.2182719950773278,True,True,,49,2401,,4,global,9604,0,0,38416,0.0625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.029158330641518293,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,quantization,quantized_independent_block_row,4,4,9604,,0,49,39200,2450.0,0.06377551020408163,15.68,0.8513215610818426,0.8556982167209124,0.7322194380993495,4.135687045733259,0.31703494757041495,0.6531223662845876,0.12119075230189733,True,True,,49,2401,,4,block_row,9604,0,0,38416,0.0625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.010023176525416844,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,shared_kernel,7,1,7,6,0,0,112,7.0,0.00018221574344023323,5488.0,0.9901733866042819,0.990173386604282,0.9804433355393929,2.7417223149839955,0.4439729876833634,0.7899624771045745,3.728124475799177e-10,True,True,0,28,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,backbone,column_block_scale,7,1,35,33,0,28,560,35.0,0.0009110787172011661,1097.6,0.9735029570356526,0.9735029570573932,0.9477080073994888,2.1731090451892094,0.4130105873175788,0.7699610331006218,2.8450563172291838e-05,True,True,,28,784,0.9583641226146193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex1,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,qwen3vl_visual,qwen:v2,14x14,196,quantization,quantized_independent_per_block,7,7,5488,,0,784,23520,1470.0,0.03826530612244898,26.133333333333333,0.9122159644724196,0.9125609905040392,0.8327675613897131,2.7898834358170856,0.3551047512083803,0.7179475073460752,0.03739874916417258,True,True,,28,784,,2,per_block,5488,756,756,23072,0.037536443148688044,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.004758682440424877,,,,,,,,,,,,,,,,,,,,,,,,,,,
