key,label,map_id,family,source_input_id,method,block_size,permutation,relative_fro_error,true_v_output_relative_error,params,dense_params,compression_ratio,original_scope,original_note,proxy_definition,selection_metric,is_attention_only_rollout,scope_note,selection_candidates,target_selected_oracle
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,flat_block_circulant,16,identity,0.635566771030426,0.12100410461425781,256,4096,16.0,patch_patch_resoftmax_attention_only_rollout,"ViT checkpoint is SCTM; layer0 input is exact, later layers use dense attention-only rollout without logic FFN.",,minimum relative_fro_error on the same target A,True,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,permuted_flat_block_circulant,16,row=interleave_groups8;col=identity,0.6325721144676208,0.12280242145061493,256,4096,16.0,patch_patch_resoftmax_attention_only_rollout,"ViT checkpoint is SCTM; layer0 input is exact, later layers use dense attention-only rollout without logic FFN.",,minimum relative_fro_error on the same target A,True,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,monarch_like_mask_proxy,16,row=interleave_groups32;col=interleave_groups16,0.7484668493270874,0.03758217394351959,1792,4096,2.2857142857142856,patch_patch_resoftmax_attention_only_rollout,"ViT checkpoint is SCTM; layer0 input is exact, later layers use dense attention-only rollout without logic FFN.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,True,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,grid_cyclic_bccb,grid,identity,0.6954010725021362,0.46782854199409485,64,4096,64.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,flat_block_circulant,4,identity,0.5980809330940247,0.38585373759269714,1024,4096,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,permuted_flat_block_circulant,4,row=interleave_groups4;col=interleave_groups4,0.5995752811431885,0.3863019347190857,1024,4096,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,monarch_like_mask_proxy,4,row=interleave_groups16;col=interleave_groups16,0.6781195998191833,0.9194744229316711,448,4096,9.142857142857142,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,flat_block_circulant,8,identity,0.6402623653411865,0.41166847944259644,512,4096,8.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,permuted_flat_block_circulant,8,row=interleave_groups8;col=interleave_groups8,0.6516780257225037,0.43361398577690125,512,4096,8.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,monarch_like_mask_proxy,8,row=interleave_groups4;col=interleave_groups16,0.5532844662666321,0.6630752086639404,960,4096,4.266666666666667,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,flat_block_circulant,16,identity,0.6831527948379517,0.4581504166126251,256,4096,16.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,permuted_flat_block_circulant,16,row=interleave_groups4;col=interleave_groups4,0.6752206087112427,0.4465664327144623,256,4096,16.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,monarch_like_mask_proxy,16,row=interleave_groups4;col=interleave_groups4,0.39812058210372925,0.37958642840385437,1792,4096,2.2857142857142856,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,flat_block_circulant,32,identity,0.69452303647995,0.46802857518196106,128,4096,32.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,permuted_flat_block_circulant,32,row=interleave_groups4;col=interleave_groups4,0.6858195662498474,0.45462116599082947,128,4096,32.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,monarch_like_mask_proxy,32,row=identity;col=interleave_groups16,0.20303195714950562,0.17709119617938995,3072,4096,1.3333333333333333,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,63,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,grid_cyclic_bccb,grid,identity,0.8422780632972717,0.6584672927856445,196,38416,196.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,flat_block_circulant,4,identity,0.5974081754684448,0.4313661456108093,9604,38416,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,permuted_flat_block_circulant,4,row=interleave_groups28;col=interleave_groups28,0.6323720216751099,0.4419060945510864,9604,38416,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,monarch_like_mask_proxy,4,row=interleave_groups14;col=interleave_groups14,0.47186025977134705,0.7833656072616577,1372,38416,28.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,flat_block_circulant,7,identity,0.6249339580535889,0.460184246301651,5488,38416,7.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,permuted_flat_block_circulant,7,row=stride5;col=stride5,0.7188517451286316,0.5278063416481018,5488,38416,7.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,monarch_like_mask_proxy,7,row=interleave_groups4;col=identity,0.42466360330581665,0.6461197137832642,2688,38416,14.291666666666666,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,flat_block_circulant,14,identity,0.6767011284828186,0.5154553055763245,2744,38416,14.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,permuted_flat_block_circulant,14,row=stride5;col=stride5,0.7661314010620117,0.5846614837646484,2744,38416,14.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,monarch_like_mask_proxy,14,row=interleave_groups4;col=identity,0.38179856538772583,0.4994949698448181,5264,38416,7.297872340425532,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,flat_block_circulant,28,identity,0.7142112851142883,0.5463271141052246,1372,38416,28.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,permuted_flat_block_circulant,28,row=interleave_groups7;col=interleave_groups7,0.8219019174575806,0.6352851986885071,1372,38416,28.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer0_head2_frame0,Qwen VP4 L0 H2 F0,qwen:v1:f0:l0:h2,qwen3vl_visual,qwen:v1,monarch_like_mask_proxy,28,row=interleave_groups4;col=identity,0.34036004543304443,0.3747800886631012,10192,38416,3.769230769230769,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer8_head0_frame1,Qwen VP4 L8 H0 F1,qwen:v1:f1:l8:h0,qwen3vl_visual,qwen:v1,grid_cyclic_bccb,grid,identity,0.7384138703346252,0.583570659160614,196,38416,196.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer8_head0_frame1,Qwen VP4 L8 H0 F1,qwen:v1:f1:l8:h0,qwen3vl_visual,qwen:v1,flat_block_circulant,4,identity,0.6074544787406921,0.43599197268486023,9604,38416,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
qwen_extra_layer8_head0_frame1,Qwen VP4 L8 H0 F1,qwen:v1:f1:l8:h0,qwen3vl_visual,qwen:v1,permuted_flat_block_circulant,4,row=interleave_groups4;col=interleave_groups4,0.6403170824050903,0.4758131802082062,9604,38416,4.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer8_head0_frame1,Qwen VP4 L8 H0 F1,qwen:v1:f1:l8:h0,qwen3vl_visual,qwen:v1,monarch_like_mask_proxy,4,row=stride5;col=stride5,0.5864452719688416,1.1126025915145874,1372,38416,28.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",attention retained by the union of identity and fixed-permutation block-diagonal masks; not a trained Monarch factorization,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,48,True
qwen_extra_layer8_head0_frame1,Qwen VP4 L8 H0 F1,qwen:v1:f1:l8:h0,qwen3vl_visual,qwen:v1,flat_block_circulant,7,identity,0.6746066212654114,0.5017891526222229,5488,38416,7.0,per_temporal_slice_spatial_attention,"Qwen3-VL visual attention is per temporal slice; this is 2D spatial attention, not global 3D video attention.",,minimum relative_fro_error on the same target A,False,Saved scalar from the original run; preserve original_scope because some ViT later-layer values are attention-only rollout rather than an exact head output. V is not persisted and new variants cannot be evaluated with true V.,1,False
