key,source_input_id,comparison_scope,selection_metric,payload_cap_fraction,matched_parameter_bits,matched_payload_fraction,matched_compression_ratio,closest_single_parameter_bits,single_rate_coverage,strict_rate_coverage_pass,single_method,single_category,single_parameter_bits,selected_single_rate_coverage,single_quant_bits,single_prune_fraction,single_loss,combo_method,combo_parameter_bits,combo_quant_bits,combo_prune_fraction,combo_compensation,combo_scale_mode,combo_loss,relative_combo_gain,combo_wins,single_damped_hessian_quadratic,combo_damped_hessian_quadratic,same_selection_relative_hessian_gain,single_endpoint_kl,combo_endpoint_kl,same_selection_relative_endpoint_kl_gain,single_inside_taylor_comfort_zone,combo_inside_taylor_comfort_zone,combo_hessian_correlation
vit_ex0,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.6,38528,0.587890625,1.7009966777408638,38528,1.0,True,dense_mixed_q9_q10_damped_hessian_h9,single_quantization,38528,1.0,9.140625,0.0,4.52563495224196e-06,naive_prune_p10_q9_loss_optimal_scale,38528,9,0.1,naive,loss_optimal_scale,2.7073607650696423e-05,-4.9822782739655995,False,4.52563495224196e-06,2.7073607650696423e-05,-4.9822782739655995,4.53061457215528e-06,9.603823040926865e-05,-20.197616544013776,True,False,-0.02099155796028935
vit_ex0,vit:s0,all_candidates,mean_actual_kl,0.6,36352,0.5546875,1.8028169014084507,36352,1.0,True,dense_mixed_q8_q9_damped_hessian_h39,single_quantization,36352,1.0,8.609375,0.0,7.14387303172068e-06,naive_prune_p05_q8_loss_optimal_scale,36352,8,0.05,naive,loss_optimal_scale,3.372547505750889e-05,-3.720895081387769,False,7.145585862596401e-06,3.372989866590933e-05,-3.720382529089549,7.14387303172068e-06,3.372547505750889e-05,-3.720895081387769,True,True,0.003309844340154489
vit_ex0,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.6101665241159074e-07,naive_prune_p05_q10_loss_optimal_scale,44160,10,0.05,naive,loss_optimal_scale,6.7192602582244695e-06,-13.57487538264797,False,4.6101665241159074e-07,6.7192602582244695e-06,-13.57487538264797,4.605229826016946e-07,6.7105287511999575e-06,-13.571539325332392,True,True,-0.009650548573997234
vit_ex0,vit:s0,all_candidates,mean_actual_kl,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.605229826016946e-07,naive_prune_p05_q10_loss_optimal_scale,44160,10,0.05,naive,loss_optimal_scale,6.7105287511999575e-06,-13.571539325332392,False,4.6101665241159074e-07,6.7192602582244695e-06,-13.57487538264797,4.605229826016946e-07,6.7105287511999575e-06,-13.571539325332392,True,True,-0.009650548573997234
vit_ex0,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.4580750212291438e-07,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,4.612288577058153e-06,-30.63272472201078,False,1.4580750212291438e-07,4.612288577058153e-06,-30.63272472201078,1.4566380322462933e-07,4.525373798388777e-06,-30.067250052575943,True,True,1.1980696087744424e-16
vit_ex0,vit:s0,all_candidates,mean_actual_kl,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.4566380322462933e-07,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,4.525373798388777e-06,-30.067250052575943,False,1.4580750212291438e-07,4.612288577058153e-06,-30.63272472201078,1.4566380322462933e-07,4.525373798388777e-06,-30.067250052575943,True,True,1.1980696087744424e-16
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.25,16384,0.25,4.0,16384,1.0,True,dense_mixed_q3_q4_damped_hessian_h47,single_quantization,16384,1.0,3.734375,0.0,0.010259251533882427,naive_prune_p65_q8_max_scale,16384,8,0.65,naive,max_scale,0.004181085857364719,0.5924570283167174,True,0.010259251533882427,0.004181085857364719,0.5924570283167174,0.012650670545134092,0.0046853246524066385,0.6296382365115986,True,True,0.0014913916662346064
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.25,16384,0.25,4.0,16384,1.0,True,dense_mixed_q3_q4_endpoint_kl_h47,single_quantization,16384,1.0,3.734375,0.0,0.012538430818278875,naive_prune_p65_q8_max_scale,16384,8,0.65,naive,max_scale,0.0046853246524066385,0.6263228851910049,True,0.010285305706417046,0.004181085857364719,0.5934893938294783,0.012538430818278875,0.0046853246524066385,0.6263228851910049,True,True,0.0014913916662346064
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.3,19520,0.2978515625,3.357377049180328,19520,1.0,True,dense_mixed_q4_q5_damped_hessian_h32,single_quantization,19520,1.0,4.5,0.0,0.0029334089612121856,naive_prune_p30_q5_loss_optimal_scale,19520,5,0.3,naive,loss_optimal_scale,0.0027973391635187895,0.046386235091191434,True,0.0029334089612121856,0.0027973391635187895,0.046386235091191434,0.003236405786366576,0.003447383457704203,-0.06518888089570685,True,True,-0.0014001158318484744
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.3,19520,0.2978515625,3.357377049180328,19520,1.0,True,dense_mixed_q4_q5_endpoint_kl_h32,single_quantization,19520,1.0,4.5,0.0,0.0032063118702889675,naive_prune_p30_q5_loss_optimal_scale,19520,5,0.3,naive,loss_optimal_scale,0.003447383457704203,-0.075186568608346,False,0.003018341535196774,0.0027973391635187895,0.07321980269657481,0.0032063118702889675,0.003447383457704203,-0.075186568608346,True,True,-0.0014001158318484744
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.35,22400,0.341796875,2.9257142857142857,22400,1.0,True,dense_mixed_q5_q6_damped_hessian_h13,single_quantization,22400,1.0,5.203125,0.0,0.0010322375073733366,naive_prune_p15_q5_loss_optimal_scale,22400,5,0.15,naive,loss_optimal_scale,0.0026058511336867736,-1.5244685598740768,False,0.0010322375073733366,0.0026058511336867736,-1.5244685598740768,0.001091188763897309,0.002969538483685543,-1.7213792717948149,True,True,-0.0025092176831573434
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.35,22400,0.341796875,2.9257142857142857,22400,1.0,True,dense_mixed_q5_q6_endpoint_kl_h13,single_quantization,22400,1.0,5.203125,0.0,0.0010749207085325643,naive_prune_p15_q5_loss_optimal_scale,22400,5,0.15,naive,loss_optimal_scale,0.002969538483685543,-1.7625651456091396,False,0.0010507191586367327,0.0026058511336867736,-1.4800643561765487,0.0010749207085325643,0.002969538483685543,-1.7625651456091396,True,True,-0.0025092176831573434
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.4,22400,0.341796875,2.9257142857142857,22400,1.0,True,dense_mixed_q5_q6_damped_hessian_h13,single_quantization,22400,1.0,5.203125,0.0,0.0010322375073733366,naive_prune_p15_q5_loss_optimal_scale,22400,5,0.15,naive,loss_optimal_scale,0.0026058511336867736,-1.5244685598740768,False,0.0010322375073733366,0.0026058511336867736,-1.5244685598740768,0.001091188763897309,0.002969538483685543,-1.7213792717948149,True,True,-0.0025092176831573434
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.4,24640,0.3759765625,2.6597402597402597,24640,1.0,True,dense_mixed_q5_q6_endpoint_kl_h48,single_quantization,24640,1.0,5.75,0.0,0.0006239197025106382,naive_prune_p05_q5_loss_optimal_scale,24640,5,0.05,naive,loss_optimal_scale,0.0028940091664588427,-3.6384320847913885,False,0.0006220493439548335,0.0027570813680942437,-3.4322550853689724,0.0006239197025106382,0.0028940091664588427,-3.6384320847913885,True,True,0.0032351626573565396
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.5,32448,0.4951171875,2.019723865877712,32448,1.0,True,dense_mixed_q7_q8_damped_hessian_h42,single_quantization,32448,1.0,7.65625,0.0,2.9300717116830525e-05,naive_prune_p05_q7_loss_optimal_scale,32448,7,0.05,naive,loss_optimal_scale,0.0001395798929256086,-3.763702279676731,False,2.9300717116830525e-05,0.0001395798929256086,-3.763702279676731,2.9273672570640358e-05,0.00013909698006746418,-3.7516067460209843,True,True,-0.0022297080979980736
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.5,32448,0.4951171875,2.019723865877712,32448,1.0,True,dense_mixed_q7_q8_damped_hessian_h42,single_quantization,32448,1.0,7.65625,0.0,2.9273672570640358e-05,naive_prune_p05_q7_loss_optimal_scale,32448,7,0.05,naive,loss_optimal_scale,0.00013909698006746418,-3.7516067460209843,False,2.9300717116830525e-05,0.0001395798929256086,-3.763702279676731,2.9273672570640358e-05,0.00013909698006746418,-3.7516067460209843,True,True,-0.0022297080979980736
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.6,36352,0.5546875,1.8028169014084507,36352,1.0,True,dense_mixed_q8_q9_damped_hessian_h39,single_quantization,36352,1.0,8.609375,0.0,7.145585862596401e-06,naive_prune_p05_q8_loss_optimal_scale,36352,8,0.05,naive,loss_optimal_scale,3.372989866590933e-05,-3.720382529089549,False,7.145585862596401e-06,3.372989866590933e-05,-3.720382529089549,7.14387303172068e-06,3.372547505750889e-05,-3.720895081387769,True,True,0.003309844340154489
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.6,36352,0.5546875,1.8028169014084507,36352,1.0,True,dense_mixed_q8_q9_damped_hessian_h39,single_quantization,36352,1.0,8.609375,0.0,7.14387303172068e-06,naive_prune_p05_q8_loss_optimal_scale,36352,8,0.05,naive,loss_optimal_scale,3.372547505750889e-05,-3.720895081387769,False,7.145585862596401e-06,3.372989866590933e-05,-3.720382529089549,7.14387303172068e-06,3.372547505750889e-05,-3.720895081387769,True,True,0.003309844340154489
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.6101665241159074e-07,naive_prune_p05_q10_loss_optimal_scale,44160,10,0.05,naive,loss_optimal_scale,6.7192602582244695e-06,-13.57487538264797,False,4.6101665241159074e-07,6.7192602582244695e-06,-13.57487538264797,4.605229826016946e-07,6.7105287511999575e-06,-13.571539325332392,True,True,-0.009650548573997234
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.605229826016946e-07,naive_prune_p05_q10_loss_optimal_scale,44160,10,0.05,naive,loss_optimal_scale,6.7105287511999575e-06,-13.571539325332392,False,4.6101665241159074e-07,6.7192602582244695e-06,-13.57487538264797,4.605229826016946e-07,6.7105287511999575e-06,-13.571539325332392,True,True,-0.009650548573997234
vit_ex0,vit:s0,taylor_comfort_only,mean_damped_hessian_quadratic,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.4580750212291438e-07,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,4.612288577058153e-06,-30.63272472201078,False,1.4580750212291438e-07,4.612288577058153e-06,-30.63272472201078,1.4566380322462933e-07,4.525373798388777e-06,-30.067250052575943,True,True,1.1980696087744424e-16
vit_ex0,vit:s0,taylor_comfort_only,mean_actual_kl,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.4566380322462933e-07,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,4.525373798388777e-06,-30.067250052575943,False,1.4580750212291438e-07,4.612288577058153e-06,-30.63272472201078,1.4566380322462933e-07,4.525373798388777e-06,-30.067250052575943,True,True,1.1980696087744424e-16
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.2,12544,0.19140625,5.224489795918367,12544,1.0,True,dense_mixed_q2_q3_damped_hessian_h51,single_quantization,12544,1.0,2.796875,0.0,0.13888899617303152,obs_prune_p55_q4_max_scale,12544,4,0.55,obs,max_scale,0.02121708305103382,0.8472371200336056,True,0.13888899617303152,0.02121708305103382,0.8472371200336056,0.18042519344606556,0.04749684769844819,0.7367504682063905,False,False,4.3309274030249927e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.2,12544,0.19140625,5.224489795918367,12544,1.0,True,dense_mixed_q2_q3_endpoint_kl_h51,single_quantization,12544,1.0,2.796875,0.0,0.1792993788131886,one_scale_prune_p55_q4_max_scale,12544,4,0.55,one_scale,max_scale,0.04719921732389494,0.7367574966722464,True,0.13917091409469165,0.034016270181384894,0.7555791711029484,0.1792993788131886,0.04719921732389494,0.7367574966722464,False,False,-0.05905188157742624
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.25,16320,0.2490234375,4.015686274509804,16320,1.0,True,dense_mixed_q3_q4_damped_hessian_h46,single_quantization,16320,1.0,3.71875,0.0,0.05969283238441796,obs_prune_p45_q5_max_scale,16320,5,0.45,obs,max_scale,0.011298159605087987,0.8107283713339556,True,0.05969283238441796,0.011298159605087987,0.8107283713339556,0.06538872442922711,0.030469445701583574,0.5340259965682325,True,False,7.063827202367303e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.25,16320,0.2490234375,4.015686274509804,16320,1.0,True,dense_mixed_q3_q4_endpoint_kl_h46,single_quantization,16320,1.0,3.71875,0.0,0.06396622966737489,one_scale_prune_p45_q5_max_scale,16320,5,0.45,one_scale,max_scale,0.025270771200523085,0.6049357398125327,True,0.06030974482295275,0.016683188232360483,0.7233749159221914,0.06396622966737489,0.025270771200523085,0.6049357398125327,True,False,-0.01939971914761314
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.3,18560,0.283203125,3.5310344827586206,18560,1.0,True,dense_mixed_q4_q5_damped_hessian_h17,single_quantization,18560,1.0,4.265625,0.0,0.029734140278489668,obs_prune_p45_q6_max_scale,18560,6,0.45,obs,max_scale,0.009696876285090299,0.6738807245049142,True,0.029734140278489668,0.009696876285090299,0.6738807245049142,0.03018906074167792,0.028768432929690085,0.04705770160071818,True,False,6.558329328521893e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.3,19520,0.2978515625,3.357377049180328,19520,1.0,True,dense_mixed_q4_q5_endpoint_kl_h32,single_quantization,19520,1.0,4.5,0.0,0.022974619057496933,obs_prune_p30_q5_max_scale,19520,5,0.3,obs,max_scale,0.016834936923559266,0.26723760331226054,True,0.02285244877182302,0.012479494888644329,0.4539099501655377,0.022974619057496933,0.016834936923559266,0.26723760331226054,True,False,4.5827153769088836e-17
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.35,22400,0.341796875,2.9257142857142857,22400,1.0,True,dense_mixed_q5_q6_damped_hessian_h13,single_quantization,22400,1.0,5.203125,0.0,0.00849551380472029,obs_prune_p30_q6_max_scale,22400,6,0.3,obs,max_scale,0.006329920396421537,0.2549102335747489,True,0.00849551380472029,0.006329920396421537,0.2549102335747489,0.008470808647006695,0.010573831251050832,-0.248267041752534,True,False,-1.2138512911280445e-16
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.35,22400,0.341796875,2.9257142857142857,22400,1.0,True,dense_mixed_q5_q6_endpoint_kl_h13,single_quantization,22400,1.0,5.203125,0.0,0.00846949800903091,obs_prune_p30_q6_max_scale,22400,6,0.3,obs,max_scale,0.010573831251050832,-0.24846020859513746,False,0.008497862654297621,0.006329920396421537,0.2551161799231588,0.00846949800903091,0.010573831251050832,-0.24846020859513746,True,False,-1.2138512911280445e-16
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.4,25856,0.39453125,2.5346534653465347,25856,1.0,True,dense_mixed_q6_q7_damped_hessian_h3,single_quantization,25856,1.0,6.046875,0.0,0.0027137280816194047,obs_prune_p15_q6_max_scale,25856,6,0.15,obs,max_scale,0.0032335945755905017,-0.19156911758854966,False,0.0027137280816194047,0.0032335945755905017,-0.19156911758854966,0.0027152158985064463,0.0060361977794631426,-1.2231004844894517,True,False,-2.457534629760037e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.4,25856,0.39453125,2.5346534653465347,25856,1.0,True,dense_mixed_q6_q7_damped_hessian_h3,single_quantization,25856,1.0,6.046875,0.0,0.0027152158985064463,obs_prune_p15_q6_max_scale,25856,6,0.15,obs,max_scale,0.0060361977794631426,-1.2231004844894517,False,0.0027137280816194047,0.0032335945755905017,-0.19156911758854966,0.0027152158985064463,0.0060361977794631426,-1.2231004844894517,True,False,-2.457534629760037e-17
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.5,32448,0.4951171875,2.019723865877712,32448,1.0,True,dense_mixed_q7_q8_damped_hessian_h42,single_quantization,32448,1.0,7.65625,0.0,0.00026972381080155126,obs_prune_p05_q7_max_scale,32448,7,0.05,obs,max_scale,0.0007880742968712289,-1.9217824504602339,False,0.00026972381080155126,0.0007880742968712289,-1.9217824504602339,0.00026980285774387254,0.0009570734510954057,-2.547306574506221,True,False,9.132122596769308e-18
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.5,32448,0.4951171875,2.019723865877712,32448,1.0,True,dense_mixed_q7_q8_damped_hessian_h42,single_quantization,32448,1.0,7.65625,0.0,0.00026980285774387254,obs_prune_p05_q7_max_scale,32448,7,0.05,obs,max_scale,0.0009570734510954057,-2.547306574506221,False,0.00026972381080155126,0.0007880742968712289,-1.9217824504602339,0.00026980285774387254,0.0009570734510954057,-2.547306574506221,True,False,9.132122596769308e-18
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.6,36352,0.5546875,1.8028169014084507,36352,1.0,True,dense_mixed_q8_q9_damped_hessian_h39,single_quantization,36352,1.0,8.609375,0.0,6.849429282075069e-05,obs_prune_p05_q8_max_scale,36352,8,0.05,obs,max_scale,0.00023251895425591384,-2.3947201245571668,False,6.849429282075069e-05,0.00023251895425591384,-2.3947201245571668,6.84870160182577e-05,0.00040115897681975777,-4.857445690330768,True,False,7.913868029903103e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.6,36352,0.5546875,1.8028169014084507,36352,1.0,True,dense_mixed_q8_q9_damped_hessian_h39,single_quantization,36352,1.0,8.609375,0.0,6.84870160182577e-05,obs_prune_p05_q8_max_scale,36352,8,0.05,obs,max_scale,0.00040115897681975777,-4.857445690330768,False,6.849429282075069e-05,0.00023251895425591384,-2.3947201245571668,6.84870160182577e-05,0.00040115897681975777,-4.857445690330768,True,False,7.913868029903103e-17
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.756108386328824e-06,obs_prune_p05_q10_max_scale,44160,10,0.05,obs,max_scale,7.639741872398812e-05,-15.063010452745015,False,4.756108386328824e-06,7.639741872398812e-05,-15.063010452745015,4.755887539512912e-06,0.0002450027245942785,-50.51566822359537,True,False,7.904441393728337e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.7,44160,0.673828125,1.4840579710144928,44160,1.0,True,dense_mixed_q10_q11_damped_hessian_h33,single_quantization,44160,1.0,10.515625,0.0,4.755887539512912e-06,obs_prune_p05_q10_max_scale,44160,10,0.05,obs,max_scale,0.0002450027245942785,-50.51566822359537,False,4.756108386328824e-06,7.639741872398812e-05,-15.063010452745015,4.755887539512912e-06,0.0002450027245942785,-50.51566822359537,True,False,7.904441393728337e-17
vit_ex1,vit:s0,all_candidates,mean_damped_hessian_quadratic,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.3020743675044971e-06,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,6.852140511338513e-05,-51.62480148865112,False,1.3020743675044971e-06,6.852140511338513e-05,-51.62480148865112,1.3019291871383326e-06,0.00023709107765152663,-181.10750630198078,True,False,5.995683812687623e-17
vit_ex1,vit:s0,all_candidates,mean_actual_kl,0.8,48064,0.7333984375,1.363515312916112,48064,1.0,True,dense_mixed_q11_q12_damped_hessian_h30,single_quantization,48064,1.0,11.46875,0.0,1.3019291871383326e-06,obs_prune_p05_q11_max_scale,48064,11,0.05,obs,max_scale,0.00023709107765152663,-181.10750630198078,False,1.3020743675044971e-06,6.852140511338513e-05,-51.62480148865112,1.3019291871383326e-06,0.00023709107765152663,-181.10750630198078,True,False,5.995683812687623e-17
