key,label,map_id,grid_shape,n,grid_bccb_error,flat_bcm_error,permuted_bcm_error,monarch_proxy_error,sink_global_mass,local_cyclic_mass,sparse_routing_mass,sink_global_density,local_cyclic_density,sparse_routing_density,nominal_budget_ratio,full_hybrid_error,only_sink_global_error,only_local_cyclic_error,only_sparse_routing_error,no_sink_global_error,no_local_cyclic_error,no_sparse_routing_error,delta_no_sink_global,delta_no_local_cyclic,delta_no_sparse_routing,dominant_failure_mode
ex0,ViT L0 H0,vit:s0:l0:h0,8x8,64,0.9849249124526978,0.8642424941062927,0.8618378043174744,0.6653580069541931,0.970220993920354,0.015574774415337908,0.008395520407645582,0.487548828125,0.140625,0.0185546875,6.291858678955453,0.037832557883550735,0.04458168249061966,1.068963027267716,1.4277581196020406,1.0790879086758312,0.03563700784341373,0.04434564414810724,1.0412553507922804,-0.0021955500401370023,0.006513086264556503,sink_or_low_rank_global_needed
ex1,ViT L5 H0,vit:s0:l5:h0,8x8,64,0.842901349067688,0.42794761061668396,0.4284037947654724,1.226486325263977,0.8941774432627864,0.11255748406525556,0.011841821548298643,0.791748046875,0.140625,0.03125,6.291858678955453,0.1341729901026912,0.13775630448849702,1.5763566781757685,2.9627695027741896,1.457922339550823,0.1319873860775587,0.14179517798685418,1.3237493494481318,-0.002185604025132515,0.0076221878841629676,sink_or_low_rank_global_needed
ex2,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,8x8,64,0.6954010725021362,0.5980809330940247,0.5995753407478333,0.2441105842590332,0.577133412925293,0.2648904063272679,0.1015605521275643,0.884521484375,0.140625,0.03125,6.291858678955453,0.2904636084411998,0.6477958504858656,1.639486422273009,2.6295065325119436,1.2970340520287185,0.4876246892806041,0.45606419144359145,1.0065704435875187,0.1971610808394043,0.16560058300239167,sink_or_low_rank_global_needed
ex3,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,14x14,196,0.9813426733016968,0.8498204946517944,0.8520459532737732,0.8348357677459717,0.6957996092203989,0.07856570716812254,0.15733883670742774,0.908866097459392,0.04591836734693878,0.02040816326530612,9.767607424357996,0.12489091393652979,0.3684189332405612,1.255050642484488,1.2909766498500044,1.0969225706474406,0.15410263201939095,0.3032026998430001,0.9720316567109109,0.02921171808286116,0.1783117859064703,sink_or_low_rank_global_needed
