family,scope,sample,layer,head,frame,grid_shape,map_id,entropy_mean,entropy_std,row_argmax_unique_fraction,col_mass_gini,top1_col_mass_fraction,top2_col_mass_fraction,top4_col_mass_fraction,sink2_cols,sink4_cols,local_radius1_mass,local_radius2_mass,top1_per_row_mass_mean,top2_per_row_mass_mean,top4_per_row_mass_mean,effective_rank,effective_rank_fraction,sink2_matrix_error,local1_matrix_error,row_top4_matrix_error,union_sink_local_top4_matrix_error,drop_sink2_matrix_error,drop_local1_matrix_error,drop_row_top4_matrix_error,drop_union_sink_local_top4_matrix_error,sink2_output_error,local1_output_error,row_top4_output_error,union_sink_local_top4_output_error,drop_sink2_output_error,drop_local1_output_error,drop_row_top4_output_error,drop_union_sink_local_top4_output_error,sink2_raw_component_norm_ratio,local1_raw_component_norm_ratio,row_top4_raw_component_norm_ratio,union_raw_component_norm_ratio,base_output_norm,value_norm,sink2_random_v_output_error,local1_random_v_output_error,row_top4_random_v_output_error,union_random_v_output_error,sink2_permuted_v_output_error,local1_permuted_v_output_error,row_top4_permuted_v_output_error,union_permuted_v_output_error,sink2_orthogonalized_v_output_error,local1_orthogonalized_v_output_error,row_top4_orthogonalized_v_output_error,union_orthogonalized_v_output_error
vit,patch_patch_resoftmax_exact_layer0,0,0,0,,8x8,vit:s0:l0:h0,1.1623926162719727,1.0827370882034302,0.0625,0.8596758842468262,0.41029560565948486,0.6518391370773315,0.7896108627319336,"20,2","20,2,6,0",0.12726861238479614,0.3896545469760895,0.651680588722229,0.7643068432807922,0.8898540735244751,4.554688930511475,0.07116701453924179,0.6544011831283569,1.3439221382141113,0.18638744950294495,0.13550043106079102,1.1725208759307861,0.4163662791252136,1.3249987363815308,1.3505717515945435,0.35948559641838074,0.8830220103263855,0.17033067345619202,0.11492134630680084,0.725389301776886,0.25376972556114197,0.8541642427444458,0.8376368880271912,0.8575230836868286,0.3068883419036865,0.9800388216972351,0.981490433216095,115.57465362548828,129.38800048828125,0.5008870363235474,1.2713308334350586,0.18078447878360748,0.14100566506385803,0.7235922813415527,1.416014313697815,0.19083566963672638,0.14250493049621582,0.5899316668510437,1.33472740650177,0.20489659905433655,0.1467951387166977
vit,patch_patch_resoftmax_exact_layer0,0,0,1,,8x8,vit:s0:l0:h1,1.475773572921753,1.2444334030151367,0.109375,0.8057451248168945,0.3658459782600403,0.5324054956436157,0.7167049050331116,"13,60","13,60,61,41",0.1350668966770172,0.41883760690689087,0.5387160778045654,0.6993343830108643,0.8081716299057007,5.293270587921143,0.08270735293626785,0.8983733654022217,1.420210599899292,0.27407482266426086,0.20039118826389313,1.129006266593933,0.48829564452171326,1.2300586700439453,1.2612264156341553,0.40340957045555115,0.8549162149429321,0.22615499794483185,0.1470523327589035,0.5839082598686218,0.26458582282066345,0.7591224312782288,0.7816850543022156,0.6749219298362732,0.3339928090572357,0.9373916387557983,0.9425663948059082,121.56752014160156,122.96031951904297,0.845512866973877,1.3561381101608276,0.2526050806045532,0.1904648095369339,0.816153883934021,1.1933120489120483,0.3008763790130615,0.20958733558654785,0.8394227027893066,1.4154536724090576,0.2804814875125885,0.20599240064620972
vit,patch_patch_resoftmax_exact_layer0,0,0,2,,8x8,vit:s0:l0:h2,1.6539385318756104,1.042684555053711,0.125,0.7870266437530518,0.22445793449878693,0.4367479979991913,0.6997425556182861,"8,59","8,59,51,20",0.15082885324954987,0.4367673993110657,0.45440125465393066,0.7088096141815186,0.8144088983535767,7.040877819061279,0.11001371592283249,1.147972583770752,1.523131251335144,0.3051603436470032,0.2183299958705902,1.0916476249694824,0.5153851509094238,1.367095947265625,1.3960696458816528,0.7875258922576904,1.1452678442001343,0.23194506764411926,0.1618867665529251,0.7950761318206787,0.33067283034324646,0.8849419951438904,0.9429115056991577,0.6055615544319153,0.30520594120025635,0.9405975341796875,0.9485089778900146,107.22540283203125,138.07481384277344,1.0408339500427246,1.4848312139511108,0.30839458107948303,0.22857502102851868,0.8561950922012329,1.2139164209365845,0.2783188819885254,0.18397116661071777,1.1121635437011719,1.4784166812896729,0.2999398410320282,0.2174452245235443
vit,patch_patch_resoftmax_exact_layer0,0,0,3,,8x8,vit:s0:l0:h3,1.3167892694473267,1.2243939638137817,0.125,0.8320398330688477,0.40010690689086914,0.5564960241317749,0.7565593719482422,"5,55","5,55,34,22",0.11104539781808853,0.3698691427707672,0.5709989666938782,0.6984180808067322,0.8531997799873352,5.047885417938232,0.07887320965528488,0.8606475591659546,1.4057508707046509,0.22598953545093536,0.1581733375787735,1.10148286819458,0.4114800989627838,1.2352006435394287,1.2616900205612183,0.5845913290977478,1.3960357904434204,0.24992972612380981,0.18816696107387543,0.8265146017074585,0.29868945479393005,1.2377057075500488,1.2801774740219116,0.6467043161392212,0.25145673751831055,0.9697657227516174,0.9714257121086121,90.38201904296875,131.185546875,0.8966627717018127,1.726352572441101,0.27823489904403687,0.2004566639661789,0.701485276222229,1.5319788455963135,0.23846367001533508,0.17149662971496582,0.6891688108444214,1.3788515329360962,0.22294151782989502,0.16079387068748474
vit,patch_patch_resoftmax_exact_layer0,0,0,4,,8x8,vit:s0:l0:h4,1.2817331552505493,1.1379410028457642,0.109375,0.8299634456634521,0.3422255218029022,0.5638492107391357,0.7897897362709045,"55,49","55,49,28,9",0.12097923457622528,0.39920520782470703,0.5718181729316711,0.7897424697875977,0.8628581166267395,4.836277008056641,0.07556682825088501,0.823011040687561,1.4218254089355469,0.22989721596240997,0.15242090821266174,1.1299799680709839,0.4496265649795532,1.220788598060608,1.2811434268951416,0.4384860098361969,1.097480297088623,0.23992255330085754,0.1660640686750412,0.6912767291069031,0.29153019189834595,1.0992544889450073,1.1085313558578491,0.6307565569877625,0.268551766872406,0.9873658418655396,0.9905540943145752,106.17372131347656,124.40292358398438,0.8781242966651917,1.4675153493881226,0.22478435933589935,0.14204782247543335,0.8138423562049866,1.2759969234466553,0.21195180714130402,0.14519156515598297,0.843646228313446,1.331807017326355,0.23548294603824615,0.15505783259868622
vit,patch_patch_resoftmax_exact_layer0,0,0,5,,8x8,vit:s0:l0:h5,0.7666237354278564,1.0998555421829224,0.046875,0.8833540678024292,0.439875990152359,0.7871589660644531,0.8800356388092041,"34,31","34,31,36,63",0.12970323860645294,0.3693302869796753,0.7872995734214783,0.8721110820770264,0.9107182025909424,3.907728672027588,0.06105826050043106,0.4471372365951538,1.2883343696594238,0.14814266562461853,0.10505252331495285,1.2945127487182617,0.46737879514694214,1.2615330219268799,1.2623372077941895,0.428158700466156,1.2205345630645752,0.14259256422519684,0.1058168038725853,1.3919116258621216,0.49432089924812317,1.0670140981674194,1.0621907711029053,0.9767038822174072,0.3335435688495636,0.9895588755607605,0.9908779859542847,96.53633880615234,108.28285217285156,0.3900664150714874,1.2617056369781494,0.15092574059963226,0.10222908854484558,0.3930579125881195,1.0115634202957153,0.13196346163749695,0.09430918097496033,0.4185541868209839,1.2785545587539673,0.1569972187280655,0.11225433647632599
vit,patch_patch_resoftmax_exact_layer0,1,0,0,,8x8,vit:s1:l0:h0,1.6211910247802734,1.1307475566864014,0.109375,0.7920007705688477,0.3345683515071869,0.493551641702652,0.6794395446777344,"12,46","12,46,29,48",0.13277526199817657,0.3645961880683899,0.49449002742767334,0.6459794044494629,0.8111146092414856,5.947879791259766,0.09293562173843384,0.9893938899040222,1.4875344038009644,0.2908356487751007,0.2111586332321167,1.1480377912521362,0.4636111259460449,1.2983195781707764,1.3169409036636353,0.6694610118865967,1.179616928100586,0.19440613687038422,0.14395968616008759,0.9754740595817566,0.3950418531894684,0.6275769472122192,0.6709740161895752,0.7410210967063904,0.3117171823978424,0.9196247458457947,0.9285337924957275,88.51504516601562,124.89947509765625,1.0988893508911133,1.5611777305603027,0.3363555669784546,0.237320676445961,0.7613977193832397,1.2189017534255981,0.24318599700927734,0.18580849468708038,0.9238588809967041,1.4738346338272095,0.2666304111480713,0.19711589813232422
vit,patch_patch_resoftmax_exact_layer0,1,0,1,,8x8,vit:s1:l0:h1,1.5334540605545044,1.3639464378356934,0.09375,0.7644518613815308,0.32395899295806885,0.6014881134033203,0.6955645680427551,"33,34","33,34,30,12",0.14086289703845978,0.41295355558395386,0.6022659540176392,0.693115234375,0.7844109535217285,5.306870460510254,0.08291985094547272,0.7412066459655762,1.3554874658584595,0.2830529510974884,0.19383776187896729,1.201560616493225,0.41767561435699463,1.213469386100769,1.2248998880386353,0.5035985708236694,0.8217980861663818,0.22124193608760834,0.14722050726413727,0.62554532289505,0.24790512025356293,0.8779131174087524,0.8790547847747803,0.8725206851959229,0.3063566982746124,0.9565732479095459,0.9608954191207886,110.22677612304688,112.82624816894531,0.6921012997627258,1.3611149787902832,0.30457380414009094,0.20397217571735382,0.6580607891082764,1.2109391689300537,0.23938550055027008,0.15397310256958008,0.7454615831375122,1.3001662492752075,0.2860594689846039,0.19612416625022888
vit,patch_patch_resoftmax_exact_layer0,1,0,2,,8x8,vit:s1:l0:h2,1.545691728591919,1.1479287147521973,0.140625,0.809058666229248,0.3272086977958679,0.5332894325256348,0.687235951423645,"44,1","44,1,53,2",0.15111856162548065,0.44614535570144653,0.5359201431274414,0.6955234408378601,0.7986047863960266,6.180691719055176,0.09657330811023712,0.9082025289535522,1.419524073600769,0.2832905352115631,0.21724697947502136,1.2518304586410522,0.514060914516449,1.1900936365127563,1.218660831451416,0.4366884231567383,0.9168983697891235,0.19094431400299072,0.15695661306381226,0.6013511419296265,0.29924845695495605,0.7231429815292358,0.7352355718612671,0.7810615301132202,0.3464808166027069,0.9163455963134766,0.9269546866416931,121.13607025146484,135.1061248779297,0.9875463247299194,1.3904598951339722,0.2774166166782379,0.21474631130695343,0.7939866781234741,1.1397638320922852,0.20713232457637787,0.15526250004768372,0.8275057673454285,1.3741867542266846,0.27488791942596436,0.2078317403793335
vit,patch_patch_resoftmax_exact_layer0,1,0,3,,8x8,vit:s1:l0:h3,1.1733512878417969,1.2983644008636475,0.109375,0.8133761882781982,0.3849700391292572,0.6812271475791931,0.7945442199707031,"14,35","14,35,52,8",0.1371072679758072,0.3658846616744995,0.6831207871437073,0.7952797412872314,0.8386715650558472,4.4944610595703125,0.07022595405578613,0.5967509746551514,1.307852864265442,0.2321549355983734,0.1572514772415161,1.2213797569274902,0.4392215609550476,1.2022205591201782,1.2217466831207275,0.6023164391517639,1.3921546936035156,0.2756507694721222,0.1756836473941803,1.0060640573501587,0.440059632062912,1.1994764804840088,1.194912075996399,0.8701308965682983,0.3736321032047272,0.9754384756088257,0.9776726961135864,92.28881072998047,133.22564697265625,0.6824174523353577,1.380845069885254,0.23670662939548492,0.15552948415279388,0.799317479133606,1.7601667642593384,0.28958186507225037,0.2131260335445404,0.5563114285469055,1.2453886270523071,0.23765674233436584,0.16196921467781067
