method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
dense_cache008,1,1,1.025351378321341,1.025351378321341,5.892129220999777,0.9680570954439053,0.9680570954439053,0.9646394833534643,33.74773673706285,0.05,0.0,21579.857421875
fp8,1,1,1.0279721378999855,1.0279721378999855,5.877107555017574,0.6768883808339677,0.6768883808339677,0.604653712849608,19.186415012625684,0.0,0.0,21534.244140625
hybrid,1,1,0.9617377870822764,0.9617377870822764,6.281860710005276,0.6643870214063962,0.6643870214063962,0.6015437371565844,18.89523151879375,0.0,2400.0,21535.119140625
hybrid_refresh4,1,1,0.9573616949028091,0.9573616949028091,6.310575041978154,0.8591630899102078,0.8591630899102078,0.8225622465849287,24.072079861243367,0.0,1440.0,21535.119140625
hybrid_refresh4_cache008,1,1,1.013215862144387,1.013215862144387,5.9627005890069995,0.8460533263346952,0.8460533263346952,0.8043821778860805,23.60802138822837,0.05,1440.0,21578.982421875
