bank_count,heads,aggregate_relative_l2,head_error_median,head_error_max,worst_head,tile_error_max,mask_jaccard_mean,basis_overlap_mean,captured_energy_mean,basis_parameters,basis_fp16_mib,aggregate_go,all_heads_go
1,12,0.029402715665102462,0.027960791079755534,0.13880698322767873,9,0.1725941306507474,0.8084282477696737,0.741339698433876,0.9195205610400686,24576,0.046875,False,False
2,12,0.028229057703058103,0.029789246171929518,0.12126148580230593,9,0.1694555984227598,0.8084282477696737,0.7341570382316908,0.9130351040512323,49152,0.09375,False,False
4,12,0.02860753024962836,0.031658552304140664,0.1232005138065147,9,0.16458716549163088,0.8084282477696737,0.7143636519710223,0.9026258662246013,98304,0.1875,False,False
8,12,0.02918816081469173,0.0320932583814626,0.12597124939302967,9,0.1802453672557677,0.8084282477696737,0.6928957588970661,0.8904935713556673,196608,0.375,False,False
16,12,0.03033006660136239,0.03405641470027519,0.1271364096618641,9,0.1682424745542925,0.8084282477696737,0.6643931890527407,0.8726496260308826,393216,0.75,False,False
