weight_file,layer_key,method,trainable_params,stored_params,estimated_bits_fp16,estimated_bits_int8,estimated_bits_int4_delta,bcm_direct_ops,bcm_fft_ops,lowrank_ops,total_ops,activation_memory,extra_latency_proxy,block_size,rank,num_bcm_basis,sparse_ratio,delta_mode,objective,relative_fro_error,spectral_error,activation_error
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,12288,12288,196608,98304,49152,0,0,12288,12288,3072,0.005208333333333333,32,4,1,0.0,horizontal,0.0,0.9305311441421509,0.34452205896377563,0.9331366419792175
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,24576,24576,393216,196608,98304,0,0,24576,24576,3072,0.010416666666666666,32,8,1,0.0,horizontal,0.0,0.9156500101089478,0.30404752492904663,0.918860673904419
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,12288,12288,196608,98304,49152,0,0,12288,12288,3072,0.005208333333333333,64,4,1,0.0,horizontal,0.0,0.9312646389007568,0.345131516456604,0.9346026182174683
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,lowrank_svd,24576,24576,393216,196608,98304,0,0,24576,24576,3072,0.010416666666666666,64,8,1,0.0,horizontal,0.0,0.916195273399353,0.3097211420536041,0.9198734760284424
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,73728,73728,1179648,589824,294912,2359296,2949120,0,2359296,3072,1.0,32,0,1,0.0,horizontal,0.0048820809461176395,0.9895340800285339,0.9671239852905273,0.9899836182594299
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,36864,36864,589824,294912,147456,2359296,1769472,0,2359296,3072,1.0,64,0,1,0.0,horizontal,0.004929389804601669,0.9943197965621948,0.9834577441215515,0.9943121075630188
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,86016,86016,1376256,688128,344064,2359296,2949120,12288,2371584,3072,1.0052083333333333,32,4,1,0.0,horizontal,0.004315920174121857,0.9303873181343079,0.3809203505516052,0.9337018728256226
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,98304,98304,1572864,786432,393216,2359296,2949120,24576,2383872,3072,1.0104166666666667,32,8,1,0.0,horizontal,0.004140335600823164,0.9112623929977417,0.3039076030254364,0.9145159721374512
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,49152,49152,786432,393216,196608,2359296,1769472,12288,2371584,3072,1.0052083333333333,64,4,1,0.0,horizontal,0.004362781066447496,0.9354217648506165,0.3627806603908539,0.9384836554527283
results/matrix_fit/subsets/bitnet_qproj_retry/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,61440,61440,983040,491520,245760,2359296,1769472,24576,2383872,3072,1.0104166666666667,64,8,1,0.0,horizontal,0.004200377035886049,0.9178496599197388,0.30037158727645874,0.9209487438201904
