sample_id,split,block,target_step,branch,horizon,target_visible,base_renderer,residual_target_sq,output_target_sq,defect_total_energy,tokens,channels,estimated_exact_block_macs,base_renderer_macs,base_fit_and_rollout_ms,rank,error_sq,residual_relative_l2,output_relative_l2,defect_remaining_energy,state_factor_values,state_factor_bytes_fp16,render_macs,render_to_exact_macs,base_plus_render_macs,base_plus_render_to_exact_macs,svd_ms
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,0,62451.27481331043,0.3644994431440303,0.10467600866934883,1.0,0,0,0,0.0,47923200,0.0001008471157724889,0.0
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,8,25742.874697213003,0.23402094920879235,0.06720553177500783,0.412207353394755,74688,149376,191692800,0.0004033884630899556,239616000,0.0005042355788624445,289.05551321804523
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,16,22713.400312396137,0.21982004516239123,0.06312735282841808,0.36369794513982695,149376,298752,383385600,0.0008067769261799112,431308800,0.0009076240419524002,289.05551321804523
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,32,19112.567871364066,0.20164420037710862,0.05790766066673434,0.3060396755023455,298752,597504,766771200,0.0016135538523598225,814694400,0.0017144009681323113,289.05551321804523
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,64,14926.399109476013,0.17819837528915125,0.051174549172796374,0.23900871775198643,597504,1195008,1533542400,0.003227107704719645,1581465600,0.003327954820492134,289.05551321804523
p04_seed2026082205,selection,20,4,0,1,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,62451.27481331043,7800,1536,475206451200,47923200,2.5419811718165874,96,12484.80474548263,0.16297353751755758,0.046802319583575745,0.19991272856340436,896256,1792512,2300313600,0.004840661557079467,2348236800,0.004941508672851956,289.05551321804523
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,0,143274.8190655008,0.5520916127665564,0.15854824343693463,1.0,0,0,0,0.0,95846400,0.0002016942315449778,0.0
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,8,49587.87678283082,0.3247984678110228,0.09327478511110768,0.34610322381278125,74688,149376,191692800,0.0004033884630899556,287539200,0.0006050826946349334,9.115925058722496
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,16,43455.28112178865,0.3040517427793887,0.0873167942002305,0.30330019883305753,149376,298752,383385600,0.0008067769261799112,479232000,0.001008471157724889,9.115925058722496
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,32,35947.36675010611,0.276541144841652,0.07941637173760523,0.25089800828294023,298752,597504,766771200,0.0016135538523598225,862617600,0.0018152480839048004,9.115925058722496
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,64,27659.474791495115,0.24257619516455087,0.06966240521247843,0.19305189121586586,597504,1195008,1533542400,0.003227107704719645,1629388800,0.0034288019362646227,9.115925058722496
p04_seed2026082205,selection,20,4,0,2,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,143274.8190655008,7800,1536,475206451200,95846400,2.1360469982028008,96,22828.991725734988,0.22037868155193,0.0632877805839449,0.15933708287764148,896256,1792512,2300313600,0.004840661557079467,2396160000,0.005042355788624445,9.115925058722496
p04_seed2026082205,selection,20,4,0,3,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,447113.75383989664,7800,1536,475206451200,143769600,1.9840318709611893,0,447113.75383989664,0.9752932757601476,0.28008220398922945,1.0,0,0,0,0.0,143769600,0.0003025413473174667,0.0
p04_seed2026082205,selection,20,4,0,3,True,causal_current_input_channel_diagonal,470053.8018750253,5699634.400779344,447113.75383989664,7800,1536,475206451200,143769600,1.9840318709611893,8,67563.52059527382,0.3791249368658198,0.10887612018230552,0.15111036076770742,74688,149376,191692800,0.0004033884630899556,335462400,0.0007059298104074224,8.98858206346631
