sample_id,cell,layer,sampling_step,branch,head,tile_index,query_start,family,chosen_family,density_target,rank,reference_sq,critical_residual_sq,adaptive_residual_sq,initial_adaptive_residual_sq,critical_output_relative_l2,adaptive_output_relative_l2,initial_adaptive_output_relative_l2,rank_aware_relative_improvement,selected_attention_mass_mean,accepted_alternations,accepted_swaps,selection_signature,oracle_access,query_tokens,key_tokens,logical_pairs,execution_pairs,logical_density,execution_density,kernel_tiles,defect_energy_rank4,defect_energy_rank8,defect_energy_rank16,defect_energy_rank32,rank_required_for_record_gate
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,fixed64,fixed64,0.125,16,382.00860595703125,33.20940399169922,0.0010688038310036063,0.0011111764470115304,0.2948451356949149,0.0016726783181558902,0.0017055126313484104,0.038133112092038735,0.46971166133880615,1,1,8fb740e2b6cb049efe200511f219c3e042a5ac5a3113bfb7b78fb0e46d404629,heldout_dense_AV_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,64,0.9972655773162842,0.9995081424713135,0.9999675154685974,0.999997615814209,6
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,shifted64,shifted64,0.125,16,382.00860595703125,37.19834899902344,0.0011600079014897346,0.0012227895203977823,0.31205077025199496,0.0017425847148860392,0.0017891192173164288,0.05134294812047813,0.4676937460899353,0,1,ef6a9b34fb8b54afbb7c615819475493c22a48833f03583a0fa8859289388b1f,heldout_dense_AV_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,64,0.9976257085800171,0.9995974898338318,0.9999686479568481,0.9999982118606567,6
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,hierarchical32,hierarchical32,0.125,16,382.00860595703125,35.62010955810547,0.001352265477180481,0.0014595836400985718,0.30535923013617866,0.0018814574758048625,0.0019546901297935685,0.07352655919796636,0.47088339924812317,0,1,a8ded90b53bdca5d0df1751f3fad22d3f11e6c5adb7759e4d234bea08637205b,heldout_dense_AV_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,256,0.9976076483726501,0.9994337558746338,0.9999621510505676,0.9999979138374329,7
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,shifted32,shifted32,0.125,16,382.00860595703125,30.183597564697266,0.0013832214754074812,0.001544126309454441,0.2810922860107076,0.0019028707397580973,0.002010503520522983,0.10420445080286833,0.468360960483551,1,1,01736f88397eaf01d1cb05b9c56657d2b158a08dc6ab6bc71a7f39dabe04877e,heldout_dense_AV_support_and_tail,64,32760,261120,262144,0.12454212454212454,0.12503052503052503,256,0.9969056844711304,0.999385416507721,0.9999540448188782,0.9999974370002747,6
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,thw8x8,thw8x8,0.125,16,382.00860595703125,28.105817794799805,0.0014041161630302668,0.00150018441490829,0.27124487411372905,0.0019171890765171042,0.001981690152350167,0.0640376282564541,0.44483745098114014,1,1,8179d689c4cd84e3d05dfb0adc5f83eebfc01365f02de50e6c0989b549395dd4,heldout_dense_AV_support_and_tail,64,32760,247808,262144,0.11819291819291819,0.12503052503052503,64,0.9957788586616516,0.9994559288024902,0.999950110912323,0.9999969601631165,6
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,motion_warp8x8,motion_warp8x8,0.125,16,382.00860595703125,38.447540283203125,0.005356253124773502,0.005356253124773502,0.31724713363005086,0.0037445011894097205,0.0037445011894097205,0.0,0.15493272244930267,0,0,7f58b50e4daf8728578f25b065cd6e0ab32dfefa405f0d53cb003863bc4662cf,heldout_dense_AV_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,64,0.9949496984481812,0.9987296462059021,0.9998607635498047,0.9999926090240479,9
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,support_family_oracle,fixed64,0.125,16,382.00860595703125,33.20940399169922,0.0010688038310036063,0.0011111764470115304,0.2948451356949149,0.0016726783181558902,0.0017055126313484104,0.038133112092038735,0.46971166133880615,1,1,8fb740e2b6cb049efe200511f219c3e042a5ac5a3113bfb7b78fb0e46d404629,heldout_dense_AV_family_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,64,0.9972655773162842,0.9995081424713135,0.9999675154685974,0.999997615814209,6
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,fixed64,fixed64,0.25,16,382.00860595703125,11.380399703979492,0.00034514820436015725,0.00035117444349452853,0.17260055362258492,0.0009505308916169687,0.0009587930515190322,0.017160243992712876,0.6650719046592712,0,1,05daec44047e35839fda503566987c78ed7085a824e606474a4c8e577df28474,heldout_dense_AV_support_and_tail,64,32760,524288,524288,0.25006105006105006,0.25006105006105006,128,0.9968587756156921,0.9995777010917664,0.9999698400497437,0.9999982118606567,4
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,shifted64,shifted64,0.25,16,382.00860595703125,11.011897087097168,0.0003404043964110315,0.0003531913971528411,0.16978311549344052,0.0009439761174226066,0.0009615425004083321,0.03620416817875127,0.6659071445465088,0,1,04992ad3ab5b210dae0c4b9a7443e7f3533d04a8f3153213c15a75a2bb305dec,heldout_dense_AV_support_and_tail,64,32760,522240,524288,0.2490842490842491,0.25006105006105006,128,0.9968528747558594,0.9995443224906921,0.9999688267707825,0.9999979138374329,4
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,hierarchical32,hierarchical32,0.25,16,382.00860595703125,11.402777671813965,0.0004038905899506062,0.0004117724020034075,0.172770167733691,0.001028241892813726,0.001038226343895191,0.019141185796944238,0.6674890220165253,0,1,68a4503de371370e3b24ca2788d52551a4e7c1cd3b6d3c4ff98302064d4351fe,heldout_dense_AV_support_and_tail,64,32760,524288,524288,0.25006105006105006,0.25006105006105006,512,0.9965331554412842,0.9994660019874573,0.9999644756317139,0.9999978542327881,5
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,shifted32,shifted32,0.25,16,382.00860595703125,10.757816314697266,0.0004101432568859309,0.00042399196536280215,0.16781295652853656,0.00103617047798188,0.0010535186786552837,0.0326626672395105,0.6672891080379486,0,1,a648a26f5ff4c3c68d5aa3f14869d56006fe35cc574db7b4d208a76ff0a56dd2,heldout_dense_AV_support_and_tail,64,32760,523264,524288,0.24957264957264957,0.25006105006105006,512,0.9960708022117615,0.9994511008262634,0.9999617338180542,0.999997615814209,5
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,thw8x8,thw8x8,0.25,16,382.00860595703125,12.007987976074219,0.0003717245999723673,0.0003869998618029058,0.1772958412797802,0.0009864477304229683,0.0010065117090347461,0.03947097489744844,0.6396269798278809,0,1,56cc99e877888fd88016021199b9c911ef9a342895db72b9af3bd6be59e80559,heldout_dense_AV_support_and_tail,64,32760,475136,524288,0.22661782661782662,0.25006105006105006,128,0.9960176944732666,0.9994665384292603,0.999968945980072,0.9999980926513672,5
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,motion_warp8x8,motion_warp8x8,0.25,16,382.00860595703125,29.03116798400879,0.0028731878846883774,0.0028731878846883774,0.27567391943267666,0.0027424924446418863,0.0027424924446418863,0.0,0.30659106373786926,0,0,52e15d31fabeb4925d60445e59b9f667f3815c8c52e4f7831134ea720cbf9ecc,heldout_dense_AV_support_and_tail,64,32760,524288,524288,0.25006105006105006,0.25006105006105006,128,0.995977520942688,0.9991752505302429,0.9999009966850281,0.9999949932098389,7
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,0,0,support_family_oracle,shifted64,0.25,16,382.00860595703125,11.011897087097168,0.0003404043964110315,0.0003531913971528411,0.16978311549344052,0.0009439761174226066,0.0009615425004083321,0.03620416817875127,0.6659071445465088,0,1,04992ad3ab5b210dae0c4b9a7443e7f3533d04a8f3153213c15a75a2bb305dec,heldout_dense_AV_family_support_and_tail,64,32760,522240,524288,0.2490842490842491,0.25006105006105006,128,0.9968528747558594,0.9995443224906921,0.9999688267707825,0.9999979138374329,4
s00_p00_seed20260740,layer00_step00_capacity_control,0,0,cond,0,1,16320,fixed64,fixed64,0.125,16,352.2017517089844,34.02637481689453,0.0016306343022733927,0.0017166564939543605,0.310822239329629,0.0021517040195721303,0.002207729925811927,0.05011031151771872,0.3339325189590454,0,1,19392f73490667a5427afe3de91c0467d934bdf80563c6326f8042282e5218b1,heldout_dense_AV_support_and_tail,64,32760,262144,262144,0.12503052503052503,0.12503052503052503,64,0.9972485899925232,0.9995102882385254,0.9999520182609558,0.999997079372406,6
