sample_id,sample_position,layer_index,cluster_family,prototype_count,selector,active_token_budget,visual_relative_l2,visual_worst_head_relative_l2,full_relative_l2,active_token_count_mean,active_token_count_max,active_read_ratio,exact_token_fraction_mean,selected_visual_mass_mean
vsi_question_3132,73,0,key,128,oracle_residual_greedy,392,0.028632448986172676,0.10418456047773361,0.014913436956703663,389.3571472167969,392,4.029057502746582,0.18374182283878326,0.5035237669944763
vsi_question_3132,73,13,key,128,oracle_residual_greedy,392,0.17612795531749725,0.38502922654151917,0.01834157109260559,383.6071472167969,392,4.118865966796875,0.17620262503623962,0.4954650402069092
vsi_question_3132,73,27,key,128,oracle_residual_greedy,392,0.18560245633125305,0.4882238209247589,0.045725878328084946,380.2857360839844,392,4.210986137390137,0.1741071492433548,0.45453113317489624
vsi_question_5084,74,0,key,128,oracle_residual_greedy,392,0.02559528313577175,0.11441418528556824,0.01127837598323822,391.2500305175781,392,4.007691860198975,0.1846984326839447,0.48291724920272827
vsi_question_5084,74,13,key,128,oracle_residual_greedy,392,0.12112940102815628,0.311069130897522,0.014722799882292747,388.64288330078125,392,4.038900375366211,0.1796419322490692,0.5379907488822937
vsi_question_5084,74,27,key,128,oracle_residual_greedy,392,0.15844008326530457,0.3944832682609558,0.02230316773056984,387.71429443359375,392,4.04850959777832,0.1790953129529953,0.4276352524757385
vsi_question_1569,75,0,key,128,oracle_residual_greedy,392,0.0327942818403244,0.182786226272583,0.015434975735843182,390.3214416503906,392,4.018473148345947,0.18406067788600922,0.46286332607269287
vsi_question_1569,75,13,key,128,oracle_residual_greedy,392,0.1405520886182785,0.34618738293647766,0.021559294313192368,377.96429443359375,392,4.226290702819824,0.17205722630023956,0.5384321212768555
vsi_question_1569,75,27,key,128,oracle_residual_greedy,392,0.18905365467071533,0.5139014720916748,0.014225970953702927,390.71429443359375,392,4.013606548309326,0.18235240876674652,0.4024435579776764
vsi_question_3722,76,0,key,128,oracle_residual_greedy,392,0.03113720752298832,0.11674925684928894,0.02084188722074032,391.5357360839844,392,4.004755973815918,0.18565507233142853,0.4715535640716553
vsi_question_3722,76,13,key,128,oracle_residual_greedy,392,0.16381104290485382,0.38109418749809265,0.014254529029130936,376.0714416503906,392,4.233740329742432,0.17085005342960358,0.4964403212070465
vsi_question_3722,76,27,key,128,oracle_residual_greedy,392,0.13150589168071747,0.4054006040096283,0.02170039713382721,389.2857360839844,392,4.032587051391602,0.18037082254886627,0.5969789624214172
