prompt_index,prompt,seed,repeat,method,schedule_order_index,status,seconds_including_text_and_vae,self_attention_calls,cross_attention_calls,peak_allocated_mib,video_file,video_sha256,event_file,schedule_family,schedule_action,schedule_cell_count,schedule_metadata,tri_mode_schedule,tri_mode_model_calls,tri_mode_block_calls,tri_mode_requested_dense,tri_mode_requested_quant,tri_mode_requested_cache,tri_mode_executed_dense,tri_mode_executed_quant,tri_mode_executed_cache,tri_mode_cache_fallbacks,tri_mode_max_cache_age,hybrid_linear_count,hybrid_dense_calls,hybrid_fp8_calls,hybrid_residual_calls,static_scale_min,static_scale_max,source_run_dir,logical_sample,dense_video_file,dense_seconds,candidate_seconds,end_to_end_speedup,candidate_fps,reference_fps,fps_match,step_start,step_end,block_start,block_end,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,dense,0,ok,5.95304980702349,1200,1200,21517.130859375,p00_dense_seed20260723_r0.mp4,05e9c5f36db0801e12f5ceae616a122ee3aa3964ab365ae740b677128d7d5742,events/p00_dense_seed20260723_r0.jsonl,reference,,0,"{""cell_count"": 0, ""family"": ""reference""}",dense,40,1200,1200,0,0,1200,0,0,0,0,60,2400,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,5.95304980702349,1.0,16.0,16.0,True,,,,,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,16.231849292200856,16.231849292200856
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,all_q,1,ok,5.829717079002876,1200,1200,21517.130859375,p00_all_q_seed20260723_r0.mp4,3996fae1c57cf50a83ecfa9edda38e91e4338b4d07fe8750798b1852aa2aa272,events/p00_all_q_seed20260723_r0.jsonl,global_cost_anchor,Q,25,"{""action"": ""Q"", ""cell_count"": 25, ""family"": ""global_cost_anchor""}",all_q,40,1200,0,1200,0,0,1200,0,0,0,60,0,2400,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,5.829717079002876,1.0211558685180155,16.0,16.0,True,,,,,17,480,832,16.46778212787519,28.003958784863897,19.186415012625684,255.0,0.054520124355832075,19.269330920070523,17.815692072287035,0.6768883808339677,0.604653712849608,0.5793471602843853,13.897735908703927,16.231849292200856,16.198065602881275
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s00-03_b00-05,2,ok,6.0355787689914,1200,1200,21517.130859375,p00_q_s00-03_b00-05_seed20260723_r0.mp4,98b7bad0f1519f3ea64083f5514721b7826ce149c19c788f858a5806096d9a96,events/p00_q_s00-03_b00-05_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 5, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 3, ""step_start"": 0}",q_s00-03_b00-05,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.0355787689914,0.9863262555047888,16.0,16.0,True,0,3,0,5,17,480,832,4.703110025059703,8.221857891501768,29.831404287425602,225.0,0.1289337449723479,29.84122379018122,29.244787199497786,0.9327852671690886,0.924550198895211,0.9227065283244595,5.006222612429887,16.231849292200856,16.052575422759748
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s00-03_b06-11,3,ok,6.058768841990968,1200,1200,21517.130859375,p00_q_s00-03_b06-11_seed20260723_r0.mp4,f26221001f8199f00b70f92086db7c135645bebb6ae7ff78f057c375bc50390d,events/p00_q_s00-03_b06-11_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 3, ""step_start"": 0}",q_s00-03_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.058768841990968,0.9825510697429516,16.0,16.0,True,0,3,6,11,17,480,832,12.228226485906863,21.51848595332615,21.474569388910734,255.0,0.07050722332202111,21.673697191178594,19.470418602141198,0.7727557046029025,0.69444820056533,0.6752945998429026,11.556223707932693,16.231849292200856,16.55710991753472
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s00-03_b12-17,4,ok,6.010876055021072,1200,1200,21517.130859375,p00_q_s00-03_b12-17_seed20260723_r0.mp4,6ea3c1548d0d3623f165d0c0f2726d77c796cd8e4b1b85290449208f304c7d45,events/p00_q_s00-03_b12-17_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 3, ""step_start"": 0}",q_s00-03_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.010876055021072,0.9903797304305954,16.0,16.0,True,0,3,12,17,17,480,832,10.761961540425466,19.173059819671842,22.476975063421282,254.0,0.07675972732843138,22.644988260973804,20.636890419045546,0.8094697178189164,0.74703918651484,0.74466702515666,10.0342284112914,16.231849292200856,16.565870288294605
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s00-03_b18-23,5,ok,6.021265957999276,1200,1200,21517.130859375,p00_q_s00-03_b18-23_seed20260723_r0.mp4,c0db1d760300314c74e07691baedfc79df40243695951906f1eec3ae7e483493,events/p00_q_s00-03_b18-23_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 23, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 3, ""step_start"": 0}",q_s00-03_b18-23,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.021265957999276,0.98867079590046,16.0,16.0,True,0,3,18,23,17,480,832,8.89526978459653,15.939275567996855,24.08143202779211,254.0,0.08385779993086978,24.147929363586,23.088096792616046,0.8537155717475917,0.8380577845682514,0.819107622369029,9.046728567791801,16.231849292200856,15.618721882094684
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s00-03_b24-29,6,ok,6.050967815011973,1200,1200,21517.130859375,p00_q_s00-03_b24-29_seed20260723_r0.mp4,8cd14ca6eed5a7caa1caac57451d2988a20440b6bf03b3b96bab546716594ea8,events/p00_q_s00-03_b24-29_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 29, ""block_start"": 24, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 3, ""step_start"": 0}",q_s00-03_b24-29,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.050967815011973,0.9838177939493322,16.0,16.0,True,0,3,24,29,17,480,832,5.0943031399258425,10.073699201105955,28.06702403351665,228.0,0.1259772498743087,28.401863384285875,26.051557618664802,0.9380312580652159,0.9260932104119066,0.9243039540390964,5.0923583462707,16.231849292200856,16.180113963591747
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s04-07_b00-05,7,ok,6.060404279996874,1200,1200,21517.130859375,p00_q_s04-07_b00-05_seed20260723_r0.mp4,e3c8192def217551fc47cae82cb4073dbe9ddad0c0e300929635507801e52910,events/p00_q_s04-07_b00-05_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 5, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b00-05,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.060404279996874,0.9822859221904188,16.0,16.0,True,4,7,0,5,17,480,832,4.100209747360482,6.914264057178785,31.33588438228977,229.0,0.13476935646053292,31.359463994205786,30.66975799410113,0.9534771515678633,0.9496820267813443,0.949238434389908,4.6381231845953526,16.231849292200856,16.214221713074252
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s04-07_b06-11,8,ok,6.071818278986029,1200,1200,21517.130859375,p00_q_s04-07_b06-11_seed20260723_r0.mp4,c74615942dc70fc4c3b048b146d598abcd99c0f6703afc6d1fb03e8a62306b6d,events/p00_q_s04-07_b06-11_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 11, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b06-11,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.071818278986029,0.9804393895690875,16.0,16.0,True,4,7,6,11,17,480,832,5.85239127702363,11.292457885404755,27.07503401749363,229.0,0.11569486668866265,27.295905082822,25.455411127726055,0.9240039594907479,0.9114926171324643,0.9023074685006547,5.851783269898505,16.231849292200856,16.135787676949786
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,q_s04-07_b12-17,9,ok,6.037993023026502,1200,1200,21517.130859375,p00_q_s04-07_b12-17_seed20260723_r0.mp4,acf31205906c24632ab85168eaa4694156c73ece2284ca5f928c4e3365675980,events/p00_q_s04-07_b12-17_seed20260723_r0.jsonl,single_cell,Q,1,"{""action"": ""Q"", ""block_end"": 17, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 7, ""step_start"": 4}",q_s04-07_b12-17,40,1200,1152,48,0,1152,48,0,0,0,60,2304,96,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_q_single_cells_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.95304980702349,6.037993023026502,0.9859318790732164,16.0,16.0,True,4,7,12,17,17,480,832,4.829970501822524,8.83274894393828,29.208885878264926,241.0,0.1298679848541981,29.230181374968605,28.582082040781167,0.9406227891579357,0.9352599418780778,0.9331410222574928,5.099786794287526,16.231849292200856,16.108805077707665
