method,schedule_family,schedule_action,schedule_cell_count,samples,speedup_geomean,speedup_mean,speedup_min,speedup_max,ssim_mean,ssim_min,ssim_p05,psnr_mean_db,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_fallbacks_mean,cache_refreshes_mean
all_c,global_cost_anchor,C,25,2,3.6450144266674402,3.6452037287804826,3.6080546547494268,3.682352802811538,0.20266811695779158,0.20266811695779158,0.20266811695779158,9.899736052799229,0.0,1200.0,1140.0,60.0,0.0
all_q,global_cost_anchor,Q,25,2,1.0387882565161146,1.0389404865116034,1.0211558685180155,1.0567251045051913,0.6768883808339677,0.6768883808339677,0.6768883808339677,19.186415012625684,1200.0,0.0,0.0,0.0,0.0
c_s00-03_b00-05,single_cell,C,1,2,1.0207388945942006,1.0207389295584424,1.0204717615883718,1.021006097528513,0.2735877099469799,0.2735877099469799,0.2735877099469799,12.02448848436321,0.0,48.0,36.0,12.0,0.0
c_s00-03_b06-11,single_cell,C,1,2,1.0213555323943142,1.0213556095938676,1.020958499548994,1.0217527196387413,0.3944374585497784,0.3944374585497784,0.3944374585497784,13.466766031439697,0.0,48.0,36.0,12.0,0.0
c_s00-03_b12-17,single_cell,C,1,2,1.0158470989105357,1.015854121187358,1.012076930645755,1.0196313117289608,0.4385165077255268,0.4385165077255268,0.4385165077255268,13.765495383105355,0.0,48.0,36.0,12.0,0.0
c_s00-03_b18-23,single_cell,C,1,2,1.0181181155577286,1.0181213802190197,1.0155430799531353,1.020699680484904,0.2867041315144434,0.2867041315144434,0.2867041315144434,12.266822808902011,0.0,48.0,36.0,12.0,0.0
c_s00-03_b24-29,single_cell,C,1,2,1.0154808560039232,1.015480860801249,1.0153821532265102,1.0155795683759883,0.1771472416861481,0.1771472416861481,0.1771472416861481,10.544731984954206,0.0,48.0,36.0,12.0,0.0
c_s04-07_b00-05,single_cell,C,1,2,1.0234192677854559,1.0234343638091112,1.0178756453559443,1.0289930822622781,0.5288404959737382,0.5288404959737382,0.5288404959737382,16.757388556661844,0.0,48.0,48.0,0.0,0.0
c_s04-07_b06-11,single_cell,C,1,2,1.0263786868912572,1.0263860636671573,1.0224946904467185,1.0302774368875964,0.4288201477859259,0.4288201477859259,0.4288201477859259,15.568139268318347,0.0,48.0,48.0,0.0,0.0
c_s04-07_b12-17,single_cell,C,1,2,1.0250953081377214,1.0251024629783871,1.0212724710221106,1.0289324549346635,0.47818470021828835,0.47818470021828835,0.47818470021828835,15.834051396313749,0.0,48.0,48.0,0.0,0.0
