route,content_error,shared_rank16_error,per_tile_rank16_error,worst_shared_record,worst_tile,oracle_access
oracle_trajectory_width_family,0.09896550710444288,0.02079002592368323,0.013316773933685192,0.03407207677368895,0.03233793764407113,dense_AV
oracle_trajectory_width_fixed64,0.09395429882830747,0.02966121873157888,0.01862232289575387,0.05331976824438529,0.04029120900417578,dense_AV
oracle_trajectory_width_semantic64,0.10979121691262372,0.02161871488554385,0.013738561381825639,0.03364723116663189,0.032469783438040994,dense_AV
oracle_trajectory_width_value64,0.10012939525990719,0.023161052603205504,0.014877893219893584,0.03746385880900945,0.03631635591523004,dense_AV
proxy_fixed64_qk,0.09395429882830747,0.02966121873157888,0.01862232289575387,0.05331976824438529,0.04029120900417578,current_QKV_only
proxy_svg2_style_semantic64,0.10979121691262372,0.02161871488554385,0.013738561381825639,0.03364723116663189,0.032469783438040994,current_QKV_only
proxy_value_aware_semantic64,0.10012939525990719,0.023161052603205504,0.014877893219893584,0.03746385880900945,0.03631635591523004,current_QKV_only
