prompt_id,layer,head_index,variant,relative_av_l2,av_numerator_sq,av_denominator_sq,dense_capture_parity
calib_fluid_s1,0,0,qvg_k_only,0.0022767442278563976,0.06130911409854889,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_k_only,0.007619758136570454,2.0659494400024414,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_k_only,0.001356856431812048,0.023350577801465988,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_k_only,0.001616951311007142,0.02355136163532734,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_k_only,0.017733704298734665,11.203876495361328,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_k_only,0.014096737839281559,4.936585426330566,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_k_only,0.006691035348922014,0.9410920143127441,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_k_only,0.00989685207605362,1.0098624229431152,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_k_only,0.0017509699100628495,0.015053775161504745,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_k_only,0.0031980127096176147,0.03672180697321892,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_k_only,0.002395018469542265,0.06846262514591217,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_k_only,0.015060010366141796,10.584758758544922,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,qvg_v_only,0.005375906825065613,0.3418220281600952,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_v_only,0.031412892043590546,35.11180114746094,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_v_only,0.0034309590701013803,0.14930039644241333,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_v_only,0.0033801181707531214,0.10291669517755508,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_v_only,0.07133518904447556,181.29132080078125,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_v_only,0.052107322961091995,67.45077514648438,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_v_only,0.01671004667878151,5.869495391845703,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_v_only,0.027267176657915115,7.665640830993652,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_v_only,0.004052489064633846,0.08063653111457825,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_v_only,0.007242982275784016,0.18836426734924316,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_v_only,0.0039678337052464485,0.1879069060087204,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_v_only,0.07064314931631088,232.90057373046875,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,qvg_both,0.005369414575397968,0.3409968912601471,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,qvg_both,0.032162997871637344,36.808685302734375,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,qvg_both,0.003516415599733591,0.15683043003082275,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,qvg_both,0.0035456332843750715,0.11324258148670197,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,qvg_both,0.07347413897514343,192.3262176513672,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,qvg_both,0.053809233009815216,71.9288330078125,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,qvg_both,0.01780850812792778,6.666540145874023,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,qvg_both,0.029134243726730347,8.751361846923828,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,qvg_both,0.0041125258430838585,0.08304344862699509,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,qvg_both,0.0077513884752988815,0.2157360017299652,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,qvg_both,0.004436153452843428,0.23488156497478485,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,qvg_both,0.07227250188589096,243.76797485351562,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,centroid_k_only,0.08573094755411148,86.93042755126953,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,centroid_k_only,0.057963185012340546,119.5478515625,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,centroid_k_only,0.0688386783003807,60.10282897949219,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,centroid_k_only,0.053240153938531876,25.532936096191406,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,centroid_k_only,0.07636261731386185,207.74520874023438,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,centroid_k_only,0.08088395744562149,162.52276611328125,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,centroid_k_only,0.1531548798084259,493.0682678222656,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,centroid_k_only,0.1177484542131424,142.94815063476562,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,centroid_k_only,0.08109410852193832,32.28990173339844,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,centroid_k_only,0.14320048689842224,73.62964630126953,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,centroid_k_only,0.12835419178009033,196.6327667236328,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,centroid_k_only,0.07477105408906937,260.9140625,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,centroid_v_only,0.14135241508483887,236.32135009765625,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,centroid_v_only,0.30604949593544006,3332.88720703125,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,centroid_v_only,0.09083009511232376,104.63800048828125,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,centroid_v_only,0.055579766631126404,27.82630729675293,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,centroid_v_only,0.6584907174110413,15447.875,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,centroid_v_only,0.48215252161026,5775.083984375,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,centroid_v_only,0.28086942434310913,1658.2666015625,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,centroid_v_only,0.32891175150871277,1115.390380859375,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,centroid_v_only,0.07250203937292099,25.810028076171875,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,centroid_v_only,0.20367386937141418,148.9478759765625,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,centroid_v_only,0.17424805462360382,362.38616943359375,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,centroid_v_only,0.6431897282600403,19306.7265625,46669.2109375,0.001627221005037427
calib_fluid_s1,0,0,centroid_both,0.16544120013713837,323.730712890625,11827.59765625,0.0007484668749384582
calib_fluid_s1,0,1,centroid_both,0.3091772496700287,3401.35791015625,35582.56640625,0.0013855071738362312
calib_fluid_s1,0,2,centroid_both,0.11592336744070053,170.4401397705078,12683.23046875,0.0006151401321403682
calib_fluid_s1,0,3,centroid_both,0.08298410475254059,62.03145217895508,9007.8701171875,0.0005429477896541357
calib_fluid_s1,0,4,centroid_both,0.6599427461624146,15516.0791015625,35626.1953125,0.0018873019143939018
calib_fluid_s1,0,5,centroid_both,0.48571741580963135,5860.79736328125,24842.1640625,0.0016997777856886387
calib_fluid_s1,0,6,centroid_both,0.31868594884872437,2134.869140625,21020.615234375,0.0010447273962199688
calib_fluid_s1,0,7,centroid_both,0.3473297357559204,1243.8043212890625,10310.224609375,0.0012594006257131696
calib_fluid_s1,0,8,centroid_both,0.12021597474813461,70.95980072021484,4910.07421875,0.0006108018569648266
calib_fluid_s1,0,9,centroid_both,0.2709158957004547,263.53155517578125,3590.572265625,0.0007717185653746128
calib_fluid_s1,0,10,centroid_both,0.22938811779022217,628.0260009765625,11935.3671875,0.0005638267030008137
calib_fluid_s1,0,11,centroid_both,0.6446203589439392,19392.70703125,46669.2109375,0.001627221005037427
calib_fluid_s1,14,0,qvg_k_only,0.024513674899935722,19.91273307800293,33137.0625,0.0011600491125136614
calib_fluid_s1,14,1,qvg_k_only,0.016055919229984283,14.030552864074707,54425.75,0.0009859257843345404
calib_fluid_s1,14,2,qvg_k_only,0.014359607361257076,3.968850612640381,19247.736328125,0.0009567022789269686
calib_fluid_s1,14,3,qvg_k_only,0.011584430001676083,4.309351444244385,32111.64453125,0.000990264699794352
calib_fluid_s1,14,4,qvg_k_only,0.03195774927735329,28.516098022460938,27921.43359375,0.0012280609225854278
calib_fluid_s1,14,5,qvg_k_only,0.007384057622402906,1.4494081735610962,26582.791015625,0.0008054310455918312
calib_fluid_s1,14,6,qvg_k_only,0.006113990675657988,0.39949285984039307,10687.08984375,0.0006582948262803257
calib_fluid_s1,14,7,qvg_k_only,0.009821518324315548,1.879211187362671,19481.318359375,0.0007535068434663117
calib_fluid_s1,14,8,qvg_k_only,0.00920084584504366,3.527045249938965,41663.4765625,0.0008795754401944578
calib_fluid_s1,14,9,qvg_k_only,0.006110962014645338,0.9923864603042603,26574.2890625,0.0007510303985327482
calib_fluid_s1,14,10,qvg_k_only,0.005718580447137356,0.9325114488601685,28515.279296875,0.0008449701126664877
calib_fluid_s1,14,11,qvg_k_only,0.013240741565823555,8.391109466552734,47862.4296875,0.0009530046954751015
calib_fluid_s1,14,0,qvg_v_only,0.02288566716015339,17.355663299560547,33137.0625,0.0011600491125136614
calib_fluid_s1,14,1,qvg_v_only,0.01399300992488861,10.656797409057617,54425.75,0.0009859257843345404
calib_fluid_s1,14,2,qvg_v_only,0.015435962937772274,4.586137294769287,19247.736328125,0.0009567022789269686
calib_fluid_s1,14,3,qvg_v_only,0.01386753749102354,6.175344944000244,32111.64453125,0.000990264699794352
