method,variant,role,benchmark,scope,status,evidence_tier,run_fingerprint,source_path,source_sha256,quality_accuracy,quality_correct,quality_scored,quality_expected,quality_coverage,whole_run_seconds,whole_run_semantics,tail_latency_available,stage_latency_available,peak_memory_value,peak_memory_unit,peak_memory_semantics,notes
OASIS,event_archive,quality,StreamingBench RTU,smoke_5q,complete,official_model_level_smoke,e1d4a0a044fbd0670cd5dc4bc553e82f6bb23839de7bd2ce0e974de0e40567fc,/home/spco/online_video_state_decomposition/remote_results/oasis_streamingbench/oasis_smoke_1video_v1_20260719/result.json,df3f7f63d19f4fae5565ef46a207dec1454e490f1ed78d8399cee615b88e631e,1.0,5,5,5,1.0,309.64532083808444,whole official pace=0 evaluation; not request latency,False,False,26674,MiB,sampled evaluator-process GPU memory,Slow event-archive quality baseline; wall time is not TTFT or SLO latency.
