method,variant,scope,accuracy,correct,scored,expected,coverage,evidence_tier,source_path
OASIS,event_archive,smoke_5q,1.0,5,5,5,1.0,official_model_level_smoke,/home/spco/online_video_state_decomposition/remote_results/oasis_streamingbench/oasis_smoke_1video_v1_20260719/result.json
