elapsed_seconds,gpu_memory_used_mib,process_memory_mib,gpu_utilization_percent
110.71730254800059,23277.0,23254.0,23.0
111.95549312699586,23277.0,23254.0,23.0
112.36931870714761,23277.0,23254.0,23.0
113.57930205902085,23277.0,23254.0,23.0
113.96135339210741,23277.0,23254.0,0.0
115.2438049800694,23277.0,23254.0,0.0
115.6373410441447,23277.0,23254.0,0.0
116.81911116815172,23277.0,23254.0,0.0
117.19937453907914,23277.0,23254.0,86.0
118.44134300295264,23277.0,23254.0,23.0
118.8350427809637,23277.0,23254.0,24.0
120.12873901613057,23277.0,23254.0,23.0
120.50339151103981,23277.0,23254.0,24.0
121.76937716500834,23277.0,23254.0,24.0
122.13330089394003,23277.0,23254.0,24.0
123.41137671703473,23277.0,23254.0,24.0
123.79503936995752,23277.0,23254.0,24.0
125.03329057712108,23277.0,23254.0,24.0
125.4349872590974,23277.0,23254.0,24.0
126.65132764796726,23277.0,23254.0,24.0
127.00936215603724,23277.0,23254.0,24.0
128.2467536861077,23277.0,23254.0,24.0
128.62935150694102,23277.0,23254.0,24.0
129.86773922899738,23277.0,23254.0,24.0
130.23327702307142,23277.0,23254.0,24.0
131.49626134312712,23277.0,23254.0,24.0
131.88469906011596,23277.0,23254.0,24.0
133.13653657096438,23277.0,23254.0,24.0
133.51330031710677,23277.0,23254.0,24.0
134.74559554993175,23277.0,23254.0,24.0
135.10128070809878,23277.0,23254.0,24.0
136.37503362400457,23277.0,23254.0,24.0
136.753289883025,23277.0,23254.0,24.0
137.9713520349469,23277.0,23254.0,23.0
138.3733480789233,23277.0,23254.0,24.0
139.5923216799274,23277.0,23254.0,24.0
139.9750565791037,23277.0,23254.0,24.0
141.253324378049,23277.0,23254.0,24.0
141.63334500300698,23277.0,23254.0,24.0
142.87649963214062,23277.0,23254.0,4.0
143.27541774394922,23277.0,23254.0,0.0
144.4053423081059,23277.0,23254.0,0.0
144.81100663309917,23277.0,23254.0,0.0
145.9253250430338,23277.0,23254.0,0.0
146.30740942596458,23277.0,23254.0,0.0
147.5756998839788,23277.0,23254.0,0.0
147.97505411296152,23277.0,23432.0,98.0
149.15074264397845,23633.0,23610.0,26.0
149.54935541003942,23633.0,23610.0,25.0
150.77898426214233,23633.0,23610.0,26.0
151.17730026715435,23633.0,23610.0,26.0
152.36543135298416,23633.0,23610.0,26.0
152.76130319503136,23633.0,23610.0,26.0
153.98739450098947,23633.0,23610.0,23.0
154.34931044792756,23633.0,23610.0,22.0
155.5870551459957,23633.0,23610.0,22.0
156.01651318510994,23633.0,23610.0,23.0
157.22931362711824,23633.0,23610.0,23.0
157.64342610095628,23633.0,23610.0,23.0
158.9773745930288,23633.0,23610.0,23.0
159.39930460508913,23633.0,23610.0,22.0
160.57335630408488,23633.0,23610.0,23.0
160.9812877769582,23633.0,23610.0,23.0
162.21945126610808,23633.0,23610.0,23.0
162.61735259811394,23633.0,23610.0,23.0
163.85600883793086,23633.0,23610.0,23.0
164.25335423997603,23633.0,23610.0,23.0
165.4790090690367,23633.0,23610.0,14.0
165.86297819204628,23633.0,23610.0,0.0
167.03503900999203,23633.0,23610.0,0.0
167.43537540105172,23633.0,23610.0,0.0
168.55733187892474,23633.0,23610.0,0.0
168.96535935997963,23633.0,23610.0,0.0
170.07525044702925,23633.0,23610.0,0.0
170.48530569393188,23633.0,23610.0,1.0
171.79903182713315,23633.0,23610.0,26.0
172.19730250607245,23633.0,23610.0,26.0
173.42131382413208,23633.0,23610.0,26.0
173.8293236270547,23633.0,23610.0,26.0
175.01890296209604,23633.0,23610.0,0.0
175.43734529498033,23633.0,23610.0,0.0
176.5302876071073,23633.0,23610.0,0.0
176.91740164207295,23633.0,23610.0,0.0
178.07152034412138,23633.0,23610.0,0.0
178.4693051360082,24321.0,25244.0,0.0
179.8133576901164,25553.0,25816.0,51.0
180.24129610601813,26697.0,26674.0,98.0
181.46134840301238,26697.0,26674.0,29.0
181.84129751310684,26697.0,26674.0,23.0
183.14140470908023,26697.0,26674.0,23.0
183.52706583612598,26697.0,26674.0,23.0
184.78307684115134,26697.0,26674.0,23.0
185.22682088892907,26697.0,26674.0,23.0
186.41339979111217,26697.0,26674.0,23.0
186.81331070698798,26697.0,26674.0,23.0
188.0331122390926,26697.0,26674.0,23.0
188.4253610279411,26697.0,26674.0,23.0
189.69543312606402,26697.0,26674.0,23.0
190.05545474705286,26697.0,26674.0,23.0
191.3310445130337,26697.0,26674.0,23.0
191.74932638392784,26697.0,26674.0,23.0
192.95101913507096,26697.0,26674.0,23.0
193.40537129994482,26697.0,26674.0,23.0
194.59156250907108,26697.0,26674.0,23.0
194.97107698093168,26697.0,26674.0,0.0
196.18303445610218,26697.0,26674.0,0.0
196.5933583220467,26697.0,26674.0,0.0
197.8453870289959,26697.0,26674.0,25.0
198.2333549261093,26697.0,26674.0,24.0
199.47470329212956,26697.0,26674.0,24.0
199.89337702095509,26697.0,26674.0,24.0
201.13956133299507,26697.0,26674.0,24.0
201.56694213394076,26697.0,26674.0,24.0
202.80050711892545,26697.0,26674.0,24.0
203.16329401615076,26697.0,26674.0,24.0
204.4631048690062,26697.0,26674.0,24.0
204.869372820016,26697.0,26674.0,24.0
206.1013927650638,26697.0,26674.0,24.0
206.51141113694757,26697.0,26674.0,24.0
207.74782073008828,26697.0,26674.0,24.0
208.11735823610798,26697.0,26674.0,24.0
209.39936746610329,26697.0,26674.0,24.0
209.79731076210737,26697.0,26674.0,24.0
211.03020301507786,26697.0,26674.0,24.0
211.43737522303127,26697.0,26674.0,24.0
212.6983589900192,26697.0,26674.0,24.0
213.07908240309916,26697.0,26674.0,24.0
214.26937155914493,26697.0,26674.0,0.0
214.64929137099534,26697.0,26674.0,0.0
215.8253288010601,26697.0,26674.0,0.0
216.2252696340438,26697.0,26674.0,84.0
217.48315756907687,26697.0,26674.0,24.0
217.97960166702978,26697.0,26674.0,24.0
219.45730418292806,26697.0,26674.0,24.0
220.76009015808813,26697.0,26674.0,24.0
221.16528127901256,26697.0,26674.0,24.0
222.3675092200283,26697.0,26674.0,24.0
222.77335556712933,26697.0,26674.0,24.0
224.15570604195818,26697.0,26674.0,24.0
224.57501528505236,26697.0,26674.0,24.0
225.78134746709839,26697.0,26674.0,24.0
226.16928889299743,26697.0,26674.0,24.0
227.4533667131327,26697.0,26674.0,24.0
227.8573008349631,26697.0,26674.0,24.0
229.1477923761122,26697.0,26674.0,24.0
229.55728996614926,26697.0,26674.0,24.0
230.8003441549372,26697.0,26674.0,24.0
231.2333836921025,26697.0,26674.0,24.0
232.45114802499302,26697.0,26674.0,24.0
232.84138295706362,26697.0,26674.0,20.0
234.01735814101994,26697.0,26674.0,0.0
234.41329975496046,26697.0,26674.0,0.0
235.56318376609124,26697.0,26674.0,0.0
235.97342197410762,26697.0,26674.0,0.0
237.09739643894136,26697.0,26674.0,0.0
237.50736342114396,26697.0,26674.0,72.0
238.7933567170985,26697.0,26674.0,26.0
239.20135029312223,26697.0,26674.0,25.0
240.49105948000215,26697.0,26674.0,26.0
240.87160672899336,26697.0,26674.0,25.0
242.13737499294803,26697.0,26674.0,26.0
242.55330461193807,26697.0,26674.0,26.0
243.74936393811367,26697.0,26674.0,26.0
244.13333227904513,26697.0,26674.0,26.0
245.4415492201224,26697.0,26674.0,25.0
245.84528678795323,26697.0,26674.0,23.0
247.07735829311423,26697.0,26674.0,23.0
247.4693090559449,26697.0,26674.0,23.0
248.67527691507712,26697.0,26674.0,22.0
249.07329860213213,26697.0,26674.0,23.0
250.31556668505073,26697.0,26674.0,23.0
250.7293511701282,26697.0,26674.0,23.0
251.97892979509197,26697.0,26674.0,23.0
252.3692846710328,26697.0,26674.0,23.0
253.62802242301404,26697.0,26674.0,23.0
254.02130081807263,26697.0,26674.0,23.0
255.24344096006826,26697.0,26674.0,23.0
255.6693624991458,26697.0,26674.0,23.0
256.88138943514787,26697.0,26674.0,23.0
257.30135724996217,26697.0,26674.0,23.0
258.52536441595294,26697.0,26674.0,23.0
258.9053384559229,26697.0,26674.0,23.0
260.1773831760511,26697.0,26674.0,23.0
260.573328159051,26697.0,26674.0,23.0
261.8053606040776,26697.0,26674.0,22.0
262.1834445740096,26697.0,26674.0,0.0
263.37922880309634,26697.0,26674.0,0.0
263.7761028960813,26697.0,26674.0,0.0
264.91537304013036,26697.0,26674.0,0.0
265.30532577913254,26697.0,26674.0,94.0
266.6453740641009,26697.0,26674.0,24.0
267.06136319902726,26697.0,26674.0,24.0
268.22795709292404,26697.0,26674.0,24.0
268.6293200030923,26697.0,26674.0,24.0
269.8546645899769,26697.0,26674.0,24.0
270.23138190293685,26697.0,26674.0,24.0
271.43142780312337,26697.0,26674.0,7.0
271.8373460189905,26697.0,26674.0,24.0
273.0635920269415,26697.0,26674.0,24.0
273.4773593400605,26697.0,26674.0,24.0
274.7114370139316,26697.0,26674.0,24.0
275.08937745401636,26697.0,26674.0,24.0
276.32536607515067,26697.0,26674.0,24.0
276.72096938593313,26697.0,26674.0,24.0
277.98719593905844,26697.0,26674.0,24.0
278.39930763002485,26697.0,26674.0,24.0
279.60137989302166,26697.0,26674.0,24.0
280.009352365043,26697.0,26674.0,24.0
281.25337419705465,26697.0,26674.0,24.0
281.629330012016,26697.0,26674.0,24.0
282.9533582369331,26697.0,26674.0,24.0
283.3172842380591,26697.0,26674.0,24.0
284.56133750709705,26697.0,26674.0,23.0
284.9413174330257,26697.0,26674.0,23.0
286.1813405591529,26697.0,26674.0,23.0
286.54928166698664,26697.0,26674.0,23.0
287.81735357712023,26697.0,26674.0,23.0
288.20933194993995,26697.0,26674.0,23.0
289.45504317013547,26697.0,26674.0,23.0
289.8405308360234,26697.0,26674.0,23.0
291.0933868091088,26697.0,26674.0,23.0
291.531051508151,26697.0,26674.0,23.0
292.7373617850244,26697.0,26674.0,23.0
293.1510448809713,26697.0,26674.0,24.0
294.40344995702617,26697.0,26674.0,23.0
294.80128605500795,26697.0,26674.0,23.0
296.0212971640285,26697.0,26674.0,23.0
296.4452786280308,26697.0,26674.0,23.0
297.6532094650902,26697.0,26674.0,23.0
298.0478223620448,26697.0,26674.0,23.0
299.3493514370639,26697.0,26674.0,23.0
299.7533220089972,26697.0,26674.0,23.0
300.98710042401217,26697.0,26674.0,23.0
301.38706856104545,26697.0,26674.0,23.0
302.62933127814904,26697.0,26674.0,23.0
303.00586139713414,26697.0,26674.0,23.0
304.2933191850316,26697.0,26674.0,23.0
304.6812933210749,26697.0,26674.0,23.0
305.9434884621296,26697.0,26674.0,23.0
306.341278817039,26697.0,26674.0,23.0
307.5994914281182,26697.0,26674.0,21.0
308.0079303230159,26697.0,26674.0,0.0
309.1876267930493,26697.0,26674.0,0.0
