method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
fp8_middle1,2,2,0.9974978670666471,0.9793507336211277,5.950081344490172,0.9472127024642132,0.9291821401991099,0.9436645630705471,30.867466021160826,0.0,0.0,21524.865234375
hybrid_middle1,2,2,0.9740238008948464,0.9488118023985133,6.093574050508323,0.9356256206868475,0.9036382278428678,0.9294321292641579,30.39868849814037,0.0,120.0,21526.740234375
