case,token_rows,hidden_width,ffn_width,ffn_calls_per_denoise_step,profile_step_ms,full_ffn_ms,up_bias_gelu_ms,up_no_bias_ms,epilogue_overhead_ms,intermediate_copy_ms,triton_up_bias_gelu_ms,triton_relative_l2,triton_max_abs,triton_bitwise_exact_proxy,ideal_epilogue_local_speedup,ideal_intermediate_traffic_local_speedup,standalone_triton_projected_local_speedup,estimated_ffn_share,profile_elementwise_share,profile_linear_share,profile_self_attention_share,ideal_epilogue_e2e_speedup,ideal_intermediate_traffic_e2e_speedup,standalone_triton_projected_e2e_speedup,remove_entire_ffn_e2e_ceiling,remove_all_elementwise_e2e_ceiling,standalone_triton_decision
F17,7800,1536,8960,60,238.1806557894737,0.773744010925293,0.4553408145904541,0.31083040237426757,0.14451041221618655,0.07224799990653992,0.47297282218933107,0.0028648078441619873,1.0,False,1.2296609915819092,1.1029913196535748,0.9777198105753081,0.19491356467064233,0.4776401614885663,0.235930179808716,0.2181137064191209,1.037778848676277,1.0185373457341862,0.9955779687685175,1.242102656456886,1.914389136135916,NO-GO
F81,32760,1536,8960,60,1608.561203,3.3208831787109374,1.880646324157715,1.4649056434631347,0.41574068069458026,0.2889951944351196,1.8903392791748046,0.002865690039470792,1.0,False,1.1431050907067208,1.0953185592389711,0.9970897062166119,0.12387031985543683,0.2798551279389261,0.14286661615285048,0.5388086760322437,1.0157515640385606,1.0108971075117719,0.9996385794299021,1.1413835447681648,1.3886094851137012,NO-GO
