layer,flow_point,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,feature_coefficient_r2,noise_coefficient_r2,noisy_delta_coefficient_r2,state_coefficient_r2,state_noise_coefficient_r2,state_noisy_condition_coefficient_r2
0,0,98,raw_reuse,0.5810007792973451,0.5569934844970703,0.8581889420747757,0.5495410107033549,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_reuse,0.5572235171618517,0.5357106328010559,0.8671671569347381,0.5403327171226521,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_local_r2,0.2914581763274831,0.26621559262275696,0.5235096514225006,0.3989309039284721,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_feature,0.13776901598160068,0.11917037516832352,0.29729762077331534,0.23920988224886414,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_noise,0.07588295038784366,0.06483621150255203,0.1550034552812576,0.21961540111392133,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_noisy_delta,0.07620908207544658,0.06480773538351059,0.15873926505446434,0.21974713446944286,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_state,0.025718707182544633,0.022605642676353455,0.049832992628216735,0.12705427511248923,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_state_noise,0.025788896742340212,0.022684896364808083,0.0498219771310687,0.12705435594702935,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_state_noisy_condition,0.025773409461548952,0.02266952395439148,0.04977264776825904,0.12705691570746594,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
0,0,98,shift_rank8_oracle,0.025719073626739926,0.022582465782761574,0.049665149301290505,0.12704194784512352,0.9447195260231921,0.8413721294719738,0.8760867160464799,0.8758632198647516,0.9999878930609055,0.9999878184284232,0.9999853058157028
1,0,98,raw_reuse,0.04644179915246748,0.04553347826004028,0.07048783451318741,0.4503341817377682,0.8041207567329701,0.4916667012933976,0.6548448805537506,0.6541166004607302,0.9999314088555357,0.9999307792965993,0.9999257424089102
