flow_point,timestep,method,activation_relative_l2,velocity_relative_l2,velocity_p95_relative_l2
0,98,raw_reuse,0.2848559259276364,0.08913528712043692,0.13355177912162616
0,98,shift_reuse,0.33399951364170866,0.08806594291002626,0.1404485685750842
0,98,shift_local_r2,0.23241484002210727,0.04610193782864251,0.08298942717374301
0,98,shift_rank8_feature,0.21149427845999763,0.030449184751361318,0.0607888176164124
0,98,shift_rank8_noise,0.20194303010342307,0.01823089291963835,0.03432223109412007
0,98,shift_rank8_noisy_delta,0.20206861830531947,0.018269366312737893,0.03479988451581448
0,98,shift_rank8_state,0.10645208831288068,0.008149068026260796,0.014415246038697658
0,98,shift_rank8_state_noise,0.10645296907652724,0.00815602821557564,0.014412304968573153
0,98,shift_rank8_state_noisy_condition,0.10646126414409796,0.008147786924364414,0.01437619761272799
0,98,shift_rank8_oracle,0.10635609951375713,0.008155271968646478,0.014345154826878568
1,88,raw_reuse,0.28486596184975693,0.08861584005471235,0.13175826109945774
1,88,shift_reuse,0.34212038586082205,0.0877590124694343,0.13880359973991288
1,88,shift_local_r2,0.23667613414167504,0.04567038944786282,0.08276675453525968
1,88,shift_rank8_feature,0.2213119790775745,0.03059863260712439,0.05767568496521562
1,88,shift_rank8_noise,0.2063750133651621,0.018582102972385897,0.035852694092318414
1,88,shift_rank8_noisy_delta,0.20623080903445112,0.018515224403387955,0.0353733958734665
1,88,shift_rank8_state,0.11361284875132223,0.00825011514104913,0.014394586175330914
1,88,shift_rank8_state_noise,0.11360737024091919,0.008249045850859237,0.014378622401272877
1,88,shift_rank8_state_noisy_condition,0.11361107321513797,0.008241495943420944,0.014390571872354485
1,88,shift_rank8_oracle,0.11343248521011465,0.00821320214176678,0.014348167509888297
2,77,raw_reuse,0.28881832404121854,0.08883556815528201,0.1325760720355902
2,77,shift_reuse,0.3522522308831809,0.08836382558704656,0.1396685387357138
2,77,shift_local_r2,0.24832351842839845,0.04705000372654791,0.08672329224646091
2,77,shift_rank8_feature,0.23742525969447414,0.02933049613003848,0.056452664540847755
2,77,shift_rank8_noise,0.217676599171783,0.019599792036343745,0.0353126221569255
2,77,shift_rank8_noisy_delta,0.218211678329172,0.01977459776033813,0.03722923272871412
2,77,shift_rank8_state,0.13323808877758328,0.009301298413533795,0.01647889440064318
2,77,shift_rank8_state_noise,0.13323413874056533,0.009310049659368606,0.016518602744326927
2,77,shift_rank8_state_noisy_condition,0.13323914162459646,0.00930873894625303,0.016531335277250037
2,77,shift_rank8_oracle,0.13317110234451876,0.00927906351269734,0.016503361385548483
3,66,raw_reuse,0.2967784814239208,0.08955935620037944,0.13459803338046186
3,66,shift_reuse,0.3668753170826268,0.08965777853786124,0.141625734930858
3,66,shift_local_r2,0.2629657904272133,0.047474028458716615,0.088613857596647
3,66,shift_rank8_feature,0.25726556642743886,0.031286097438238805,0.05816603152779862
3,66,shift_rank8_noise,0.23588483716013814,0.02192522588714731,0.040595308353658766
3,66,shift_rank8_noisy_delta,0.23515123140731525,0.021390112931586505,0.03867152698221615
3,66,shift_rank8_state,0.1478526406713045,0.009966912282213782,0.016760035476181656
3,66,shift_rank8_state_noise,0.14784856740946,0.00996829170264266,0.016770705435192212
3,66,shift_rank8_state_noisy_condition,0.1478535233705728,0.009973540957831801,0.016783228149870412
3,66,shift_rank8_oracle,0.14780049066900983,0.009962850535030456,0.016699601791333403
4,55,raw_reuse,0.30962746297181276,0.09068545803431707,0.13670642589568158
4,55,shift_reuse,0.3866661436086274,0.09117579159635042,0.14364229603670536
4,55,shift_local_r2,0.28501241579383263,0.052338773575292916,0.09565849774517118
4,55,shift_rank8_feature,0.285362456825197,0.03458748367469491,0.06309344022301956
4,55,shift_rank8_noise,0.2633500913248422,0.0236588784991795,0.04120368954027072
4,55,shift_rank8_noisy_delta,0.2642258686852212,0.02416229536447563,0.043359080282971266
4,55,shift_rank8_state,0.17142561112929947,0.012683440787470496,0.02197729410836473
4,55,shift_rank8_state_noise,0.17142133652861066,0.012699534358171543,0.02197740830015391
4,55,shift_rank8_state_noisy_condition,0.17142489271535066,0.012695557438606096,0.022023220267146825
4,55,shift_rank8_oracle,0.17138328895752986,0.012659428164527768,0.022000742558157073
5,44,raw_reuse,0.32174760146929043,0.09206293592777641,0.13888613697490654
5,44,shift_reuse,0.40805523519018116,0.09329583486028538,0.1469361314084381
5,44,shift_local_r2,0.30860849315187566,0.0527318491359678,0.09783714234363289
5,44,shift_rank8_feature,0.31489381147121276,0.03824774182880708,0.06762001850875093
5,44,shift_rank8_noise,0.28982110579360854,0.028517855564734268,0.0514783548656851
5,44,shift_rank8_noisy_delta,0.28821749064461744,0.026759288021507982,0.046784452733118084
5,44,shift_rank8_state,0.19145160229030683,0.013994363024530223,0.02395732995937578
5,44,shift_rank8_state_noise,0.1914473002480433,0.014021146445451976,0.023994596587726843
5,44,shift_rank8_state_noisy_condition,0.1914519608378904,0.014002493795004838,0.024008505657548085
5,44,shift_rank8_oracle,0.19140702267054982,0.013972976865040551,0.02413906448637135
6,33,raw_reuse,0.333868738125544,0.09474636366098191,0.14261464632581916
6,33,shift_reuse,0.4294701469572266,0.09732598477642934,0.1536179563961923
6,33,shift_local_r2,0.3351196086893622,0.06391495034904952,0.11812317750882358
6,33,shift_rank8_feature,0.3282185057796462,0.04286267986830728,0.07399403729941695
6,33,shift_rank8_noise,0.3195941128504961,0.035555042122535796,0.06148957635741681
6,33,shift_rank8_noisy_delta,0.32022546830790255,0.033466302678724816,0.0600559620419517
6,33,shift_rank8_state,0.21600520632783315,0.016960294005553836,0.03071014804881997
6,33,shift_rank8_state_noise,0.21599744141927696,0.016905866050859857,0.030523251259000968
6,33,shift_rank8_state_noisy_condition,0.21601216338175688,0.01696047689574559,0.030694952799240127
6,33,shift_rank8_oracle,0.21593385255015068,0.0168248270384991,0.03038531626225449
7,22,raw_reuse,0.3393716363894711,0.10197559709807404,0.1563959535676986
7,22,shift_reuse,0.44055167940060114,0.10691403304290498,0.17254786959383636
7,22,shift_local_r2,0.3612001170059608,0.07028247342278948,0.12940548051847145
7,22,shift_rank8_feature,0.3558705947743884,0.05187564683920365,0.0927942691138014
7,22,shift_rank8_noise,0.34817440510003844,0.04860455764651804,0.08512139143422245
7,22,shift_rank8_noisy_delta,0.34527031208489267,0.046222363839040256,0.08020508813206105
7,22,shift_rank8_state,0.23460899518451153,0.02076294696095402,0.03769431953551247
7,22,shift_rank8_state_noise,0.23459945596167023,0.020783769397864776,0.03739343679044395
7,22,shift_rank8_state_noisy_condition,0.23461766798377598,0.020782235579746323,0.03759528476512059
7,22,shift_rank8_oracle,0.2344742599865801,0.02075788624790558,0.0373320271493867
8,11,raw_reuse,0.3477960501129819,0.1265866130445754,0.20625337210949507
8,11,shift_reuse,0.45093400003740286,0.12970976658424527,0.22041948258411137
8,11,shift_local_r2,0.40229093668329985,0.102344600540001,0.18741896017454562
8,11,shift_rank8_feature,0.3501661963948248,0.07233402263376783,0.13679380770772695
8,11,shift_rank8_noise,0.3827334643536579,0.09082894264056496,0.15994598208926616
8,11,shift_rank8_noisy_delta,0.37909896708124813,0.07486307538304648,0.1344672627514228
8,11,shift_rank8_state,0.24740180455452526,0.03520206408835748,0.06089107464067637
8,11,shift_rank8_state_noise,0.24746334982546545,0.035160172563454294,0.06107521839439868
8,11,shift_rank8_state_noisy_condition,0.24764984451022062,0.03498752541660692,0.06072699530050159
8,11,shift_rank8_oracle,0.2468816203219844,0.03483605334937868,0.06070102024823426
9,0,raw_reuse,0.30572943031342603,0.2792477226397875,0.5077463542111218
9,0,shift_reuse,0.41808690904053025,0.23785763564953236,0.4068264068104326
9,0,shift_local_r2,0.33019372452346457,0.18078138343906347,0.32000413686037066
9,0,shift_rank8_feature,0.23624250564299526,0.15158422279746941,0.26589334146119653
9,0,shift_rank8_noise,0.33390760846936257,0.23399544025674074,0.42193949194625013
9,0,shift_rank8_noisy_delta,0.32102462303515017,0.18836797923241594,0.33667647810652845
9,0,shift_rank8_state,0.18631749795223185,0.0978600988969841,0.18223673482425512
