split,sample_id,cell,layer,sampling_step,method,density,head,tile_index,query_start,family,generators,oracle_access,residual_sq,reference_sq,output_relative_l2,critical_output_relative_l2,adaptive_output_relative_l2,subspace_overlap,selected_attention_mass_mean,dynamic_scalars,dynamic_scalar_ratio_to_rank_basis,rotation_macs,tail_macs,dense_attention_macs,extra_work_ratio,record_quality_gate
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,0,0,adaptive,0,heldout_defect_posthoc,0.000410639998018793,1878.9102783203125,0.00046749568157219696,0.0036359813233024472,0.00046749569987242803,1.0000000000000004,0.994603157043457,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,0,0,full_procrustes,128,heldout_defect_posthoc,0.000410639998018793,1878.9102783203125,0.00046749568157219696,0.0036359813233024472,0.00046749569987242803,1.0000000000000004,0.994603157043457,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,1,16320,frozen,0,source_only,0.0011365582998910857,1599.7435302734375,0.0008428895657559029,0.001763779673185859,0.00017699672830164172,0.6466002348626033,0.9976359605789185,0,0.0,0,262144,536739840,0.0004884004884004884,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,1,16320,adaptive,0,heldout_defect_posthoc,5.011650524654894e-05,1599.7435302734375,0.00017699671587427914,0.001763779673185859,0.00017699672830164172,1.0,0.9976359605789185,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,1,16320,full_procrustes,128,heldout_defect_posthoc,5.011650524654894e-05,1599.7435302734375,0.00017699671587427914,0.001763779673185859,0.00017699672830164172,1.0,0.9976359605789185,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,2,32640,frozen,0,source_only,0.0030191322750479687,2295.74853515625,0.0011467768374311864,0.002421192635531325,0.000222415080250992,0.6520088005117837,0.9972177743911743,0,0.0,0,262144,536739840,0.0004884004884004884,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,2,32640,adaptive,0,heldout_defect_posthoc,0.00011356715416656228,2295.74853515625,0.00022241507182554882,0.002421192635531325,0.000222415080250992,0.9999999999999996,0.9972177743911743,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,5,2,32640,full_procrustes,128,heldout_defect_posthoc,0.00011356715416656228,2295.74853515625,0.00022241507182554882,0.002421192635531325,0.000222415080250992,0.9999999999999996,0.9972177743911743,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,0,0,frozen,0,source_only,0.05582839155594069,1570.54443359375,0.005962143764882747,0.020136837595964834,0.0012895509432167337,0.7695830248609514,0.949384331703186,0,0.0,0,262144,536739840,0.0004884004884004884,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,0,0,adaptive,0,heldout_defect_posthoc,0.002611723085275429,1570.54443359375,0.0012895507844245793,0.020136837595964834,0.0012895509432167337,1.0,0.949384331703186,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,0,0,full_procrustes,128,heldout_defect_posthoc,0.002611723085275429,1570.54443359375,0.0012895507844245793,0.020136837595964834,0.0012895509432167337,1.0,0.949384331703186,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,1,16320,frozen,0,source_only,0.0193928878738693,1511.251953125,0.0035822245479321586,0.01250313462777302,0.0007544122522866454,0.780535658787407,0.9621825218200684,0,0.0,0,262144,536739840,0.0004884004884004884,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,1,16320,adaptive,0,heldout_defect_posthoc,0.0008601104885262022,1511.251953125,0.0007544121674509753,0.01250313462777302,0.0007544122522866454,1.0,0.9621825218200684,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,1,16320,full_procrustes,128,heldout_defect_posthoc,0.0008601104885262022,1511.251953125,0.0007544121674509753,0.01250313462777302,0.0007544122522866454,1.0,0.9621825218200684,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,2,32640,frozen,0,source_only,0.028802659451472857,1555.29052734375,0.004303388265902365,0.014860903117003218,0.0009456392029404626,0.7816052514731593,0.9557352066040039,0,0.0,0,262144,536739840,0.0004884004884004884,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,2,32640,adaptive,0,heldout_defect_posthoc,0.001390792618897712,1555.29052734375,0.0009456391090387296,0.014860903117003218,0.0009456392029404626,1.0,0.9557352066040039,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
