cell,method,density,records,critical_output_relative_l2,adaptive_rank_output_relative_l2,adaptive_rank_worst_record_relative_l2,selected_attention_mass_mean,aggregate_gate,worst_gate,adaptive_pregate_pass
layer00_step00_capacity_control,contribution_norm,0.125,144,0.1847427996561358,0.002653195053799774,0.009928289019643472,0.5989828931374682,1.0,1.0,True
layer00_step00_capacity_control,contribution_norm,0.25,144,0.10053385299076971,0.0009857617314856704,0.004008543678069952,0.6975654653377004,1.0,1.0,True
layer14_step00_early,contribution_norm,0.125,144,0.2897471768879891,0.03349020910751409,0.07806887773700043,0.4984937168450819,0.0,0.0,False
layer14_step00_early,contribution_norm,0.25,144,0.19590771014586283,0.02161064270782183,0.05264884734797035,0.6626379013889365,0.0,0.0,False
layer14_step09_middle,contribution_norm,0.125,144,0.17171348019707164,0.03697273913774276,0.1266288734613618,0.7221861330585347,0.0,0.0,False
layer14_step09_middle,contribution_norm,0.25,144,0.10476776580188543,0.018177398616055284,0.05424655180073024,0.8488188061035342,0.0,0.0,False
layer14_step19_late,contribution_norm,0.125,144,0.1261638265066195,0.03322289881307328,0.119353456185807,0.8309369300388627,0.0,0.0,False
layer14_step19_late,contribution_norm,0.25,144,0.07111883268912403,0.013781948869953176,0.05319984773772433,0.920284186800321,0.0,0.0,False
