layer,split,method,codec,predictor,selected_fraction,index_bits,group_dim,nominal_bps,codebook_static_bits,codebook_sha256,mse,nmse,mean_cosine,p05_cosine,payload_bits,metadata_bits,payload_bps,effective_bps,index_entropy,index_entropy_bps,residual_top10_energy
15,val,raw_pq,pq_0p5b_k16_d8,,1.0,4,8,0.5,2048,cdf7920666484595e9f0c11c7fcf99677a6115bcc2fbad9372c544bdef82ecd1,0.000567429623168185,0.5810479356175516,0.6503264544741969,0.5901521682024806,655360.0,0.0,0.5,0.5015625,3.749896108606956,0.4687370135758695,0.11348557412921827
15,val,residual_pq,pq_0p5b_k16_d8,ema_050,0.25,4,8,0.25,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.0006296000538951821,0.6447104568456135,0.6628279271211082,0.21537827459392986,481280.0,154880.0,0.4853515625,0.4869140625,3.43283856909724,0.23227620528428874,0.22578160792184807
15,val,residual_pq,pq_0p5b_k16_d8,ema_050,0.5,4,8,0.375,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.00051466496323511,0.5270169237072198,0.7189187934490384,0.3145493234963405,634880.0,154880.0,0.6025390625,0.6041015625,3.2691943074959458,0.3293246442184966,0.23495288704358305
15,val,residual_pq,pq_0p5b_k16_d8,ema_050,1.0,4,8,0.5,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.0004272222970757017,0.43747563332985884,0.7692347132487691,0.41783138901040345,942080.0,1280.0,0.7197265625,0.7212890625,2.907247021058243,0.3634058776322804,0.24382630227930055
15,test,raw_pq,pq_0p5b_k16_d8,,1.0,4,8,0.5,2048,cdf7920666484595e9f0c11c7fcf99677a6115bcc2fbad9372c544bdef82ecd1,0.0005698483444236034,0.5835247050238193,0.6483057356002424,0.5854508189505333,1310720.0,0.0,0.5,0.50078125,3.732433390260854,0.4665541737826068,0.11362991191651871
15,test,residual_pq,pq_0p5b_k16_d8,ema_050,0.25,4,8,0.25,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.0006203939124076906,0.6352833666691547,0.6640097417926416,0.21578512830162616,962560.0,309760.0,0.4853515625,0.4861328125,3.027830555887898,0.21961970487149682,0.23607748692029387
15,test,residual_pq,pq_0p5b_k16_d8,ema_050,0.5,4,8,0.375,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.0005074420720508319,0.5196206820775182,0.7196218270053147,0.30593330608736485,1269760.0,309760.0,0.6025390625,0.6033203125,2.8555554697742513,0.3034722168608907,0.24715606467757154
15,test,residual_pq,pq_0p5b_k16_d8,ema_050,1.0,4,8,0.5,2048,0048897477814ec936088ebd6803201832eb6ec1a5e1cdd823f8f009638b4dc2,0.0004201473146647207,0.43023085046296755,0.7703947369903368,0.414679121800205,1884160.0,2560.0,0.7197265625,0.7205078125,2.521381603866607,0.31517270048332585,0.2558887435534813
15,val,raw_pq,pq_1b_k16_d4,,1.0,4,4,1.0,1024,5d318534112b57994fb79c179696d5b513d8cef32ca892ba3b5d58e6c07405ef,0.00041721413749039473,0.42722727788816556,0.7585408630704082,0.6449694748197217,1310720.0,0.0,1.0,1.00078125,3.7222447299138643,0.9305611824784661,0.14401446807555446
15,val,residual_pq,pq_1b_k16_d4,ema_050,0.25,4,4,0.5,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.0004897054629145115,0.5014583953132399,0.7160218866365246,0.19554705018615767,634880.0,308480.0,0.7197265625,0.7205078125,3.655188759232913,0.47844929745205705,0.2786943059267756
15,val,residual_pq,pq_1b_k16_d4,ema_050,0.5,4,4,0.75,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.0003646313084857813,0.37338246084905685,0.787481164403881,0.28056553725241845,942080.0,308480.0,0.9541015625,0.9548828125,3.5243065581395525,0.6905383197674441,0.3309841509247881
15,val,residual_pq,pq_1b_k16_d4,ema_050,1.0,4,4,1.0,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.0003001379164752606,0.3073412272605534,0.8270442814208309,0.35372485497991024,1556480.0,1280.0,1.1884765625,1.1892578125,3.153552244753465,0.7883880611883662,0.3696168284213507
15,test,raw_pq,pq_1b_k16_d4,,1.0,4,4,1.0,1024,5d318534112b57994fb79c179696d5b513d8cef32ca892ba3b5d58e6c07405ef,0.0004258756815062245,0.4360966981120254,0.7539907318335477,0.6507363362569645,2621440.0,0.0,1.0,1.000390625,3.7028726029560195,0.9257181507390049,0.14240574296089298
15,test,residual_pq,pq_1b_k16_d4,ema_050,0.25,4,4,0.5,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.0004711680164475506,0.48247604911849407,0.7249840337217243,0.20124701651696733,1269760.0,616960.0,0.7197265625,0.7201171875,3.330844613967453,0.4581777883729658,0.28930570913102244
15,test,residual_pq,pq_1b_k16_d4,ema_050,0.5,4,4,0.75,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.0003450046470265807,0.35328475875746296,0.7984272528208399,0.3094284506678345,1884160.0,616960.0,0.9541015625,0.9544921875,3.1700267270223224,0.6462533408777903,0.3389624373594126
15,test,residual_pq,pq_1b_k16_d4,ema_050,1.0,4,4,1.0,1024,9667ee93591bb1547725b6edfd1ba35de5d64864b3d07ad5b0b044b7618ade93,0.00028091775613662705,0.2876597824485822,0.8384007497783674,0.39544485411256813,3112960.0,2560.0,1.1884765625,1.1888671875,2.7848118868584004,0.6962029717146001,0.374239012150596
15,val,raw_pq,pq_1p5b_k64_d4,,1.0,6,4,1.5,4096,0d1914b01a2a9e22e93396adff2cd28e829214e3e44dca070c50366a6f73ac17,0.00017786845575801152,0.18213729916430826,0.9066040359840681,0.8791149485348204,1966080.0,0.0,1.5,1.503125,5.748245888745773,1.4370614721864432,0.13117360272547723
15,val,residual_pq,pq_1p5b_k64_d4,ema_050,0.25,6,4,0.625,4096,8caf27fc803446bc3cbeff46f81e126429427cd24f70eee5035e55acd674ce97,0.0003189273877622483,0.3265816459078779,0.8265554426457014,0.5532175344971504,788480.0,308480.0,0.8369140625,0.8400390625,5.607074706492396,0.6004421691557748,0.25892265568343487
