sample_id,layer,sampling_step,timestep,branch,mask,head,action,calibration_output_relative_l2,calibration_query_nrmse_p95,calibration_query_nrmse_p99,calibration_query_cosine_p05,calibration_lse_error_p95
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,1,dense,0.1473388373851776,0.23652012646198273,0.287885844707489,0.9779114723205566,0.4465503990650177
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,10,dense,0.7360938191413879,1.04989492893219,1.1186400651931763,0.5343614816665649,7.518922328948975
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,11,dense,0.07630176097154617,0.20840539038181305,0.29171064496040344,0.9873306751251221,0.21378956735134125
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,2,dense,0.4816029369831085,0.6387402415275574,0.6923140287399292,0.8405541181564331,3.32600736618042
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,3,dense,0.6290427446365356,0.9558362364768982,1.002156376838684,0.6433396935462952,3.5743706226348877
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,4,dense,0.0952754020690918,0.3027836084365845,0.4776941239833832,0.9738285541534424,0.39789730310440063
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,5,dense,0.06371891498565674,0.18140874803066254,0.20248210430145264,0.9918887615203857,0.2211446762084961
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,6,dense,0.13925424218177795,0.23259097337722778,0.2962695360183716,0.9766467809677124,0.6425154209136963
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,7,dense,0.21510392427444458,0.33862289786338806,0.5933759212493896,0.962906539440155,0.6233764290809631
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,8,dense,1.2022608518600464,1.552411437034607,1.6196823120117188,0.22754816710948944,3.4792871475219727
s00_p00_seed20260740,0,0,999.0,cond,s3_temporal_pm2,9,dense,0.8671962022781372,1.4314202070236206,2.0851542949676514,0.47626373171806335,3.137331247329712
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,0,dense,0.7763279676437378,1.0949373245239258,1.2193928956985474,0.5945477485656738,3.057360887527466
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,1,dense,0.2648496925830841,0.4354899823665619,0.550343930721283,0.9197577238082886,0.9930578470230103
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,10,dense,0.4227735996246338,0.5746415853500366,0.7165871262550354,0.8570231199264526,3.6327404975891113
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,11,dense,0.2877482771873474,0.5928897261619568,0.6960136294364929,0.9121943712234497,0.49471911787986755
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,2,dense,0.46778255701065063,0.6298327445983887,0.6923573017120361,0.8401539921760559,3.4544153213500977
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,3,dense,0.8101045489311218,1.1433454751968384,1.25279700756073,0.5371235013008118,3.6095781326293945
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,4,dense,0.22435548901557922,0.4299798905849457,0.5693367719650269,0.9474273324012756,0.4372773766517639
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,5,dense,0.17776307463645935,0.31311333179473877,0.37608250975608826,0.9660576581954956,0.36620235443115234
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,6,dense,0.22822625935077667,0.3557412922382355,0.4553186893463135,0.9487689733505249,1.0175081491470337
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,7,dense,0.5439133048057556,0.7554853558540344,0.863864004611969,0.7980747222900391,1.4863650798797607
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,8,dense,1.4967551231384277,1.8781280517578125,2.0177814960479736,0.07157439738512039,3.541682004928589
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull,9,dense,1.0109668970108032,1.5187883377075195,1.59441077709198,0.4092031419277191,3.3285253047943115
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,0,dense,0.5811169743537903,0.832126259803772,0.9596815705299377,0.7198278903961182,2.689764976501465
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,1,dense,0.262393593788147,0.4307999610900879,0.5495274066925049,0.920006513595581,0.9888895153999329
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,10,dense,0.3002893924713135,0.39626315236091614,0.4408065974712372,0.9347292184829712,3.0310051441192627
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,11,dense,0.2840505838394165,0.5910348296165466,0.6958169341087341,0.9142826795578003,0.4941955506801605
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,2,dense,0.39410245418548584,0.6114342212677002,0.6370030641555786,0.8454973101615906,2.9742214679718018
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,3,dense,0.5010385513305664,0.8870337009429932,0.9611291289329529,0.6902132630348206,3.008193254470825
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,4,dense,0.2228652387857437,0.42953693866729736,0.5690100193023682,0.9474255442619324,0.4312131404876709
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,5,dense,0.17602862417697906,0.3054688274860382,0.35522985458374023,0.9663971662521362,0.3645263612270355
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,6,dense,0.22112925350666046,0.3444349765777588,0.44117891788482666,0.9524828791618347,1.0098375082015991
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,7,dense,0.5284134745597839,0.7406350374221802,0.8557583093643188,0.7995802760124207,1.4490904808044434
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,8,dense,1.0097664594650269,1.5038366317749023,1.5803827047348022,0.22968029975891113,2.9943788051605225
s00_p00_seed20260740,0,0,999.0,cond,s3_tfull_anchor12,9,dense,0.807129979133606,1.1901394128799438,1.37627375125885,0.5293081998825073,2.926568031311035
s00_p00_seed20260740,0,0,999.0,cond,s5,0,dense,0.57342129945755,0.762983500957489,0.8666476011276245,0.7771270871162415,2.8221583366394043
s00_p00_seed20260740,0,0,999.0,cond,s5,1,dense,0.7317889928817749,1.0292658805847168,1.1874089241027832,0.7285057306289673,1.8556874990463257
s00_p00_seed20260740,0,0,999.0,cond,s5,10,dense,0.7574318647384644,0.9596859216690063,1.060882568359375,0.6178879141807556,9.350754737854004
s00_p00_seed20260740,0,0,999.0,cond,s5,11,dense,0.5047245025634766,0.7041999697685242,0.793051540851593,0.8917266726493835,0.5803436040878296
s00_p00_seed20260740,0,0,999.0,cond,s5,2,dense,0.6492900252342224,0.7904126048088074,0.8454135060310364,0.7749887108802795,3.8675146102905273
s00_p00_seed20260740,0,0,999.0,cond,s5,3,dense,0.4426843822002411,0.73302161693573,0.8369990587234497,0.7676659822463989,4.199063301086426
s00_p00_seed20260740,0,0,999.0,cond,s5,4,dense,0.3377748727798462,0.5649037957191467,0.6689314246177673,0.9279595613479614,0.5266410708427429
s00_p00_seed20260740,0,0,999.0,cond,s5,5,dense,0.26926082372665405,0.42246904969215393,0.4933837354183197,0.9504644274711609,0.4871464967727661
s00_p00_seed20260740,0,0,999.0,cond,s5,6,dense,0.18332436680793762,0.2594820261001587,0.3924998342990875,0.9688585996627808,0.8751965761184692
s00_p00_seed20260740,0,0,999.0,cond,s5,7,dense,0.7006351947784424,0.9483382701873779,1.125144124031067,0.6704487800598145,3.293898820877075
s00_p00_seed20260740,0,0,999.0,cond,s5,8,dense,0.8257256746292114,1.1989195346832275,1.3802403211593628,0.47028112411499023,4.102969646453857
s00_p00_seed20260740,0,0,999.0,cond,s5,9,dense,1.6179540157318115,2.1333231925964355,2.293260097503662,0.09924886375665665,3.746211051940918
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,0,dense,0.5469945073127747,0.7602431178092957,0.8764848709106445,0.7605270743370056,2.507554769515991
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,1,dense,0.2621767222881317,0.432640939950943,0.5452582240104675,0.9212575554847717,0.9850015640258789
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,10,dense,0.4333008825778961,0.5593649744987488,0.7157655954360962,0.8610331416130066,3.618516445159912
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,11,dense,0.27113616466522217,0.5783923268318176,0.6757075190544128,0.9139589071273804,0.4780193269252777
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,2,dense,0.4155217111110687,0.5454146862030029,0.6317692995071411,0.8768254518508911,3.128344774246216
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,3,dense,0.657731294631958,0.9678149819374084,1.0604536533355713,0.6219409704208374,3.3225464820861816
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,4,dense,0.20838426053524017,0.3979761004447937,0.4749516248703003,0.9547990560531616,0.3782925009727478
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,5,dense,0.16454696655273438,0.29253435134887695,0.3566190004348755,0.9693374037742615,0.330877423286438
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,6,dense,0.15580721199512482,0.24129027128219604,0.3200463056564331,0.9760995507240295,0.7744736671447754
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,7,dense,0.5284200310707092,0.7432757019996643,0.8307784199714661,0.806086540222168,1.4519892930984497
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,8,dense,1.2095762491226196,1.5408881902694702,1.6879632472991943,0.19264501333236694,3.2548680305480957
s00_p00_seed20260740,0,0,999.0,cond,s5_tfull,9,dense,0.7455894351005554,1.0656239986419678,1.1722584962844849,0.5488126873970032,3.0021398067474365
s00_p00_seed20260740,0,0,999.0,uncond,s3,0,dense,0.8137626051902771,1.1526708602905273,1.4248456954956055,0.5758668184280396,3.642435073852539
s00_p00_seed20260740,0,0,999.0,uncond,s3,1,dense,0.7460618615150452,1.0622918605804443,1.2084234952926636,0.723251461982727,1.8733587265014648
s00_p00_seed20260740,0,0,999.0,uncond,s3,10,dense,0.7947167158126831,1.0109672546386719,1.2130111455917358,0.5943950414657593,10.0963716506958
s00_p00_seed20260740,0,0,999.0,uncond,s3,11,dense,0.5336009860038757,0.7721157670021057,0.8665953278541565,0.8862768411636353,0.655087411403656
s00_p00_seed20260740,0,0,999.0,uncond,s3,2,dense,0.7236091494560242,0.9357231855392456,1.1023058891296387,0.7109148502349854,4.752389907836914
s00_p00_seed20260740,0,0,999.0,uncond,s3,3,dense,0.685434103012085,1.0726374387741089,1.22355055809021,0.618972659111023,5.113882541656494
s00_p00_seed20260740,0,0,999.0,uncond,s3,4,dense,0.3587455153465271,0.6042889952659607,0.7414400577545166,0.9211322069168091,0.6209558844566345
s00_p00_seed20260740,0,0,999.0,uncond,s3,5,dense,0.2872812747955322,0.47663259506225586,0.5418630242347717,0.9398632645606995,0.5499489307403564
s00_p00_seed20260740,0,0,999.0,uncond,s3,6,dense,0.26936107873916626,0.4095383882522583,0.5714150071144104,0.9345067143440247,1.1270711421966553
s00_p00_seed20260740,0,0,999.0,uncond,s3,7,dense,0.7771762013435364,1.105790376663208,1.2610293626785278,0.635973334312439,3.3987364768981934
s00_p00_seed20260740,0,0,999.0,uncond,s3,8,dense,1.357169508934021,1.9817225933074951,2.2589337825775146,0.1637260615825653,5.003729343414307
s00_p00_seed20260740,0,0,999.0,uncond,s3,9,dense,1.553327202796936,2.114103317260742,2.229530096054077,0.13332237303256989,4.542768478393555
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,0,dense,0.5946309566497803,0.9246765971183777,1.024065613746643,0.6697565913200378,2.400735378265381
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,1,dense,0.1473388373851776,0.23652012646198273,0.287885844707489,0.9779114723205566,0.4465503990650177
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,10,dense,0.7360938191413879,1.04989492893219,1.1186400651931763,0.5343614816665649,7.518922328948975
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,11,dense,0.07630176097154617,0.20840539038181305,0.29171064496040344,0.9873306751251221,0.21378956735134125
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,2,dense,0.4816029369831085,0.6387402415275574,0.6923140287399292,0.8405541181564331,3.32600736618042
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,3,dense,0.6290427446365356,0.9558362364768982,1.002156376838684,0.6433396935462952,3.5743706226348877
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,4,dense,0.0952754020690918,0.3027836084365845,0.4776941239833832,0.9738285541534424,0.39789730310440063
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,5,dense,0.06371891498565674,0.18140874803066254,0.20248210430145264,0.9918887615203857,0.2211446762084961
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,6,dense,0.13925424218177795,0.23259097337722778,0.2962695360183716,0.9766467809677124,0.6425154209136963
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,7,dense,0.21510392427444458,0.33862289786338806,0.5933759212493896,0.962906539440155,0.6233764290809631
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,8,dense,1.2022608518600464,1.552411437034607,1.6196823120117188,0.22754816710948944,3.4792871475219727
s00_p00_seed20260740,0,0,999.0,uncond,s3_temporal_pm2,9,dense,0.8671962022781372,1.4314202070236206,2.0851542949676514,0.47626373171806335,3.137331247329712
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,0,dense,0.7763279676437378,1.0949373245239258,1.2193928956985474,0.5945477485656738,3.057360887527466
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,1,dense,0.2648496925830841,0.4354899823665619,0.550343930721283,0.9197577238082886,0.9930578470230103
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,10,dense,0.4227735996246338,0.5746415853500366,0.7165871262550354,0.8570231199264526,3.6327404975891113
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,11,dense,0.2877482771873474,0.5928897261619568,0.6960136294364929,0.9121943712234497,0.49471911787986755
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,2,dense,0.46778255701065063,0.6298327445983887,0.6923573017120361,0.8401539921760559,3.4544153213500977
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,3,dense,0.8101045489311218,1.1433454751968384,1.25279700756073,0.5371235013008118,3.6095781326293945
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,4,dense,0.22435548901557922,0.4299798905849457,0.5693367719650269,0.9474273324012756,0.4372773766517639
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,5,dense,0.17776307463645935,0.31311333179473877,0.37608250975608826,0.9660576581954956,0.36620235443115234
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,6,dense,0.22822625935077667,0.3557412922382355,0.4553186893463135,0.9487689733505249,1.0175081491470337
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,7,dense,0.5439133048057556,0.7554853558540344,0.863864004611969,0.7980747222900391,1.4863650798797607
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,8,dense,1.4967551231384277,1.8781280517578125,2.0177814960479736,0.07157439738512039,3.541682004928589
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull,9,dense,1.0109668970108032,1.5187883377075195,1.59441077709198,0.4092031419277191,3.3285253047943115
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,0,dense,0.5811169743537903,0.832126259803772,0.9596815705299377,0.7198278903961182,2.689764976501465
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,1,dense,0.262393593788147,0.4307999610900879,0.5495274066925049,0.920006513595581,0.9888895153999329
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,10,dense,0.3002893924713135,0.39626315236091614,0.4408065974712372,0.9347292184829712,3.0310051441192627
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,11,dense,0.2840505838394165,0.5910348296165466,0.6958169341087341,0.9142826795578003,0.4941955506801605
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,2,dense,0.39410245418548584,0.6114342212677002,0.6370030641555786,0.8454973101615906,2.9742214679718018
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,3,dense,0.5010385513305664,0.8870337009429932,0.9611291289329529,0.6902132630348206,3.008193254470825
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,4,dense,0.2228652387857437,0.42953693866729736,0.5690100193023682,0.9474255442619324,0.4312131404876709
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,5,dense,0.17602862417697906,0.3054688274860382,0.35522985458374023,0.9663971662521362,0.3645263612270355
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,6,dense,0.22112925350666046,0.3444349765777588,0.44117891788482666,0.9524828791618347,1.0098375082015991
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,7,dense,0.5284134745597839,0.7406350374221802,0.8557583093643188,0.7995802760124207,1.4490904808044434
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,8,dense,1.0097664594650269,1.5038366317749023,1.5803827047348022,0.22968029975891113,2.9943788051605225
s00_p00_seed20260740,0,0,999.0,uncond,s3_tfull_anchor12,9,dense,0.807129979133606,1.1901394128799438,1.37627375125885,0.5293081998825073,2.926568031311035
s00_p00_seed20260740,0,0,999.0,uncond,s5,0,dense,0.57342129945755,0.762983500957489,0.8666476011276245,0.7771270871162415,2.8221583366394043
s00_p00_seed20260740,0,0,999.0,uncond,s5,1,dense,0.7317889928817749,1.0292658805847168,1.1874089241027832,0.7285057306289673,1.8556874990463257
s00_p00_seed20260740,0,0,999.0,uncond,s5,10,dense,0.7574318647384644,0.9596859216690063,1.060882568359375,0.6178879141807556,9.350754737854004
s00_p00_seed20260740,0,0,999.0,uncond,s5,11,dense,0.5047245025634766,0.7041999697685242,0.793051540851593,0.8917266726493835,0.5803436040878296
s00_p00_seed20260740,0,0,999.0,uncond,s5,2,dense,0.6492900252342224,0.7904126048088074,0.8454135060310364,0.7749887108802795,3.8675146102905273
s00_p00_seed20260740,0,0,999.0,uncond,s5,3,dense,0.4426843822002411,0.73302161693573,0.8369990587234497,0.7676659822463989,4.199063301086426
s00_p00_seed20260740,0,0,999.0,uncond,s5,4,dense,0.3377748727798462,0.5649037957191467,0.6689314246177673,0.9279595613479614,0.5266410708427429
s00_p00_seed20260740,0,0,999.0,uncond,s5,5,dense,0.26926082372665405,0.42246904969215393,0.4933837354183197,0.9504644274711609,0.4871464967727661
s00_p00_seed20260740,0,0,999.0,uncond,s5,6,dense,0.18332436680793762,0.2594820261001587,0.3924998342990875,0.9688585996627808,0.8751965761184692
s00_p00_seed20260740,0,0,999.0,uncond,s5,7,dense,0.7006351947784424,0.9483382701873779,1.125144124031067,0.6704487800598145,3.293898820877075
s00_p00_seed20260740,0,0,999.0,uncond,s5,8,dense,0.8257256746292114,1.1989195346832275,1.3802403211593628,0.47028112411499023,4.102969646453857
s00_p00_seed20260740,0,0,999.0,uncond,s5,9,dense,1.6179540157318115,2.1333231925964355,2.293260097503662,0.09924886375665665,3.746211051940918
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,0,dense,0.5469945073127747,0.7602431178092957,0.8764848709106445,0.7605270743370056,2.507554769515991
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,1,dense,0.2621767222881317,0.432640939950943,0.5452582240104675,0.9212575554847717,0.9850015640258789
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,10,dense,0.4333008825778961,0.5593649744987488,0.7157655954360962,0.8610331416130066,3.618516445159912
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,11,dense,0.27113616466522217,0.5783923268318176,0.6757075190544128,0.9139589071273804,0.4780193269252777
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,2,dense,0.4155217111110687,0.5454146862030029,0.6317692995071411,0.8768254518508911,3.128344774246216
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,3,dense,0.657731294631958,0.9678149819374084,1.0604536533355713,0.6219409704208374,3.3225464820861816
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,4,dense,0.20838426053524017,0.3979761004447937,0.4749516248703003,0.9547990560531616,0.3782925009727478
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,5,dense,0.16454696655273438,0.29253435134887695,0.3566190004348755,0.9693374037742615,0.330877423286438
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,6,dense,0.15580721199512482,0.24129027128219604,0.3200463056564331,0.9760995507240295,0.7744736671447754
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,7,dense,0.5284200310707092,0.7432757019996643,0.8307784199714661,0.806086540222168,1.4519892930984497
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,8,dense,1.2095762491226196,1.5408881902694702,1.6879632472991943,0.19264501333236694,3.2548680305480957
s00_p00_seed20260740,0,0,999.0,uncond,s5_tfull,9,dense,0.7455894351005554,1.0656239986419678,1.1722584962844849,0.5488126873970032,3.0021398067474365
