sample_id,task,variant,euclidean_candidate_kl,candidate_kl,candidate_kl_reduction,support_overlap_with_euclidean
action_prediction_0148,action_prediction,pca_only,8.925552538130432e-05,0.0002483469434082508,-1.7824265483542843,0.0
action_prediction_0148,action_prediction,fisher_s4,8.925552538130432e-05,0.00032259919680655,-2.6143330670946052,0.15625
action_prediction_0148,action_prediction,mixed_s4,8.925552538130432e-05,0.00032259919680655,-2.6143330670946052,0.1875
action_prediction_0178,action_prediction,pca_only,0.001994255930185318,0.001994255930185318,0.0,0.0
action_prediction_0178,action_prediction,fisher_s4,0.001994255930185318,0.0005790694849565625,0.7096313085037426,0.0
action_prediction_0178,action_prediction,mixed_s4,0.001994255930185318,0.0005790694849565625,0.7096313085037426,0.0
action_prediction_0180,action_prediction,pca_only,0.0018066548509523273,5.8039906434714794e-05,0.9678743804307056,0.0
action_prediction_0180,action_prediction,fisher_s4,0.0018066548509523273,0.0017442660173401237,0.03453279057663783,0.1875
action_prediction_0180,action_prediction,mixed_s4,0.0018066548509523273,0.0,1.0,0.21875
action_prediction_0197,action_prediction,pca_only,0.000510810874402523,0.0004737165290862322,0.07261855057349509,0.0
action_prediction_0197,action_prediction,fisher_s4,0.000510810874402523,5.3717580158263445e-05,0.8948386127818933,0.15625
action_prediction_0197,action_prediction,mixed_s4,0.000510810874402523,7.881235796958208e-05,0.8457112760926124,0.1875
egocentric_navigation_0028,egocentric_navigation,pca_only,0.0002556673716753721,0.0002556673716753721,0.0,0.0
egocentric_navigation_0028,egocentric_navigation,fisher_s4,0.0002556673716753721,0.00042406865395605564,-0.6586733425433233,0.0
egocentric_navigation_0028,egocentric_navigation,mixed_s4,0.0002556673716753721,0.00019227294251322746,0.24795666629935986,0.25
egocentric_navigation_0102,egocentric_navigation,pca_only,0.0,0.0008234451524913311,-3.700754243923297e+304,0.0
egocentric_navigation_0102,egocentric_navigation,fisher_s4,0.0,0.0008234451524913311,-3.700754243923297e+304,0.0
egocentric_navigation_0102,egocentric_navigation,mixed_s4,0.0,0.0,1.0,0.40625
egocentric_navigation_0188,egocentric_navigation,pca_only,0.0003692265599966049,0.0006383312866091728,-0.7288336099522266,0.0
egocentric_navigation_0188,egocentric_navigation,fisher_s4,0.0003692265599966049,0.0006383312866091728,-0.7288336099522266,0.03125
