sample_id,task,variant,euclidean_candidate_kl,candidate_kl,candidate_kl_reduction,support_overlap_with_euclidean
egocentric_navigation_0188,egocentric_navigation,mixed_s4,0.0003692265599966049,0.0028030965477228165,-6.591806363411644,0.1875
egocentric_navigation_0198,egocentric_navigation,pca_only,0.0002624064218252897,0.0,1.0,0.0
egocentric_navigation_0198,egocentric_navigation,fisher_s4,0.0002624064218252897,0.0002624064218252897,0.0,0.03125
egocentric_navigation_0198,egocentric_navigation,mixed_s4,0.0002624064218252897,0.0,1.0,0.21875
fine_grained_pose_0061,fine_grained_pose,pca_only,0.0592392161488533,0.07301785051822662,-0.23259312437138036,0.0
fine_grained_pose_0061,fine_grained_pose,fisher_s4,0.0592392161488533,0.0013752132654190063,0.976785424338441,0.0
fine_grained_pose_0061,fine_grained_pose,mixed_s4,0.0592392161488533,0.0008862554095685482,0.9850393798705639,0.03125
fine_grained_pose_0099,fine_grained_pose,pca_only,0.0011696889996528625,0.0003331421175971627,0.7151874406820686,0.0
fine_grained_pose_0099,fine_grained_pose,fisher_s4,0.0011696889996528625,0.0009155208244919777,0.21729551636060207,0.125
fine_grained_pose_0099,fine_grained_pose,mixed_s4,0.0011696889996528625,0.0009155208244919777,0.21729551636060207,0.1875
fine_grained_pose_0148,fine_grained_pose,pca_only,0.01187579333782196,0.022563256323337555,-0.8999367605596691,0.0
fine_grained_pose_0148,fine_grained_pose,fisher_s4,0.01187579333782196,0.030088461935520172,-1.5335959526758187,0.03125
fine_grained_pose_0148,fine_grained_pose,mixed_s4,0.01187579333782196,0.01969011127948761,-0.6580038671419663,0.0625
fine_grained_pose_0193,fine_grained_pose,pca_only,0.0013484861701726913,0.0003819759003818035,0.7167372503843428,0.0
fine_grained_pose_0193,fine_grained_pose,fisher_s4,0.0013484861701726913,0.0013484861701726913,0.0,0.0
fine_grained_pose_0193,fine_grained_pose,mixed_s4,0.0013484861701726913,0.0023647677153348923,-0.7536462498774108,0.03125
moving_attribute_0050,moving_attribute,pca_only,0.002326579764485359,0.0028133434243500233,-0.20921855648148657,0.0
moving_attribute_0050,moving_attribute,fisher_s4,0.002326579764485359,0.0034576095640659332,-0.48613411706121257,0.0625
moving_attribute_0050,moving_attribute,mixed_s4,0.002326579764485359,0.0034576095640659332,-0.48613411706121257,0.09375
moving_attribute_0124,moving_attribute,pca_only,0.0001274310052394867,0.0001274310052394867,0.0,0.0
moving_attribute_0124,moving_attribute,fisher_s4,0.0001274310052394867,0.000531073659658432,-3.1675388078463476,0.125
moving_attribute_0124,moving_attribute,mixed_s4,0.0001274310052394867,0.0,1.0,0.15625
moving_attribute_0158,moving_attribute,pca_only,0.0004249896155670285,0.000355695141479373,0.16304980533512958,0.0
moving_attribute_0158,moving_attribute,fisher_s4,0.0004249896155670285,0.0003394180384930223,0.20134980700607263,0.0625
moving_attribute_0158,moving_attribute,mixed_s4,0.0004249896155670285,0.0003394180384930223,0.20134980700607263,0.1875
moving_attribute_0186,moving_attribute,pca_only,1.7705042409943417e-07,3.230277798138559e-06,-17.24495939261002,0.0
moving_attribute_0186,moving_attribute,fisher_s4,1.7705042409943417e-07,3.230277798138559e-06,-17.24495939261002,0.0
moving_attribute_0186,moving_attribute,mixed_s4,1.7705042409943417e-07,1.115659642891842e-06,-5.301366678824055,0.9375
object_interaction_0007,object_interaction,pca_only,0.007265523076057434,0.017418086528778076,-1.3973616691380508,0.0
object_interaction_0007,object_interaction,fisher_s4,0.007265523076057434,0.0035182517021894455,0.5157607146299794,0.09375
object_interaction_0007,object_interaction,mixed_s4,0.007265523076057434,0.004994763061404228,0.31253909606814045,0.125
object_interaction_0063,object_interaction,pca_only,1.1559131962712854e-06,4.317826096666977e-07,0.6264575825766756,0.0
object_interaction_0063,object_interaction,fisher_s4,1.1559131962712854e-06,4.317826096666977e-07,0.6264575825766756,0.25
object_interaction_0063,object_interaction,mixed_s4,1.1559131962712854e-06,1.0797566574183293e-06,0.06588430610414342,0.96875
object_interaction_0077,object_interaction,pca_only,8.524692384526134e-05,8.524692384526134e-05,0.0,0.0
object_interaction_0077,object_interaction,fisher_s4,8.524692384526134e-05,2.6011955924332142e-05,0.6948634067834686,0.09375
object_interaction_0077,object_interaction,mixed_s4,8.524692384526134e-05,2.6011955924332142e-05,0.6948634067834686,0.40625
object_interaction_0088,object_interaction,pca_only,0.007802151143550873,0.0019491780549287796,0.7501742764186339,0.0
object_interaction_0088,object_interaction,fisher_s4,0.007802151143550873,0.007613636553287506,0.024161873667262856,0.125
object_interaction_0088,object_interaction,mixed_s4,0.007802151143550873,0.007613636553287506,0.024161873667262856,0.1875
