ssim_threshold,sample_count,oracle_feasible_samples,per_sample_oracle_geomean_speedup,per_sample_oracle_min_speedup,universal_best_method,universal_geomean_speedup,selected_methods_json,evidence_scope
0.98,4,4,1.0,1.0,dense,1.0,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260724_r0"": ""dense"", ""p01_seed20260723_r0"": ""dense"", ""p01_seed20260724_r0"": ""dense""}",best measured candidate; lower bound on restricted grouped oracle
0.97,4,4,1.0123474864334971,1.0,c_s19_b06_br1_f100,1.0048325213173377,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260724_r0"": ""c_s19_b12_br1"", ""p01_seed20260723_r0"": ""dense"", ""p01_seed20260724_r0"": ""c_s19_b06_br1_f100""}",best measured candidate; lower bound on restricted grouped oracle
0.95,4,4,1.0145751196191954,1.0,c_s19_b12_br1,1.0049316113001747,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260724_r0"": ""c_s19_b12_br1"", ""p01_seed20260723_r0"": ""dense"", ""p01_seed20260724_r0"": ""c_s19_b12_br1""}",best measured candidate; lower bound on restricted grouped oracle
0.9,4,4,1.0145751196191954,1.0,c_s19_b12_br1,1.0049316113001747,"{""p00_seed20260723_r0"": ""dense"", ""p00_seed20260724_r0"": ""c_s19_b12_br1"", ""p01_seed20260723_r0"": ""dense"", ""p01_seed20260724_r0"": ""c_s19_b12_br1""}",best measured candidate; lower bound on restricted grouped oracle
