head,tokens,head_dim,query_samples,geometry_mask,geometry_mass_mean,geometry_mass_p05,geometry_mass_p50,geometry_mass_p95,actual_normalized_entropy_mean,actual_normalized_entropy_p05,actual_normalized_entropy_p50,actual_normalized_entropy_p95,actual_entropy_support_fraction_mean,actual_entropy_support_fraction_p05,actual_entropy_support_fraction_p50,actual_entropy_support_fraction_p95,actual_participation_support_fraction_mean,actual_participation_support_fraction_p05,actual_participation_support_fraction_p50,actual_participation_support_fraction_p95,actual_max_probability_mean,actual_max_probability_p05,actual_max_probability_p50,actual_max_probability_p95,actual_top64_mass_mean,actual_top64_mass_p05,actual_top64_mass_p50,actual_top64_mass_p95,actual_top256_mass_mean,actual_top256_mass_p05,actual_top256_mass_p50,actual_top256_mass_p95,actual_top1024_mass_mean,actual_top1024_mass_p05,actual_top1024_mass_p50,actual_top1024_mass_p95,gaussian_normalized_entropy_mean,gaussian_normalized_entropy_p05,gaussian_normalized_entropy_p50,gaussian_normalized_entropy_p95,gaussian_entropy_support_fraction_mean,gaussian_entropy_support_fraction_p05,gaussian_entropy_support_fraction_p50,gaussian_entropy_support_fraction_p95,gaussian_participation_support_fraction_mean,gaussian_participation_support_fraction_p05,gaussian_participation_support_fraction_p50,gaussian_participation_support_fraction_p95,gaussian_max_probability_mean,gaussian_max_probability_p05,gaussian_max_probability_p50,gaussian_max_probability_p95,gaussian_top64_mass_mean,gaussian_top64_mass_p05,gaussian_top64_mass_p50,gaussian_top64_mass_p95,gaussian_top256_mass_mean,gaussian_top256_mass_p05,gaussian_top256_mass_p50,gaussian_top256_mass_p95,gaussian_top1024_mass_mean,gaussian_top1024_mass_p05,gaussian_top1024_mass_p50,gaussian_top1024_mass_p95,q_mp_lower,q_mp_upper,q_eigen_max,q_stable_rank,q_outliers_above_mp,q_top8_energy,k_mp_lower,k_mp_upper,k_eigen_max,k_stable_rank,k_outliers_above_mp,k_top8_energy
0,32760,128,128,s3_temporal_pm2,0.17029691173229367,0.09065887853503227,0.16702348738908768,0.2511361464858055,0.9546705819666386,0.9414939910173417,0.9558241665363312,0.967361107468605,0.6267047449946404,0.5442834466695785,0.6317315399646759,0.7122372567653656,0.45329593191854656,0.3585694313049317,0.45836859941482544,0.5441530287265777,0.00034605852511049306,0.0002490890052285977,0.0003329040773678571,0.0004818346467800437,0.014187553089868743,0.011622017435729503,0.014010217972099781,0.017821451742202045,0.047282227635150775,0.03880536425858736,0.046465909108519554,0.05874159503728151,0.1514356865081936,0.12670713141560555,0.14850259572267532,0.18513975515961648,0.9518195730634034,0.9364959508180618,0.9504919946193695,0.968088686466217,0.6094017520081252,0.5167232424020767,0.5976606607437134,0.7176465392112732,0.3758345798123628,0.2627437949180603,0.3586033582687378,0.5137620985507965,0.0013004922805066599,0.0006181996373925358,0.0011583450250327587,0.002505594852846115,0.02992346783867106,0.01949657965451479,0.03061927855014801,0.041892578825354576,0.07851720807957463,0.05497050452977419,0.08028721809387207,0.10270061157643792,0.19419950188603252,0.14777899980545045,0.19917768985033035,0.23662331923842428,0.8788919423236052,1.1289224654908026,19.80426788330078,6.463451325899487,30,0.4478045003704315,0.8788919423236052,1.1289224654908026,15.26066780090332,8.387831248277555,31,0.36570309162241754
1,32760,128,128,s3_temporal_pm2,0.730617156252265,0.6398431569337845,0.7349292039871216,0.8070916056632995,0.6191263310611248,0.5713271737098694,0.6218502819538116,0.6556957006454467,0.019897908972779987,0.011599238403141499,0.019612090662121773,0.02788444804027676,0.007969954207510455,0.00441836731042713,0.00800295127555728,0.011717253411188722,0.01631593252750463,0.009939644578844309,0.014869661070406437,0.028006276860833165,0.4304128629155457,0.3310501351952553,0.4171450585126877,0.5698577255010604,0.729715651832521,0.6543350726366043,0.7265347540378571,0.8123731076717376,0.9120961474254727,0.8775316476821899,0.9128129780292511,0.9436049282550811,0.5568815802689642,0.4414371237158775,0.5615938007831573,0.6481157779693604,0.012226077341438213,0.0030129743390716617,0.010482048615813255,0.02577149663120508,0.0018832582314303181,0.00027928080526180566,0.0014241129392758012,0.004442194034345447,0.13169250656210352,0.03993399273604155,0.10479839891195297,0.3050683081150055,0.5750904963351786,0.43449330478906634,0.5772266089916229,0.7412256360054015,0.7512298699002713,0.6343651741743088,0.7576159536838531,0.8501376986503602,0.8936430695466697,0.8284689694643022,0.8980606496334076,0.9422657519578933,0.8788919423236052,1.1289224654908026,6.989580154418945,18.31353291929466,40,0.2728003159903415,0.8788919423236052,1.1289224654908026,5.825806617736816,21.971876968982947,40,0.29882255213578385
2,32760,128,128,s3_temporal_pm2,0.07240738585824147,0.03593978639692068,0.07188476622104645,0.10944833420217037,0.9922915804199874,0.9912107706069946,0.9923043549060822,0.9933789014816284,0.9230058072134852,0.9126693069934845,0.9231054782867432,0.9334761649370193,0.8540164665319026,0.8353240221738816,0.8544958531856537,0.8732302188873291,0.00016060724027511242,0.00012931641249451785,0.00015698064089519903,0.0002107171676470898,0.00651215405378025,0.005899986322037876,0.006505228811874986,0.007120088231749833,0.021524022828089073,0.019996355473995208,0.02150907553732395,0.02309914883226156,0.07030987768666819,0.0664443451911211,0.07029350847005844,0.07410176806151866,0.9919615844264627,0.9909096479415893,0.9919086992740631,0.9930743515491486,0.9198470171540976,0.909816575050354,0.919315904378891,0.9305250614881515,0.8461883375421166,0.8274367392063141,0.8450933694839478,0.865521800518036,0.00015048764305447548,0.0001229959940246772,0.00014835000183666125,0.0001847815110522788,0.0066200462897541,0.006055272347293795,0.006597220432013273,0.007194997882470488,0.02227214863523841,0.020813958253711462,0.02228014823049307,0.023820992093533278,0.07298345537856221,0.06930759064853191,0.07312078773975372,0.07677914462983608,0.8788919423236052,1.1289224654908026,16.68085479736328,7.673701845916996,30,0.4448261409411334,0.8788919423236052,1.1289224654908026,21.04222869873047,6.083191475707267,31,0.37990334567350237
3,32760,128,128,s3_temporal_pm2,0.05898630537558347,0.028033097833395006,0.056173983961343765,0.09043465256690979,0.9961287644691765,0.9957109957933425,0.9961136877536774,0.9965333431959152,0.9605527613312006,0.9563865154981613,0.9603992700576782,0.9645985394716263,0.9218806279823184,0.9140015661716461,0.9215112328529358,0.9296389311552048,0.00011612551207917932,9.679150280135219e-05,0.00011602008817135356,0.0001421572065737564,0.0050736266930471174,0.004797188937664032,0.0050804095808416605,0.005372604704461992,0.017361573089146987,0.016621829848736523,0.01741713099181652,0.018033830821514128,0.058596497983671725,0.05672072786837816,0.0586798544973135,0.060245603695511823,0.9961546720005572,0.995746874809265,0.9961505830287933,0.9965837329626084,0.9608115856535733,0.9567433893680573,0.9607675671577454,0.9651040971279143,0.9231768636964262,0.915463325381279,0.9231314361095428,0.9314345508813858,9.443049106039325e-05,8.269483005278744e-05,9.38219491217751e-05,0.00011247410475334618,0.004623106116923736,0.004405528958886862,0.00462349085137248,0.0048700042068958276,0.016389347038057167,0.01574317142367363,0.016398705542087555,0.017022467311471702,0.05703855137107894,0.055270197615027425,0.05716985650360584,0.0586672805249691,0.8788919423236052,1.1289224654908026,7.68387508392334,16.658771792972853,34,0.3331364850906529,0.8788919423236052,1.1289224654908026,11.37761116027832,11.250508076501074,32,0.3246194895995453
4,32760,128,128,s3_temporal_pm2,0.936393610201776,0.671854305267334,0.9574965536594391,0.9721810072660446,0.38009932008571923,0.32012213617563245,0.3812319189310074,0.45130134075880046,0.0017460921121710271,0.0008514489425579087,0.001607123704161495,0.003332936868537215,0.0006432700746472619,0.00035060296941082927,0.0006349277100525796,0.0011205026996321961,0.1362626552581787,0.09352227747440338,0.13050734996795654,0.19413104280829424,0.8797437134198844,0.7628382235765456,0.890733540058136,0.9309932142496109,0.9651169441640377,0.9324669390916824,0.9696418941020966,0.9833582371473313,0.99536137515679,0.9889443039894104,0.9962464272975922,0.9983376860618591,0.2898782564807334,0.06619229335337878,0.3038583844900131,0.4410998404026031,0.000992863160519164,6.091846425988479e-05,0.0007189380994532257,0.0029950285097584124,0.00030210516391093734,3.785107819567202e-05,0.0002203358308179304,0.0008802522032056002,0.36758510005893186,0.11334886476397514,0.30184222757816315,0.8965773254632949,0.9104965017177165,0.7913916021585464,0.9218017756938934,0.9913592725992202,0.9710018839687109,0.9339639842510223,0.9764355719089508,0.9972071170806884,0.9940060582011938,0.9836929440498352,0.9956153929233551,0.9994622886180877,0.8788919423236052,1.1289224654908026,6.348420143127441,20.163111981265477,40,0.26652917486801553,0.8788919423236052,1.1289224654908026,6.329085350036621,20.224708495874424,37,0.3055472707627636
5,32760,128,128,s3_temporal_pm2,0.9394393181428313,0.8016040712594985,0.9561001062393188,0.9766248732805252,0.4939301242120564,0.44131867736577984,0.4945867657661438,0.5501152276992798,0.005508410658876528,0.00300182601204142,0.00522376736626029,0.009302836423739792,0.0023310817932724603,0.0012857548368629067,0.002341551473364234,0.0033259548246860502,0.042219109920552,0.027624700404703616,0.03819210268557072,0.06424258276820181,0.7184623528737575,0.5914578765630722,0.7164431512355804,0.8411935806274414,0.9101981832645833,0.8153044134378433,0.9185681939125061,0.9539629578590393,0.9844112251885235,0.9625099092721938,0.9870627820491791,0.9944753348827362,0.31980984376059496,0.12126639187335969,0.33675599098205566,0.45342299640178674,0.0013247738661732456,0.00010771816960186698,0.0010126703418791294,0.003405555407516657,0.0003364420744276231,4.765603043779265e-05,0.00027069727366324514,0.0008471410110360009,0.34161613503238186,0.11378329545259477,0.28973276913166046,0.7992329120635986,0.8802293613553047,0.7430968225002289,0.8871688842773438,0.9750277280807496,0.9559569419361651,0.8915276408195496,0.9628884494304657,0.9930949389934539,0.9894245555624366,0.9697919189929962,0.9920790791511536,0.9988759964704513,0.8788919423236052,1.1289224654908026,4.822187423706055,26.544780408311794,41,0.2546276826039855,0.8788919423236052,1.1289224654908026,7.233779430389404,17.695301257355226,36,0.3291053472794409
6,32760,128,128,s3_temporal_pm2,0.652728843735531,0.5259699881076813,0.6612286865711212,0.7614359021186828,0.7233116240240633,0.6922778189182281,0.7207327783107758,0.7577310413122177,0.05779026582604274,0.04078938607126474,0.05482929199934006,0.08056460805237291,0.029454277821059804,0.019135031662881375,0.0281082009896636,0.043086521700024596,0.0051125887603120646,0.0031684467219747605,0.004942650906741619,0.008053779182955622,0.1758633274002932,0.12125261537730694,0.1702914834022522,0.23594692274928092,0.43177251843735576,0.3290116831660271,0.4373159259557724,0.5251520663499831,0.7755849231034517,0.6983344346284867,0.7853796780109406,0.8370793551206588,0.5556745259091258,0.3815367341041565,0.5733855962753296,0.6745336949825286,0.01410798361621346,0.0016124017594847826,0.01184921944513917,0.034025309327989764,0.0021911712067321787,0.0001865794176410418,0.001634744112379849,0.005424094526097176,0.13218639048136538,0.0353816082701087,0.09481801837682724,0.3826617747545241,0.5754953831201419,0.3914362967014313,0.5545371472835541,0.8065242409706115,0.7455492876470089,0.5884679734706879,0.7441987693309784,0.8958831131458282,0.8869192330166698,0.7773877620697022,0.895064651966095,0.9647566586732865,0.8788919423236052,1.1289224654908026,8.475118637084961,15.103494326308011,32,0.3547615028685648,0.8788919423236052,1.1289224654908026,6.230257034301758,20.545523288439526,38,0.3004370198917303
7,32760,128,128,s3_temporal_pm2,0.6767337550409138,0.5361702382564545,0.6969460546970367,0.7656912118196487,0.7202772530727088,0.6789966106414795,0.7193403244018555,0.7648326933383942,0.057108925364445895,0.035527287609875204,0.05404156073927879,0.08673345036804674,0.020826633757678792,0.011029972368851304,0.020460852421820164,0.03352205585688352,0.007578431604997604,0.004403584729880094,0.006646251305937767,0.01422349256463349,0.24766874697525054,0.170748420804739,0.2382877767086029,0.35586655139923085,0.5106584478635341,0.40335858464241026,0.5117912590503693,0.6058646589517593,0.7653155676089227,0.6805456310510635,0.7742231488227844,0.8233377844095231,0.697197578381747,0.6381915628910064,0.6987093687057495,0.7719729363918304,0.04778294655079662,0.023245081398636104,0.0436086431145668,0.09340697266161442,0.0069084723149330785,0.0012209434178657831,0.005540063371881843,0.015749345347285268,0.05804961577814538,0.015816882252693176,0.04127981886267662,0.14098185449838635,0.3551374956732616,0.24021920636296273,0.3580102175474167,0.4562204107642173,0.5379406288266182,0.4055688247084618,0.54055055975914,0.6301980823278427,0.7406054842285812,0.6285791158676147,0.7485585510730743,0.8104988217353821,0.8788919423236052,1.1289224654908026,11.64708137512207,10.990213095223474,35,0.36699772460252067,0.8788919423236052,1.1289224654908026,6.57455587387085,19.469589840847476,36,0.3186975018309988
8,32760,128,128,s3_temporal_pm2,0.06408222478057723,0.03082980578765273,0.0610678605735302,0.09842087216675283,0.9965931423939764,0.9959590822458267,0.9966029524803162,0.9970926076173783,0.9652044316753745,0.9588568359613419,0.9652971923351288,0.9702236026525497,0.9311631466262043,0.9195353955030441,0.9310515820980072,0.9408318102359772,0.0001039342301396573,8.836773740767968e-05,0.00010123220272362232,0.00012945718990522436,0.00475791748976917,0.004425679356791079,0.004766204161569476,0.005053630634211004,0.016447871559648775,0.015535661298781634,0.016460190527141094,0.01725466363132,0.056187016365583986,0.053865482658147806,0.05619676969945431,0.05826611332595349,0.9966071853414178,0.9958952575922012,0.9966014623641968,0.9971145749092102,0.9653461966663599,0.9582205086946487,0.9652820229530334,0.9704454749822617,0.9319099527783692,0.9183261126279831,0.9318026304244995,0.9417415976524353,8.885232909960905e-05,7.748328425805084e-05,8.843286195769906e-05,0.00010420656835776753,0.004392207923956448,0.004119747318327427,0.004391082096844912,0.004694845131598413,0.015691737142333295,0.014895286271348597,0.015709870494902134,0.016689634509384633,0.055096739291911945,0.05287694428116083,0.055137332528829575,0.05802360419183969,0.8788919423236052,1.1289224654908026,9.695959091186523,13.20178027825454,33,0.3572281828352226,0.8788919423236052,1.1289224654908026,8.023153305053711,15.954313894185658,32,0.3052232101986634
9,32760,128,128,s3_temporal_pm2,0.088343554205494,0.043398726172745226,0.08520784974098206,0.14003492295742034,0.9826624994166195,0.9774174839258194,0.9819468855857849,0.9880550056695938,0.8356084460392594,0.7907370597124099,0.8288651406764984,0.8832104682922363,0.7000512718223035,0.6173113644123077,0.6929361522197723,0.7788238406181336,0.00032712847428228997,0.00021929819995420986,0.0002974482049467042,0.0005297145951772105,0.011260874882282224,0.008980544237419962,0.010985319968312979,0.014483160851523279,0.03444853414839599,0.02872298741713166,0.03415440395474434,0.04235322345048189,0.10198002931429073,0.08760461062192917,0.10151142627000809,0.12108815275132656,0.9828139012679458,0.9793250828981399,0.9820795357227325,0.9879725813865663,0.8367401896975935,0.8065762221813202,0.8300089836120605,0.8824542820453644,0.700878337956965,0.6497369289398194,0.6905764639377594,0.7787712305784225,0.00030367265264885646,0.0002113532958901487,0.00030467788747046143,0.00041039882053155446,0.01107616831723135,0.008514336543157697,0.011359146796166897,0.013088820641860364,0.03440437212702818,0.02767448974773288,0.03524994105100632,0.039161162078380586,0.10285505157662556,0.08663004711270332,0.10501352697610855,0.11395110040903092,0.8788919423236052,1.1289224654908026,16.4493408203125,7.78170523105237,31,0.4394238672335292,0.8788919423236052,1.1289224654908026,18.06066131591797,7.0874437690701475,32,0.3717365817664249
