head,source,ascending_index,eigenvalue,mp_lower,mp_upper
0,q,0,0.0006873387610539794,0.8788919423236052,1.1289224654908026
0,q,1,0.001014739740639925,0.8788919423236052,1.1289224654908026
0,q,2,0.0010920080821961164,0.8788919423236052,1.1289224654908026
0,q,3,0.0018552921246737242,0.8788919423236052,1.1289224654908026
0,q,4,0.0021649254485964775,0.8788919423236052,1.1289224654908026
0,q,5,0.0026304014027118683,0.8788919423236052,1.1289224654908026
0,q,6,0.002782182302325964,0.8788919423236052,1.1289224654908026
0,q,7,0.0037184921093285084,0.8788919423236052,1.1289224654908026
0,q,8,0.00456642359495163,0.8788919423236052,1.1289224654908026
0,q,9,0.005268705077469349,0.8788919423236052,1.1289224654908026
0,q,10,0.005412915721535683,0.8788919423236052,1.1289224654908026
0,q,11,0.006912920158356428,0.8788919423236052,1.1289224654908026
0,q,12,0.007133849430829287,0.8788919423236052,1.1289224654908026
0,q,13,0.00785541720688343,0.8788919423236052,1.1289224654908026
0,q,14,0.009060504846274853,0.8788919423236052,1.1289224654908026
0,q,15,0.009500387124717236,0.8788919423236052,1.1289224654908026
0,q,16,0.009941005147993565,0.8788919423236052,1.1289224654908026
0,q,17,0.01202195044606924,0.8788919423236052,1.1289224654908026
0,q,18,0.01444735936820507,0.8788919423236052,1.1289224654908026
0,q,19,0.015810012817382812,0.8788919423236052,1.1289224654908026
0,q,20,0.016249673441052437,0.8788919423236052,1.1289224654908026
0,q,21,0.01716908998787403,0.8788919423236052,1.1289224654908026
0,q,22,0.017912304028868675,0.8788919423236052,1.1289224654908026
0,q,23,0.02033066935837269,0.8788919423236052,1.1289224654908026
0,q,24,0.020878974348306656,0.8788919423236052,1.1289224654908026
0,q,25,0.024246051907539368,0.8788919423236052,1.1289224654908026
0,q,26,0.024631349369883537,0.8788919423236052,1.1289224654908026
0,q,27,0.026675451546907425,0.8788919423236052,1.1289224654908026
0,q,28,0.028734784573316574,0.8788919423236052,1.1289224654908026
0,q,29,0.0320998914539814,0.8788919423236052,1.1289224654908026
0,q,30,0.03447972610592842,0.8788919423236052,1.1289224654908026
0,q,31,0.038319285959005356,0.8788919423236052,1.1289224654908026
0,q,32,0.039200201630592346,0.8788919423236052,1.1289224654908026
0,q,33,0.040202610194683075,0.8788919423236052,1.1289224654908026
0,q,34,0.046837590634822845,0.8788919423236052,1.1289224654908026
0,q,35,0.052913155406713486,0.8788919423236052,1.1289224654908026
0,q,36,0.053461361676454544,0.8788919423236052,1.1289224654908026
0,q,37,0.057025209069252014,0.8788919423236052,1.1289224654908026
0,q,38,0.0627906322479248,0.8788919423236052,1.1289224654908026
0,q,39,0.06717310845851898,0.8788919423236052,1.1289224654908026
0,q,40,0.07289168238639832,0.8788919423236052,1.1289224654908026
0,q,41,0.07586164772510529,0.8788919423236052,1.1289224654908026
0,q,42,0.08097697049379349,0.8788919423236052,1.1289224654908026
0,q,43,0.08574406802654266,0.8788919423236052,1.1289224654908026
0,q,44,0.0917682871222496,0.8788919423236052,1.1289224654908026
0,q,45,0.10454743355512619,0.8788919423236052,1.1289224654908026
0,q,46,0.117939792573452,0.8788919423236052,1.1289224654908026
