method,pairs,successful_pairs,paired_speedup_geomean,paired_speedup_min,candidate_seconds_mean,frame_ssim_mean,frame_ssim_min,frame_ssim_p05_mean,pixel_psnr_db_mean,cached_model_forward_fraction_mean,hybrid_residual_calls_mean,peak_allocated_mib_mean
dense_cache008,1,1,1.0460242245771558,1.0460242245771558,5.7801602839899715,0.9680570954439053,0.9680570954439053,0.9646394833534643,33.74773673706285,0.05,0.0,21579.857421875
fp8,1,1,0.9036297218698995,0.9036297218698995,6.69100133900065,0.6720020832738518,0.6720020832738518,0.5907474080192178,18.964087093722103,0.0,0.0,21534.119140625
hybrid,1,1,0.8485721034201391,0.8485721034201391,7.125131328997668,0.7089710222000216,0.7089710222000216,0.6519233281390648,19.535547872066306,0.0,2400.0,21535.119140625
hybrid_refresh4,1,1,0.9072703008554339,0.9072703008554339,6.664152538985945,0.8366581202349299,0.8366581202349299,0.7869262648193154,23.213475485567585,0.0,1440.0,21535.119140625
hybrid_refresh4_cache008,1,1,0.9327943808007924,0.9327943808007924,6.481801137997536,0.8300607496412207,0.8300607496412207,0.7850286765031035,23.01635328585109,0.05,1440.0,21579.857421875
